MANDT,EBELN,EBELP,AEDAT,TXZ01,MATNR,BUKRS,WERKS,LGORT,MATKL,MENGE,MEINS,NETPR,NETWR,BRTWR,MWSKZ,PSTYP,MTART,NTGEW,BRGEW,VOLUM
200,4500001271,00020,20240404,Back war part guy door.,000000000000106356,2000,1100,0001,SERV,856.125,EA,4951.48,4239085.81,5002121.26,V3,1,FERT,33.109,30.583,3.279
200,4500001271,00030,20240404,Out mother real job story follow.,000000000000106357,1000,3100,0001,SERV,17.071,L,2342.67,39991.72,47190.23,V3,1,HALB,1.314,48.944,1.592
200,4500001271,00040,20240404,Wish would hold material.,000000000000106358,1000,1200,0001,RAW,573.719,EA,4536.87,2602888.52,3071408.45,V1,0,FERT,4.974,14.057,0.68
200,4500001271,00050,20240404,Less drug computer beyond senior inside ,000000000000106359,2000,2100,0003,RAW,868.604,L,6793.28,5900670.18,6962790.81,V2,1,FERT,18.658,13.253,1.192
200,4500001272,00010,20250803,Peace animal without.,000000000000106360,1000,1200,0001,SPAR,593.311,KG,8932.41,5299697.11,6253642.59,V1,0,ROH,25.326,3.188,3.855
200,4500001272,00020,20250803,Successful strong people.,000000000000106361,3000,1100,0001,PACK,353.803,KG,8540.27,3021573.15,3565456.32,V3,1,ROH,23.373,16.429,2.415
200,4500001272,00030,20250803,Market mission recently career expect ca,000000000000106362,2000,2100,0003,SERV,70.246,KG,3628.1,254859.51,300734.22,V1,0,FERT,8.694,37.664,0.988
200,4500001272,00040,20250803,Difficult medical but ready policy.,000000000000106363,3000,1200,0003,RAW,116.423,KG,2900.15,337644.16,398420.11,V1,1,FERT,2.405,16.609,3.625
200,4500001272,00050,20250803,Similar power behind politics born consu,000000000000106364,3000,2100,0001,SERV,575.356,KG,3279.05,1886621.09,2226212.89,V3,1,ROH,6.271,30.448,2.821
300,4500001273,00010,20250524,Hour area memory figure.,000000000000106365,3000,2100,0002,PACK,777.619,KG,5223.71,4062056.15,4793226.26,V3,0,FERT,15.228,34.046,3.849
300,4500001273,00020,20250524,Senior begin resource option throw durin,000000000000106366,3000,2100,0001,RAW,36.606,KG,449.81,16465.74,19429.57,V3,1,FERT,39.249,29.316,0.654
300,4500001273,00030,20250524,Throw with pattern else machine.,000000000000106367,2000,1200,0001,PACK,736.023,L,6994.69,5148252.72,6074938.21,V2,0,ROH,34.296,7.109,0.25
300,4500001273,00040,20250524,Early tree send grow anyone.,000000000000106368,2000,1100,0001,SPAR,790.474,EA,4487.87,3547544.55,4186102.57,V3,1,HALB,28.276,22.296,3.921
300,4500001273,00050,20250524,Standard mouth together myself.,000000000000106369,2000,3100,0003,SPAR,976.418,EA,321.8,314211.31,370769.35,V1,1,FERT,30.208,8.475,2.142
100,4500001274,00010,20250823,Movement amount until detail next music.,000000000000106370,3000,1200,0003,RAW,952.943,EA,8410.01,8014260.16,9456826.99,V3,1,ROH,19.368,3.079,3.726
100,4500001274,00020,20250823,Test type writer reach meeting.,000000000000106371,2000,1200,0001,SERV,730.901,KG,2911.77,2128215.6,2511294.41,V1,0,HALB,19.559,29.002,0.633
100,4500001274,00030,20250823,Truth whose Mr.,000000000000106372,3000,2100,0003,SERV,889.479,EA,7675.19,6826920.33,8055765.99,V1,0,HALB,23.735,42.746,1.45
100,4500001274,00040,20250823,Film process wife six some rich these.,000000000000106373,3000,1200,0003,PACK,305.341,EA,2823.06,861995.96,1017155.23,V2,0,ROH,10.874,38.395,3.509
100,4500001274,00050,20250823,Body computer outside form shoulder beyo,000000000000106374,1000,2100,0003,PACK,779.038,KG,5327.24,4150122.4,4897144.43,V3,1,HALB,24.094,44.558,2.697
200,4500001275,00010,20240411,Rule provide opportunity series.,000000000000106375,1000,1200,0003,SPAR,226.433,EA,3576.22,809774.22,955533.58,V1,1,HALB,4.266,37.736,1.013
200,4500001275,00020,20240411,Push woman physical different.,000000000000106376,1000,2100,0002,PACK,420.543,L,4491.26,1888767.95,2228746.18,V1,0,HALB,36.304,48.741,1.943
200,4500001275,00030,20240411,College south buy that.,000000000000106377,1000,1200,0002,RAW,40.485,EA,673.49,27266.24,32174.16,V3,1,FERT,5.014,43.043,1.298
200,4500001275,00040,20240411,Onto and list.,000000000000106378,1000,3100,0002,SPAR,111.253,L,8188.1,910950.69,1074921.81,V3,1,FERT,38.221,16.477,3.766
200,4500001275,00050,20240411,Another up south citizen.,000000000000106379,3000,1200,0003,SPAR,301.273,KG,3555.19,1071082.76,1263877.66,V2,0,FERT,10.868,21.316,3.498
300,4500001276,00010,20251130,Pm very cultural plant group fight.,000000000000106380,2000,1100,0003,SERV,427.42,EA,4451.54,1902677.23,2245159.13,V3,1,FERT,29.945,23.923,0.915
300,4500001276,00020,20251130,Sing sing instead always size son.,000000000000106381,1000,1200,0001,PACK,560.21,EA,2936.14,1644854.99,1940928.89,V1,1,FERT,4.868,34.664,1.898
300,4500001276,00030,20251130,Billion ball police up.,000000000000106382,2000,3100,0003,SERV,596.922,EA,1921.12,1146758.79,1353175.37,V2,0,ROH,21.044,49.517,3.039
300,4500001276,00040,20251130,Loss wife citizen change.,000000000000106383,2000,3100,0003,SPAR,668.276,L,2423.91,1619840.88,1911412.24,V3,1,HALB,13.484,22.676,0.516
300,4500001276,00050,20251130,Cut include idea military news indicate ,000000000000106384,3000,1200,0001,PACK,293.144,EA,6990.67,2049272.97,2418142.1,V1,1,HALB,30.421,26.666,0.373
200,4500001277,00010,20250718,Subject choice approach together yoursel,000000000000106385,2000,3100,0001,SERV,883.061,L,4805.38,4243443.67,5007263.53,V1,1,HALB,28.826,37.434,0.837
200,4500001277,00020,20250718,Example than successful player full.,000000000000106386,2000,2100,0003,SPAR,456.62,KG,7483.38,3417060.98,4032131.96,V2,1,FERT,18.124,9.138,2.642
200,4500001277,00030,20250718,Memory which east recognize listen.,000000000000106387,2000,1200,0003,SPAR,768.076,KG,6348.5,4876130.49,5753833.98,V1,1,FERT,34.288,22.465,0.296
200,4500001277,00040,20250718,Those western point Mrs represent.,000000000000106388,2000,1100,0001,SERV,420.031,L,8027.06,3371614.04,3978504.57,V3,0,HALB,8.608,14.48,3.385
200,4500001277,00050,20250718,Kid politics make head factor.,000000000000106389,2000,1200,0001,RAW,404.836,EA,6431.6,2603743.22,3072417.0,V2,0,HALB,27.099,6.61,1.567
300,4500001278,00010,20241228,Share foreign leader choice today.,000000000000106390,2000,1200,0003,SERV,983.781,L,3331.67,3277633.64,3867607.7,V1,1,FERT,32.815,3.533,2.479
300,4500001278,00020,20241228,International material candidate newspap,000000000000106391,3000,2100,0001,PACK,579.01,KG,3169.9,1835403.8,2165776.48,V3,1,FERT,8.665,23.713,3.98
300,4500001278,00030,20241228,Only two challenge.,000000000000106392,3000,1100,0002,SPAR,820.256,L,4888.08,4009476.95,4731182.8,V1,1,HALB,6.354,9.543,3.448
300,4500001278,00040,20241228,Customer next have player blue affect or,000000000000106393,1000,1100,0001,RAW,597.194,L,3176.25,1896837.44,2238268.18,V1,0,ROH,18.852,9.471,3.046
300,4500001278,00050,20241228,Rule close community buy provide quality,000000000000106394,3000,1100,0001,PACK,283.644,KG,3474.72,985583.48,1162988.51,V3,0,HALB,21.824,30.178,3.353
300,4500001279,00010,20251029,Economy theory she oil before involve ar,000000000000106395,2000,2100,0003,SERV,478.71,EA,6399.31,3063413.69,3614828.15,V3,1,ROH,6.035,34.484,3.331
300,4500001279,00020,20251029,Shake executive bring write move shoulde,000000000000106396,2000,1100,0002,RAW,43.848,EA,1297.18,56878.75,67116.93,V2,0,HALB,20.3,18.113,2.603
300,4500001279,00030,20251029,Full imagine effort couple.,000000000000106397,2000,1100,0002,SERV,706.988,L,2720.74,1923530.53,2269766.03,V2,1,FERT,29.925,26.677,1.287
300,4500001279,00040,20251029,Candidate everything want at though.,000000000000106398,2000,3100,0001,SERV,699.954,L,7050.38,4934941.68,5823231.18,V3,0,FERT,19.444,17.482,1.021
300,4500001279,00050,20251029,Management or glass bad girl.,000000000000106399,2000,2100,0002,PACK,276.073,KG,1965.83,542712.59,640400.86,V2,1,FERT,14.066,48.816,0.149
300,4500001280,00010,20241211,Easy maintain you over.,000000000000106400,1000,3100,0001,SPAR,967.272,L,8696.3,8411687.49,9925791.24,V1,1,HALB,6.436,12.695,3.755
300,4500001280,00020,20241211,Tough resource expect begin.,000000000000106401,2000,1200,0001,SPAR,176.473,KG,4156.69,733543.55,865581.39,V2,1,FERT,30.485,19.047,1.382
300,4500001280,00030,20241211,Range into none program type house.,000000000000106402,2000,3100,0003,SERV,494.158,L,6189.09,3058388.34,3608898.24,V3,0,ROH,38.179,4.842,1.443
300,4500001280,00040,20241211,News standard admit charge occur tonight,000000000000106403,3000,2100,0002,RAW,830.897,KG,8571.62,7122133.34,8404117.34,V3,1,FERT,5.468,45.983,0.31
300,4500001280,00050,20241211,Foreign meet this nearly certain.,000000000000106404,3000,1200,0002,SPAR,370.238,EA,8313.29,3077895.86,3631917.11,V3,1,FERT,33.406,30.523,1.346
200,4500001281,00010,20241002,Black organization future discuss.,000000000000106405,3000,3100,0002,RAW,28.472,EA,6117.11,174166.36,205516.3,V3,0,HALB,13.163,21.713,2.567
200,4500001281,00020,20241002,Question smile big clearly.,000000000000106406,2000,3100,0001,SERV,676.675,L,1223.29,827769.76,976768.32,V1,0,HALB,11.381,5.313,3.289
200,4500001281,00030,20241002,Manage late street create page.,000000000000106407,1000,3100,0003,SERV,303.965,EA,1745.14,530461.48,625944.55,V1,0,FERT,34.338,22.941,2.858
200,4500001281,00040,20241002,Yard out money part.,000000000000106408,2000,2100,0001,RAW,456.94,L,6655.87,3041333.24,3588773.22,V2,1,ROH,9.743,46.348,0.114
200,4500001281,00050,20241002,Seven enter way set.,000000000000106409,2000,1100,0003,SPAR,919.365,L,1455.53,1338163.34,1579032.74,V3,0,FERT,13.75,37.414,0.603
300,4500001282,00010,20250411,Sit goal total.,000000000000106410,3000,3100,0002,RAW,830.053,KG,4076.83,3383984.97,3993102.26,V2,1,FERT,19.415,8.11,3.635
300,4500001282,00020,20250411,Address within bar price sign.,000000000000106411,2000,3100,0003,SPAR,122.78,L,7704.0,945897.12,1116158.6,V3,1,FERT,15.037,30.274,1.025
300,4500001282,00030,20250411,Father describe option question early li,000000000000106412,1000,3100,0001,SPAR,693.338,L,8124.95,5633336.58,6647337.16,V2,0,ROH,23.215,31.276,0.158
300,4500001282,00040,20250411,Group nothing perform nearly than.,000000000000106413,3000,2100,0001,SPAR,727.362,EA,8405.04,6113506.7,7213937.91,V3,0,ROH,21.175,23.555,1.252
300,4500001282,00050,20250411,Book including suffer side my writer qui,000000000000106414,1000,1200,0002,RAW,858.773,EA,1154.89,991788.35,1170310.25,V3,1,ROH,22.779,19.206,1.968
400,4500001283,00010,20240218,Oil section success skin.,000000000000106415,3000,1200,0003,RAW,795.467,L,3821.99,3040266.92,3587514.97,V1,0,FERT,13.104,38.281,2.648
400,4500001283,00020,20240218,Day particular age only culture peace re,000000000000106416,1000,3100,0001,RAW,181.759,L,7837.48,1424532.53,1680948.39,V1,1,FERT,2.233,18.592,0.366
400,4500001283,00030,20240218,Produce car what however.,000000000000106417,3000,1200,0002,SPAR,693.715,L,800.81,555533.91,655530.01,V3,1,FERT,5.245,48.057,3.88
400,4500001283,00040,20240218,Discover short share.,000000000000106418,1000,1100,0001,PACK,398.647,EA,2905.31,1158193.12,1366667.88,V3,1,HALB,37.709,38.965,2.159
400,4500001283,00050,20240218,During continue fall.,000000000000106419,1000,3100,0001,RAW,961.982,EA,8552.8,8227639.65,9708614.79,V1,0,ROH,27.075,10.249,1.96
400,4500001284,00010,20250209,Imagine picture two necessary half sudde,000000000000106420,1000,1200,0002,SERV,233.095,EA,2286.18,532897.13,628818.61,V1,1,ROH,2.226,34.306,1.411
400,4500001284,00020,20250209,And some statement response top.,000000000000106421,3000,1200,0002,SERV,742.036,KG,1612.34,1196414.32,1411768.9,V3,0,HALB,29.119,44.839,0.553
400,4500001284,00030,20250209,Allow rule once subject side.,000000000000106422,1000,1100,0003,SERV,23.205,KG,5915.06,137258.97,161965.58,V1,1,FERT,18.695,7.513,1.181
400,4500001284,00040,20250209,Over identify score campaign will soldie,000000000000106423,3000,3100,0002,SERV,742.879,KG,815.6,605892.11,714952.69,V2,0,HALB,14.665,21.974,3.241
400,4500001284,00050,20250209,Worry life test discuss history age degr,000000000000106424,3000,1100,0001,RAW,122.874,KG,5443.29,668838.82,789229.81,V3,1,ROH,39.771,8.069,0.577
200,4500001285,00010,20250326,Him report wind win for stay low.,000000000000106425,2000,1100,0003,SPAR,653.841,EA,5400.45,3531035.63,4166622.04,V2,0,ROH,11.375,33.803,1.846
200,4500001285,00020,20250326,Us professional interesting six over sea,000000000000106426,1000,2100,0003,SERV,779.229,L,5936.12,4625596.85,5458204.28,V3,1,ROH,10.128,39.312,2.877
200,4500001285,00030,20250326,Main design have.,000000000000106427,2000,2100,0002,SPAR,751.892,KG,2470.2,1857323.62,2191641.87,V2,0,FERT,29.65,17.889,0.383
200,4500001285,00040,20250326,Unit vote visit social number than facto,000000000000106428,1000,1200,0001,SPAR,537.284,KG,7388.89,3969932.37,4684520.2,V1,0,FERT,15.04,8.895,1.111
200,4500001285,00050,20250326,Sister between police black check be kee,000000000000106429,2000,1200,0003,SPAR,715.333,EA,2447.97,1751113.72,2066314.19,V1,1,HALB,8.665,33.285,2.924
100,4500001286,00010,20250813,State time cup include spend baby.,000000000000106430,2000,1200,0001,PACK,462.074,L,2499.12,1154778.37,1362638.48,V1,1,HALB,8.257,6.875,0.965
100,4500001286,00020,20250813,Glass prepare beat never.,000000000000106431,1000,1200,0003,SERV,946.736,L,502.51,475744.31,561378.29,V1,1,HALB,1.296,34.133,0.522
100,4500001286,00030,20250813,Represent its weight change popular ofte,000000000000106432,1000,3100,0003,SERV,151.561,L,645.43,97822.02,115429.98,V3,0,ROH,16.759,39.74,3.998
100,4500001286,00040,20250813,Site try might argue institution employe,000000000000106433,1000,3100,0002,SPAR,378.501,L,141.19,53440.56,63059.86,V1,0,ROH,1.701,44.632,2.361
100,4500001286,00050,20250813,Subject him too civil chance put arm.,000000000000106434,1000,1200,0003,RAW,359.978,KG,6915.53,2489438.66,2937537.62,V1,1,FERT,17.002,46.868,0.977
200,4500001287,00010,20250912,Describe leave music hold.,000000000000106435,3000,1200,0002,SPAR,657.236,KG,3938.94,2588813.17,3054799.54,V2,0,FERT,25.419,11.607,2.809
200,4500001287,00020,20250912,Production Mrs shoulder by.,000000000000106436,2000,2100,0002,SERV,537.107,EA,7633.27,4099882.75,4837861.64,V1,0,ROH,31.295,41.808,2.347
200,4500001287,00030,20250912,Blood government although kitchen especi,000000000000106437,1000,1100,0002,SERV,852.292,EA,7053.97,6012042.2,7094209.8,V3,0,FERT,9.556,11.525,0.896
200,4500001287,00040,20250912,Hold miss decision hour hand.,000000000000106438,3000,1100,0001,RAW,397.183,KG,1936.86,769287.87,907759.69,V3,0,HALB,18.233,32.418,0.907
200,4500001287,00050,20250912,Just threat government win indicate orde,000000000000106439,1000,2100,0002,SPAR,635.016,EA,5978.57,3796487.61,4479855.38,V2,1,ROH,37.759,45.839,2.337
300,4500001288,00010,20241231,Professional form current.,000000000000106440,2000,2100,0002,PACK,336.201,EA,3562.69,1197779.94,1413380.33,V1,1,ROH,16.381,34.012,1.285
300,4500001288,00020,20241231,Medical space early performance.,000000000000106441,1000,3100,0003,SERV,804.133,KG,1145.16,920860.95,1086615.92,V1,0,FERT,37.682,19.727,1.276
300,4500001288,00030,20241231,Box question hot along material still.,000000000000106442,1000,3100,0002,SERV,790.284,L,4151.18,3280611.14,3871121.15,V1,0,HALB,16.85,47.899,2.937
300,4500001288,00040,20241231,News modern low.,000000000000106443,1000,2100,0001,RAW,968.356,EA,2387.44,2311891.85,2728032.38,V3,0,HALB,30.146,45.913,3.238
300,4500001288,00050,20241231,Rather once office training site network,000000000000106444,3000,3100,0002,SERV,147.036,L,7305.6,1074186.2,1267539.72,V3,0,HALB,18.421,22.314,2.334
100,4500001289,00010,20241009,Hour politics certainly their carry.,000000000000106445,2000,1100,0002,PACK,693.286,EA,3870.51,2683370.4,3166377.07,V2,0,HALB,23.793,49.065,0.355
100,4500001289,00020,20241009,Voice court fight apply wide ahead.,000000000000106446,3000,3100,0001,PACK,656.512,L,7082.0,4649417.98,5486313.22,V3,0,HALB,24.249,20.622,1.972
100,4500001289,00030,20241009,Phone dog best.,000000000000106447,1000,1100,0001,SPAR,376.424,EA,2099.6,790339.83,932601.0,V3,0,ROH,8.919,46.932,0.871
100,4500001289,00040,20241009,Wife executive debate past property.,000000000000106448,2000,3100,0002,SERV,980.603,L,8438.93,8275240.07,9764783.28,V1,1,ROH,28.683,49.181,3.093
100,4500001289,00050,20241009,Year PM growth natural set job writer.,000000000000106449,2000,3100,0002,SERV,294.041,L,3554.99,1045312.81,1233469.12,V1,0,ROH,3.146,28.288,1.849
400,4500001290,00010,20250802,Sort deal win consumer show what through,000000000000106450,3000,3100,0001,SERV,937.166,L,7432.76,6965729.96,8219561.35,V1,0,FERT,7.689,19.252,0.491
400,4500001290,00020,20250802,Base stock late draw support.,000000000000106451,2000,1100,0002,RAW,794.43,L,7028.89,5583961.08,6589074.07,V2,0,ROH,33.099,30.646,1.087
400,4500001290,00030,20250802,Choice right pay summer politics break b,000000000000106452,2000,2100,0001,SERV,510.71,L,1300.03,663938.32,783447.22,V2,0,ROH,14.205,8.567,0.662
400,4500001290,00040,20250802,Blue voice follow.,000000000000106453,3000,1200,0001,SPAR,804.189,L,4207.76,3383834.31,3992924.49,V2,0,FERT,20.146,28.567,3.47
400,4500001290,00050,20250802,Similar industry particular small other ,000000000000106454,2000,1100,0002,SERV,327.019,KG,2218.11,725364.11,855929.65,V1,0,FERT,15.486,46.598,3.19
400,4500001291,00010,20251110,Everything piece serve fact task partici,000000000000106455,3000,2100,0002,PACK,365.653,EA,6452.95,2359540.53,2784257.83,V3,1,FERT,5.306,26.8,1.29
400,4500001291,00020,20251110,Couple air keep painting.,000000000000106456,3000,1100,0001,RAW,904.951,KG,6830.31,6181095.86,7293693.11,V2,0,HALB,34.195,7.597,2.895
400,4500001291,00030,20251110,If writer today management ever room age,000000000000106457,2000,1100,0003,RAW,33.871,L,8233.48,278876.2,329073.92,V3,1,ROH,29.217,17.718,2.148
400,4500001291,00040,20251110,At audience dream all open.,000000000000106458,3000,2100,0001,PACK,204.331,EA,7268.65,1485210.52,1752548.41,V2,1,ROH,9.376,22.893,3.946
400,4500001291,00050,20251110,Still Mrs bring future.,000000000000106459,2000,1200,0002,RAW,57.898,KG,4664.22,270049.01,318657.83,V2,0,FERT,17.639,43.144,2.901
100,4500001292,00010,20240810,Great dream south meeting.,000000000000106460,3000,3100,0003,SPAR,928.915,KG,8697.51,8079247.5,9533512.05,V2,1,HALB,6.837,41.196,3.193
100,4500001292,00020,20240810,Class least management staff.,000000000000106461,1000,2100,0002,PACK,728.578,KG,8027.03,5848317.46,6901014.6,V1,0,FERT,1.623,46.457,3.997
100,4500001292,00030,20240810,Whole cultural may hospital agency.,000000000000106462,2000,3100,0003,SERV,73.535,EA,1443.97,106182.33,125295.15,V3,1,FERT,15.645,17.398,2.206
100,4500001292,00040,20240810,Century city name.,000000000000106463,3000,1100,0003,SERV,284.442,L,3484.9,991251.93,1169677.28,V3,0,ROH,5.14,46.671,1.565
100,4500001292,00050,20240810,Piece provide candidate these.,000000000000106464,3000,1100,0001,SERV,929.339,EA,6146.87,5712526.02,6740780.7,V3,1,FERT,35.963,7.314,1.783
300,4500001293,00010,20250517,But increase buy man might hair.,000000000000106465,2000,1100,0003,SPAR,190.991,L,761.5,145439.65,171618.79,V3,0,HALB,28.701,35.828,0.395
300,4500001293,00020,20250517,Low present road statement watch hold wa,000000000000106466,3000,1100,0003,PACK,307.332,L,8119.49,2495379.1,2944547.34,V2,1,FERT,19.156,32.764,3.43
300,4500001293,00030,20250517,Style morning parent treatment.,000000000000106467,1000,1100,0003,RAW,644.295,EA,4627.87,2981713.5,3518421.93,V2,0,ROH,34.509,18.648,0.367
300,4500001293,00040,20250517,Either there sort town.,000000000000106468,1000,1200,0002,SERV,636.034,EA,7084.87,4506218.21,5317337.49,V2,0,FERT,7.046,42.117,0.631
300,4500001293,00050,20250517,Ok decision under reflect style century ,000000000000106469,3000,2100,0002,PACK,483.018,KG,1859.0,897930.46,1059557.94,V2,0,ROH,36.399,31.743,1.744
100,4500001294,00010,20250628,Just interesting happy last.,000000000000106470,2000,3100,0001,SERV,50.095,EA,6946.14,347966.88,410600.92,V1,1,FERT,4.626,2.567,2.554
100,4500001294,00020,20250628,Evening pick east decide cover exactly n,000000000000106471,1000,1100,0001,SPAR,366.452,KG,8976.48,3289449.05,3881549.88,V3,1,FERT,8.426,28.152,0.274
100,4500001294,00030,20250628,Economy defense no factor personal three,000000000000106472,1000,2100,0003,PACK,988.951,KG,7713.52,7628293.32,9001386.12,V3,0,HALB,11.942,23.903,3.811
100,4500001294,00040,20250628,Start bag contain say work.,000000000000106473,2000,1100,0001,RAW,223.466,EA,7299.41,1631169.96,1924780.55,V2,0,FERT,7.986,31.343,1.815
100,4500001294,00050,20250628,Crime up mouth in window.,000000000000106474,1000,1100,0001,SPAR,296.467,EA,6256.1,1854727.2,2188578.1,V3,0,ROH,12.433,24.355,2.657
400,4500001295,00010,20240623,Tax election such politics protect great,000000000000106475,1000,1100,0001,SPAR,223.742,KG,3664.19,819833.2,967403.18,V1,0,ROH,23.833,36.447,3.269
400,4500001295,00020,20240623,Team create dream third.,000000000000106476,2000,2100,0003,RAW,608.168,L,8333.93,5068429.54,5980746.86,V1,1,HALB,26.542,32.991,1.521
400,4500001295,00030,20240623,While side citizen opportunity woman des,000000000000106477,3000,3100,0003,RAW,891.351,EA,3592.05,3201777.36,3778097.28,V1,0,FERT,4.262,40.882,3.316
400,4500001295,00040,20240623,Half let court so.,000000000000106478,3000,3100,0002,SPAR,806.813,EA,8451.86,6819070.52,8046503.21,V2,1,HALB,12.748,26.207,2.82
400,4500001295,00050,20240623,Strong control way consumer.,000000000000106479,3000,1100,0002,SERV,269.042,KG,662.76,178310.28,210406.13,V1,1,HALB,37.399,36.517,2.386
200,4500001296,00010,20250411,People teach east wide entire front hand,000000000000106480,1000,3100,0001,SERV,562.201,L,6539.14,3676311.05,4338047.04,V1,0,FERT,26.23,1.197,1.619
200,4500001296,00020,20250411,Form summer fight in candidate from.,000000000000106481,1000,1200,0003,SPAR,783.96,KG,8897.18,6975033.23,8230539.21,V1,0,HALB,1.996,31.719,1.526
200,4500001296,00030,20250411,Suffer five brother art institution gove,000000000000106482,3000,1200,0002,RAW,69.783,L,4956.75,345896.89,408158.33,V2,0,ROH,17.706,13.82,0.515
200,4500001296,00040,20250411,Simply public check anything his public ,000000000000106483,3000,2100,0003,PACK,589.597,KG,5258.11,3100165.88,3658195.74,V3,1,ROH,11.511,37.619,1.947
200,4500001296,00050,20250411,Thing including live figure various.,000000000000106484,3000,2100,0001,SERV,625.375,EA,3812.36,2384154.64,2813302.48,V1,0,FERT,10.755,22.808,1.111
400,4500001297,00010,20251118,City raise store somebody difficult beca,000000000000106485,2000,1200,0001,SERV,312.058,EA,2468.45,770299.57,908953.49,V2,1,ROH,38.669,38.263,2.366
400,4500001297,00020,20251118,Three away degree trouble role.,000000000000106486,1000,1200,0002,PACK,498.374,EA,8252.01,4112587.23,4852852.93,V3,1,HALB,36.939,14.58,0.166
400,4500001297,00030,20251118,As series their care experience future h,000000000000106487,3000,1200,0002,SERV,337.444,EA,133.92,45190.5,53324.79,V3,1,FERT,6.407,29.767,1.714
400,4500001297,00040,20251118,See purpose matter inside space together,000000000000106488,3000,2100,0001,RAW,990.47,EA,7854.78,7779923.95,9180310.26,V2,1,HALB,32.325,12.441,3.47
400,4500001297,00050,20251118,Trade girl tell heart involve medical mo,000000000000106489,3000,3100,0003,SERV,656.583,EA,7332.78,4814578.69,5681202.85,V3,1,HALB,7.651,1.202,1.999
200,4500001298,00010,20250629,Southern who daughter prepare.,000000000000106490,1000,2100,0001,PACK,445.284,EA,4833.81,2152418.25,2539853.53,V2,0,FERT,32.047,1.207,0.488
200,4500001298,00020,20250629,Affect business participant begin.,000000000000106491,3000,2100,0002,PACK,311.612,EA,6813.56,2123187.06,2505360.73,V2,0,ROH,19.794,13.689,1.578
200,4500001298,00030,20250629,Test me poor effect Mrs offer billion.,000000000000106492,1000,2100,0002,SPAR,368.455,KG,2741.93,1010277.82,1192127.83,V3,0,FERT,2.609,32.477,2.876
200,4500001298,00040,20250629,Price seem medical line run heavy.,000000000000106493,3000,2100,0001,RAW,443.722,L,5758.33,2555097.7,3015015.29,V1,0,HALB,15.097,1.3,0.173
200,4500001298,00050,20250629,Claim between memory perform investment.,000000000000106494,3000,1200,0001,RAW,912.24,L,6886.34,6281994.8,7412753.86,V2,0,HALB,14.022,40.924,3.024
100,4500001299,00010,20241226,Sure receive major artist.,000000000000106495,3000,3100,0002,SERV,804.117,L,6967.72,5602862.1,6611377.28,V1,0,FERT,16.723,38.396,1.444
100,4500001299,00020,20241226,Marriage however else listen middle budg,000000000000106496,1000,3100,0003,SPAR,66.615,KG,7015.59,467343.53,551465.37,V2,1,HALB,11.769,2.826,0.281
100,4500001299,00030,20241226,Leader before eat more.,000000000000106497,3000,2100,0002,RAW,534.488,KG,6120.2,3271173.46,3859984.68,V3,1,ROH,23.397,46.346,0.58
100,4500001299,00040,20241226,Including force store current.,000000000000106498,1000,3100,0002,RAW,410.531,KG,2293.39,941507.69,1110979.07,V1,1,ROH,18.33,45.851,3.337
100,4500001299,00050,20241226,Paper lot left national into president.,000000000000106499,2000,1100,0002,SERV,402.666,L,7326.58,2950164.66,3481194.3,V1,0,FERT,22.078,41.54,1.088
400,4500001300,00010,20250706,Tree behind appear five can growth discu,000000000000106500,3000,2100,0002,PACK,762.176,L,7084.19,5399399.6,6371291.53,V3,0,ROH,29.216,43.921,3.361
400,4500001300,00020,20250706,Data that recently vote machine alone co,000000000000106501,3000,3100,0003,PACK,887.726,EA,2574.22,2285202.02,2696538.38,V3,0,ROH,4.994,9.941,0.928
400,4500001300,00030,20250706,Seem clearly so anyone others his.,000000000000106502,3000,2100,0003,PACK,408.551,EA,873.29,356783.5,421004.53,V3,0,FERT,14.493,45.389,3.744
400,4500001300,00040,20250706,Suggest at operation life share plan.,000000000000106503,3000,3100,0001,PACK,531.42,EA,8328.11,4425724.22,5222354.58,V2,0,ROH,15.126,43.109,0.733
400,4500001300,00050,20250706,Pattern full page consider night finally,000000000000106504,3000,3100,0003,SERV,596.32,L,5087.03,3033497.73,3579527.32,V3,0,FERT,26.324,18.67,3.309
200,4500001301,00010,20240814,As away music magazine speak.,000000000000106505,2000,2100,0001,PACK,751.489,EA,771.57,579826.37,684195.12,V2,1,FERT,25.723,14.005,3.296
200,4500001301,00020,20240814,Capital get media play accept.,000000000000106506,3000,3100,0003,RAW,703.552,KG,1742.29,1225791.61,1446434.1,V3,1,ROH,16.235,35.848,1.759
200,4500001301,00030,20240814,Value sometimes piece just magazine.,000000000000106507,3000,2100,0002,SPAR,684.723,EA,2064.13,1413357.29,1667761.6,V2,1,HALB,36.079,18.821,2.774
200,4500001301,00040,20240814,Among when positive sound stuff one poin,000000000000106508,1000,1200,0001,PACK,235.017,EA,6427.27,1510517.71,1782410.9,V3,1,FERT,12.401,22.963,1.679
200,4500001301,00050,20240814,About line hand.,000000000000106509,1000,1100,0001,SPAR,798.398,EA,1367.76,1092016.85,1288579.88,V2,1,ROH,19.095,18.839,1.993
100,4500001302,00010,20251119,Election everything team pattern officer,000000000000106510,3000,1100,0001,RAW,660.94,L,2417.42,1597769.57,1885368.09,V2,1,ROH,14.087,27.165,3.878
