MANDT,EBELN,BUKRS,BSTYP,BSART,BSAKZ,LOEKZ,STATU,AEDAT,ERNAM,PINCR,LPONR,LIFNR,SPRAS,ZTERM,ZBD1T,ZBD2T,ZBD3T,ZBD1P,ZBD2P,EKORG,EKGRP,WAERS,WKURS,KUFIX,BEDAT,KDATB,KDATE,BWBDT,ANGDT,BNDDT,GWLDT,AUSNR,ANGNR,IHREZ,KTWRT
300,4508606890,C003,K,NB,"",X,A,20240801,USER3,00023,00012,V362187,E,PT56,15,47,67,0.751,1.826,P003,004,EUR,8.78548,"",20240801,20240702,20250801,20240811,20240821,20240831,20250801,7230981108,9220166967,REF1795,100361.94
200,4518461124,C001,K,UB,X,"",C,20240205,USER3,00034,00083,V196288,D,PT31,3,39,87,1.479,1.5,P003,004,INR,29.08014,"",20240205,20240106,20250204,20240215,20240225,20240306,20250204,2901391950,9067329395,REF6398,333614.18
100,4547895930,C004,F,ZNB,X,X,C,20240623,USER84,00069,00081,V602689,D,PT40,26,58,87,1.534,0.267,P003,004,INR,77.43452,"",20240623,20240524,20250623,20240703,20240713,20240723,20250623,8311581635,5707182832,REF3885,55259.28
300,4558357130,C004,F,FO,X,"",C,20251210,USER96,00014,00020,V459231,E,PT40,4,34,84,0.697,2.765,P001,003,INR,79.79066,"",20251210,20251110,20261210,20251220,20251230,20260109,20261210,7398907617,4487280100,REF7346,324449.2
200,4515041226,C002,K,FO,X,X,B,20250924,USER70,00038,00085,V907512,E,PT60,25,45,89,0.067,0.187,P002,004,EUR,4.0661,"",20250924,20250825,20260924,20251004,20251014,20251024,20260924,8565976923,1454250020,REF3865,151537.93
200,4509210542,C004,F,ZNB,X,"",A,20240808,USER22,00051,00034,V697374,D,PT30,11,31,86,4.202,0.87,P003,001,USD,55.29515,X,20240808,20240709,20250808,20240818,20240828,20240907,20250808,7407687462,8825826779,REF6943,72622.88
100,4590907595,C004,K,UB,"","",C,20230616,USER55,00074,00087,V974018,E,PT29,14,49,65,0.217,2.659,P002,003,INR,77.4471,X,20230616,20230517,20240615,20230626,20230706,20230716,20240615,2502487103,8228983787,REF4810,256293.66
200,4587635919,C003,F,FO,"",X,A,20250805,USER85,00085,00029,V915010,F,PT10,24,44,63,4.166,2.308,P003,004,EUR,42.87791,X,20250805,20250706,20260805,20250815,20250825,20250904,20260805,1567397181,6910216370,REF3157,347551.19
100,4515290125,C001,K,NB,"","",A,20250630,USER76,00096,00039,V126124,E,PT21,14,45,62,2.024,1.242,P003,003,USD,61.5854,"",20250630,20250531,20260630,20250710,20250720,20250730,20260630,4943847913,2822428341,REF4839,140247.44
200,4579660430,C003,F,UB,X,X,C,20231218,USER88,00065,00033,V199356,E,PT17,29,33,85,0.533,1.617,P001,004,INR,63.16695,X,20231218,20231118,20241217,20231228,20240107,20240117,20241217,9379287533,8191283800,REF9389,271025.8
200,4587720039,C002,K,NB,X,"",B,20231209,USER17,00033,00082,V969923,F,PT27,19,48,73,4.679,0.335,P003,003,USD,54.45747,"",20231209,20231109,20241208,20231219,20231229,20240108,20241208,1879769043,4333705893,REF4779,103489.53
200,4590544032,C002,F,ZNB,X,X,A,20251209,USER58,00057,00082,V591685,D,PT32,24,58,70,1.763,0.093,P002,002,USD,6.88519,X,20251209,20251109,20261209,20251219,20251229,20260108,20261209,6323046036,3100582583,REF1084,242835.38
300,4566113893,C002,F,ZNB,X,"",B,20250331,USER15,00012,00086,V900783,F,PT29,15,40,84,2.922,1.871,P001,004,INR,58.91302,X,20250331,20250301,20260331,20250410,20250420,20250430,20260331,5198533115,7964401633,REF8157,411763.04
100,4554207660,C001,F,NB,X,X,A,20260125,USER16,00075,00061,V276716,F,PT54,27,38,86,4.433,2.246,P002,002,USD,77.17775,X,20260125,20251226,20270125,20260204,20260214,20260224,20270125,5183165419,1582304682,REF9731,391293.09
300,4577970606,C003,F,UB,X,X,A,20240104,USER71,00036,00069,V743269,E,PT36,17,50,85,1.835,2.179,P002,001,EUR,30.42409,"",20240104,20231205,20250103,20240114,20240124,20240203,20250103,6278868365,1710051166,REF9077,117834.52
100,4533804891,C002,F,NB,"",X,C,20231210,USER9,00056,00056,V934604,D,PT51,23,41,80,0.676,0.534,P002,004,EUR,78.95402,"",20231210,20231110,20241209,20231220,20231230,20240109,20241209,3252866304,7263255130,REF5966,127022.07
300,4541092750,C001,F,UB,X,X,C,20240123,USER84,00054,00097,V603132,D,PT13,1,38,88,4.236,1.853,P003,002,USD,22.73317,"",20240123,20231224,20250122,20240202,20240212,20240222,20250122,6084352571,7498382002,REF4131,383898.09
200,4528892844,C002,F,UB,"","",B,20260105,USER7,00087,00062,V576150,E,PT27,5,34,73,4.193,0.303,P001,002,INR,49.59807,X,20260105,20251206,20270105,20260115,20260125,20260204,20270105,8591790589,6195981991,REF5656,397531.14
300,4543434379,C004,F,UB,X,X,B,20240813,USER65,00027,00040,V679300,F,PT15,30,47,73,2.722,0.429,P001,003,INR,61.04184,"",20240813,20240714,20250813,20240823,20240902,20240912,20250813,9141066651,8033957538,REF9964,239381.02
300,4553754245,C004,F,FO,"","",A,20241117,USER77,00025,00020,V172591,F,PT16,19,34,90,4.263,0.607,P003,003,USD,74.91234,X,20241117,20241018,20251117,20241127,20241207,20241217,20251117,6797213316,1681738034,REF1296,54206.95
300,4552965931,C003,F,ZNB,"","",C,20250618,USER23,00017,00077,V470668,D,PT35,22,53,78,0.381,2.2,P001,003,USD,42.72314,"",20250618,20250519,20260618,20250628,20250708,20250718,20260618,3223157635,4795262352,REF4154,101450.61
100,4597029449,C004,K,ZNB,"",X,A,20241104,USER10,00081,00073,V632288,F,PT15,28,35,74,1.825,1.272,P001,002,INR,21.93364,X,20241104,20241005,20251104,20241114,20241124,20241204,20251104,1431239819,9855792488,REF6116,121826.33
200,4504530135,C004,F,UB,"","",C,20240803,USER16,00057,00058,V122423,D,PT38,6,34,88,1.145,1.144,P003,003,USD,42.9588,"",20240803,20240704,20250803,20240813,20240823,20240902,20250803,7541405108,4577374898,REF8410,100677.72
300,4543866325,C001,F,FO,X,"",B,20230820,USER86,00011,00025,V568219,E,PT53,30,43,84,0.646,2.218,P003,003,USD,30.86563,X,20230820,20230721,20240819,20230830,20230909,20230919,20240819,9110048990,8317065730,REF9536,348533.67
200,4549080352,C003,K,FO,"","",B,20240808,USER1,00026,00051,V992012,F,PT21,5,53,75,4.441,1.025,P002,004,INR,8.5016,"",20240808,20240709,20250808,20240818,20240828,20240907,20250808,4606020145,1022303200,REF2116,362095.92
300,4595515951,C003,F,FO,X,"",C,20241015,USER4,00092,00063,V219866,F,PT13,7,40,69,0.338,0.934,P002,001,USD,45.99545,"",20241015,20240915,20251015,20241025,20241104,20241114,20251015,4053108353,9855334419,REF6025,70625.72
100,4590744875,C002,K,ZNB,"",X,C,20250204,USER15,00025,00076,V818622,E,PT48,26,47,67,3.697,2.692,P002,001,EUR,42.57817,X,20250204,20250105,20260204,20250214,20250224,20250306,20260204,9873993807,3016979292,REF3986,299816.76
200,4575487076,C003,F,NB,X,X,B,20250619,USER71,00015,00098,V772461,E,PT42,13,32,85,1.69,0.909,P001,003,INR,8.69412,X,20250619,20250520,20260619,20250629,20250709,20250719,20260619,7853717676,5315242249,REF3646,128762.02
300,4504215083,C002,F,ZNB,"","",A,20240429,USER48,00036,00054,V309325,D,PT24,30,47,79,4.853,1.819,P003,001,EUR,23.67948,"",20240429,20240330,20250429,20240509,20240519,20240529,20250429,7175062587,1593505145,REF6523,232742.55
300,4589274517,C004,K,NB,"","",B,20230701,USER5,00086,00029,V532080,F,PT44,25,47,84,4.441,2.123,P002,002,USD,57.97758,X,20230701,20230601,20240630,20230711,20230721,20230731,20240630,8935987347,1188274840,REF5385,286576.09
300,4563927709,C002,F,ZNB,"",X,B,20240620,USER72,00045,00049,V118437,F,PT14,3,44,81,4.653,2.982,P002,004,USD,65.85926,X,20240620,20240521,20250620,20240630,20240710,20240720,20250620,1080436024,4831750012,REF8076,307979.2
100,4532895592,C001,F,ZNB,X,"",A,20250730,USER26,00083,00049,V659049,D,PT35,17,41,81,3.292,1.588,P001,004,EUR,58.47638,X,20250730,20250630,20260730,20250809,20250819,20250829,20260730,9430744491,6080010227,REF2483,388981.33
300,4594680101,C003,F,NB,X,"",A,20230522,USER1,00016,00073,V330804,D,PT50,17,31,79,3.956,1.346,P002,004,INR,78.68142,"",20230522,20230422,20240521,20230601,20230611,20230621,20240521,6929077361,8495765341,REF8937,98782.42
300,4501091645,C004,K,NB,X,"",A,20240923,USER19,00040,00046,V400513,D,PT59,19,55,85,2.173,0.348,P001,004,INR,82.35919,"",20240923,20240824,20250923,20241003,20241013,20241023,20250923,7389623536,5869566587,REF4671,358121.9
100,4507846460,C004,K,ZNB,X,"",A,20240101,USER1,00079,00086,V273202,E,PT55,28,54,69,3.639,0.142,P002,001,EUR,41.02739,X,20240101,20231202,20241231,20240111,20240121,20240131,20241231,8517889183,8165555259,REF3241,170302.78
300,4568814292,C004,K,FO,"",X,C,20251129,USER40,00052,00046,V572389,E,PT26,27,32,66,1.248,2.335,P003,002,USD,21.93937,X,20251129,20251030,20261129,20251209,20251219,20251229,20261129,5882137806,7846389199,REF5287,70495.03
300,4540290119,C003,F,NB,"",X,C,20251201,USER7,00091,00047,V863186,E,PT32,14,39,88,1.114,0.326,P001,002,INR,65.07612,X,20251201,20251101,20261201,20251211,20251221,20251231,20261201,1588646323,5151908018,REF7823,400826.5
200,4509958191,C003,K,ZNB,X,X,B,20240213,USER58,00035,00011,V442973,F,PT40,5,33,78,2.695,2.238,P003,004,INR,61.39836,X,20240213,20240114,20250212,20240223,20240304,20240314,20250212,4611464421,8763470031,REF8957,424610.56
100,4511983128,C004,K,NB,X,"",B,20241014,USER17,00030,00019,V686812,F,PT60,2,34,89,1.337,1.589,P002,003,EUR,38.5831,X,20241014,20240914,20251014,20241024,20241103,20241113,20251014,3291245020,6158646435,REF3215,198956.03
200,4591521701,C004,K,NB,X,X,C,20250605,USER60,00019,00025,V962216,F,PT20,1,51,73,2.979,1.681,P003,003,USD,23.05912,X,20250605,20250506,20260605,20250615,20250625,20250705,20260605,7901827910,8222907377,REF8898,213770.6
100,4548737434,C003,F,UB,"",X,A,20250406,USER81,00035,00099,V853964,E,PT19,23,31,90,4.841,1.059,P003,001,EUR,45.67515,X,20250406,20250307,20260406,20250416,20250426,20250506,20260406,9682919294,9416079012,REF6097,259863.07
100,4531932340,C001,F,FO,X,"",B,20240808,USER27,00023,00061,V837748,D,PT41,0,32,71,3.937,2.19,P003,003,INR,44.95312,"",20240808,20240709,20250808,20240818,20240828,20240907,20250808,1890630048,1702433811,REF8922,60347.82
200,4558796217,C002,K,NB,"",X,B,20240113,USER99,00050,00033,V253265,F,PT20,13,35,63,1.438,0.284,P001,002,USD,53.32233,X,20240113,20231214,20250112,20240123,20240202,20240212,20250112,3623662440,1579110849,REF8284,342232.08
300,4500626753,C004,F,UB,"",X,C,20230928,USER85,00053,00036,V122204,F,PT53,12,56,85,0.445,1.719,P001,003,USD,3.71623,"",20230928,20230829,20240927,20231008,20231018,20231028,20240927,8754899891,2059872596,REF1926,171591.77
100,4588529280,C001,K,UB,X,X,B,20241023,USER15,00057,00070,V312412,F,PT57,8,40,60,2.171,0.157,P001,002,EUR,21.91634,"",20241023,20240923,20251023,20241102,20241112,20241122,20251023,8193987817,8088697968,REF2571,376780.08
200,4522178617,C001,F,ZNB,"",X,C,20240623,USER16,00092,00078,V859271,E,PT34,22,56,86,3.876,2.97,P002,003,EUR,4.62172,X,20240623,20240524,20250623,20240703,20240713,20240723,20250623,5939017447,5712696390,REF1816,35403.37
200,4513755026,C001,F,NB,"",X,B,20231010,USER21,00018,00072,V324485,D,PT34,14,55,78,0.67,1.764,P001,001,INR,82.57832,X,20231010,20230910,20241009,20231020,20231030,20231109,20241009,9253736880,6092916375,REF7224,148972.93
100,4528813437,C003,K,NB,X,X,B,20230909,USER61,00074,00061,V676996,F,PT35,14,59,75,0.882,1.363,P002,004,EUR,27.32812,"",20230909,20230810,20240908,20230919,20230929,20231009,20240908,3739613122,5685355804,REF3157,404274.35
100,4586568225,C001,K,ZNB,"",X,B,20250113,USER74,00060,00042,V828937,E,PT60,2,49,85,4.99,0.672,P003,002,USD,62.09449,"",20250113,20241214,20260113,20250123,20250202,20250212,20260113,1330760145,4625042731,REF3643,461853.25
200,4579490310,C004,K,UB,"","",B,20241013,USER80,00097,00061,V631624,F,PT58,20,35,77,4.778,1.13,P001,003,USD,70.80598,"",20241013,20240913,20251013,20241023,20241102,20241112,20251013,7837267904,3031720793,REF3694,308000.07
100,4586644526,C004,F,ZNB,X,"",C,20241105,USER14,00032,00083,V906496,F,PT31,18,37,81,1.769,0.303,P001,002,INR,35.54567,X,20241105,20241006,20251105,20241115,20241125,20241205,20251105,9524766626,4530216872,REF8174,296726.82
300,4505603650,C001,K,UB,"","",A,20250723,USER30,00061,00064,V103340,E,PT53,5,30,61,3.156,1.746,P001,001,USD,41.31085,"",20250723,20250623,20260723,20250802,20250812,20250822,20260723,5471092876,9166418476,REF5176,69789.84
200,4550327991,C002,F,NB,X,"",A,20250405,USER3,00081,00078,V658220,D,PT30,12,59,65,0.245,2.484,P001,002,EUR,39.9336,"",20250405,20250306,20260405,20250415,20250425,20250505,20260405,3453424807,6350201492,REF7996,186910.13
300,4584443272,C004,F,UB,"","",B,20260107,USER64,00076,00027,V736485,D,PT35,26,34,79,4.701,2.738,P002,002,INR,2.65639,X,20260107,20251208,20270107,20260117,20260127,20260206,20270107,8491454821,3532494885,REF5073,222712.39
200,4540591758,C004,K,ZNB,"",X,C,20230621,USER52,00074,00020,V240292,D,PT52,0,59,75,1.721,1.614,P003,003,USD,18.20396,"",20230621,20230522,20240620,20230701,20230711,20230721,20240620,9186959845,5954875018,REF7394,435290.64
100,4540201362,C003,K,ZNB,"",X,C,20240802,USER87,00082,00075,V604057,D,PT30,27,60,70,0.775,1.259,P001,004,EUR,17.30275,"",20240802,20240703,20250802,20240812,20240822,20240901,20250802,6608664284,2699184281,REF8644,338239.02
100,4585562537,C001,K,FO,X,X,A,20240207,USER83,00052,00051,V879835,E,PT34,19,36,71,3.627,1.331,P003,001,USD,41.14135,"",20240207,20240108,20250206,20240217,20240227,20240308,20250206,5445685928,3273079679,REF3491,463521.16
300,4542292438,C003,F,FO,"","",A,20240511,USER80,00070,00017,V777447,D,PT55,5,55,80,4.856,1.436,P001,004,USD,35.88497,X,20240511,20240411,20250511,20240521,20240531,20240610,20250511,1155315006,8402947413,REF1585,437529.11
100,4547699676,C003,K,UB,X,X,C,20251227,USER98,00035,00056,V669248,F,PT46,8,44,68,2.732,2.241,P001,002,USD,70.65778,"",20251227,20251127,20261227,20260106,20260116,20260126,20261227,1043315927,6322552520,REF3547,369158.45
200,4532515412,C004,K,NB,"","",A,20250820,USER12,00033,00099,V521318,D,PT46,27,47,83,3.624,1.982,P003,004,INR,63.60298,X,20250820,20250721,20260820,20250830,20250909,20250919,20260820,4214277373,2547038307,REF1630,439099.06
300,4579008454,C001,F,UB,"","",A,20250923,USER65,00013,00038,V178923,F,PT37,4,37,90,0.499,0.393,P003,002,EUR,48.96445,X,20250923,20250824,20260923,20251003,20251013,20251023,20260923,8378184690,3279691627,REF8524,179241.41
300,4592934632,C001,F,FO,"",X,B,20230731,USER10,00089,00018,V468855,D,PT31,11,41,72,3.487,2.005,P002,001,INR,11.52964,X,20230731,20230701,20240730,20230810,20230820,20230830,20240730,4256369003,5159950540,REF5714,34923.57
100,4517131890,C003,F,NB,"",X,C,20250414,USER42,00073,00021,V909997,D,PT36,18,35,82,3.302,0.732,P002,004,USD,2.57067,X,20250414,20250315,20260414,20250424,20250504,20250514,20260414,9842277462,2728692177,REF5410,374433.81
100,4520358336,C002,F,FO,X,"",A,20250113,USER75,00060,00027,V109007,F,PT57,21,45,81,2.886,0.999,P001,004,EUR,62.55357,X,20250113,20241214,20260113,20250123,20250202,20250212,20260113,6106615602,1759650032,REF7668,167950.29
100,4574825726,C003,F,NB,"","",C,20240316,USER55,00036,00042,V921868,E,PT29,10,38,75,2.563,2.506,P003,002,USD,32.62622,"",20240316,20240215,20250316,20240326,20240405,20240415,20250316,1001924146,3021878483,REF2640,401284.96
100,4502583193,C004,K,NB,X,"",A,20251202,USER34,00059,00013,V426727,F,PT38,23,47,68,2.495,2.268,P002,003,USD,7.45977,"",20251202,20251102,20261202,20251212,20251222,20260101,20261202,7750063723,1749324476,REF7311,214596.64
300,4580669586,C004,F,UB,"",X,B,20240928,USER44,00025,00049,V608038,E,PT49,13,53,67,0.304,0.538,P003,003,EUR,64.03261,"",20240928,20240829,20250928,20241008,20241018,20241028,20250928,6768484787,5930370525,REF1025,218313.78
300,4518943385,C003,F,FO,"","",B,20240729,USER14,00043,00032,V368167,F,PT57,22,39,70,2.722,2.863,P003,002,USD,24.87724,X,20240729,20240629,20250729,20240808,20240818,20240828,20250729,9639234168,4374665946,REF6850,453240.88
200,4591056145,C001,K,NB,"","",C,20250416,USER64,00058,00019,V708021,F,PT37,28,32,70,4.202,2.487,P003,002,USD,5.75981,"",20250416,20250317,20260416,20250426,20250506,20250516,20260416,2259199606,7924716310,REF6146,427438.96
200,4584974919,C004,K,UB,X,X,A,20240311,USER2,00077,00011,V426206,E,PT22,5,60,88,3.701,2.152,P003,004,INR,32.58994,"",20240311,20240210,20250311,20240321,20240331,20240410,20250311,1828530115,6770755888,REF1821,397296.89
300,4531655403,C004,F,ZNB,X,"",B,20250326,USER92,00032,00074,V772668,F,PT40,11,56,67,1.712,0.745,P003,003,INR,19.96356,X,20250326,20250224,20260326,20250405,20250415,20250425,20260326,8760448651,5424467631,REF9124,408187.04
300,4532947905,C003,K,NB,X,X,C,20240701,USER54,00040,00043,V443921,F,PT18,21,33,75,4.068,0.318,P002,001,USD,67.2751,"",20240701,20240601,20250701,20240711,20240721,20240731,20250701,1317561968,6415902603,REF3223,273130.53
200,4561415713,C004,K,UB,X,"",C,20240831,USER55,00022,00056,V119411,D,PT53,27,51,89,1.486,2.883,P001,002,USD,39.29844,"",20240831,20240801,20250831,20240910,20240920,20240930,20250831,3601761283,5059704126,REF6300,346333.94
100,4530781079,C002,K,FO,X,X,B,20230912,USER98,00031,00026,V798429,D,PT55,17,57,90,1.237,0.49,P002,002,INR,77.51767,X,20230912,20230813,20240911,20230922,20231002,20231012,20240911,9962114438,1824241634,REF7246,411863.1
200,4513618909,C004,F,UB,"",X,B,20231116,USER51,00031,00061,V903743,E,PT30,23,35,89,0.136,1.427,P003,003,INR,59.65535,"",20231116,20231017,20241115,20231126,20231206,20231216,20241115,1165251307,8823636328,REF5090,111177.87
300,4509952429,C004,F,NB,"",X,B,20240624,USER54,00034,00064,V330987,E,PT28,25,57,74,0.884,0.917,P001,002,INR,47.01941,"",20240624,20240525,20250624,20240704,20240714,20240724,20250624,9464993547,5556503894,REF4811,226476.57
200,4591154992,C002,F,ZNB,X,"",A,20240309,USER57,00039,00077,V357501,E,PT20,20,54,82,1.01,1.856,P001,003,INR,26.38295,X,20240309,20240208,20250309,20240319,20240329,20240408,20250309,1542802436,8153238735,REF9129,408583.28
100,4516074498,C003,F,FO,X,X,B,20230728,USER60,00020,00082,V944040,D,PT21,8,45,85,0.191,2.71,P001,004,EUR,69.8264,"",20230728,20230628,20240727,20230807,20230817,20230827,20240727,1524478138,1496658200,REF8241,398513.56
300,4589101472,C004,F,NB,X,X,B,20250908,USER62,00043,00083,V899439,F,PT35,26,45,89,3.125,0.4,P003,002,EUR,62.08907,"",20250908,20250809,20260908,20250918,20250928,20251008,20260908,1535696235,3832486750,REF3445,368369.72
100,4588480635,C002,F,ZNB,"",X,B,20250506,USER65,00027,00067,V160950,F,PT33,2,57,87,1.468,2.775,P002,001,INR,16.81125,"",20250506,20250406,20260506,20250516,20250526,20250605,20260506,3528452603,8208701065,REF4060,184871.46
300,4501975201,C001,K,NB,X,"",A,20230915,USER71,00062,00044,V124333,F,PT34,22,35,73,3.045,0.074,P001,001,INR,77.83993,X,20230915,20230816,20240914,20230925,20231005,20231015,20240914,8047653575,8595174612,REF2110,237215.13
100,4575487212,C003,F,UB,"",X,B,20231029,USER94,00087,00046,V659806,E,PT48,30,34,77,2.435,2.07,P002,001,INR,36.80672,X,20231029,20230929,20241028,20231108,20231118,20231128,20241028,2887917730,4465231343,REF8602,369370.34
300,4596684479,C001,F,UB,"",X,B,20250816,USER90,00016,00035,V299102,D,PT56,12,57,82,4.989,2.493,P003,004,EUR,76.30638,"",20250816,20250717,20260816,20250826,20250905,20250915,20260816,5935971788,8072361167,REF6914,365124.93
200,4519246273,C001,F,FO,X,X,A,20240116,USER10,00090,00080,V595623,D,PT57,27,57,61,1.034,2.641,P001,004,USD,58.31458,"",20240116,20231217,20250115,20240126,20240205,20240215,20250115,9845547436,5267518700,REF9278,428558.72
100,4540065411,C002,K,UB,X,"",A,20241116,USER37,00083,00060,V386904,D,PT48,17,35,68,3.68,1.528,P003,002,INR,0.92876,X,20241116,20241017,20251116,20241126,20241206,20241216,20251116,7474769486,9269929393,REF5167,383901.43
100,4540461820,C001,K,UB,"","",C,20251005,USER36,00054,00032,V151241,D,PT55,13,58,81,3.367,0.116,P002,004,INR,41.84991,X,20251005,20250905,20261005,20251015,20251025,20251104,20261005,1955299617,1267814724,REF7030,111504.12
200,4577346791,C001,F,FO,"","",B,20250823,USER66,00064,00062,V744969,E,PT16,25,45,72,2.381,0.227,P003,004,INR,15.85591,X,20250823,20250724,20260823,20250902,20250912,20250922,20260823,9701617651,3812504034,REF3288,69845.29
300,4569591956,C001,K,UB,"",X,A,20230914,USER12,00075,00053,V351481,F,PT48,16,48,78,2.961,2.145,P002,004,USD,47.4016,"",20230914,20230815,20240913,20230924,20231004,20231014,20240913,8780746884,5062120099,REF6198,148874.9
100,4540601636,C002,K,FO,"",X,A,20260125,USER89,00045,00013,V235053,D,PT18,22,36,65,1.8,1.967,P001,002,USD,19.78218,X,20260125,20251226,20270125,20260204,20260214,20260224,20270125,1146894456,4146842573,REF2015,33289.47
200,4531686347,C002,F,ZNB,X,"",A,20250723,USER97,00011,00095,V206481,E,PT58,1,48,75,4.683,0.607,P001,004,USD,5.87166,"",20250723,20250623,20260723,20250802,20250812,20250822,20260723,1669485274,7678572151,REF4585,213664.7
200,4533944054,C004,K,NB,"","",A,20250201,USER85,00068,00013,V736355,E,PT47,10,48,62,4.795,1.596,P001,002,USD,15.78877,X,20250201,20250102,20260201,20250211,20250221,20250303,20260201,6833031929,2718218822,REF1132,44773.29
300,4540110003,C001,K,ZNB,X,"",B,20250628,USER58,00089,00098,V255076,E,PT18,23,54,85,3.593,1.243,P002,003,INR,60.09591,X,20250628,20250529,20260628,20250708,20250718,20250728,20260628,4966954401,2183217813,REF6811,302511.31
100,4594097025,C004,F,ZNB,"","",A,20240227,USER59,00055,00092,V435407,F,PT18,17,57,72,0.915,2.038,P003,001,USD,2.10416,"",20240227,20240128,20250226,20240308,20240318,20240328,20250226,9784193983,9455530761,REF7786,494278.05
300,4519017549,C002,K,ZNB,"",X,B,20231003,USER29,00044,00032,V984082,D,PT16,20,46,69,4.272,2.791,P001,002,EUR,39.51645,X,20231003,20230903,20241002,20231013,20231023,20231102,20241002,4572562487,8744923827,REF3226,62056.37
300,4573341958,C002,F,NB,X,"",A,20250502,USER43,00076,00073,V484174,E,PT33,21,51,70,0.897,1.078,P003,002,USD,84.18164,X,20250502,20250402,20260502,20250512,20250522,20250601,20260502,7867307412,2805682500,REF5677,185063.03
100,4590099539,C001,F,ZNB,"","",C,20240228,USER65,00096,00063,V260132,D,PT33,6,45,79,3.324,1.727,P003,002,INR,72.18396,"",20240228,20240129,20250227,20240309,20240319,20240329,20250227,1501660732,2530832446,REF5332,459670.42
100,4554765457,C003,F,UB,"","",A,20241001,USER89,00024,00029,V969912,E,PT48,9,30,86,4.599,1.217,P003,004,EUR,49.62935,X,20241001,20240901,20251001,20241011,20241021,20241031,20251001,2469009948,6458651015,REF8312,15285.7
300,4515996611,C004,F,NB,X,"",A,20240515,USER17,00017,00085,V535932,F,PT49,29,39,71,2.267,1.82,P001,004,INR,57.14708,"",20240515,20240415,20250515,20240525,20240604,20240614,20250515,6865112575,1806561352,REF5996,416958.96
300,4540943224,C002,F,ZNB,X,"",A,20240508,USER7,00074,00022,V973875,E,PT56,6,43,79,2.954,1.897,P001,003,USD,68.01179,"",20240508,20240408,20250508,20240518,20240528,20240607,20250508,5217874045,3492328761,REF9574,235008.84
300,4598125976,C002,K,UB,X,X,A,20240102,USER2,00036,00097,V110579,D,PT57,0,39,70,3.921,1.787,P001,001,INR,62.65796,"",20240102,20231203,20250101,20240112,20240122,20240201,20250101,2254050690,2780561841,REF1040,304093.66
200,4509241457,C003,F,NB,"","",B,20240720,USER66,00052,00042,V394813,F,PT41,6,38,61,3.469,2.377,P002,002,USD,65.74364,"",20240720,20240620,20250720,20240730,20240809,20240819,20250720,8562659075,5097307195,REF9861,381201.36
300,4545787275,C001,K,UB,"",X,A,20250221,USER64,00077,00085,V373819,D,PT23,3,35,73,2.787,1.325,P003,004,USD,57.05227,"",20250221,20250122,20260221,20250303,20250313,20250323,20260221,9999271723,7272522717,REF1636,416529.82
300,4534025685,C003,K,NB,X,X,C,20250305,USER38,00074,00016,V365296,D,PT45,2,40,61,2.763,2.415,P001,002,INR,20.53781,"",20250305,20250203,20260305,20250315,20250325,20250404,20260305,9679064946,6857291697,REF2179,299841.12
100,4547127950,C002,F,FO,"",X,B,20230820,USER44,00053,00049,V762001,D,PT14,15,32,77,1.78,0.577,P002,004,EUR,68.92517,X,20230820,20230721,20240819,20230830,20230909,20230919,20240819,9522812306,3660867086,REF7347,310696.63
200,4520240507,C004,F,UB,"",X,A,20230612,USER84,00051,00016,V559760,D,PT30,3,31,63,3.039,2.175,P002,003,EUR,84.94042,X,20230612,20230513,20240611,20230622,20230702,20230712,20240611,3981588625,2885368784,REF2438,178995.43
300,4582358592,C003,K,UB,"",X,B,20240520,USER21,00057,00045,V319362,D,PT32,12,35,75,1.88,2.273,P003,001,USD,19.2468,"",20240520,20240420,20250520,20240530,20240609,20240619,20250520,9724373013,4322620885,REF9471,305465.39
300,4563206358,C001,F,FO,"","",C,20250821,USER60,00068,00021,V179443,D,PT33,16,40,86,4.514,2.585,P003,004,EUR,45.96956,"",20250821,20250722,20260821,20250831,20250910,20250920,20260821,4509576078,2536536894,REF1193,82064.52
200,4517956612,C001,K,FO,"","",B,20250422,USER65,00076,00017,V522061,D,PT53,5,48,88,2.932,2.509,P003,001,USD,46.0052,"",20250422,20250323,20260422,20250502,20250512,20250522,20260422,6010470227,2167605053,REF9966,142789.54
300,4591920795,C001,K,UB,X,"",A,20250120,USER72,00030,00081,V728359,F,PT33,26,43,67,4.038,0.879,P003,003,USD,78.85422,X,20250120,20241221,20260120,20250130,20250209,20250219,20260120,1160982680,2667560561,REF1193,362487.97
200,4545422810,C003,F,UB,"","",C,20250929,USER25,00089,00055,V705635,E,PT17,13,44,86,4.721,2.16,P003,002,USD,46.82369,X,20250929,20250830,20260929,20251009,20251019,20251029,20260929,6267006771,2994860796,REF6958,453898.86
200,4516766115,C002,K,UB,X,X,A,20231130,USER66,00071,00067,V568671,E,PT11,21,51,66,4.06,2.155,P003,002,EUR,73.16085,"",20231130,20231031,20241129,20231210,20231220,20231230,20241129,8693172418,7093902579,REF9200,377974.94
300,4515593416,C004,K,UB,"","",A,20240620,USER42,00095,00027,V951815,E,PT14,4,45,80,1.337,1.775,P002,002,INR,3.54138,"",20240620,20240521,20250620,20240630,20240710,20240720,20250620,9356045313,5346621050,REF5111,299589.89
