MANDT,WERKS,LGORT,LGOBE,SPART,XLONG,XBUFX,DISKZ,XBLGO,XRESS,XHUPF,PARLG,VKORG,VTWEG,VSTEL,LIFNR,KUNNR,MESBS,MESST,OIH_LICNO,OIG_ITRFL,OIB_TNKASSIGN
200,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,02,SP02,VEND000252,CUST000452,MES_SYSTEM_12,2,LIC000252,"",""
300,PL13,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,03,SP03,VEND000253,CUST000453,MES_SYSTEM_13,1,LIC000253,X,""
100,PL14,SL04,Storage Location 04,04,"","",1,"","","",SL04,SO04,01,SP04,VEND000254,CUST000454,MES_SYSTEM_14,2,LIC000254,"",""
200,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,02,SP05,VEND000255,CUST000455,MES_SYSTEM_15,1,LIC000255,"",""
300,PL16,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000256,CUST000456,MES_SYSTEM_16,2,LIC000256,"",X
100,PL17,SL07,Storage Location 07,02,"",X,1,X,"",X,SL07,SO07,01,SP07,VEND000257,CUST000457,MES_SYSTEM_17,1,LIC000257,X,""
200,PL18,SL08,Storage Location 08,03,"","",2,"",X,"",SL08,SO08,02,SP08,VEND000258,CUST000458,MES_SYSTEM_18,2,LIC000258,"",""
300,PL19,SL09,Storage Location 09,04,"","",2,"","","",SL09,SO09,03,SP09,VEND000259,CUST000459,MES_SYSTEM_19,1,LIC000259,"",""
100,PL20,SL10,Storage Location 10,05,"","",1,"","","",SL10,SO10,01,SP10,VEND000260,CUST000460,MES_SYSTEM_20,2,LIC000260,"",""
200,PL01,SL11,Storage Location 11,01,X,"",2,"","","",SL11,SO01,02,SP11,VEND000261,CUST000461,MES_SYSTEM_01,1,LIC000261,X,X
300,PL02,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,03,SP12,VEND000262,CUST000462,MES_SYSTEM_02,2,LIC000262,"",""
100,PL03,SL13,Storage Location 13,03,"","",1,X,"","",SL13,SO03,01,SP13,VEND000263,CUST000463,MES_SYSTEM_03,1,LIC000263,"",""
200,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,02,SP14,VEND000264,CUST000464,MES_SYSTEM_04,2,LIC000264,"",""
300,PL05,SL15,Storage Location 15,05,"",X,2,"",X,"",SL15,SO05,03,SP15,VEND000265,CUST000465,MES_SYSTEM_05,1,LIC000265,X,""
100,PL06,SL16,Storage Location 16,01,"","",1,"","",X,SL16,SO06,01,SP01,VEND000266,CUST000466,MES_SYSTEM_06,2,LIC000266,"",X
200,PL07,SL17,Storage Location 17,02,"","",2,"","","",SL17,SO07,02,SP02,VEND000267,CUST000467,MES_SYSTEM_07,1,LIC000267,"",""
300,PL08,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,03,SP03,VEND000268,CUST000468,MES_SYSTEM_08,2,LIC000268,"",""
100,PL09,SL19,Storage Location 19,04,"","",1,X,"","",SL19,SO09,01,SP04,VEND000269,CUST000469,MES_SYSTEM_09,1,LIC000269,X,""
200,PL10,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,02,SP05,VEND000270,CUST000470,MES_SYSTEM_10,2,LIC000270,"",""
300,PL11,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,03,SP06,VEND000271,CUST000471,MES_SYSTEM_11,1,LIC000271,"",X
100,PL12,SL22,Storage Location 22,02,"","",1,"",X,"",SL22,SO02,01,SP07,VEND000272,CUST000472,MES_SYSTEM_12,2,LIC000272,"",""
200,PL13,SL23,Storage Location 23,03,"",X,2,"","","",SL23,SO03,02,SP08,VEND000273,CUST000473,MES_SYSTEM_13,1,LIC000273,X,""
300,PL14,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,03,SP09,VEND000274,CUST000474,MES_SYSTEM_14,2,LIC000274,"",""
100,PL15,SL25,Storage Location 25,05,"","",1,X,"",X,SL25,SO05,01,SP10,VEND000275,CUST000475,MES_SYSTEM_15,1,LIC000275,"",""
200,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,02,SP11,VEND000276,CUST000476,MES_SYSTEM_16,2,LIC000276,"",X
300,PL17,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,03,SP12,VEND000277,CUST000477,MES_SYSTEM_17,1,LIC000277,X,""
100,PL18,SL28,Storage Location 28,03,"","",1,"","","",SL28,SO08,01,SP13,VEND000278,CUST000478,MES_SYSTEM_18,2,LIC000278,"",""
200,PL19,SL29,Storage Location 29,04,"","",2,"",X,"",SL29,SO09,02,SP14,VEND000279,CUST000479,MES_SYSTEM_19,1,LIC000279,"",""
300,PL20,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,03,SP15,VEND000280,CUST000480,MES_SYSTEM_20,2,LIC000280,"",""
100,PL01,SL31,Storage Location 31,01,X,X,1,X,"","",SL31,SO01,01,SP01,VEND000281,CUST000481,MES_SYSTEM_01,1,LIC000281,X,X
200,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,02,SP02,VEND000282,CUST000482,MES_SYSTEM_02,2,LIC000282,"",""
300,PL03,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,03,SP03,VEND000283,CUST000483,MES_SYSTEM_03,1,LIC000283,"",""
100,PL04,SL34,Storage Location 34,04,"","",1,"","",X,SL34,SO04,01,SP04,VEND000284,CUST000484,MES_SYSTEM_04,2,LIC000284,"",""
200,PL05,SL35,Storage Location 35,05,"","",2,"","","",SL35,SO05,02,SP05,VEND000285,CUST000485,MES_SYSTEM_05,1,LIC000285,X,""
300,PL06,SL36,Storage Location 36,01,"","",2,"",X,"",SL36,SO06,03,SP06,VEND000286,CUST000486,MES_SYSTEM_06,2,LIC000286,"",X
100,PL07,SL37,Storage Location 37,02,"","",1,X,"","",SL37,SO07,01,SP07,VEND000287,CUST000487,MES_SYSTEM_07,1,LIC000287,"",""
200,PL08,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,02,SP08,VEND000288,CUST000488,MES_SYSTEM_08,2,LIC000288,"",""
300,PL09,SL39,Storage Location 39,04,"",X,2,"","","",SL39,SO09,03,SP09,VEND000289,CUST000489,MES_SYSTEM_09,1,LIC000289,X,""
100,PL10,SL40,Storage Location 40,05,"","",1,"","","",SL40,SO10,01,SP10,VEND000290,CUST000490,MES_SYSTEM_10,2,LIC000290,"",""
200,PL11,SL41,Storage Location 41,01,X,"",2,"","","",SL41,SO01,02,SP11,VEND000291,CUST000491,MES_SYSTEM_11,1,LIC000291,"",X
300,PL12,SL42,Storage Location 42,02,"","",2,"","","",SL42,SO02,03,SP12,VEND000292,CUST000492,MES_SYSTEM_12,2,LIC000292,"",""
100,PL13,SL43,Storage Location 43,03,"","",1,X,X,X,SL43,SO03,01,SP13,VEND000293,CUST000493,MES_SYSTEM_13,1,LIC000293,X,""
200,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,02,SP14,VEND000294,CUST000494,MES_SYSTEM_14,2,LIC000294,"",""
300,PL15,SL45,Storage Location 45,05,"","",2,"","","",SL45,SO05,03,SP15,VEND000295,CUST000495,MES_SYSTEM_15,1,LIC000295,"",""
100,PL16,SL46,Storage Location 46,01,"","",1,"","","",SL46,SO06,01,SP01,VEND000296,CUST000496,MES_SYSTEM_16,2,LIC000296,"",X
200,PL17,SL47,Storage Location 47,02,"",X,2,"","","",SL47,SO07,02,SP02,VEND000297,CUST000497,MES_SYSTEM_17,1,LIC000297,X,""
300,PL18,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,03,SP03,VEND000298,CUST000498,MES_SYSTEM_18,2,LIC000298,"",""
100,PL19,SL49,Storage Location 49,04,"","",1,X,"","",SL49,SO09,01,SP04,VEND000299,CUST000499,MES_SYSTEM_19,1,LIC000299,"",""
200,PL20,SL50,Storage Location 50,05,"","",2,"",X,"",SL50,SO10,02,SP05,VEND000300,CUST000500,MES_SYSTEM_20,2,LIC000300,"",""
300,PL01,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,03,SP06,VEND000301,CUST000501,MES_SYSTEM_01,1,LIC000301,X,X
100,PL02,SL02,Storage Location 02,02,"","",1,"","",X,SL02,SO02,01,SP07,VEND000302,CUST000502,MES_SYSTEM_02,2,LIC000302,"",""
200,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,02,SP08,VEND000303,CUST000503,MES_SYSTEM_03,1,LIC000303,"",""
300,PL04,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,03,SP09,VEND000304,CUST000504,MES_SYSTEM_04,2,LIC000304,"",""
100,PL05,SL05,Storage Location 05,05,"",X,1,X,"","",SL05,SO05,01,SP10,VEND000305,CUST000505,MES_SYSTEM_05,1,LIC000305,X,""
200,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,02,SP11,VEND000306,CUST000506,MES_SYSTEM_06,2,LIC000306,"",X
300,PL07,SL07,Storage Location 07,02,"","",2,"",X,"",SL07,SO07,03,SP12,VEND000307,CUST000507,MES_SYSTEM_07,1,LIC000307,"",""
100,PL08,SL08,Storage Location 08,03,"","",1,"","","",SL08,SO08,01,SP13,VEND000308,CUST000508,MES_SYSTEM_08,2,LIC000308,"",""
200,PL09,SL09,Storage Location 09,04,"","",2,"","","",SL09,SO09,02,SP14,VEND000309,CUST000509,MES_SYSTEM_09,1,LIC000309,X,""
300,PL10,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,03,SP15,VEND000310,CUST000510,MES_SYSTEM_10,2,LIC000310,"",""
100,PL11,SL11,Storage Location 11,01,X,"",1,X,"",X,SL11,SO01,01,SP01,VEND000311,CUST000511,MES_SYSTEM_11,1,LIC000311,"",X
200,PL12,SL12,Storage Location 12,02,"","",2,"","","",SL12,SO02,02,SP02,VEND000312,CUST000512,MES_SYSTEM_12,2,LIC000312,"",""
300,PL13,SL13,Storage Location 13,03,"",X,2,"","","",SL13,SO03,03,SP03,VEND000313,CUST000513,MES_SYSTEM_13,1,LIC000313,X,""
100,PL14,SL14,Storage Location 14,04,"","",1,"",X,"",SL14,SO04,01,SP04,VEND000314,CUST000514,MES_SYSTEM_14,2,LIC000314,"",""
200,PL15,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,02,SP05,VEND000315,CUST000515,MES_SYSTEM_15,1,LIC000315,"",""
300,PL16,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,03,SP06,VEND000316,CUST000516,MES_SYSTEM_16,2,LIC000316,"",X
100,PL17,SL17,Storage Location 17,02,"","",1,X,"","",SL17,SO07,01,SP07,VEND000317,CUST000517,MES_SYSTEM_17,1,LIC000317,X,""
200,PL18,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,02,SP08,VEND000318,CUST000518,MES_SYSTEM_18,2,LIC000318,"",""
300,PL19,SL19,Storage Location 19,04,"","",2,"","","",SL19,SO09,03,SP09,VEND000319,CUST000519,MES_SYSTEM_19,1,LIC000319,"",""
100,PL20,SL20,Storage Location 20,05,"","",1,"","",X,SL20,SO10,01,SP10,VEND000320,CUST000520,MES_SYSTEM_20,2,LIC000320,"",""
200,PL01,SL21,Storage Location 21,01,X,X,2,"",X,"",SL21,SO01,02,SP11,VEND000321,CUST000521,MES_SYSTEM_01,1,LIC000321,X,X
300,PL02,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,03,SP12,VEND000322,CUST000522,MES_SYSTEM_02,2,LIC000322,"",""
100,PL03,SL23,Storage Location 23,03,"","",1,X,"","",SL23,SO03,01,SP13,VEND000323,CUST000523,MES_SYSTEM_03,1,LIC000323,"",""
200,PL04,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,02,SP14,VEND000324,CUST000524,MES_SYSTEM_04,2,LIC000324,"",""
300,PL05,SL25,Storage Location 25,05,"","",2,"","","",SL25,SO05,03,SP15,VEND000325,CUST000525,MES_SYSTEM_05,1,LIC000325,X,""
100,PL06,SL26,Storage Location 26,01,"","",1,"","","",SL26,SO06,01,SP01,VEND000326,CUST000526,MES_SYSTEM_06,2,LIC000326,"",X
200,PL07,SL27,Storage Location 27,02,"","",2,"","","",SL27,SO07,02,SP02,VEND000327,CUST000527,MES_SYSTEM_07,1,LIC000327,"",""
300,PL08,SL28,Storage Location 28,03,"","",2,"",X,"",SL28,SO08,03,SP03,VEND000328,CUST000528,MES_SYSTEM_08,2,LIC000328,"",""
100,PL09,SL29,Storage Location 29,04,"",X,1,X,"",X,SL29,SO09,01,SP04,VEND000329,CUST000529,MES_SYSTEM_09,1,LIC000329,X,""
200,PL10,SL30,Storage Location 30,05,"","",2,"","","",SL30,SO10,02,SP05,VEND000330,CUST000530,MES_SYSTEM_10,2,LIC000330,"",""
300,PL11,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,03,SP06,VEND000331,CUST000531,MES_SYSTEM_11,1,LIC000331,"",X
100,PL12,SL32,Storage Location 32,02,"","",1,"","","",SL32,SO02,01,SP07,VEND000332,CUST000532,MES_SYSTEM_12,2,LIC000332,"",""
200,PL13,SL33,Storage Location 33,03,"","",2,"","","",SL33,SO03,02,SP08,VEND000333,CUST000533,MES_SYSTEM_13,1,LIC000333,X,""
300,PL14,SL34,Storage Location 34,04,"","",2,"","","",SL34,SO04,03,SP09,VEND000334,CUST000534,MES_SYSTEM_14,2,LIC000334,"",""
100,PL15,SL35,Storage Location 35,05,"","",1,X,X,"",SL35,SO05,01,SP10,VEND000335,CUST000535,MES_SYSTEM_15,1,LIC000335,"",""
200,PL16,SL36,Storage Location 36,01,"","",2,"","","",SL36,SO06,02,SP11,VEND000336,CUST000536,MES_SYSTEM_16,2,LIC000336,"",X
300,PL17,SL37,Storage Location 37,02,"",X,2,"","","",SL37,SO07,03,SP12,VEND000337,CUST000537,MES_SYSTEM_17,1,LIC000337,X,""
100,PL18,SL38,Storage Location 38,03,"","",1,"","",X,SL38,SO08,01,SP13,VEND000338,CUST000538,MES_SYSTEM_18,2,LIC000338,"",""
200,PL19,SL39,Storage Location 39,04,"","",2,"","","",SL39,SO09,02,SP14,VEND000339,CUST000539,MES_SYSTEM_19,1,LIC000339,"",""
300,PL20,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,03,SP15,VEND000340,CUST000540,MES_SYSTEM_20,2,LIC000340,"",""
100,PL01,SL41,Storage Location 41,01,X,"",1,X,"","",SL41,SO01,01,SP01,VEND000341,CUST000541,MES_SYSTEM_01,1,LIC000341,X,X
200,PL02,SL42,Storage Location 42,02,"","",2,"",X,"",SL42,SO02,02,SP02,VEND000342,CUST000542,MES_SYSTEM_02,2,LIC000342,"",""
300,PL03,SL43,Storage Location 43,03,"","",2,"","","",SL43,SO03,03,SP03,VEND000343,CUST000543,MES_SYSTEM_03,1,LIC000343,"",""
100,PL04,SL44,Storage Location 44,04,"","",1,"","","",SL44,SO04,01,SP04,VEND000344,CUST000544,MES_SYSTEM_04,2,LIC000344,"",""
200,PL05,SL45,Storage Location 45,05,"",X,2,"","","",SL45,SO05,02,SP05,VEND000345,CUST000545,MES_SYSTEM_05,1,LIC000345,X,""
300,PL06,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,03,SP06,VEND000346,CUST000546,MES_SYSTEM_06,2,LIC000346,"",X
100,PL07,SL47,Storage Location 47,02,"","",1,X,"",X,SL47,SO07,01,SP07,VEND000347,CUST000547,MES_SYSTEM_07,1,LIC000347,"",""
200,PL08,SL48,Storage Location 48,03,"","",2,"","","",SL48,SO08,02,SP08,VEND000348,CUST000548,MES_SYSTEM_08,2,LIC000348,"",""
300,PL09,SL49,Storage Location 49,04,"","",2,"",X,"",SL49,SO09,03,SP09,VEND000349,CUST000549,MES_SYSTEM_09,1,LIC000349,X,""
100,PL10,SL50,Storage Location 50,05,"","",1,"","","",SL50,SO10,01,SP10,VEND000350,CUST000550,MES_SYSTEM_10,2,LIC000350,"",""
200,PL11,SL01,Storage Location 01,01,X,"",2,"","","",SL01,SO01,02,SP11,VEND000351,CUST000551,MES_SYSTEM_11,1,LIC000351,"",X
300,PL12,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,03,SP12,VEND000352,CUST000552,MES_SYSTEM_12,2,LIC000352,"",""
100,PL13,SL03,Storage Location 03,03,"",X,1,X,"","",SL03,SO03,01,SP13,VEND000353,CUST000553,MES_SYSTEM_13,1,LIC000353,X,""
200,PL14,SL04,Storage Location 04,04,"","",2,"","","",SL04,SO04,02,SP14,VEND000354,CUST000554,MES_SYSTEM_14,2,LIC000354,"",""
300,PL15,SL05,Storage Location 05,05,"","",2,"","","",SL05,SO05,03,SP15,VEND000355,CUST000555,MES_SYSTEM_15,1,LIC000355,"",""
100,PL16,SL06,Storage Location 06,01,"","",1,"",X,X,SL06,SO06,01,SP01,VEND000356,CUST000556,MES_SYSTEM_16,2,LIC000356,"",X
200,PL17,SL07,Storage Location 07,02,"","",2,"","","",SL07,SO07,02,SP02,VEND000357,CUST000557,MES_SYSTEM_17,1,LIC000357,X,""
300,PL18,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,03,SP03,VEND000358,CUST000558,MES_SYSTEM_18,2,LIC000358,"",""
100,PL19,SL09,Storage Location 09,04,"","",1,X,"","",SL09,SO09,01,SP04,VEND000359,CUST000559,MES_SYSTEM_19,1,LIC000359,"",""
200,PL20,SL10,Storage Location 10,05,"","",2,"","","",SL10,SO10,02,SP05,VEND000360,CUST000560,MES_SYSTEM_20,2,LIC000360,"",""
300,PL01,SL11,Storage Location 11,01,X,X,2,"","","",SL11,SO01,03,SP06,VEND000361,CUST000561,MES_SYSTEM_01,1,LIC000361,X,X
100,PL02,SL12,Storage Location 12,02,"","",1,"","","",SL12,SO02,01,SP07,VEND000362,CUST000562,MES_SYSTEM_02,2,LIC000362,"",""
200,PL03,SL13,Storage Location 13,03,"","",2,"",X,"",SL13,SO03,02,SP08,VEND000363,CUST000563,MES_SYSTEM_03,1,LIC000363,"",""
300,PL04,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,03,SP09,VEND000364,CUST000564,MES_SYSTEM_04,2,LIC000364,"",""
100,PL05,SL15,Storage Location 15,05,"","",1,X,"",X,SL15,SO05,01,SP10,VEND000365,CUST000565,MES_SYSTEM_05,1,LIC000365,X,""
200,PL06,SL16,Storage Location 16,01,"","",2,"","","",SL16,SO06,02,SP11,VEND000366,CUST000566,MES_SYSTEM_06,2,LIC000366,"",X
300,PL07,SL17,Storage Location 17,02,"","",2,"","","",SL17,SO07,03,SP12,VEND000367,CUST000567,MES_SYSTEM_07,1,LIC000367,"",""
100,PL08,SL18,Storage Location 18,03,"","",1,"","","",SL18,SO08,01,SP13,VEND000368,CUST000568,MES_SYSTEM_08,2,LIC000368,"",""
200,PL09,SL19,Storage Location 19,04,"",X,2,"","","",SL19,SO09,02,SP14,VEND000369,CUST000569,MES_SYSTEM_09,1,LIC000369,X,""
300,PL10,SL20,Storage Location 20,05,"","",2,"",X,"",SL20,SO10,03,SP15,VEND000370,CUST000570,MES_SYSTEM_10,2,LIC000370,"",""
100,PL11,SL21,Storage Location 21,01,X,"",1,X,"","",SL21,SO01,01,SP01,VEND000371,CUST000571,MES_SYSTEM_11,1,LIC000371,"",X
200,PL12,SL22,Storage Location 22,02,"","",2,"","","",SL22,SO02,02,SP02,VEND000372,CUST000572,MES_SYSTEM_12,2,LIC000372,"",""
300,PL13,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,03,SP03,VEND000373,CUST000573,MES_SYSTEM_13,1,LIC000373,X,""
100,PL14,SL24,Storage Location 24,04,"","",1,"","",X,SL24,SO04,01,SP04,VEND000374,CUST000574,MES_SYSTEM_14,2,LIC000374,"",""
200,PL15,SL25,Storage Location 25,05,"","",2,"","","",SL25,SO05,02,SP05,VEND000375,CUST000575,MES_SYSTEM_15,1,LIC000375,"",""
300,PL16,SL26,Storage Location 26,01,"","",2,"","","",SL26,SO06,03,SP06,VEND000376,CUST000576,MES_SYSTEM_16,2,LIC000376,"",X
100,PL17,SL27,Storage Location 27,02,"",X,1,X,X,"",SL27,SO07,01,SP07,VEND000377,CUST000577,MES_SYSTEM_17,1,LIC000377,X,""
200,PL18,SL28,Storage Location 28,03,"","",2,"","","",SL28,SO08,02,SP08,VEND000378,CUST000578,MES_SYSTEM_18,2,LIC000378,"",""
300,PL19,SL29,Storage Location 29,04,"","",2,"","","",SL29,SO09,03,SP09,VEND000379,CUST000579,MES_SYSTEM_19,1,LIC000379,"",""
100,PL20,SL30,Storage Location 30,05,"","",1,"","","",SL30,SO10,01,SP10,VEND000380,CUST000580,MES_SYSTEM_20,2,LIC000380,"",""
200,PL01,SL31,Storage Location 31,01,X,"",2,"","","",SL31,SO01,02,SP11,VEND000381,CUST000581,MES_SYSTEM_01,1,LIC000381,X,X
300,PL02,SL32,Storage Location 32,02,"","",2,"","","",SL32,SO02,03,SP12,VEND000382,CUST000582,MES_SYSTEM_02,2,LIC000382,"",""
100,PL03,SL33,Storage Location 33,03,"","",1,X,"",X,SL33,SO03,01,SP13,VEND000383,CUST000583,MES_SYSTEM_03,1,LIC000383,"",""
200,PL04,SL34,Storage Location 34,04,"","",2,"",X,"",SL34,SO04,02,SP14,VEND000384,CUST000584,MES_SYSTEM_04,2,LIC000384,"",""
300,PL05,SL35,Storage Location 35,05,"",X,2,"","","",SL35,SO05,03,SP15,VEND000385,CUST000585,MES_SYSTEM_05,1,LIC000385,X,""
100,PL06,SL36,Storage Location 36,01,"","",1,"","","",SL36,SO06,01,SP01,VEND000386,CUST000586,MES_SYSTEM_06,2,LIC000386,"",X
200,PL07,SL37,Storage Location 37,02,"","",2,"","","",SL37,SO07,02,SP02,VEND000387,CUST000587,MES_SYSTEM_07,1,LIC000387,"",""
300,PL08,SL38,Storage Location 38,03,"","",2,"","","",SL38,SO08,03,SP03,VEND000388,CUST000588,MES_SYSTEM_08,2,LIC000388,"",""
100,PL09,SL39,Storage Location 39,04,"","",1,X,"","",SL39,SO09,01,SP04,VEND000389,CUST000589,MES_SYSTEM_09,1,LIC000389,X,""
200,PL10,SL40,Storage Location 40,05,"","",2,"","","",SL40,SO10,02,SP05,VEND000390,CUST000590,MES_SYSTEM_10,2,LIC000390,"",""
300,PL11,SL41,Storage Location 41,01,X,"",2,"",X,"",SL41,SO01,03,SP06,VEND000391,CUST000591,MES_SYSTEM_11,1,LIC000391,"",X
100,PL12,SL42,Storage Location 42,02,"","",1,"","",X,SL42,SO02,01,SP07,VEND000392,CUST000592,MES_SYSTEM_12,2,LIC000392,"",""
200,PL13,SL43,Storage Location 43,03,"",X,2,"","","",SL43,SO03,02,SP08,VEND000393,CUST000593,MES_SYSTEM_13,1,LIC000393,X,""
300,PL14,SL44,Storage Location 44,04,"","",2,"","","",SL44,SO04,03,SP09,VEND000394,CUST000594,MES_SYSTEM_14,2,LIC000394,"",""
100,PL15,SL45,Storage Location 45,05,"","",1,X,"","",SL45,SO05,01,SP10,VEND000395,CUST000595,MES_SYSTEM_15,1,LIC000395,"",""
200,PL16,SL46,Storage Location 46,01,"","",2,"","","",SL46,SO06,02,SP11,VEND000396,CUST000596,MES_SYSTEM_16,2,LIC000396,"",X
300,PL17,SL47,Storage Location 47,02,"","",2,"","","",SL47,SO07,03,SP12,VEND000397,CUST000597,MES_SYSTEM_17,1,LIC000397,X,""
100,PL18,SL48,Storage Location 48,03,"","",1,"",X,"",SL48,SO08,01,SP13,VEND000398,CUST000598,MES_SYSTEM_18,2,LIC000398,"",""
200,PL19,SL49,Storage Location 49,04,"","",2,"","","",SL49,SO09,02,SP14,VEND000399,CUST000599,MES_SYSTEM_19,1,LIC000399,"",""
300,PL20,SL50,Storage Location 50,05,"","",2,"","","",SL50,SO10,03,SP15,VEND000400,CUST000600,MES_SYSTEM_20,2,LIC000400,"",""
100,PL01,SL01,Storage Location 01,01,X,X,1,X,"",X,SL01,SO01,01,SP01,VEND000401,CUST000601,MES_SYSTEM_01,1,LIC000401,X,X
200,PL02,SL02,Storage Location 02,02,"","",2,"","","",SL02,SO02,02,SP02,VEND000402,CUST000602,MES_SYSTEM_02,2,LIC000402,"",""
300,PL03,SL03,Storage Location 03,03,"","",2,"","","",SL03,SO03,03,SP03,VEND000403,CUST000603,MES_SYSTEM_03,1,LIC000403,"",""
100,PL04,SL04,Storage Location 04,04,"","",1,"","","",SL04,SO04,01,SP04,VEND000404,CUST000604,MES_SYSTEM_04,2,LIC000404,"",""
200,PL05,SL05,Storage Location 05,05,"","",2,"",X,"",SL05,SO05,02,SP05,VEND000405,CUST000605,MES_SYSTEM_05,1,LIC000405,X,""
300,PL06,SL06,Storage Location 06,01,"","",2,"","","",SL06,SO06,03,SP06,VEND000406,CUST000606,MES_SYSTEM_06,2,LIC000406,"",X
100,PL07,SL07,Storage Location 07,02,"","",1,X,"","",SL07,SO07,01,SP07,VEND000407,CUST000607,MES_SYSTEM_07,1,LIC000407,"",""
200,PL08,SL08,Storage Location 08,03,"","",2,"","","",SL08,SO08,02,SP08,VEND000408,CUST000608,MES_SYSTEM_08,2,LIC000408,"",""
300,PL09,SL09,Storage Location 09,04,"",X,2,"","","",SL09,SO09,03,SP09,VEND000409,CUST000609,MES_SYSTEM_09,1,LIC000409,X,""
100,PL10,SL10,Storage Location 10,05,"","",1,"","",X,SL10,SO10,01,SP10,VEND000410,CUST000610,MES_SYSTEM_10,2,LIC000410,"",""
200,PL11,SL11,Storage Location 11,01,X,"",2,"","","",SL11,SO01,02,SP11,VEND000411,CUST000611,MES_SYSTEM_11,1,LIC000411,"",X
300,PL12,SL12,Storage Location 12,02,"","",2,"",X,"",SL12,SO02,03,SP12,VEND000412,CUST000612,MES_SYSTEM_12,2,LIC000412,"",""
100,PL13,SL13,Storage Location 13,03,"","",1,X,"","",SL13,SO03,01,SP13,VEND000413,CUST000613,MES_SYSTEM_13,1,LIC000413,X,""
200,PL14,SL14,Storage Location 14,04,"","",2,"","","",SL14,SO04,02,SP14,VEND000414,CUST000614,MES_SYSTEM_14,2,LIC000414,"",""
300,PL15,SL15,Storage Location 15,05,"","",2,"","","",SL15,SO05,03,SP15,VEND000415,CUST000615,MES_SYSTEM_15,1,LIC000415,"",""
100,PL16,SL16,Storage Location 16,01,"","",1,"","","",SL16,SO06,01,SP01,VEND000416,CUST000616,MES_SYSTEM_16,2,LIC000416,"",X
200,PL17,SL17,Storage Location 17,02,"",X,2,"","","",SL17,SO07,02,SP02,VEND000417,CUST000617,MES_SYSTEM_17,1,LIC000417,X,""
300,PL18,SL18,Storage Location 18,03,"","",2,"","","",SL18,SO08,03,SP03,VEND000418,CUST000618,MES_SYSTEM_18,2,LIC000418,"",""
100,PL19,SL19,Storage Location 19,04,"","",1,X,X,X,SL19,SO09,01,SP04,VEND000419,CUST000619,MES_SYSTEM_19,1,LIC000419,"",""
200,PL20,SL20,Storage Location 20,05,"","",2,"","","",SL20,SO10,02,SP05,VEND000420,CUST000620,MES_SYSTEM_20,2,LIC000420,"",""
300,PL01,SL21,Storage Location 21,01,X,"",2,"","","",SL21,SO01,03,SP06,VEND000421,CUST000621,MES_SYSTEM_01,1,LIC000421,X,X
100,PL02,SL22,Storage Location 22,02,"","",1,"","","",SL22,SO02,01,SP07,VEND000422,CUST000622,MES_SYSTEM_02,2,LIC000422,"",""
200,PL03,SL23,Storage Location 23,03,"","",2,"","","",SL23,SO03,02,SP08,VEND000423,CUST000623,MES_SYSTEM_03,1,LIC000423,"",""
300,PL04,SL24,Storage Location 24,04,"","",2,"","","",SL24,SO04,03,SP09,VEND000424,CUST000624,MES_SYSTEM_04,2,LIC000424,"",""
