BSKRF,DISKZ,DLINL,EINME,ERSDA,HERKL,INSME,KEINM,KINSM,KLABS,KSPEM,KZILE,KZILL,KZILQ,KZILS,KZVLE,KZVLL,KZVLQ,KZVLS,LABST,LBSTF,LFGJA,LFMON,LGORT,LGPBE,LMINB,LSOBS,LVORM,LWMKB,MANDT,MATNR,MDJIN,MDRUE,PRCTL,PSTAT,RETME,SPEME,SPERR,UMLME,VKLAB,VKUML,VMEIN,VMINS,VMLAB,VMRET,VMSPE,VMUML,WERKS
0.9298,1,20240907,76.95,20240310,DE,321.277,24.423,117.449,605.564,76.878,"","","","","","","","",5740.821,970.004,2022,04,S008,BIN785,258.922,68,"",778,100,436949648417850894,2022,X,3103884757,K,58.389,271.136,"",309.197,68614.66,10747.34,62.257,263.577,5387.507,49.161,253.532,261.812,P048
1.1636,1,20240605,44.044,20230723,US,47.703,13.691,12.579,214.529,25.307,"","","","","","","","",2131.676,199.636,2024,10,S067,BIN740,213.19,26,"",898,100,614029869521584641,2025,"",6481600186,K,23.731,96.653,X,237.705,57955.1,3132.74,40.473,42.229,1972.744,20.25,79.582,211.122,P050
1.0346,2,20231119,170.19,20230909,IN,106.076,52.644,28.589,450.08,35.715,"","","","","","","","",4170.371,891.655,2024,08,S070,BIN874,190.592,50,"",323,100,291343729984257703,2025,"",3612626408,K,46.739,114.152,"",815.772,50263.73,21038.37,160.732,94.978,3803.444,43.671,107.073,664.854,P050
0.9011,1,20250515,51.242,20231230,DE,133.32,15.417,65.203,166.327,5.026,"","","","","","","","",1513.092,571.448,2024,12,S017,BIN609,299.788,59,"",922,100,629606896022100627,2022,X,2055556193,K,8.959,19.127,"",101.245,16216.11,4986.74,42.536,107.272,1384.965,7.204,15.881,91.488,P036
1.141,2,20250612,47.293,20251220,DE,116.499,17.874,43.39,283.604,24.727,"","","","","","","","",1991.853,314.698,2023,05,S017,BIN430,38.891,24,"",392,100,172335821107948434,2026,"",3396577798,K,36.514,76.968,"",393.91,52840.58,9969.21,41.119,94.561,1693.612,33.603,71.441,369.937,P020
1.1124,1,20240119,52.963,20240917,IN,70.731,11.303,16.343,138.097,19.419,"","","","","","","","",1143.859,870.661,2025,11,S018,BIN354,381.102,88,"",242,100,108585942588447745,2026,X,7853944369,K,8.899,39.527,X,213.849,52573.03,3691.39,43.248,65.507,1023.167,7.761,34.14,184.845,P015
1.0552,"",20250819,74.277,20250618,CN,176.21,7.483,69.31,363.456,20.57,"","","","","","","","",2522.732,344.312,2023,03,S030,BIN408,497.124,43,"",234,100,916472376237319390,2022,X,7928661361,K,19.695,80.142,"",378.741,31784.94,4824.97,63.344,145.124,2287.402,16.984,64.476,351.623,P001
1.05,"",20250704,135.075,20250920,CN,99.129,67.159,47.379,369.224,19.711,"","","","","","","","",3072.33,123.881,2025,06,S078,BIN425,403.074,89,"",533,100,360930027071849242,2024,X,2047774561,K,21.221,72.61,X,544.386,42420.87,7347.04,111.008,84.593,2942.94,18.201,68.397,496.043,P044
0.8245,2,20251017,159.129,20251016,CN,269.767,31.768,56.417,571.015,68.658,"","","","","","","","",6685.051,657.776,2026,09,S077,BIN789,203.213,85,"",416,100,967863554832010700,2022,X,1924013238,K,112.225,310.407,"",811.376,201186.77,12290.69,136.392,245.287,5946.77,91.895,252.036,764.856,P033
1.016,"",20250216,96.796,20251023,DE,355.162,37.994,53.541,674.799,19.138,"","","","","","","","",5787.197,178.037,2024,12,S043,BIN233,238.365,98,"",594,100,685704587974949145,2026,"",7336426902,K,38.161,62.699,X,676.087,217956.3,33249.41,78.133,307.304,5466.31,36.23,51.918,550.291,P045
1.0387,2,20240419,228.688,20260209,CN,502.506,74.983,119.17,399.819,16.86,"","","","","","","","",5528.595,126.455,2022,01,S009,BIN671,96.233,66,"",804,100,942548944977087994,2024,X,9053965503,K,69.758,111.325,"",1017.273,253234.42,21678.34,183.52,449.462,4733.48,62.069,97.342,897.523,P042
0.8175,2,20230822,28.625,20250504,US,51.356,9.73,8.553,43.101,6.986,"","","","","","","","",692.064,808.762,2022,01,S038,BIN223,250.819,36,"",107,100,815856005203353095,2024,"",4482406335,K,10.673,18.446,"",39.235,7124.78,1131.16,26.05,43.686,616.962,10.079,15.43,34.004,P049
1.084,2,20240103,386.228,20251010,CN,218.101,170.765,77.301,410.378,130.458,"","","","","","","","",7972.241,692.741,2022,10,S018,BIN282,233.103,85,"",904,100,830165523592158073,2026,X,5013506135,K,93.472,269.038,"",499.58,290807.17,20241.84,331.542,180.985,7221.846,83.331,237.388,467.801,P028
0.9166,1,20240521,141.695,20241011,IN,562.412,59.838,201.206,907.547,153.549,"","","","","","","","",6505.032,579.714,2024,07,S017,BIN507,361.513,45,"",793,100,436543111244348118,2025,"",5866660276,K,44.287,317.246,X,918.914,135580.77,22679.2,114.877,503.261,5900.626,36.446,290.837,841.062,P020
1.1477,"",20251215,284.651,20250719,DE,514.773,122.03,93.705,607.34,86.216,"","","","","","","","",6188.104,397.971,2024,09,S091,BIN156,69.271,22,"",182,100,791648439034471401,2024,"",3925286480,K,45.461,191.474,X,529.911,189534.21,23306.1,237.908,424.358,5265.828,40.026,153.771,445.506,P046
1.114,"",20260126,98.337,20250920,CN,193.909,48.44,32.904,127.277,6.868,"","","","","","","","",1983.156,937.339,2022,12,S055,BIN124,75.204,61,"",130,100,869919713764705259,2022,"",5933859528,K,11.688,45.477,"",320.448,31574.79,14463.22,90.045,169.263,1844.535,10.971,39.832,282.003,P015
0.9208,2,20230706,64.799,20230903,DE,69.193,27.324,13.079,205.669,6.453,"","","","","","","","",2242.128,58.395,2022,08,S092,BIN899,127.677,77,"",660,100,972181877967516787,2025,"",2789639176,K,42.063,26.894,X,431.254,98108.93,20078.72,55.27,59.671,2164.689,35.174,23.428,394.856,P026
0.8013,"",20250106,108.041,20250310,CN,113.787,51.64,54.567,532.704,78.168,"","","","","","","","",4766.963,838.119,2022,04,S039,BIN220,432.786,75,"",528,100,938740553568518701,2025,X,6834754749,K,46.911,236.899,X,532.72,88632.34,25424.55,102.535,103.716,4350.923,43.508,211.543,430.318,P006
1.0232,1,20251214,268.27,20230928,IN,399.895,67.16,169.96,294.646,29.368,"","","","","","","","",5387.778,923.529,2026,05,S007,BIN798,414.878,93,"",174,100,236091103996382351,2022,X,2958041087,K,96.428,111.873,X,463.964,229359.22,11033.32,251.425,373.653,5264.038,85.209,96.092,384.055,P025
1.0003,1,20250909,23.652,20251025,DE,53.743,5.549,11.861,179.665,11.408,"","","","","","","","",1214.295,137.93,2023,12,S077,BIN111,234.99,63,"",892,100,310919094590971549,2025,"",8504665062,K,15.394,43.001,"",116.318,24276.96,5360.86,21.398,50.655,1041.079,13.179,38.899,95.936,P028
1.1147,"",20250609,7.678,20250426,US,13.146,1.503,4.792,19.367,5.554,"","","","","","","","",332.227,706.643,2026,01,S033,BIN332,84.991,74,"",695,100,316409592550643082,2025,"",8079072725,K,2.741,13.824,X,18.769,8984.53,800.43,6.665,12.126,323.837,2.232,13.009,15.766,P011
1.0003,1,20251128,49.33,20230928,IN,121.928,18.982,40.479,380.859,25.039,"","","","","","","","",2762.724,152.659,2023,09,S034,BIN283,431.756,51,"",722,100,686392521598057346,2026,X,6005922793,K,37.429,124.225,X,368.149,71027.93,15418.92,41.616,111.682,2585.161,33.254,108.775,308.444,P021
1.119,1,20251214,73.472,20240820,US,404.845,23.342,41.876,501.194,87.703,"","","","","","","","",4738.364,83.775,2022,07,S068,BIN101,31.137,27,"",918,100,333538847680659010,2024,"",4693391371,K,92.115,198.458,X,293.053,114422.41,11282.17,63.492,379.983,4483.685,75.269,159.387,239.361,P049
1.0907,"",20240918,90.266,20241023,DE,142.21,13.839,48.077,400.984,11.779,"","","","","","","","",3184.46,341.928,2023,11,S023,BIN318,247.946,61,"",590,100,117600115291777676,2023,"",5618393772,K,41.613,90.698,"",205.503,65178.01,10150.96,77.387,130.373,2739.376,34.784,84.233,195.017,P022
0.9534,"",20230911,16.799,20250110,US,11.057,2.384,2.351,35.52,1.24,"","","","","","","","",411.19,950.971,2026,07,S093,BIN804,293.982,96,"",648,100,104891907325510474,2022,"",2148364723,K,3.16,11.952,"",24.997,11761.08,463.03,14.74,10.392,368.139,2.572,10.55,21.384,P030
0.9294,"",20260103,234.464,20230806,CN,166.848,36.875,43.996,768.152,127.25,"","","","","","","","",6046.276,705.714,2026,12,S072,BIN341,84.219,71,"",141,100,673956708670569356,2025,"",4753499088,K,84.763,260.374,"",597.132,147529.96,28604.53,222.299,142.763,5916.998,70.814,237.499,524.388,P035
0.8285,"",20230925,299.127,20230822,IN,343.623,59.508,141.454,361.989,55.337,"","","","","","","","",6992.25,506.595,2026,03,S013,BIN374,304.368,36,"",330,100,375962946330007763,2022,"",3671680288,K,82.447,119.219,"",738.909,333304.96,18301.66,246.08,287.755,6581.439,74.209,97.884,630.058,P013
1.0174,1,20240502,120.141,20240923,US,265.66,37.993,37.459,362.816,42.512,"","","","","","","","",2818.403,78.791,2025,01,S047,BIN680,291.75,38,"",110,100,489344800827945283,2026,"",9423396705,K,45.853,132.727,"",286.962,108882.81,3202.08,107.769,215.369,2483.22,41.216,111.711,261.898,P011
0.8146,1,20251206,309.652,20250309,CN,376.183,45.129,74.702,533.341,85.785,"","","","","","","","",7726.87,761.312,2025,03,S044,BIN989,445.159,48,"",967,100,354823676676868226,2026,"",8752049780,K,66.109,220.031,X,981.913,271989.57,48320.61,252.862,321.365,6886.564,61.502,200.879,793.779,P007
1.1873,2,20240112,285.972,20240922,DE,584.814,37.139,71.014,334.331,34.349,"","","","","","","","",6522.178,391.735,2023,07,S049,BIN907,380.416,14,"",548,100,693506405594761068,2025,"",2135197220,K,67.319,276.571,X,1222.83,95104.75,31041.73,229.909,507.636,6107.734,61.893,248.345,1014.092,P008
1.1938,1,20240613,39.432,20250112,IN,195.615,19.242,23.223,318.609,12.753,"","","","","","","","",2176.854,246.97,2022,11,S067,BIN699,265.684,19,"",895,100,780673483145280563,2026,"",5713534987,K,29.762,72.877,"",387.833,57899.81,17509.03,34.483,168.717,1957.763,26.069,61.152,311.049,P009
0.8859,1,20230803,84.644,20240510,US,116.083,19.217,36.301,115.942,16.27,"","","","","","","","",1740.364,508.191,2022,12,S080,BIN510,282.365,59,"",177,100,627235020033623463,2025,"",8748137856,K,9.342,42.18,X,126.762,47584.68,1876.77,75.213,97.545,1557.444,8.561,39.37,102.457,P045
0.9648,2,20230906,284.061,20240518,IN,358.235,122.927,173.397,535.295,60.658,"","","","","","","","",7585.158,618.501,2025,06,S037,BIN814,218.985,72,"",146,100,708491401773247305,2024,X,2880864420,K,101.197,347.027,X,916.671,375263.52,14969.38,269.717,298.351,6989.736,87.234,309.534,862.958,P018
1.0943,1,20240925,57.356,20250619,IN,103.172,21.269,27.265,480.952,52.367,"","","","","","","","",3681.582,512.268,2026,10,S059,BIN594,142.729,92,"",508,100,671021882811886537,2026,"",9736330374,K,58.555,150.799,X,610.502,131886.82,18969.37,50.034,96.215,3375.566,47.264,142.205,547.263,P045
1.199,1,20230809,88.073,20250320,US,106.868,41.96,31.166,501.609,31.977,"","","","","","","","",3614.597,714.973,2026,09,S026,BIN239,155.746,24,"",544,100,545705401034809395,2024,"",4821391763,K,29.669,118.15,X,508.266,123733.13,8293.22,72.671,99.625,3378.077,23.988,107.501,406.639,P049
1.0236,"",20231113,288.255,20230817,US,475.599,39.737,133.544,713.673,75.97,"","","","","","","","",5993.12,519.245,2024,06,S096,BIN705,69.804,81,"",117,100,592962202534148046,2023,"",6078225838,K,50.617,269.287,"",1098.576,260561.06,21450.73,260.308,417.934,5491.921,42.616,248.666,1042.901,P047
1.0441,"",20240803,194.942,20250504,IN,272.344,70.064,86.197,457.209,15.571,"","","","","","","","",4535.928,492.724,2023,06,S066,BIN588,192.049,66,"",993,100,305988773107573404,2025,"",3718985572,K,47.86,106.99,X,597.636,169564.68,6959.67,175.82,233.841,4013.335,44.873,94.405,564.981,P003
0.9206,2,20251217,217.828,20241101,IN,195.785,85.495,56.821,791.492,18.948,"","","","","","","","",6627.771,654.147,2024,02,S018,BIN886,22.602,72,"",165,100,637817604196745129,2022,X,7525385377,K,61.025,79.882,"",1120.544,326538.56,31049.8,183.665,182.849,5965.163,53.42,73.069,1031.261,P027
0.8472,"",20241123,204.885,20241111,CN,538.764,54.293,240.313,608.833,35.918,"","","","","","","","",5808.594,145.307,2024,09,S010,BIN303,420.73,93,"",283,100,543945792761907590,2024,X,6376566182,K,115.497,146.929,"",1013.828,267960.47,28160.39,178.467,432.563,5012.26,105.288,121.898,912.166,P047
0.9064,"",20241220,146.051,20251023,CN,425.103,33.011,59.627,378.671,20.976,"","","","","","","","",4450.422,112.572,2023,03,S060,BIN306,445.688,95,"",547,100,922828229879168942,2022,X,6774200723,K,25.612,110.295,X,655.838,57985.81,9061.79,133.163,345.822,4249.68,21.196,96.644,593.516,P027
0.9779,2,20240605,225.866,20240305,CN,562.663,43.252,276.907,1059.524,23.465,"","","","","","","","",7330.424,193.18,2023,05,S034,BIN676,37.884,96,"",907,100,395694172083302711,2024,X,8134893347,K,111.059,88.851,X,705.748,93005.88,14972.66,195.051,454.929,6518.311,90.574,83.078,613.57,P029
0.9238,"",20250117,188.483,20250926,CN,146.498,25.028,34.975,551.002,32.072,"","","","","","","","",3813.875,923.859,2025,11,S016,BIN364,371.833,82,"",797,100,967863554832010700,2026,X,7701702601,K,21.852,167.89,X,511.668,166896.1,18907.09,174.135,138.241,3618.829,17.531,147.775,477.759,P040
0.9788,1,20241222,66.514,20250215,US,73.012,15.831,35.026,218.731,16.406,"","","","","","","","",2328.858,886.901,2026,06,S017,BIN680,33.591,45,"",263,100,346824625927111253,2022,"",4817099976,K,36.455,98.647,X,343.98,47952.74,6701.71,54.075,59.96,2055.015,29.243,82.629,305.439,P005
1.1722,1,20231115,23.338,20230709,IN,55.35,6.595,21.008,93.042,11.312,"","","","","","","","",1111.086,242.152,2026,10,S068,BIN338,107.052,11,"",744,100,346172311632269281,2025,X,2350954590,K,9.661,28.08,"",166.139,52288.41,6036.62,21.928,47.033,1045.299,8.08,23.042,148.449,P050
1.1022,"",20240517,143.37,20250427,CN,655.853,30.042,179.398,475.323,35.948,"","","","","","","","",6758.42,998.117,2023,12,S091,BIN430,229.842,47,"",465,100,508474257743361571,2025,X,3650039580,K,75.936,272.526,X,1339.894,305076.09,42013.49,121.289,592.907,5811.948,71.219,228.095,1187.977,P006
0.9556,2,20230908,170.221,20250814,IN,372.998,25.759,141.232,212.726,22.204,"","","","","","","","",4118.173,774.376,2022,09,S068,BIN165,194.935,88,"",715,100,678534257040814798,2023,"",9574060713,K,81.977,117.985,"",331.924,51093.23,11921.64,156.429,341.279,3594.287,66.022,104.583,292.571,P003
1.006,2,20260128,181.281,20251202,CN,325.987,31.68,64.82,305.72,96.221,"","","","","","","","",5922.351,237.983,2025,06,S093,BIN529,424.818,72,"",631,100,496760588399456099,2022,"",1833352286,K,49.623,273.124,X,710.969,82770.94,30922.78,168.157,289.49,5574.918,43.883,234.017,667.803,P030
0.91,"",20230704,200.494,20240318,DE,388.121,78.538,43.247,279.568,63.886,"","","","","","","","",4128.346,866.031,2022,06,S002,BIN912,481.826,37,"",787,100,200574220437241141,2023,"",2619514158,K,22.573,202.468,"",289.575,150695.86,12633.18,180.768,360.705,3530.147,20.559,191.415,234.754,P042
1.1746,1,20250604,24.533,20250713,US,124.377,8.368,31.198,183.788,6.569,"","","","","","","","",1430.111,352.942,2022,11,S089,BIN158,248.597,79,"",661,100,588591206308487188,2022,X,8722527113,K,18.044,36.319,"",190.169,27322.37,8377.52,20.49,103.111,1291.812,16.467,30.678,167.354,P026
0.8184,"",20250311,33.258,20240514,US,66.019,13.514,19.252,141.156,5.848,"","","","","","","","",1184.306,232.173,2023,12,S051,BIN622,178.45,33,"",224,100,819875649768002192,2025,"",7702911708,K,18.313,38.916,X,137.978,12341.89,4033.41,29.482,55.248,1123.556,15.407,31.483,123.483,P010
1.0854,1,20241103,204.79,20240725,US,715.563,43.916,321.652,666.195,59.793,"","","","","","","","",7417.123,251.9,2025,04,S016,BIN135,169.963,56,"",975,100,167927984522116202,2023,"",6030831578,K,88.142,252.634,"",891.049,183558.58,27431.58,168.977,593.96,6716.438,80.477,234.504,742.515,P019
1.1546,2,20240911,173.238,20240119,IN,233.807,27.835,75.91,426.038,54.247,"","","","","","","","",4165.654,845.492,2026,12,S083,BIN629,113.708,51,"",905,100,334817693963328339,2026,X,4953729074,K,52.807,133.161,X,703.759,116756.61,24526.35,144.666,200.246,3843.6,48.886,122.065,634.307,P007
1.1723,"",20250317,30.275,20240316,DE,55.276,11.386,12.022,59.444,14.122,"","","","","","","","",695.341,569.94,2023,04,S001,BIN271,381.586,96,"",547,100,130113003303208782,2024,X,7911020344,K,12.752,30.526,"",41.991,24820.88,1849.76,24.275,49.955,665.265,11.651,26.375,34.673,P008
0.9894,2,20240911,134.793,20241210,DE,94.961,24.371,19.706,269.415,30.404,"","","","","","","","",4528.145,545.187,2026,01,S006,BIN830,22.023,91,"",782,100,599091708134911709,2026,"",7151619054,K,57.32,155.823,"",903.384,132689.36,27488.76,126.613,81.014,4089.966,51.043,130.292,755.469,P046
1.1795,"",20250512,330.7,20240111,DE,309.79,115.682,44.987,689.005,58.889,"","","","","","","","",7334.053,192.662,2024,10,S027,BIN453,424.476,98,"",250,100,382340447700516769,2022,"",9287990602,K,112.226,318.733,"",538.099,104220.52,24692.71,305.357,294.185,7117.806,99.648,286.205,475.3,P012
0.9794,"",20250616,54.309,20240112,US,80.594,21.308,11.786,123.586,22.069,"","","","","","","","",1481.577,274.767,2023,04,S078,BIN159,418.158,99,"",469,100,326394381781687501,2024,X,7644500030,K,18.134,46.066,X,282.536,53365.57,13577.59,49.234,65.888,1354.582,15.741,40.814,253.749,P002
0.8946,"",20240127,65.415,20241019,US,109.746,7.739,19.153,658.048,78.561,"","","","","","","","",5399.061,513.125,2024,10,S078,BIN405,354.143,94,"",221,100,460862487515030077,2026,X,2065907497,K,68.476,216.888,X,476.57,228374.81,21004.07,53.764,100.121,4615.805,64.696,204.99,414.645,P018
1.0878,2,20230816,79.088,20250102,DE,100.79,15.12,10.642,328.158,9.642,"","","","","","","","",2232.061,275.445,2024,06,S007,BIN179,60.974,61,"",346,100,171685508012647548,2023,"",9417361658,K,41.263,56.984,X,446.304,54982.25,17433.74,72.19,89.434,1900.488,35.612,52.308,413.263,P014
0.8532,"",20241212,56.064,20240614,IN,76.457,18.086,25.544,357.586,54.585,"","","","","","","","",3414.096,285.841,2023,12,S075,BIN404,267.513,69,"",773,100,587451725019218400,2024,X,1785617686,K,26.354,126.662,"",378.218,57070.49,9266.04,48.021,61.209,3043.637,24.288,104.416,358.888,P041
1.1514,2,20251021,61.087,20240905,US,271.057,13.98,65.809,288.244,19.882,"","","","","","","","",2831.661,634.678,2022,07,S048,BIN166,253.504,47,"",482,100,839455472906093569,2023,"",2190383877,K,36.84,77.535,"",266.089,90579.66,11996.98,55.283,255.612,2515.178,32.295,62.081,220.026,P005
1.0255,"",20231024,157.912,20251005,CN,338.857,38.748,102.172,411.515,49.751,"","","","","","","","",3975.903,90.115,2023,02,S049,BIN643,97.894,30,"",348,100,138303136046176188,2023,"",9689752407,K,43.841,189.864,"",779.669,73107.65,23886.71,137.954,310.66,3739.767,41.249,175.861,726.99,P008
0.9727,"",20230801,184.674,20241012,US,413.287,71.029,43.386,512.683,33.501,"","","","","","","","",5516.145,966.704,2025,07,S030,BIN916,157.465,66,"",449,100,824001653787716255,2023,"",4340316878,K,74.126,152.032,X,530.079,66180.44,8657.91,171.584,381.055,4859.538,64.651,128.957,472.73,P003
1.022,2,20240204,268.929,20250121,US,247.665,118.406,94.592,662.334,43.173,"","","","","","","","",5893.031,156.881,2024,08,S030,BIN567,170.885,86,"",185,100,705930758767223100,2022,X,6582456281,K,102.084,95.322,X,1019.015,170899.53,16231.12,237.633,201.656,5032.669,87.399,83.911,847.283,P005
0.8253,1,20251105,75.864,20241216,CN,242.787,19.975,45.219,416.602,71.999,"","","","","","","","",4163.686,883.926,2025,12,S097,BIN344,186.467,63,"",692,100,594483401761544760,2026,X,2043838697,K,48.978,188.691,X,649.066,147728.67,12854.07,68.135,219.021,3678.615,41.941,153.583,544.948,P022
0.8885,2,20241120,44.615,20250724,DE,109.589,12.372,32.926,237.702,54.78,"","","","","","","","",2571.759,586.234,2026,08,S063,BIN264,12.33,80,"",344,100,229386800608105284,2023,X,8523420105,K,39.949,120.091,X,178.5,98411.26,3941.88,36.076,99.863,2247.974,36.796,105.989,168.304,P017
1.1174,"",20240526,154.236,20240131,DE,213.247,18.811,59.409,1055.225,62.34,"","","","","","","","",7396.973,87.221,2022,01,S022,BIN753,90.133,68,"",251,100,339372538726175471,2023,X,2283930747,K,102.325,125.227,"",967.43,320554.72,37821.89,141.833,184.513,6961.981,87.481,111.277,815.631,P039
0.9736,2,20230601,136.326,20240421,IN,293.23,31.777,71.446,376.657,7.516,"","","","","","","","",3104.15,434.485,2025,10,S066,BIN474,448.774,77,"",857,100,544334269698213753,2026,X,6043657133,K,57.956,31.588,"",391.591,43587.67,7873.51,111.313,245.083,3036.177,52.067,28.876,314.581,P007
1.0803,"",20240805,255.33,20240110,IN,237.053,73.209,73.955,363.848,39.406,"","","","","","","","",6953.385,326.479,2025,09,S073,BIN899,172.3,45,"",779,100,969691559136535043,2024,"",9698963335,K,132.568,274.99,X,731.401,332743.16,34016.69,214.432,217.967,6182.28,106.207,227.459,639.703,P034
0.9058,2,20231210,170.008,20241116,IN,232.71,66.372,110.459,340.45,38.471,"","","","","","","","",4131.123,420.811,2026,08,S009,BIN834,495.287,65,"",794,100,121668069722921104,2022,X,9688400532,K,44.263,106.765,X,430.237,194066.28,10776.21,141.131,209.905,3711.409,36.664,87.287,389.359,P010
0.9266,1,20240421,96.113,20231017,DE,108.939,30.568,15.28,179.45,10.67,"","","","","","","","",2186.187,356.672,2026,05,S045,BIN172,307.828,21,"",252,100,783859907883993857,2023,X,3350194178,K,40.04,42.558,X,186.059,106260.9,6601.43,84.419,90.132,2104.954,32.215,36.745,175.164,P010
1.1413,"",20241218,75.689,20251230,IN,322.632,37.689,94.345,487.49,6.878,"","","","","","","","",4737.511,936.534,2022,01,S066,BIN119,72.067,14,"",535,100,427156235102664528,2022,X,2013155843,K,70.784,65.505,X,297.951,212757.37,14281.41,70.636,286.819,4230.8,67.096,58.045,242.324,P046
1.1697,"",20241209,19.963,20240308,CN,60.694,2.021,20.706,133.865,2.261,"","","","","","","","",1075.953,81.983,2025,05,S069,BIN413,96.908,11,"",870,100,177798020840607434,2024,X,2006886094,K,19.059,12.947,X,128.811,34449.22,4742.71,17.651,57.579,1007.47,17.63,12.085,121.884,P036
0.908,2,20230522,235.616,20240605,IN,378.732,93.999,114.989,755.428,90.174,"","","","","","","","",5544.15,662.277,2026,05,S052,BIN287,463.143,23,"",235,100,799878984227865024,2025,X,9266362870,K,89.652,245.372,"",348.635,195605.32,16138.28,206.11,328.987,5095.714,80.446,222.418,301.775,P034
0.8225,2,20250514,21.991,20240724,DE,21.107,2.664,8.073,69.302,8.513,"","","","","","","","",740.438,99.535,2026,07,S012,BIN692,499.693,82,"",753,100,695806169033960777,2024,X,6252825154,K,12.709,36.559,X,114.49,32337.04,3939.95,17.614,18.592,641.653,11.754,31.668,105.485,P012
1.0694,1,20250608,5.306,20230521,US,49.294,1.407,10.486,51.248,1.065,"","","","","","","","",502.75,540.025,2022,01,S006,BIN609,399.317,38,"",737,100,385632147151342318,2024,"",2309302048,K,9.597,6.154,X,66.843,11716.94,777.59,4.316,46.106,472.165,8.411,5.502,59.332,P030
1.1652,2,20240815,248.323,20250817,IN,246.652,73.096,73.199,653.092,105.064,"","","","","","","","",6567.505,934.948,2022,12,S026,BIN945,152.382,45,"",981,100,496627071721388813,2024,"",2347218628,K,92.254,309.544,X,746.148,282641.11,26906.26,204.19,204.187,6289.237,84.876,284.3,681.173,P017
1.0278,"",20251224,26.513,20240704,CN,24.332,5.338,8.329,115.849,13.566,"","","","","","","","",979.231,155.836,2024,09,S010,BIN372,280.479,62,"",345,100,660178878152885293,2023,"",4972663518,K,15.781,29.867,"",174.429,33957.45,5817.74,24.39,22.187,874.197,12.875,26.932,147.757,P039
1.1664,1,20251204,91.852,20240720,IN,563.384,37.833,267.754,811.198,60.624,"","","","","","","","",7599.021,455.048,2024,07,S053,BIN306,140.167,48,"",459,100,847885778124474932,2022,X,7905373864,K,39.689,249.303,X,958.2,211325.56,36695.76,76.169,475.722,6895.772,36.427,220.827,853.337,P031
1.1628,2,20240727,125.627,20231121,CN,132.916,61.809,36.219,280.917,9.284,"","","","","","","","",2593.604,345.073,2023,04,S015,BIN232,324.843,91,"",559,100,318487993605609791,2022,"",4991029584,K,15.676,41.209,X,516.322,26286.17,11762.1,112.848,113.437,2308.892,12.881,33.194,439.461,P003
0.9966,1,20250430,116.931,20230728,IN,281.745,36.394,132.407,348.728,63.305,"","","","","","","","",3850.296,203.136,2026,12,S034,BIN242,172.422,23,"",775,100,561847284380029546,2025,X,7184285646,K,69.133,129.152,X,610.665,149913.28,17720.28,107.598,225.786,3479.634,61.18,118.595,556.394,P026
1.1657,2,20230523,93.42,20251229,DE,406.41,43.691,113.964,318.501,77.642,"","","","","","","","",6286.007,88.442,2023,06,S060,BIN938,449.288,64,"",372,100,324303786961040965,2022,"",6380832634,K,43.948,198.964,X,1098.343,268971.91,45961.59,80.591,377.423,6109.69,37.671,172.267,916.767,P039
0.8609,"",20240609,6.033,20240421,DE,11.078,2.394,3.701,17.748,2.176,"","","","","","","","",134.226,280.082,2023,06,S022,BIN710,204.704,44,"",873,100,816164317686015948,2022,X,4220465859,K,1.686,5.564,"",24.835,3811.57,895.13,5.297,9.433,121.797,1.45,5.023,21.019,P039
0.8105,1,20241121,147.031,20240428,CN,308.456,34.95,41.498,276.516,20.713,"","","","","","","","",3486.51,577.565,2025,08,S010,BIN446,133.272,82,"",249,100,681358227463898205,2023,"",3411223503,K,51.86,150.489,X,176.866,99901.29,6747.06,134.987,273.657,3260.288,48.345,133.721,157.802,P018
1.0763,1,20240208,301.254,20230716,IN,614.714,95.395,106.135,924.838,47.41,"","","","","","","","",7525.239,324.596,2025,07,S067,BIN676,326.772,42,"",961,100,567286257986923404,2026,X,3064528231,K,107.061,100.774,X,1076.121,344292.19,14848.68,283.897,556.378,7042.507,91.624,90.049,926.317,P049
1.0472,2,20250531,76.397,20230808,IN,362.392,11.749,112.622,518.572,38.812,"","","","","","","","",5383.913,495.109,2024,05,S070,BIN397,376.323,87,"",643,100,677104226927221812,2025,X,2103321063,K,58.811,247.004,X,272.13,67257.07,9419.34,61.717,318.14,5121.399,49.533,214.531,255.23,P037
1.0196,2,20241211,310.101,20230608,DE,617.142,34.74,296.383,870.867,158.266,"","","","","","","","",7504.363,139.806,2026,01,S012,BIN567,317.513,37,"",442,100,694337019836703593,2023,"",5842368215,K,146.09,337.121,"",1129.565,78662.35,55922.71,280.876,529.203,7132.866,126.138,272.856,923.198,P023
1.0963,2,20230621,58.102,20240918,DE,245.523,9.007,62.252,460.477,24.95,"","","","","","","","",4073.072,957.03,2023,01,S094,BIN117,74.953,62,"",831,100,781623747926819610,2026,"",4615421096,K,33.167,125.293,X,299.397,113696.69,5111.88,53.317,211.199,3521.872,29.837,116.554,246.998,P032
1.0344,1,20250208,15.178,20250722,US,21.314,6.507,6.064,72.926,5.119,"","","","","","","","",527.936,435.155,2026,05,S022,BIN374,451.949,19,"",154,100,918984430567743842,2022,"",8802633008,K,10.227,11.446,"",61.136,16471.04,1392.76,12.654,20.031,476.537,9.649,10.83,57.135,P022
