MANDT,WERKS,NAME1,BWKEY,KUNNR,LIFNR,FABKL,NAME2,STRAS,PFACH,PSTLZ,ORT01,EKORG,VKORG,LAND1,REGIO,COUNC,CITYC,ADRNR,IWERK,TXJCD,VTWEG,SPART,SPRAS
100,PL1911,Stewart-Peters,PL1911,C879612,V715454,FC,PLC,1839 Moyer Cove,58412,18465,North Paulaside,P002,S003,DEU,BW,834,8277,3847337812,PL1911,TX5203,01,01,D
200,PL6068,Carr-Shaw,PL6068,C639230,V459158,FC,PLC,91346 Erin Springs,98199,47712,Nathanland,P001,S001,DEU,HE,798,8757,9802412558,PL6068,TX8332,01,01,D
100,PL8973,Lee-Ellis,PL8973,C413497,V825190,FC,Inc,087 Elizabeth Light Apt. 702,19785,64595,South Donna,P002,S001,USA,PA,487,1180,5563430183,PL8973,TX4640,01,01,F
200,PL5487,Green LLC,PL5487,C757160,V930248,FC,Group,601 Tammy Glen Suite 127,33269,22753,Davidhaven,P001,S003,DEU,HE,473,7214,5410497692,PL5487,TX5105,01,01,F
200,PL5447,Ramos-Bean,PL5447,C774340,V300014,FC,Ltd,717 Martin Station Suite 979,59865,33559,Lake Juliehaven,P003,S002,DEU,BW,942,9640,6933560358,PL5447,TX3943,01,01,F
300,PL2196,"Hernandez, Hughes and Greer",PL2196,C791486,V283167,FC,Group,2122 Kennedy Forges Apt. 002,70722,86515,South Brendaland,P001,S003,FRA,IDF,358,5216,4603870238,PL2196,TX8790,01,01,S
100,PL9245,Hoffman PLC,PL9245,C991688,V672853,FC,Group,67513 Heather Expressway,25023,60684,Jasonville,P002,S001,IND,TN,738,2167,6354940450,PL9245,TX5349,01,01,F
300,PL1685,Hernandez and Sons,PL1685,C542625,V416551,FC,Inc,2500 William Springs,22046,67760,East Karenchester,P003,S003,DEU,BY,756,1560,6231150114,PL1685,TX8500,01,01,D
100,PL9258,Johnson-Booker,PL9258,C909137,V379566,FC,PLC,08667 Heidi Ford Apt. 789,12450,91349,Amyport,P001,S002,USA,NY,136,9246,7259818982,PL9258,TX5140,01,01,E
100,PL7900,Gomez-Shaffer,PL7900,C130886,V491341,FC,LLC,648 Brian Spur Apt. 407,29317,04594,Staceyfurt,P003,S003,FRA,NAQ,942,5501,3105967162,PL7900,TX6714,01,01,D
300,PL9474,Hale Group,PL9474,C967076,V926273,FC,and Sons,0006 Brooke Oval Suite 272,92730,84644,Williamston,P001,S001,DEU,BY,634,7136,4175183074,PL9474,TX7639,01,01,E
300,PL5193,Martinez-Coleman,PL5193,C410608,V291319,FC,LLC,427 Vincent Plain,44062,51287,Adammouth,P003,S003,FRA,NAQ,182,6304,5541505219,PL5193,TX2893,01,01,F
200,PL4097,Barrett-Lucero,PL4097,C298587,V584784,FC,Group,4467 Tara Passage,43725,73313,Loganland,P001,S003,DEU,HE,838,7250,9675641367,PL4097,TX4860,01,01,S
200,PL1149,Hoffman-Gibson,PL1149,C156841,V121706,FC,Ltd,3895 Deborah Turnpike,32896,75977,Casefort,P003,S002,USA,CA,993,1952,2951531258,PL1149,TX1195,01,01,S
100,PL1053,Ellis PLC,PL1053,C132752,V766579,FC,Group,742 Lindsey Pass,62450,54292,Adamport,P003,S003,IND,DL,330,8313,2297205794,PL1053,TX4337,01,01,D
300,PL1792,"Gonzalez, Owens and Gates",PL1792,C664172,V713993,FC,PLC,26876 Walsh Extensions Suite 148,27894,27098,Desireechester,P003,S001,IND,MH,924,7265,9776437222,PL1792,TX3843,01,01,S
300,PL5152,Ramos-Jacobson,PL5152,C711340,V278738,FC,LLC,778 Donna Springs Apt. 882,38838,85572,North Erinfurt,P002,S003,USA,PA,621,8853,6520838469,PL5152,TX2416,01,01,F
100,PL2331,Gilbert PLC,PL2331,C772242,V674650,FC,Ltd,641 Huerta Junctions,26607,46992,Mccartyland,P003,S001,IND,TN,724,9834,5528794343,PL2331,TX3292,01,01,D
300,PL2873,Johnson-Freeman,PL2873,C562258,V602983,FC,Inc,45224 Kelli Row Apt. 220,75017,56304,Kevinhaven,P002,S002,FRA,NAQ,384,8895,6581273071,PL2873,TX5234,01,01,S
300,PL9241,Jones Ltd,PL9241,C807309,V335624,FC,PLC,0099 Natasha Curve,88525,74899,Heatherview,P003,S002,IND,TN,232,3434,5775709226,PL9241,TX3833,01,01,S
300,PL8027,Ballard Group,PL8027,C530334,V537240,FC,Group,87968 Gay Cove,83591,02887,Lake Phyllis,P001,S001,DEU,BW,242,8835,8362236049,PL8027,TX8601,01,01,D
100,PL6132,"Mckay, Morris and Farley",PL6132,C162242,V320093,FC,LLC,64801 Thomas Fords,62993,23476,South Sarahberg,P003,S002,USA,TX,435,7922,4112062089,PL6132,TX8827,01,01,S
300,PL6406,Daugherty Inc,PL6406,C417616,V949688,FC,PLC,392 Miller Views Suite 868,14893,71044,Alexisfort,P003,S002,FRA,PAC,291,1496,3598100521,PL6406,TX1291,01,01,E
200,PL3153,Sanders Group,PL3153,C591211,V714385,FC,PLC,0531 Ferguson Cliffs Apt. 349,99644,44368,New Mark,P001,S003,DEU,BW,289,5408,3185212309,PL3153,TX6479,01,01,F
300,PL4946,Black PLC,PL4946,C139250,V565806,FC,PLC,2730 Moore Trace,71301,84447,New Charles,P002,S003,FRA,PAC,956,9857,6415388009,PL4946,TX8918,01,01,D
100,PL2686,Davis-Neal,PL2686,C807755,V799341,FC,and Sons,38812 Brandon Prairie,39676,93684,Mauricechester,P002,S002,DEU,HE,652,2274,5780422586,PL2686,TX2292,01,01,D
100,PL2767,"Willis, Pittman and Edwards",PL2767,C637170,V306334,FC,PLC,2335 Nancy Trafficway Apt. 405,43668,27280,Salinasport,P001,S003,USA,CA,379,9945,9720052125,PL2767,TX9267,01,01,E
200,PL8177,Silva Inc,PL8177,C285546,V223763,FC,Inc,48880 Dominguez Common Suite 263,97808,38107,South Joan,P003,S001,USA,TX,524,5301,6727282641,PL8177,TX5966,01,01,S
100,PL8800,Dennis-Novak,PL8800,C514944,V964553,FC,PLC,832 Jason Square Suite 133,47302,43929,Port Barbara,P002,S002,USA,TX,967,5869,2084936147,PL8800,TX4321,01,01,F
100,PL5221,Montoya-Frank,PL5221,C801096,V236590,FC,Group,9546 Rose Lodge Apt. 270,44280,08165,Goodwinshire,P002,S002,FRA,PAC,597,3251,8414282897,PL5221,TX8185,01,01,F
300,PL9194,"Brown, Rhodes and Townsend",PL9194,C491456,V948005,FC,Inc,24874 Derrick Brook,22599,75259,Lake Olivia,P003,S003,DEU,BY,185,9700,4167320459,PL9194,TX8548,01,01,S
300,PL5664,Duncan LLC,PL5664,C879261,V408803,FC,LLC,076 Richardson Vista,67143,29963,West Christina,P002,S003,USA,NY,597,6663,6047328654,PL5664,TX7836,01,01,F
300,PL5022,"Palmer, Garcia and Scott",PL5022,C338450,V464082,FC,Inc,8424 Eileen Dale Suite 618,89011,38758,Melissaburgh,P003,S002,DEU,BY,224,7277,2111872594,PL5022,TX4568,01,01,F
100,PL6022,Hernandez Ltd,PL6022,C586146,V240504,FC,LLC,776 Bentley Throughway Suite 068,98240,86370,South Carolynton,P003,S003,IND,MH,290,6478,9204091118,PL6022,TX4192,01,01,S
100,PL7299,Anderson-Silva,PL7299,C788591,V131000,FC,Inc,68984 Tiffany Union Apt. 911,22307,69276,New Andreashire,P002,S003,IND,MH,878,3255,7333259970,PL7299,TX6141,01,01,F
100,PL7936,Patterson Group,PL7936,C558210,V861585,FC,PLC,545 Christopher Road Apt. 466,50485,48469,New Jennifer,P001,S001,USA,TX,242,6179,6726500133,PL7936,TX1725,01,01,S
200,PL6868,"Ferrell, Franklin and Rivas",PL6868,C442952,V654022,FC,Ltd,3600 John Prairie,72529,49907,Lake Lauraberg,P002,S001,DEU,BW,692,6157,2002587231,PL6868,TX4331,01,01,F
200,PL6467,Ramos LLC,PL6467,C111673,V143557,FC,Inc,02393 Welch Points,80072,45884,North Williamhaven,P003,S001,USA,NY,453,8612,9095207304,PL6467,TX7511,01,01,S
300,PL9711,Nguyen Ltd,PL9711,C120837,V500848,FC,Inc,0450 Tyler Square Suite 368,93630,91428,Isabelport,P003,S003,DEU,HE,698,3581,4738539992,PL9711,TX9755,01,01,F
200,PL2956,Bowers Ltd,PL2956,C771508,V196798,FC,Inc,4416 Nicholas Greens,25520,34350,Port Victoriaburgh,P002,S003,IND,TN,819,5066,5614139308,PL2956,TX2048,01,01,D
300,PL5573,Cooke-Gill,PL5573,C372344,V446507,FC,LLC,7849 Ramirez Islands Apt. 130,79717,41126,South Charlesside,P003,S002,DEU,BY,592,5309,7139666024,PL5573,TX6087,01,01,D
100,PL3231,Moon and Sons,PL3231,C420324,V685910,FC,and Sons,5626 Williams Key Apt. 506,13626,51850,South Olivia,P003,S002,FRA,NAQ,944,4772,6223544564,PL3231,TX6412,01,01,S
100,PL7844,Anderson Inc,PL7844,C129133,V869567,FC,Group,2963 Daniel Run Apt. 701,59151,95616,Lake Josestad,P001,S001,FRA,NAQ,645,9331,4984487405,PL7844,TX4200,01,01,E
100,PL1914,Floyd-Wright,PL1914,C403257,V787201,FC,LLC,43756 Rachel Mount,49388,32849,New Julie,P003,S002,FRA,IDF,247,7677,2952038862,PL1914,TX4568,01,01,E
200,PL4113,"Jimenez, Miller and Padilla",PL4113,C360748,V477158,FC,Ltd,1250 Griffin Lights,91008,07598,East Bradshire,P001,S003,IND,DL,883,5546,9482593914,PL4113,TX7239,01,01,F
300,PL5363,Thompson and Sons,PL5363,C319675,V948469,FC,Inc,86990 Megan Haven,47702,22836,Aaronfort,P002,S002,DEU,BW,491,5681,4544639989,PL5363,TX3752,01,01,E
100,PL8509,Fisher-Le,PL8509,C737370,V598734,FC,and Sons,07067 Amanda Courts,48722,23088,Jameschester,P003,S003,FRA,PAC,555,7694,2133932957,PL8509,TX5359,01,01,F
100,PL5230,Chandler Inc,PL5230,C840967,V172044,FC,and Sons,520 Amanda Cliff Apt. 379,70250,88546,South David,P003,S001,IND,MH,938,2422,5743210104,PL5230,TX3747,01,01,E
100,PL4398,Daugherty Inc,PL4398,C579260,V144538,FC,PLC,42582 Dustin Field Suite 189,92595,78935,Coxville,P001,S002,FRA,IDF,580,1786,2388873953,PL4398,TX8326,01,01,D
200,PL8190,Montoya-Jones,PL8190,C537919,V969639,FC,PLC,653 Smith Park,21948,75395,Mikeburgh,P003,S003,IND,MH,246,2260,8270222821,PL8190,TX2511,01,01,E
100,PL2916,Fletcher LLC,PL2916,C170348,V182114,FC,Inc,758 Mathew Haven Apt. 443,39196,21116,Andrewton,P003,S001,FRA,NAQ,313,3986,8946512692,PL2916,TX6444,01,01,F
200,PL9729,Dean-Stewart,PL9729,C284625,V455082,FC,Ltd,7176 Brown Extensions,51714,25748,North Teresatown,P003,S003,IND,MH,652,5555,5156076905,PL9729,TX4269,01,01,S
300,PL4346,"Hines, Brooks and Wilson",PL4346,C113786,V681977,FC,Group,83594 Lowe Knoll,45455,10868,Kerrburgh,P001,S001,FRA,PAC,260,3103,9417382322,PL4346,TX7181,01,01,S
200,PL5080,"Mason, Baird and Smith",PL5080,C661870,V247102,FC,LLC,8602 Daisy Hill,29767,15032,Huffchester,P001,S001,FRA,NAQ,167,4279,6361946662,PL5080,TX6565,01,01,E
300,PL6140,Mitchell-Evans,PL6140,C946702,V854644,FC,Group,2922 Collier Wells Apt. 682,25798,27524,New Kevin,P001,S002,DEU,BY,293,1673,2945936810,PL6140,TX7148,01,01,S
300,PL7373,Estrada-Knight,PL7373,C829343,V203610,FC,Inc,683 Erika Island Apt. 465,33249,99089,North Deborah,P002,S002,USA,NY,618,6070,2475488193,PL7373,TX5161,01,01,E
200,PL1038,West PLC,PL1038,C437823,V341025,FC,and Sons,97867 Martin Junction Apt. 160,49669,93741,East Claudiaville,P002,S003,FRA,PAC,123,9194,3468225038,PL1038,TX1380,01,01,D
300,PL8805,"Melendez, Escobar and Walsh",PL8805,C465874,V582166,FC,PLC,655 Jacqueline Fall,73961,19598,South Benjaminhaven,P003,S001,FRA,IDF,469,2075,7985512434,PL8805,TX3892,01,01,F
200,PL4240,Keith Inc,PL4240,C936494,V764682,FC,and Sons,722 Reese Plains,43493,49249,Brittneyburgh,P001,S003,FRA,PAC,187,5872,5374804573,PL4240,TX2406,01,01,S
200,PL4885,Hopkins-Garza,PL4885,C441175,V722447,FC,PLC,5759 David Springs Apt. 038,44166,31891,Schneiderfort,P002,S003,USA,TX,823,3787,1466426059,PL4885,TX9187,01,01,E
100,PL2780,Stewart-Marshall,PL2780,C938380,V521399,FC,Inc,2249 Watts Union Suite 554,12897,59935,Carolynbury,P001,S002,DEU,HE,854,3054,8873538190,PL2780,TX1288,01,01,F
300,PL3783,"Hays, Carroll and Tucker",PL3783,C499379,V156494,FC,and Sons,9299 Tracy Course,32548,02995,West Jenniferstad,P002,S002,FRA,PAC,874,4173,5028817268,PL3783,TX8294,01,01,S
200,PL2780,Rogers-Romero,PL2780,C400659,V325540,FC,Ltd,79255 Chapman Route Suite 183,83236,32161,Lopezchester,P002,S003,FRA,NAQ,620,4279,9818594791,PL2780,TX6408,01,01,D
200,PL9269,"Hudson, Thomas and Pennington",PL9269,C472736,V621440,FC,LLC,45341 Carolyn Ford,47937,82355,West Melissa,P003,S002,IND,KA,581,9995,1458212189,PL9269,TX3776,01,01,S
300,PL1451,Greene-Bradley,PL1451,C322088,V883683,FC,LLC,591 Keith Lodge Apt. 542,97990,88520,New Jackieside,P001,S001,FRA,IDF,233,6211,6111068095,PL1451,TX9660,01,01,D
200,PL2763,Rogers Ltd,PL2763,C915114,V936490,FC,and Sons,31530 Williams Route Apt. 913,90294,59711,Port Jillport,P001,S001,DEU,BY,851,5285,4458017840,PL2763,TX2174,01,01,E
200,PL4788,"Martinez, Livingston and Anderson",PL4788,C818786,V502807,FC,PLC,7646 Miles Mill Apt. 407,56656,81799,Amberland,P001,S001,FRA,NAQ,574,1100,2010165980,PL4788,TX2298,01,01,F
300,PL6285,Williams-Gutierrez,PL6285,C479365,V809734,FC,and Sons,36096 Rodriguez Land Apt. 466,60050,16066,Port Margaretstad,P001,S001,USA,TX,379,8932,6317709993,PL6285,TX6612,01,01,F
300,PL2955,Rogers Ltd,PL2955,C549056,V306228,FC,Group,48274 Gonzalez Trafficway,90586,47831,Smithport,P002,S003,FRA,PAC,359,3514,7403994036,PL2955,TX4883,01,01,D
100,PL1186,Moore and Sons,PL1186,C883935,V653984,FC,Inc,994 Natasha Mission,96197,74513,North Ralphton,P003,S001,FRA,PAC,400,7190,2102937084,PL1186,TX4982,01,01,F
100,PL5482,Lindsey LLC,PL5482,C699095,V129911,FC,and Sons,185 Shannon Underpass,24025,00773,Lynchside,P003,S002,DEU,BW,788,6138,6480926310,PL5482,TX8768,01,01,E
100,PL1372,Harris-Cowan,PL1372,C836511,V927924,FC,Ltd,4942 Jackson Ford Suite 984,47904,60513,Darrellstad,P002,S002,FRA,PAC,767,3185,9462389623,PL1372,TX1071,01,01,S
200,PL7293,Hernandez and Sons,PL7293,C992750,V528584,FC,Ltd,9357 Peters Grove,47799,32259,New Lauren,P002,S003,IND,DL,972,3718,6478158979,PL7293,TX6558,01,01,S
200,PL2311,"Thompson, Clark and Brown",PL2311,C579123,V648848,FC,Group,566 Jackson Knoll,81814,82220,Williamsshire,P003,S003,DEU,BW,488,5645,7749326365,PL2311,TX3896,01,01,D
300,PL9119,Larson Group,PL9119,C702143,V412719,FC,and Sons,60995 Shannon Spurs,84752,53320,South Williamfort,P002,S001,IND,KA,316,4656,8783915488,PL9119,TX5424,01,01,S
300,PL7991,Haas-Bullock,PL7991,C589805,V238683,FC,Ltd,591 Carlson Skyway,99403,98980,South Graceville,P001,S001,USA,NY,150,5210,1596968552,PL7991,TX6600,01,01,D
300,PL4309,Thomas-Schmitt,PL4309,C421712,V801158,FC,PLC,68293 Lawrence Road Suite 969,15759,76623,South Brandon,P002,S003,IND,KA,674,4489,5646700549,PL4309,TX4418,01,01,E
100,PL1510,Ramos-Carey,PL1510,C320364,V125767,FC,Inc,988 Riggs Lake,11529,51290,North Sarahmouth,P002,S002,FRA,PAC,835,8085,9446453033,PL1510,TX2121,01,01,D
100,PL2997,Brown PLC,PL2997,C538627,V503391,FC,PLC,690 Erickson Trail Apt. 263,71864,29623,West Carriefort,P003,S002,USA,PA,511,6827,2499257511,PL2997,TX1659,01,01,S
200,PL3192,Boone-Hall,PL3192,C652855,V728690,FC,Ltd,79931 Rachel Tunnel Apt. 380,18274,47721,Baileyport,P003,S003,USA,NY,120,8018,1933722952,PL3192,TX4977,01,01,D
300,PL8116,"Howard, Woods and Downs",PL8116,C382177,V739750,FC,and Sons,538 Estrada Groves,56070,85095,Joshuaton,P001,S002,USA,NY,550,1276,4440087743,PL8116,TX4308,01,01,E
200,PL3328,Martinez Ltd,PL3328,C791413,V148688,FC,LLC,19878 Justin Mount Suite 488,63119,24970,Davidmouth,P002,S003,USA,TX,461,5112,3927817860,PL3328,TX3352,01,01,S
200,PL3743,Mcclain-Mccoy,PL3743,C771274,V802221,FC,PLC,775 Joshua Crest,46223,82007,Whiteton,P003,S001,DEU,HE,832,3784,8136205638,PL3743,TX6006,01,01,F
300,PL7194,"Vasquez, Greene and Chaney",PL7194,C425187,V370731,FC,PLC,372 Cervantes Club Suite 284,64380,48310,Lake Jonathanland,P002,S003,FRA,PAC,695,4499,5645609037,PL7194,TX6312,01,01,D
200,PL4559,Garcia-Adams,PL4559,C285733,V953919,FC,and Sons,407 Maria Ways Apt. 626,58812,03468,South Denise,P003,S001,IND,MH,277,1396,1263519150,PL4559,TX8849,01,01,F
200,PL9084,Holder LLC,PL9084,C808612,V181395,FC,Inc,3385 Brian Cliffs,72063,92293,South Charleston,P002,S001,DEU,HE,839,4768,5882973277,PL9084,TX2398,01,01,D
100,PL8113,Schmidt-Pratt,PL8113,C195635,V774673,FC,and Sons,184 Goodwin Stravenue Apt. 026,29213,81652,East Dustintown,P002,S001,FRA,IDF,890,6040,5763646935,PL8113,TX5068,01,01,F
300,PL3412,Robinson LLC,PL3412,C389213,V670955,FC,Group,847 Ferguson Common Apt. 491,87999,71752,Thomasport,P003,S001,DEU,BW,134,6922,4105484469,PL3412,TX1747,01,01,D
100,PL2725,"Martin, Garcia and Morgan",PL2725,C728786,V209384,FC,Ltd,9471 Nicholas Course Apt. 054,52993,58639,Port Vickifort,P001,S003,DEU,BY,205,3500,1807912708,PL2725,TX3525,01,01,D
200,PL4999,"Rogers, Bentley and Aguirre",PL4999,C286440,V315154,FC,PLC,5645 Dillon Course,57780,57152,Lesterview,P003,S003,FRA,PAC,216,8707,2245224898,PL4999,TX9093,01,01,S
100,PL8483,Brown-Powers,PL8483,C530312,V161004,FC,Ltd,15992 Thornton Glens Suite 245,64163,12892,Stephenport,P001,S003,USA,TX,821,6728,7604378630,PL8483,TX6217,01,01,E
200,PL5974,Taylor-Johnson,PL5974,C343225,V193446,FC,Inc,884 Jennifer Springs,34156,71401,North Brittany,P002,S001,USA,NY,188,8871,2488292993,PL5974,TX9009,01,01,E
300,PL9802,"Valdez, Henderson and Williams",PL9802,C476862,V955024,FC,LLC,239 Eric Oval,93897,64818,Derekfurt,P003,S001,FRA,IDF,275,4825,6668239212,PL9802,TX1074,01,01,F
200,PL5303,Cunningham-Brady,PL5303,C730135,V352934,FC,LLC,09755 Chapman Row Apt. 429,17089,31842,Benjaminville,P003,S002,USA,PA,467,9118,8601493070,PL5303,TX8276,01,01,F
300,PL8829,King PLC,PL8829,C803341,V365921,FC,LLC,177 Kirby Crescent Apt. 142,68215,37793,Jenniferberg,P003,S003,IND,TN,378,9819,9454905472,PL8829,TX6368,01,01,F
200,PL9321,Padilla and Sons,PL9321,C736944,V516767,FC,PLC,356 Paul Mountain,69135,47660,South Angelaburgh,P001,S002,FRA,PAC,876,4164,3820201855,PL9321,TX4725,01,01,S
200,PL5653,Robles and Sons,PL5653,C844278,V306045,FC,Ltd,386 Holly Ferry,10056,24397,North Frances,P002,S001,IND,MH,529,9530,1839991944,PL5653,TX7489,01,01,S
300,PL4719,Gomez-Williamson,PL4719,C643073,V383494,FC,PLC,5735 Bryan Way Apt. 403,37464,57576,South Marcusshire,P002,S001,IND,MH,716,9220,4693530818,PL4719,TX4700,01,01,S
200,PL9725,Gomez-Gray,PL9725,C787468,V750084,FC,Group,017 Campbell Meadows Apt. 055,99269,16957,North Anthonymouth,P002,S001,IND,DL,591,6124,5314420589,PL9725,TX1727,01,01,D
200,PL7955,Miller Group,PL7955,C780027,V804732,FC,Inc,61164 Butler Streets,37210,61829,Taylorport,P002,S003,DEU,BY,506,5982,5244609941,PL7955,TX4784,01,01,E
200,PL4140,"Boyd, Wright and Williamson",PL4140,C803474,V704620,FC,Group,569 Kayla Cliffs,46516,05742,Victoriaberg,P003,S001,IND,KA,751,5465,8035905695,PL4140,TX4630,01,01,F
200,PL1301,Mcgrath-Hall,PL1301,C366388,V762119,FC,LLC,230 Zachary Estates Apt. 613,67524,95284,Michaeltown,P002,S001,DEU,BY,397,9494,7609663341,PL1301,TX7176,01,01,F
100,PL2545,"Castro, Payne and James",PL2545,C538709,V320771,FC,LLC,76026 Amy Overpass,52297,95913,Mcclureport,P003,S002,FRA,NAQ,379,3003,2072594622,PL2545,TX4348,01,01,S
100,PL8850,"Hopkins, Rodriguez and Davis",PL8850,C570108,V605052,FC,Inc,6188 Hammond Plains Apt. 140,53655,75649,Edwardburgh,P001,S001,FRA,PAC,297,9041,8688136417,PL8850,TX3466,01,01,E
200,PL6126,Jackson and Sons,PL6126,C407310,V222594,FC,LLC,712 Escobar Parkways,58305,28613,South Mariafurt,P002,S002,FRA,NAQ,666,1416,5774550008,PL6126,TX7911,01,01,E
300,PL2004,"Lynch, Mills and Williams",PL2004,C201245,V813598,FC,LLC,192 Martinez Crescent,39383,58599,East Melissaland,P002,S001,DEU,HE,164,4366,6323766293,PL2004,TX2174,01,01,F
300,PL8985,"Brown, Santos and Johnson",PL8985,C653608,V424219,FC,Inc,286 Amber Forks,69226,03966,Lake Vincentland,P001,S003,USA,NY,993,8081,4517175012,PL8985,TX4855,01,01,D
300,PL4760,Castillo-Simon,PL4760,C262502,V300358,FC,LLC,183 Jones Oval Suite 467,58147,43324,Aprilburgh,P003,S002,USA,NY,663,6745,6380687051,PL4760,TX1814,01,01,F
300,PL5962,Miller-Martin,PL5962,C407301,V674444,FC,Inc,0034 Megan Overpass Suite 362,80978,01381,Jonathanburgh,P002,S002,IND,DL,112,9624,4354602407,PL5962,TX8418,01,01,E
200,PL9243,Hines-Burke,PL9243,C952355,V728439,FC,Group,84889 Stephens Station Apt. 816,57742,60658,South Samantha,P001,S002,IND,TN,831,2977,3483730772,PL9243,TX4102,01,01,D
100,PL6743,"Weiss, Davidson and Davidson",PL6743,C730596,V578647,FC,Inc,0937 Christopher Causeway,12077,63855,Lake Kimberlyland,P002,S002,USA,CA,137,1609,8432702441,PL6743,TX7662,01,01,D
100,PL6175,"Nelson, Obrien and Carpenter",PL6175,C820118,V735865,FC,Inc,92589 Miller Radial Suite 733,60645,21568,Baileyville,P002,S003,IND,KA,838,8317,1953909611,PL6175,TX6533,01,01,D
200,PL8949,"Murphy, Jackson and Small",PL8949,C531062,V433359,FC,Group,486 Walter Camp,86916,76024,West Nicoleberg,P001,S002,USA,CA,320,6700,3691664773,PL8949,TX4556,01,01,S
200,PL9727,Douglas and Sons,PL9727,C704089,V371183,FC,LLC,4585 Briana Road Suite 507,18291,94654,Pamelamouth,P001,S003,USA,NY,652,8828,2546770126,PL9727,TX4699,01,01,D
200,PL6842,Gonzales Inc,PL6842,C444093,V975564,FC,LLC,151 Travis Parkways Suite 254,67565,31184,Fernandezburgh,P003,S002,DEU,BW,759,8542,5555990975,PL6842,TX5360,01,01,S
300,PL5727,"Atkinson, James and Bowers",PL5727,C246519,V672077,FC,Group,7933 White Fields Apt. 224,47293,39883,Port Mariamouth,P003,S002,IND,MH,451,3110,2269875889,PL5727,TX7963,01,01,S
200,PL2356,"Morrow, King and Smith",PL2356,C806590,V908385,FC,Ltd,355 Steven Track,66580,32427,West Leslie,P002,S002,USA,TX,355,5891,2979348576,PL2356,TX9880,01,01,D
100,PL9034,Herman-Phillips,PL9034,C593836,V261445,FC,PLC,94728 Randy Skyway,75676,56270,South Emilybury,P001,S003,DEU,BW,451,8380,1451738070,PL9034,TX5749,01,01,E
300,PL9181,Hudson-Garcia,PL9181,C163559,V298898,FC,LLC,1421 Boone Highway,50286,91219,Port Brentton,P003,S003,FRA,PAC,285,5362,1846240565,PL9181,TX4799,01,01,S
200,PL8546,Fuller Inc,PL8546,C651587,V636989,FC,LLC,8542 Sandra Camp Suite 449,66182,08225,Lindseyfurt,P002,S001,USA,CA,896,1637,1392510665,PL8546,TX5499,01,01,E
100,PL1116,Jackson-Sanford,PL1116,C718452,V855310,FC,Group,8063 Brittany Street,96301,11550,Andersonshire,P001,S002,FRA,PAC,861,7583,4642060527,PL1116,TX2895,01,01,E
200,PL6265,Russell-Smith,PL6265,C838381,V371870,FC,Ltd,0393 Mitchell Highway Apt. 309,88554,92681,Philipton,P001,S001,DEU,HE,737,2748,6651080684,PL6265,TX7422,01,01,S
200,PL3307,Jones-Doyle,PL3307,C650095,V153322,FC,Inc,1687 Davis Mountains Suite 641,35615,02664,Port Nicoleview,P001,S001,DEU,BW,505,4904,5056849374,PL3307,TX4853,01,01,E
100,PL3522,Guzman-Middleton,PL3522,C966346,V737582,FC,and Sons,721 Christina Grove Apt. 423,68545,70716,East Tammyborough,P002,S003,DEU,BW,577,9322,5923992800,PL3522,TX8384,01,01,D
300,PL8658,Anthony LLC,PL8658,C886201,V882537,FC,Group,92707 David View,57390,95851,Lake Luis,P001,S003,FRA,PAC,708,5100,3022016584,PL8658,TX3884,01,01,E
100,PL7736,West PLC,PL7736,C267584,V875371,FC,and Sons,594 Cunningham Camp,19416,63007,Courtneyview,P003,S001,IND,TN,774,9554,9267402199,PL7736,TX2270,01,01,E
100,PL7096,Lewis Group,PL7096,C385962,V433671,FC,PLC,626 Christina Divide Apt. 674,89196,51639,West Samantha,P001,S002,DEU,BW,640,5873,6910501043,PL7096,TX7502,01,01,E
300,PL9603,Miller-Costa,PL9603,C922766,V371470,FC,LLC,676 Jacobson Heights,83381,04352,West Kelly,P002,S003,USA,TX,528,8414,1617451941,PL9603,TX6737,01,01,E
200,PL3504,Love Inc,PL3504,C433223,V321664,FC,Group,33009 Derek Pines Apt. 963,37281,70646,West Bruce,P002,S003,IND,TN,248,6645,5929917342,PL3504,TX3687,01,01,S
200,PL1549,Mcdaniel PLC,PL1549,C914268,V564006,FC,and Sons,9555 Jimenez Light Apt. 870,46198,73960,Lopezstad,P002,S003,USA,TX,535,5140,1248106639,PL1549,TX7788,01,01,S
200,PL9587,Smith Inc,PL9587,C894154,V976718,FC,Ltd,899 Olsen Trace Apt. 858,24106,83269,West Christianmouth,P002,S003,USA,NY,656,1920,3701349391,PL9587,TX5863,01,01,S
200,PL8211,"Hayden, Caldwell and Cooper",PL8211,C355940,V740848,FC,Inc,30467 Olson Lodge,77027,53000,South Peterburgh,P002,S003,IND,KA,139,5719,7251205940,PL8211,TX3196,01,01,S
200,PL4231,"Hernandez, Ingram and Webster",PL4231,C747954,V791309,FC,Inc,18185 Patterson Port Suite 337,22527,88154,Jonesmouth,P003,S003,USA,PA,785,3593,5814182543,PL4231,TX7747,01,01,S
100,PL5028,"Anderson, Peters and Waters",PL5028,C983074,V999945,FC,Group,976 Christopher Ridge Suite 663,77972,48216,South John,P001,S003,IND,DL,547,1178,4154303268,PL5028,TX4040,01,01,F
100,PL7997,"Beck, Gardner and Duarte",PL7997,C634544,V810643,FC,PLC,89653 Christina Grove,62049,67373,Krystalchester,P003,S002,USA,PA,203,1596,5026207664,PL7997,TX1671,01,01,E
