ABWCT,ABWGA,FCURR,FFACT,GDATU,KURST,MANDT,TCURR,TFACT
P,20200815,USD,86,20200815,G,100,EUR,28
G,20230720,AED,67,20230720,P,100,INR,88
G,20211219,SGD,36,20211219,B,100,AED,89
P,20220131,SGD,24,20220131,G,100,USD,79
P,20240803,INR,87,20240803,G,100,SGD,58
G,20230924,SGD,74,20230924,G,100,USD,71
G,20191227,SGD,28,20191227,M,100,CAD,93
M,20221002,JPY,57,20221002,B,100,INR,7
B,20190426,AUD,47,20190426,G,100,GBP,41
G,20201123,USD,29,20201123,B,100,AED,6
M,20180309,USD,10,20180309,P,100,CAD,81
M,20230805,SGD,94,20230805,P,100,AED,82
P,20190521,USD,33,20190521,M,100,EUR,23
B,20181102,SGD,100,20181102,P,100,AUD,77
P,20210120,INR,36,20210120,P,100,USD,48
P,20211120,JPY,33,20211120,M,100,GBP,54
P,20230413,CAD,36,20230413,P,100,INR,77
G,20220123,JPY,34,20220123,M,100,AUD,77
B,20190110,SGD,80,20190110,G,100,INR,88
G,20220913,INR,36,20220913,B,100,JPY,8
B,20230704,USD,83,20230704,M,100,JPY,92
B,20190323,AED,13,20190323,M,100,GBP,66
P,20210625,JPY,13,20210625,P,100,AUD,68
P,20210305,INR,8,20210305,G,100,CAD,16
B,20180828,SGD,77,20180828,P,100,USD,46
G,20210607,SGD,35,20210607,M,100,CAD,9
B,20220128,SGD,53,20220128,P,100,INR,65
P,20200205,GBP,51,20200205,G,100,EUR,5
P,20181003,GBP,41,20181003,B,100,EUR,16
G,20210228,SGD,96,20210228,B,100,CAD,62
G,20200913,SGD,59,20200913,G,100,CAD,18
B,20200318,AUD,69,20200318,B,100,JPY,86
G,20210625,AUD,81,20210625,B,100,AED,92
G,20240412,JPY,10,20240412,G,100,AED,12
P,20201025,INR,26,20201025,M,100,EUR,34
M,20240414,SGD,51,20240414,G,100,INR,67
G,20181010,JPY,28,20181010,B,100,GBP,87
B,20190720,GBP,88,20190720,B,100,CAD,94
M,20210409,AUD,90,20210409,G,100,EUR,58
P,20230825,INR,97,20230825,P,100,USD,6
B,20190928,INR,2,20190928,M,100,USD,100
P,20230129,EUR,25,20230129,B,100,USD,30
B,20211005,SGD,82,20211005,B,100,INR,11
B,20180504,USD,96,20180504,B,100,INR,83
B,20220616,EUR,79,20220616,G,100,AED,18
B,20200903,JPY,10,20200903,G,100,AED,82
G,20181227,CAD,99,20181227,P,100,USD,95
G,20230218,USD,54,20230218,M,100,SGD,29
B,20220710,INR,48,20220710,G,100,AED,89
B,20230103,EUR,76,20230103,G,100,AED,64
P,20231108,EUR,70,20231108,B,100,CAD,59
M,20230707,CAD,58,20230707,B,100,INR,76
P,20181101,CAD,71,20181101,B,100,SGD,82
P,20200604,AED,70,20200604,G,100,EUR,65
P,20230516,SGD,39,20230516,G,100,AUD,19
B,20230828,AED,86,20230828,M,100,GBP,73
P,20210601,SGD,85,20210601,G,100,USD,63
B,20191218,CAD,71,20191218,M,100,SGD,58
B,20180314,CAD,56,20180314,G,100,EUR,15
G,20190718,SGD,90,20190718,M,100,EUR,49
G,20200816,GBP,21,20200816,P,100,SGD,15
B,20230530,INR,59,20230530,P,100,JPY,99
P,20190713,AED,63,20190713,G,100,SGD,70
M,20180205,USD,61,20180205,P,100,SGD,99
B,20240822,JPY,62,20240822,M,100,GBP,45
M,20220322,AUD,100,20220322,G,100,INR,53
P,20240220,INR,86,20240220,M,100,AED,25
G,20200518,INR,50,20200518,M,100,AUD,17
M,20181109,INR,94,20181109,M,100,AUD,71
M,20181208,GBP,36,20181208,B,100,USD,49
B,20240816,AED,30,20240816,M,100,USD,46
G,20190508,GBP,39,20190508,P,100,SGD,67
B,20200903,INR,94,20200903,G,100,AUD,59
P,20201031,JPY,90,20201031,B,100,EUR,73
B,20210919,INR,1,20210919,M,100,AED,2
B,20241018,SGD,95,20241018,B,100,CAD,23
G,20231018,AUD,86,20231018,B,100,INR,5
M,20201103,CAD,20,20201103,M,100,SGD,84
P,20200508,INR,81,20200508,M,100,AUD,77
B,20180313,USD,9,20180313,P,100,GBP,99
P,20180328,CAD,52,20180328,P,100,EUR,96
G,20220709,GBP,30,20220709,M,100,CAD,25
P,20240408,USD,77,20240408,P,100,AUD,91
G,20191130,EUR,38,20191130,B,100,INR,98
B,20231204,AED,25,20231204,B,100,AUD,35
M,20220218,EUR,82,20220218,G,100,AED,57
P,20201111,GBP,19,20201111,G,100,AED,88
G,20200411,EUR,88,20200411,M,100,AUD,37
M,20180806,USD,24,20180806,G,100,GBP,40
G,20201017,EUR,73,20201017,G,100,JPY,15
M,20240216,CAD,38,20240216,G,100,JPY,33
M,20220104,EUR,90,20220104,M,100,AUD,62
M,20220221,GBP,69,20220221,B,100,INR,70
M,20180822,AUD,75,20180822,P,100,SGD,82
G,20230823,GBP,7,20230823,P,100,AED,33
G,20210313,AUD,68,20210313,G,100,CAD,34
P,20230127,EUR,3,20230127,G,100,SGD,34
M,20240403,SGD,16,20240403,P,100,CAD,24
G,20221107,SGD,24,20221107,M,100,GBP,84
B,20201029,EUR,6,20201029,P,100,AED,63
G,20200509,CAD,48,20200509,G,100,JPY,51
P,20220613,AED,68,20220613,P,100,AUD,60
G,20210815,AUD,59,20210815,G,100,SGD,29
M,20200617,GBP,71,20200617,G,100,USD,4
M,20240520,INR,12,20240520,P,100,USD,96
P,20241009,AUD,96,20241009,G,100,INR,58
G,20200229,AED,75,20200229,B,100,GBP,29
P,20200229,CAD,96,20200229,M,100,JPY,1
G,20210321,SGD,27,20210321,G,100,GBP,29
M,20200506,GBP,97,20200506,B,100,AUD,10
P,20200329,EUR,77,20200329,M,100,USD,18
B,20200213,AUD,33,20200213,M,100,AED,58
G,20230726,SGD,73,20230726,M,100,JPY,43
B,20180406,GBP,16,20180406,B,100,EUR,17
B,20210917,GBP,82,20210917,B,100,JPY,89
P,20230104,INR,89,20230104,P,100,AUD,37
B,20210513,USD,22,20210513,B,100,CAD,95
G,20220524,EUR,80,20220524,P,100,SGD,69
G,20240817,AUD,8,20240817,P,100,GBP,40
M,20200211,AUD,72,20200211,G,100,INR,95
P,20201204,USD,57,20201204,G,100,AUD,17
M,20230905,INR,5,20230905,P,100,EUR,33
M,20200112,AUD,21,20200112,M,100,GBP,29
B,20190201,AUD,41,20190201,P,100,SGD,79
P,20230422,SGD,89,20230422,M,100,JPY,15
M,20190105,INR,5,20190105,B,100,EUR,32
B,20211222,USD,49,20211222,P,100,JPY,2
M,20230327,USD,67,20230327,G,100,INR,34
B,20191015,USD,46,20191015,G,100,JPY,14
B,20191103,USD,4,20191103,M,100,AUD,17
M,20220806,JPY,10,20220806,G,100,CAD,38
G,20180222,SGD,100,20180222,M,100,CAD,5
B,20200911,INR,53,20200911,G,100,USD,78
B,20200622,AED,78,20200622,P,100,SGD,20
G,20200825,CAD,90,20200825,B,100,GBP,12
B,20240614,AED,45,20240614,P,100,CAD,85
M,20241022,INR,21,20241022,M,100,USD,6
G,20220521,AUD,11,20220521,P,100,AED,28
M,20190320,INR,25,20190320,M,100,SGD,85
B,20240809,INR,4,20240809,M,100,SGD,20
P,20210517,EUR,97,20210517,M,100,SGD,38
P,20240908,JPY,24,20240908,B,100,AED,45
B,20210110,INR,7,20210110,G,100,AED,68
G,20231221,AED,60,20231221,M,100,JPY,33
B,20200307,JPY,49,20200307,B,100,AUD,64
B,20210324,AED,35,20210324,G,100,EUR,66
P,20201226,JPY,13,20201226,M,100,CAD,41
B,20211104,USD,37,20211104,M,100,CAD,27
M,20210122,GBP,23,20210122,G,100,AED,56
P,20220605,AUD,12,20220605,G,100,EUR,45
B,20200914,EUR,58,20200914,G,100,GBP,21
G,20190522,GBP,48,20190522,P,100,JPY,23
P,20190709,USD,94,20190709,M,100,EUR,66
B,20210814,INR,13,20210814,G,100,CAD,7
P,20180611,AUD,67,20180611,G,100,SGD,32
P,20220319,EUR,93,20220319,G,100,CAD,49
B,20230923,USD,91,20230923,B,100,AED,81
P,20240901,EUR,76,20240901,P,100,SGD,61
P,20181109,SGD,51,20181109,M,100,EUR,61
M,20200224,CAD,24,20200224,P,100,AED,69
B,20220622,INR,13,20220622,B,100,USD,85
G,20240614,SGD,24,20240614,M,100,GBP,15
G,20220706,USD,16,20220706,M,100,INR,6
G,20190206,EUR,28,20190206,G,100,USD,63
M,20230320,SGD,72,20230320,M,100,AED,57
B,20240328,GBP,20,20240328,G,100,JPY,52
B,20240914,CAD,53,20240914,M,100,JPY,40
M,20211123,USD,57,20211123,M,100,JPY,7
M,20220619,JPY,87,20220619,B,100,CAD,40
P,20190714,EUR,4,20190714,B,100,SGD,63
G,20180122,INR,73,20180122,M,100,AED,38
G,20240322,EUR,12,20240322,B,100,JPY,4
M,20190531,AED,27,20190531,B,100,CAD,90
M,20231018,AED,76,20231018,G,100,INR,99
P,20190718,JPY,46,20190718,G,100,GBP,75
B,20190111,INR,43,20190111,P,100,JPY,60
M,20190306,EUR,51,20190306,M,100,AUD,77
B,20240911,USD,76,20240911,P,100,GBP,51
P,20230328,JPY,94,20230328,G,100,GBP,2
P,20211103,INR,65,20211103,P,100,AUD,9
P,20240826,AUD,58,20240826,M,100,GBP,48
M,20210601,SGD,50,20210601,G,100,JPY,55
B,20210404,USD,63,20210404,G,100,GBP,97
B,20181221,AUD,99,20181221,P,100,CAD,13
M,20191212,JPY,7,20191212,P,100,INR,49
B,20201106,GBP,10,20201106,G,100,JPY,92
P,20210124,AED,52,20210124,P,100,USD,35
P,20211129,AUD,45,20211129,B,100,USD,38
B,20230428,INR,39,20230428,G,100,EUR,83
G,20230614,SGD,79,20230614,B,100,CAD,1
G,20190430,EUR,86,20190430,B,100,GBP,72
P,20240703,USD,23,20240703,B,100,EUR,42
G,20230628,AUD,9,20230628,P,100,EUR,71
P,20230331,GBP,78,20230331,G,100,EUR,51
P,20230705,SGD,82,20230705,M,100,GBP,5
M,20230420,SGD,83,20230420,B,100,AED,71
P,20200331,AUD,86,20200331,B,100,SGD,46
P,20240906,SGD,15,20240906,M,100,CAD,58
G,20200610,CAD,21,20200610,P,100,INR,21
B,20200928,AED,70,20200928,P,100,SGD,81
M,20181111,USD,22,20181111,G,100,EUR,59
P,20240908,CAD,27,20240908,M,100,JPY,48
G,20211025,INR,24,20211025,B,100,JPY,20
M,20241001,SGD,69,20241001,M,100,JPY,70
M,20240623,JPY,16,20240623,B,100,SGD,97
M,20221109,AUD,40,20221109,P,100,USD,71
B,20230527,AUD,20,20230527,B,100,CAD,71
G,20220408,JPY,42,20220408,P,100,EUR,20
B,20220530,EUR,59,20220530,P,100,GBP,2
B,20230222,JPY,53,20230222,B,100,INR,34
B,20210318,USD,25,20210318,B,100,CAD,48
G,20190310,JPY,72,20190310,M,100,AUD,4
P,20180926,JPY,3,20180926,P,100,INR,23
M,20240316,CAD,71,20240316,M,100,USD,61
G,20230108,AED,86,20230108,G,100,CAD,50
G,20200410,AED,15,20200410,B,100,INR,46
B,20210121,AED,35,20210121,M,100,AUD,2
M,20180522,AED,92,20180522,B,100,AUD,64
G,20240616,USD,64,20240616,G,100,INR,39
G,20180903,GBP,44,20180903,M,100,AUD,3
B,20180211,EUR,10,20180211,G,100,CAD,74
P,20201104,GBP,26,20201104,B,100,SGD,26
P,20210208,USD,43,20210208,G,100,AED,18
B,20230508,EUR,20,20230508,G,100,SGD,74
M,20200906,USD,8,20200906,M,100,CAD,14
M,20200701,AED,87,20200701,B,100,CAD,9
M,20190516,EUR,24,20190516,M,100,INR,97
G,20230530,JPY,23,20230530,G,100,CAD,12
M,20180109,USD,25,20180109,M,100,AED,88
B,20180309,SGD,50,20180309,G,100,AED,20
G,20190903,JPY,5,20190903,P,100,INR,26
B,20230323,SGD,37,20230323,M,100,GBP,33
M,20220415,AUD,42,20220415,M,100,CAD,94
P,20201012,JPY,13,20201012,M,100,INR,33
B,20220409,CAD,48,20220409,G,100,AED,91
M,20240826,INR,99,20240826,B,100,USD,69
G,20190909,USD,100,20190909,M,100,INR,56
P,20210531,GBP,68,20210531,M,100,INR,95
P,20200201,USD,6,20200201,P,100,AUD,13
P,20210502,CAD,94,20210502,G,100,INR,15
M,20190311,AUD,79,20190311,G,100,AED,30
P,20220710,JPY,43,20220710,B,100,SGD,77
G,20240209,AED,29,20240209,G,100,EUR,60
G,20201011,SGD,20,20201011,P,100,INR,66
P,20190502,AED,58,20190502,P,100,SGD,96
G,20191029,AUD,90,20191029,B,100,USD,95
B,20230908,AED,32,20230908,B,100,CAD,29
G,20230109,CAD,86,20230109,B,100,AED,72
P,20220721,AED,99,20220721,P,100,JPY,2
P,20211020,GBP,54,20211020,M,100,CAD,24
P,20211205,JPY,44,20211205,G,100,AED,39
M,20211108,CAD,38,20211108,B,100,GBP,99
B,20210314,USD,31,20210314,P,100,GBP,39
P,20220805,EUR,71,20220805,P,100,CAD,98
B,20211107,GBP,22,20211107,M,100,AUD,71
B,20200510,INR,59,20200510,M,100,AUD,81
G,20210523,AED,42,20210523,M,100,JPY,45
P,20200826,CAD,9,20200826,B,100,SGD,42
B,20200118,INR,18,20200118,B,100,GBP,7
B,20190511,SGD,83,20190511,P,100,CAD,92
P,20210102,EUR,24,20210102,M,100,AED,29
G,20241026,AUD,30,20241026,B,100,SGD,100
G,20240609,INR,72,20240609,P,100,GBP,9
P,20210102,EUR,45,20210102,B,100,USD,57
M,20200501,INR,94,20200501,M,100,USD,53
P,20180203,CAD,8,20180203,M,100,USD,71
M,20220203,CAD,93,20220203,P,100,SGD,26
M,20210328,SGD,99,20210328,P,100,USD,31
B,20210502,JPY,69,20210502,P,100,GBP,55
M,20231026,INR,91,20231026,B,100,GBP,75
B,20230508,CAD,96,20230508,M,100,AUD,70
P,20230918,AED,79,20230918,B,100,AUD,86
G,20200821,GBP,78,20200821,G,100,EUR,64
B,20210910,EUR,75,20210910,G,100,GBP,97
B,20230907,SGD,84,20230907,M,100,JPY,70
G,20210324,SGD,70,20210324,B,100,AED,38
M,20180123,EUR,67,20180123,M,100,JPY,70
G,20220128,GBP,93,20220128,P,100,AED,86
P,20220719,USD,28,20220719,G,100,INR,77
G,20230601,INR,49,20230601,G,100,CAD,6
B,20240416,AUD,88,20240416,G,100,INR,83
B,20240529,AUD,79,20240529,P,100,EUR,33
P,20180518,GBP,53,20180518,P,100,JPY,12
B,20200411,GBP,13,20200411,G,100,CAD,17
P,20190324,INR,11,20190324,P,100,EUR,60
P,20220727,CAD,97,20220727,P,100,EUR,37
B,20180129,AUD,84,20180129,M,100,CAD,11
M,20190630,USD,19,20190630,G,100,GBP,77
M,20200526,GBP,66,20200526,M,100,USD,67
B,20190807,EUR,36,20190807,G,100,INR,18
G,20200413,AUD,79,20200413,B,100,CAD,43
G,20240723,USD,90,20240723,M,100,AED,15
M,20210425,JPY,14,20210425,P,100,GBP,90
P,20190425,CAD,4,20190425,P,100,USD,68
M,20230805,SGD,23,20230805,B,100,AED,81
M,20211222,INR,82,20211222,G,100,AUD,59
G,20230603,CAD,70,20230603,P,100,SGD,11
M,20181106,JPY,17,20181106,P,100,CAD,43
P,20200201,SGD,88,20200201,P,100,EUR,4
B,20230726,USD,34,20230726,M,100,EUR,90
B,20180708,CAD,100,20180708,M,100,EUR,81
G,20190906,GBP,83,20190906,G,100,USD,49
B,20180904,INR,74,20180904,M,100,AED,57
G,20220321,AED,60,20220321,G,100,EUR,1
M,20181225,AUD,91,20181225,M,100,USD,95
B,20190802,GBP,95,20190802,B,100,AUD,97
P,20240722,JPY,16,20240722,B,100,USD,31
M,20230522,SGD,3,20230522,M,100,CAD,96
G,20240509,GBP,45,20240509,G,100,CAD,61
G,20241005,INR,31,20241005,B,100,AED,90
G,20210723,EUR,99,20210723,G,100,JPY,78
M,20220720,JPY,68,20220720,M,100,AED,11
M,20220523,EUR,11,20220523,M,100,CAD,20
M,20220903,JPY,2,20220903,G,100,GBP,65
B,20190325,AUD,84,20190325,M,100,AED,30
B,20181007,CAD,32,20181007,G,100,USD,34
B,20240309,AUD,71,20240309,M,100,USD,38
B,20241005,CAD,39,20241005,B,100,INR,46
G,20210110,CAD,100,20210110,B,100,SGD,97
M,20210826,SGD,83,20210826,P,100,EUR,17
B,20190526,AED,92,20190526,M,100,SGD,86
G,20201215,USD,28,20201215,G,100,EUR,53
B,20230413,CAD,37,20230413,M,100,JPY,13
P,20211212,INR,60,20211212,P,100,EUR,86
M,20200220,AUD,47,20200220,P,100,JPY,57
P,20201105,SGD,10,20201105,P,100,GBP,38
G,20230114,JPY,84,20230114,P,100,INR,39
M,20190529,AED,8,20190529,M,100,SGD,44
P,20220623,EUR,86,20220623,G,100,SGD,65
M,20231209,JPY,78,20231209,G,100,AED,85
M,20191224,AED,9,20191224,G,100,AUD,27
B,20190322,AUD,25,20190322,B,100,INR,89
B,20190712,INR,91,20190712,B,100,AED,94
G,20230402,JPY,93,20230402,M,100,CAD,5
P,20221103,INR,19,20221103,B,100,EUR,23
G,20180510,EUR,31,20180510,B,100,AUD,34
B,20190604,SGD,12,20190604,P,100,EUR,93
M,20180712,SGD,8,20180712,B,100,EUR,45
M,20230623,EUR,70,20230623,M,100,SGD,74
M,20220126,AUD,56,20220126,M,100,CAD,5
G,20180430,EUR,9,20180430,P,100,INR,86
B,20201105,GBP,48,20201105,P,100,INR,71
G,20211204,GBP,19,20211204,G,100,USD,4
M,20190928,GBP,69,20190928,M,100,USD,59
B,20230125,AED,67,20230125,M,100,CAD,84
B,20230629,INR,5,20230629,M,100,AED,38
B,20210517,EUR,27,20210517,B,100,GBP,2
G,20180721,AUD,94,20180721,B,100,AED,59
G,20180511,USD,61,20180511,B,100,AED,22
G,20211203,AED,55,20211203,M,100,GBP,54
B,20211029,GBP,38,20211029,B,100,EUR,35
G,20240223,JPY,99,20240223,P,100,GBP,32
B,20231007,CAD,36,20231007,M,100,INR,79
G,20220610,JPY,74,20220610,P,100,AUD,37
M,20200220,EUR,65,20200220,M,100,AED,91
P,20230317,JPY,17,20230317,M,100,SGD,7
G,20190218,JPY,68,20190218,M,100,INR,6
B,20240228,CAD,89,20240228,G,100,SGD,34
M,20190227,JPY,27,20190227,P,100,GBP,38
M,20210717,INR,9,20210717,P,100,SGD,14
B,20230823,SGD,20,20230823,M,100,CAD,57
B,20180831,AUD,76,20180831,B,100,INR,62
M,20210316,GBP,49,20210316,G,100,AED,3
M,20231103,USD,10,20231103,M,100,AED,86
B,20181115,AED,39,20181115,P,100,INR,36
P,20231005,USD,28,20231005,M,100,AED,17
G,20241015,JPY,18,20241015,M,100,CAD,9
M,20210611,SGD,62,20210611,P,100,USD,83
B,20240112,JPY,59,20240112,M,100,EUR,1
P,20241029,CAD,80,20241029,M,100,AED,86
M,20220408,CAD,63,20220408,G,100,AUD,55
B,20230506,CAD,23,20230506,P,100,JPY,12
P,20240815,AED,43,20240815,P,100,AUD,96
G,20180728,SGD,3,20180728,B,100,AED,37
M,20200420,AED,96,20200420,P,100,INR,16
M,20230915,AUD,62,20230915,B,100,AED,4
B,20190709,AUD,47,20190709,B,100,EUR,71
M,20240609,EUR,94,20240609,P,100,CAD,10
B,20240618,SGD,91,20240618,P,100,GBP,92
G,20240918,USD,22,20240918,B,100,AED,27
M,20240604,USD,68,20240604,G,100,AUD,96
B,20210919,JPY,6,20210919,M,100,EUR,71
G,20220904,INR,38,20220904,M,100,AUD,58
B,20220511,EUR,73,20220511,B,100,AED,39
G,20230917,CAD,97,20230917,P,100,GBP,14
P,20210514,JPY,66,20210514,P,100,AUD,24
G,20240127,AUD,57,20240127,B,100,JPY,48
M,20230511,GBP,9,20230511,B,100,INR,12
G,20230209,CAD,27,20230209,M,100,USD,18
B,20210315,AED,99,20210315,G,100,SGD,37
P,20230529,JPY,68,20230529,G,100,CAD,70
M,20220913,JPY,94,20220913,G,100,AUD,84
P,20181005,AUD,91,20181005,M,100,USD,76
G,20200907,AUD,4,20200907,P,100,GBP,77
B,20230317,USD,18,20230317,B,100,AUD,90
B,20210903,USD,41,20210903,P,100,AED,7
G,20220712,JPY,10,20220712,B,100,USD,100
B,20211223,INR,86,20211223,P,100,AED,53
P,20230806,CAD,50,20230806,B,100,GBP,88
B,20190703,AED,15,20190703,M,100,USD,24
G,20221225,INR,6,20221225,B,100,EUR,46
M,20210830,GBP,5,20210830,M,100,INR,13
B,20181012,EUR,78,20181012,G,100,USD,13
M,20240510,AED,36,20240510,G,100,INR,44
P,20181016,JPY,74,20181016,G,100,AED,23
P,20190512,AED,22,20190512,M,100,INR,3
G,20230310,GBP,27,20230310,P,100,SGD,49
M,20180430,AED,100,20180430,M,100,AUD,79
G,20211107,JPY,6,20211107,B,100,INR,67
G,20200624,SGD,20,20200624,P,100,CAD,29
M,20200330,AUD,17,20200330,M,100,JPY,93
M,20230913,CAD,79,20230913,M,100,INR,35
P,20220707,INR,79,20220707,B,100,EUR,9
P,20180723,GBP,4,20180723,G,100,USD,18
B,20211211,USD,57,20211211,M,100,EUR,96
M,20220312,USD,53,20220312,M,100,GBP,97
B,20190112,USD,33,20190112,P,100,CAD,10
P,20210506,INR,65,20210506,P,100,AUD,25
B,20180301,USD,70,20180301,B,100,CAD,92
G,20190125,INR,97,20190125,G,100,EUR,2
P,20180408,SGD,4,20180408,B,100,CAD,11
B,20200711,CAD,25,20200711,P,100,GBP,10
M,20181129,CAD,80,20181129,P,100,JPY,45
B,20180408,CAD,52,20180408,B,100,SGD,61
M,20220628,AED,94,20220628,P,100,SGD,2
B,20190321,INR,98,20190321,G,100,EUR,46
P,20241013,AED,23,20241013,P,100,CAD,25
G,20220907,SGD,73,20220907,B,100,JPY,29
P,20211030,CAD,15,20211030,M,100,AED,62
B,20210120,JPY,70,20210120,B,100,INR,13
P,20220228,EUR,15,20220228,G,100,AUD,68
P,20240723,AUD,84,20240723,M,100,INR,71
M,20220329,SGD,52,20220329,P,100,AUD,6
M,20230617,AED,42,20230617,G,100,GBP,64
P,20190204,GBP,72,20190204,P,100,EUR,32
G,20220604,GBP,77,20220604,M,100,EUR,55
P,20220216,SGD,80,20220216,G,100,GBP,25
G,20190625,AED,45,20190625,G,100,JPY,49
P,20230214,AUD,56,20230214,P,100,EUR,51
G,20231226,INR,14,20231226,M,100,AED,17
G,20220320,USD,58,20220320,G,100,AUD,47
B,20240630,INR,48,20240630,B,100,GBP,78
P,20220923,JPY,2,20220923,P,100,INR,70
M,20220726,AED,40,20220726,P,100,USD,59
M,20230901,AED,91,20230901,P,100,SGD,83
G,20190307,AUD,87,20190307,P,100,USD,77
M,20210309,USD,1,20210309,P,100,JPY,67
M,20200419,USD,3,20200419,B,100,JPY,3
P,20200409,EUR,50,20200409,P,100,USD,77
P,20230824,USD,58,20230824,P,100,AUD,83
M,20201026,INR,27,20201026,G,100,AED,48
M,20201203,EUR,37,20201203,M,100,AED,14
B,20210331,SGD,81,20210331,B,100,EUR,89
M,20230919,USD,26,20230919,P,100,GBP,58
P,20240229,SGD,33,20240229,G,100,EUR,48
B,20210911,INR,62,20210911,G,100,CAD,89
B,20190419,AED,90,20190419,M,100,USD,53
B,20200511,SGD,67,20200511,M,100,EUR,30
B,20230722,EUR,33,20230722,M,100,INR,64
B,20180911,JPY,73,20180911,B,100,AED,13
M,20180109,AUD,80,20180109,G,100,INR,33
G,20240622,JPY,61,20240622,M,100,AUD,8
M,20221214,JPY,81,20221214,B,100,INR,84
P,20200608,SGD,85,20200608,B,100,AED,11
G,20241101,JPY,50,20241101,B,100,EUR,94
G,20231202,GBP,76,20231202,G,100,JPY,27
P,20201220,CAD,64,20201220,M,100,GBP,53
B,20211107,AED,30,20211107,B,100,AUD,72
P,20230130,JPY,31,20230130,B,100,GBP,5
M,20190725,GBP,44,20190725,B,100,INR,99
P,20180224,AED,50,20180224,G,100,JPY,44
G,20221204,INR,92,20221204,G,100,GBP,53
G,20180903,AUD,49,20180903,P,100,CAD,50
G,20190208,SGD,2,20190208,M,100,INR,17
P,20200519,USD,81,20200519,P,100,SGD,80
M,20200513,GBP,94,20200513,M,100,AED,31
B,20181205,AED,18,20181205,M,100,USD,2
B,20231023,SGD,74,20231023,B,100,AED,9
M,20220721,CAD,19,20220721,G,100,GBP,59
G,20190905,CAD,39,20190905,G,100,AUD,49
P,20180216,CAD,12,20180216,B,100,JPY,30
P,20190128,JPY,63,20190128,P,100,INR,74
B,20221218,CAD,84,20221218,B,100,GBP,24
G,20190415,SGD,6,20190415,B,100,EUR,62
P,20241010,INR,42,20241010,G,100,AED,44
M,20180318,CAD,27,20180318,G,100,EUR,43
M,20231218,USD,84,20231218,B,100,GBP,96
B,20180202,INR,28,20180202,B,100,JPY,41
G,20240609,EUR,56,20240609,M,100,AUD,6
B,20230806,INR,69,20230806,B,100,GBP,9
P,20180117,GBP,99,20180117,B,100,JPY,78
P,20221118,EUR,81,20221118,B,100,GBP,15
M,20240907,INR,34,20240907,P,100,SGD,90
M,20230220,USD,90,20230220,P,100,EUR,46
B,20181008,INR,26,20181008,M,100,CAD,95
M,20210107,GBP,27,20210107,B,100,AUD,91
G,20200804,JPY,13,20200804,M,100,SGD,40
P,20220717,EUR,97,20220717,B,100,SGD,83
B,20210327,AUD,42,20210327,G,100,JPY,14
M,20211005,EUR,58,20211005,G,100,INR,81
P,20240629,GBP,67,20240629,P,100,AED,18
B,20230506,AUD,18,20230506,B,100,GBP,69
M,20240921,CAD,83,20240921,B,100,JPY,46
B,20180206,AED,8,20180206,M,100,GBP,31
G,20230324,INR,64,20230324,M,100,AED,87
P,20200721,AED,42,20200721,G,100,GBP,18
M,20190708,AED,17,20190708,B,100,AUD,33
M,20220808,INR,63,20220808,M,100,SGD,91
M,20190916,GBP,26,20190916,B,100,AED,14
B,20230629,AED,13,20230629,P,100,USD,51
B,20240729,EUR,90,20240729,M,100,AED,7
P,20200110,EUR,59,20200110,M,100,SGD,37
G,20181018,EUR,18,20181018,M,100,JPY,83
B,20191031,AED,49,20191031,G,100,CAD,63
P,20230426,EUR,18,20230426,B,100,CAD,92
M,20230604,USD,79,20230604,P,100,JPY,64
P,20210421,AED,61,20210421,P,100,INR,15
B,20210420,AUD,58,20210420,M,100,AED,16
P,20220508,USD,19,20220508,M,100,JPY,74
P,20240325,USD,28,20240325,P,100,SGD,80
P,20210702,CAD,97,20210702,P,100,JPY,66
M,20221021,SGD,100,20221021,G,100,INR,18
P,20201029,EUR,41,20201029,P,100,AUD,17
G,20240224,AUD,77,20240224,B,100,AED,77
M,20180513,SGD,24,20180513,G,100,USD,37
G,20230515,CAD,56,20230515,G,100,AUD,28
B,20230413,EUR,7,20230413,G,100,JPY,93
G,20220611,SGD,76,20220611,G,100,CAD,92
P,20200719,USD,80,20200719,P,100,AED,53
M,20200831,JPY,4,20200831,P,100,CAD,56
G,20181016,AUD,4,20181016,M,100,USD,40
M,20210628,GBP,55,20210628,G,100,AUD,40
P,20190420,EUR,34,20190420,P,100,AUD,47
B,20240816,USD,3,20240816,M,100,AUD,30
M,20240528,AED,81,20240528,P,100,EUR,30
M,20200316,INR,50,20200316,G,100,CAD,9
P,20190929,AED,25,20190929,B,100,SGD,3
P,20241021,JPY,38,20241021,P,100,AUD,8
G,20201225,AUD,31,20201225,G,100,SGD,78
M,20220415,EUR,74,20220415,B,100,CAD,82
G,20190227,INR,93,20190227,M,100,EUR,48
G,20201026,AUD,13,20201026,P,100,JPY,19
P,20210408,INR,46,20210408,G,100,SGD,75
M,20240419,EUR,39,20240419,G,100,CAD,81
B,20240121,USD,29,20240121,G,100,INR,11
M,20231209,INR,2,20231209,P,100,EUR,11
P,20220709,USD,5,20220709,M,100,SGD,55
M,20240328,SGD,16,20240328,P,100,EUR,22
P,20241013,CAD,84,20241013,G,100,AED,96
B,20180509,SGD,34,20180509,M,100,INR,67
P,20210109,INR,20,20210109,P,100,JPY,41
