MANDANT,PRUEFLOS,KZART,ZAEHLER,VKATART,VWERKS,VAUSWAHLMG,VCODEGRP,VCODE,VERSIONAM,VERSIONCD,VBEWERTUNG,DBEWERTUNG,VFOLGEAKTI,QKENNZAHL,LTEXTKZ,VNAME,VDATUM,VEZEITERF,VAENAME,VAEDATUM,VEZEITAEN,STAFO,TEILLOS,VORGLFNR
100,900000006315,I,006316,B,PL16,UDSET0015,UDGRP0015,A001,006315,006315,R,0,RETURN,15,N,INSPECTOR_115,20241025,031515,QA_MANAGER_015,20260212,082020,STAT00,006315,00044205
200,900000006316,L,006317,A,PL17,UDSET0016,UDGRP0016,R001,006316,006316,R,0,SCRAP,16,Y,INSPECTOR_116,20241024,041616,QA_MANAGER_016,20260212,092121,STAT01,006316,00044212
300,900000006317,P,006318,B,PL18,UDSET0017,UDGRP0017,R002,006317,006317,R,0,REWORK,17,N,INSPECTOR_117,20241023,051717,QA_MANAGER_017,20260212,102222,STAT02,006317,00044219
100,900000006318,S,006319,A,PL19,UDSET0018,UDGRP0018,A002,006318,006318,R,0,ACCEPT,18,Y,INSPECTOR_118,20241022,061818,QA_MANAGER_018,20260212,112323,STAT03,006318,00044226
200,900000006319,I,006320,B,PL20,UDSET0019,UDGRP0019,A003,006319,006319,R,0,RETURN,19,N,INSPECTOR_119,20241021,071919,QA_MANAGER_019,20260212,122424,STAT04,006319,00044233
300,900000006320,L,006321,A,PL01,UDSET0020,UDGRP0020,A001,006320,006320,R,0,SCRAP,20,Y,INSPECTOR_120,20241020,082020,QA_MANAGER_020,20260212,132525,STAT05,006320,00044240
100,900000006321,P,006322,B,PL02,UDSET0021,UDGRP0021,R001,006321,006321,R,1,REWORK,21,N,INSPECTOR_121,20241019,092121,QA_MANAGER_021,20260212,142626,STAT06,006321,00044247
200,900000006322,S,006323,A,PL03,UDSET0022,UDGRP0022,R002,006322,006322,R,0,ACCEPT,22,Y,INSPECTOR_122,20241018,102222,QA_MANAGER_022,20260212,152727,STAT07,006322,00044254
300,900000006323,I,006324,B,PL04,UDSET0023,UDGRP0023,A002,006323,006323,R,0,RETURN,23,N,INSPECTOR_123,20241017,112323,QA_MANAGER_023,20260212,162828,STAT08,006323,00044261
100,900000006324,L,006325,A,PL05,UDSET0024,UDGRP0024,A003,006324,006324,R,0,SCRAP,24,Y,INSPECTOR_124,20241016,122424,QA_MANAGER_024,20260212,172929,STAT09,006324,00044268
200,900000006325,P,006326,B,PL06,UDSET0025,UDGRP0025,A001,006325,006325,R,0,REWORK,25,N,INSPECTOR_125,20241015,132525,QA_MANAGER_025,20260212,183030,STAT10,006325,00044275
300,900000006326,S,006327,A,PL07,UDSET0026,UDGRP0026,R001,006326,006326,R,0,ACCEPT,26,Y,INSPECTOR_126,20241014,142626,QA_MANAGER_026,20260212,193131,STAT11,006326,00044282
100,900000006327,I,006328,B,PL08,UDSET0027,UDGRP0027,R002,006327,006327,R,0,RETURN,27,N,INSPECTOR_127,20241013,152727,QA_MANAGER_027,20260212,203232,STAT12,006327,00044289
200,900000006328,L,006329,A,PL09,UDSET0028,UDGRP0028,A002,006328,006328,R,1,SCRAP,28,Y,INSPECTOR_128,20241012,162828,QA_MANAGER_028,20260212,213333,STAT13,006328,00044296
300,900000006329,P,006330,B,PL10,UDSET0029,UDGRP0029,A003,006329,006329,R,0,REWORK,29,N,INSPECTOR_129,20241011,172929,QA_MANAGER_029,20260212,223434,STAT14,006329,00044303
100,900000006330,S,006331,A,PL11,UDSET0030,UDGRP0030,A001,006330,006330,R,0,ACCEPT,30,Y,INSPECTOR_130,20241010,183030,QA_MANAGER_030,20260212,233535,STAT00,006330,00044310
200,900000006331,I,006332,B,PL12,UDSET0031,UDGRP0031,R001,006331,006331,R,0,RETURN,31,N,INSPECTOR_131,20241009,193131,QA_MANAGER_031,20260212,003636,STAT01,006331,00044317
300,900000006332,L,006333,A,PL13,UDSET0032,UDGRP0032,R002,006332,006332,R,0,SCRAP,32,Y,INSPECTOR_132,20241008,203232,QA_MANAGER_032,20260212,013737,STAT02,006332,00044324
100,900000006333,P,006334,B,PL14,UDSET0033,UDGRP0033,A002,006333,006333,R,0,REWORK,33,N,INSPECTOR_133,20241007,213333,QA_MANAGER_033,20260212,023838,STAT03,006333,00044331
200,900000006334,S,006335,A,PL15,UDSET0034,UDGRP0034,A003,006334,006334,R,0,ACCEPT,34,Y,INSPECTOR_134,20241006,223434,QA_MANAGER_034,20260212,033939,STAT04,006334,00044338
300,900000006335,I,006336,B,PL16,UDSET0035,UDGRP0035,A001,006335,006335,R,1,RETURN,35,N,INSPECTOR_135,20241005,233535,QA_MANAGER_035,20260212,044040,STAT05,006335,00044345
100,900000006336,L,006337,A,PL17,UDSET0036,UDGRP0036,R001,006336,006336,R,0,SCRAP,36,Y,INSPECTOR_136,20241004,003636,QA_MANAGER_036,20260212,054141,STAT06,006336,00044352
200,900000006337,P,006338,B,PL18,UDSET0037,UDGRP0037,R002,006337,006337,R,0,REWORK,37,N,INSPECTOR_137,20241003,013737,QA_MANAGER_037,20260212,064242,STAT07,006337,00044359
300,900000006338,S,006339,A,PL19,UDSET0038,UDGRP0038,A002,006338,006338,R,0,ACCEPT,38,Y,INSPECTOR_138,20241002,023838,QA_MANAGER_038,20260212,074343,STAT08,006338,00044366
100,900000006339,I,006340,B,PL20,UDSET0039,UDGRP0039,A003,006339,006339,R,0,RETURN,39,N,INSPECTOR_139,20241001,033939,QA_MANAGER_039,20260212,084444,STAT09,006339,00044373
200,900000006340,L,006341,A,PL01,UDSET0040,UDGRP0040,A001,006340,006340,R,0,SCRAP,40,Y,INSPECTOR_140,20240930,044040,QA_MANAGER_040,20260212,094545,STAT10,006340,00044380
300,900000006341,P,006342,B,PL02,UDSET0041,UDGRP0041,R001,006341,006341,R,0,REWORK,41,N,INSPECTOR_141,20240929,054141,QA_MANAGER_041,20260212,104646,STAT11,006341,00044387
100,900000006342,S,006343,A,PL03,UDSET0042,UDGRP0042,R002,006342,006342,R,1,ACCEPT,42,Y,INSPECTOR_142,20240928,064242,QA_MANAGER_042,20260212,114747,STAT12,006342,00044394
200,900000006343,I,006344,B,PL04,UDSET0043,UDGRP0043,A002,006343,006343,R,0,RETURN,43,N,INSPECTOR_143,20240927,074343,QA_MANAGER_043,20260212,124848,STAT13,006343,00044401
300,900000006344,L,006345,A,PL05,UDSET0044,UDGRP0044,A003,006344,006344,R,0,SCRAP,44,Y,INSPECTOR_144,20240926,084444,QA_MANAGER_044,20260212,134949,STAT14,006344,00044408
100,900000006345,P,006346,B,PL06,UDSET0045,UDGRP0045,A001,006345,006345,R,0,REWORK,45,N,INSPECTOR_145,20240925,094545,QA_MANAGER_045,20260212,145050,STAT00,006345,00044415
200,900000006346,S,006347,A,PL07,UDSET0046,UDGRP0046,R001,006346,006346,R,0,ACCEPT,46,Y,INSPECTOR_146,20240924,104646,QA_MANAGER_046,20260212,155151,STAT01,006346,00044422
300,900000006347,I,006348,B,PL08,UDSET0047,UDGRP0047,R002,006347,006347,R,0,RETURN,47,N,INSPECTOR_147,20240923,114747,QA_MANAGER_047,20260212,165252,STAT02,006347,00044429
100,900000006348,L,006349,A,PL09,UDSET0048,UDGRP0048,A002,006348,006348,R,0,SCRAP,48,Y,INSPECTOR_148,20240922,124848,QA_MANAGER_048,20260212,175353,STAT03,006348,00044436
200,900000006349,P,006350,B,PL10,UDSET0049,UDGRP0049,A003,006349,006349,R,1,REWORK,49,N,INSPECTOR_149,20240921,134949,QA_MANAGER_049,20260212,185454,STAT04,006349,00044443
300,900000006350,S,006351,A,PL11,UDSET0050,UDGRP0050,A001,006350,006350,R,0,ACCEPT,50,Y,INSPECTOR_150,20240920,145050,QA_MANAGER_050,20260212,195555,STAT05,006350,00044450
100,900000006351,I,006352,B,PL12,UDSET0051,UDGRP0051,R001,006351,006351,R,0,RETURN,51,N,INSPECTOR_151,20240919,155151,QA_MANAGER_051,20260212,205656,STAT06,006351,00044457
200,900000006352,L,006353,A,PL13,UDSET0052,UDGRP0052,R002,006352,006352,R,0,SCRAP,52,Y,INSPECTOR_152,20240918,165252,QA_MANAGER_052,20260212,215757,STAT07,006352,00044464
300,900000006353,P,006354,B,PL14,UDSET0053,UDGRP0053,A002,006353,006353,R,0,REWORK,53,N,INSPECTOR_153,20240917,175353,QA_MANAGER_053,20260212,225858,STAT08,006353,00044471
100,900000006354,S,006355,A,PL15,UDSET0054,UDGRP0054,A003,006354,006354,R,0,ACCEPT,54,Y,INSPECTOR_154,20240916,185454,QA_MANAGER_054,20260212,235959,STAT09,006354,00044478
200,900000006355,I,006356,B,PL16,UDSET0055,UDGRP0055,A001,006355,006355,R,0,RETURN,55,N,INSPECTOR_155,20240915,195555,QA_MANAGER_055,20260212,000000,STAT10,006355,00044485
300,900000006356,L,006357,A,PL17,UDSET0056,UDGRP0056,R001,006356,006356,R,1,SCRAP,56,Y,INSPECTOR_156,20240914,205656,QA_MANAGER_056,20260212,010101,STAT11,006356,00044492
100,900000006357,P,006358,B,PL18,UDSET0057,UDGRP0057,R002,006357,006357,R,0,REWORK,57,N,INSPECTOR_157,20240913,215757,QA_MANAGER_057,20260212,020202,STAT12,006357,00044499
200,900000006358,S,006359,A,PL19,UDSET0058,UDGRP0058,A002,006358,006358,R,0,ACCEPT,58,Y,INSPECTOR_158,20240912,225858,QA_MANAGER_058,20260212,030303,STAT13,006358,00044506
300,900000006359,I,006360,B,PL20,UDSET0059,UDGRP0059,A003,006359,006359,R,0,RETURN,59,N,INSPECTOR_159,20240911,235959,QA_MANAGER_059,20260212,040404,STAT14,006359,00044513
100,900000006360,L,006361,A,PL01,UDSET0060,UDGRP0060,A001,006360,006360,R,0,SCRAP,60,Y,INSPECTOR_160,20240910,000000,QA_MANAGER_060,20260212,050505,STAT00,006360,00044520
200,900000006361,P,006362,B,PL02,UDSET0061,UDGRP0061,R001,006361,006361,A,0,REWORK,61,N,INSPECTOR_161,20240909,010101,QA_MANAGER_061,20260212,060606,STAT01,006361,00044527
300,900000006362,S,006363,A,PL03,UDSET0062,UDGRP0062,R002,006362,006362,A,0,ACCEPT,62,Y,INSPECTOR_162,20240908,020202,QA_MANAGER_062,20260212,070707,STAT02,006362,00044534
100,900000006363,I,006364,B,PL04,UDSET0063,UDGRP0063,A002,006363,006363,A,1,RETURN,63,N,INSPECTOR_163,20240907,030303,QA_MANAGER_063,20260212,080808,STAT03,006363,00044541
200,900000006364,L,006365,A,PL05,UDSET0064,UDGRP0064,A003,006364,006364,A,0,SCRAP,64,Y,INSPECTOR_164,20240906,040404,QA_MANAGER_064,20260212,090909,STAT04,006364,00044548
300,900000006365,P,006366,B,PL06,UDSET0065,UDGRP0065,A001,006365,006365,A,0,REWORK,65,N,INSPECTOR_165,20240905,050505,QA_MANAGER_065,20260212,101010,STAT05,006365,00044555
100,900000006366,S,006367,A,PL07,UDSET0066,UDGRP0066,R001,006366,006366,A,0,ACCEPT,66,Y,INSPECTOR_166,20240904,060606,QA_MANAGER_066,20260212,111111,STAT06,006366,00044562
200,900000006367,I,006368,B,PL08,UDSET0067,UDGRP0067,R002,006367,006367,A,0,RETURN,67,N,INSPECTOR_167,20240903,070707,QA_MANAGER_067,20260212,121212,STAT07,006367,00044569
300,900000006368,L,006369,A,PL09,UDSET0068,UDGRP0068,A002,006368,006368,A,0,SCRAP,68,Y,INSPECTOR_168,20240902,080808,QA_MANAGER_068,20260212,131313,STAT08,006368,00044576
100,900000006369,P,006370,B,PL10,UDSET0069,UDGRP0069,A003,006369,006369,A,0,REWORK,69,N,INSPECTOR_169,20240901,090909,QA_MANAGER_069,20260212,141414,STAT09,006369,00044583
200,900000006370,S,006371,A,PL11,UDSET0070,UDGRP0070,A001,006370,006370,A,1,ACCEPT,70,Y,INSPECTOR_170,20240831,101010,QA_MANAGER_070,20260212,151515,STAT10,006370,00044590
300,900000006371,I,006372,B,PL12,UDSET0071,UDGRP0071,R001,006371,006371,A,0,RETURN,71,N,INSPECTOR_171,20240830,111111,QA_MANAGER_071,20260212,161616,STAT11,006371,00044597
100,900000006372,L,006373,A,PL13,UDSET0072,UDGRP0072,R002,006372,006372,A,0,SCRAP,72,Y,INSPECTOR_172,20240829,121212,QA_MANAGER_072,20260212,171717,STAT12,006372,00044604
200,900000006373,P,006374,B,PL14,UDSET0073,UDGRP0073,A002,006373,006373,A,0,REWORK,73,N,INSPECTOR_173,20240828,131313,QA_MANAGER_073,20260212,181818,STAT13,006373,00044611
300,900000006374,S,006375,A,PL15,UDSET0074,UDGRP0074,A003,006374,006374,A,0,ACCEPT,74,Y,INSPECTOR_174,20240827,141414,QA_MANAGER_074,20260212,191919,STAT14,006374,00044618
100,900000006375,I,006376,B,PL16,UDSET0075,UDGRP0075,A001,006375,006375,A,0,RETURN,75,N,INSPECTOR_175,20240826,151515,QA_MANAGER_075,20260212,202020,STAT00,006375,00044625
200,900000006376,L,006377,A,PL17,UDSET0076,UDGRP0076,R001,006376,006376,A,0,SCRAP,76,Y,INSPECTOR_176,20240825,161616,QA_MANAGER_076,20260212,212121,STAT01,006376,00044632
300,900000006377,P,006378,B,PL18,UDSET0077,UDGRP0077,R002,006377,006377,A,1,REWORK,77,N,INSPECTOR_177,20240824,171717,QA_MANAGER_077,20260212,222222,STAT02,006377,00044639
100,900000006378,S,006379,A,PL19,UDSET0078,UDGRP0078,A002,006378,006378,A,0,ACCEPT,78,Y,INSPECTOR_178,20240823,181818,QA_MANAGER_078,20260212,232323,STAT03,006378,00044646
200,900000006379,I,006380,B,PL20,UDSET0079,UDGRP0079,A003,006379,006379,A,0,RETURN,79,N,INSPECTOR_179,20240822,191919,QA_MANAGER_079,20260212,002424,STAT04,006379,00044653
300,900000006380,L,006381,A,PL01,UDSET0080,UDGRP0080,A001,006380,006380,A,0,SCRAP,80,Y,INSPECTOR_180,20240821,202020,QA_MANAGER_080,20260212,012525,STAT05,006380,00044660
100,900000006381,P,006382,B,PL02,UDSET0081,UDGRP0081,R001,006381,006381,A,0,REWORK,81,N,INSPECTOR_181,20240820,212121,QA_MANAGER_081,20260212,022626,STAT06,006381,00044667
200,900000006382,S,006383,A,PL03,UDSET0082,UDGRP0082,R002,006382,006382,A,0,ACCEPT,82,Y,INSPECTOR_182,20240819,222222,QA_MANAGER_082,20260212,032727,STAT07,006382,00044674
300,900000006383,I,006384,B,PL04,UDSET0083,UDGRP0083,A002,006383,006383,A,0,RETURN,83,N,INSPECTOR_183,20240818,232323,QA_MANAGER_083,20260212,042828,STAT08,006383,00044681
100,900000006384,L,006385,A,PL05,UDSET0084,UDGRP0084,A003,006384,006384,A,1,SCRAP,84,Y,INSPECTOR_184,20240817,002424,QA_MANAGER_084,20260212,052929,STAT09,006384,00044688
200,900000006385,P,006386,B,PL06,UDSET0085,UDGRP0085,A001,006385,006385,A,0,REWORK,85,N,INSPECTOR_185,20240816,012525,QA_MANAGER_085,20260212,063030,STAT10,006385,00044695
300,900000006386,S,006387,A,PL07,UDSET0086,UDGRP0086,R001,006386,006386,A,0,ACCEPT,86,Y,INSPECTOR_186,20240815,022626,QA_MANAGER_086,20260212,073131,STAT11,006386,00044702
100,900000006387,I,006388,B,PL08,UDSET0087,UDGRP0087,R002,006387,006387,A,0,RETURN,87,N,INSPECTOR_187,20240814,032727,QA_MANAGER_087,20260212,083232,STAT12,006387,00044709
200,900000006388,L,006389,A,PL09,UDSET0088,UDGRP0088,A002,006388,006388,A,0,SCRAP,88,Y,INSPECTOR_188,20240813,042828,QA_MANAGER_088,20260212,093333,STAT13,006388,00044716
300,900000006389,P,006390,B,PL10,UDSET0089,UDGRP0089,A003,006389,006389,A,0,REWORK,89,N,INSPECTOR_189,20240812,052929,QA_MANAGER_089,20260212,103434,STAT14,006389,00044723
100,900000006390,S,006391,A,PL11,UDSET0090,UDGRP0090,A001,006390,006390,A,0,ACCEPT,90,Y,INSPECTOR_190,20240811,063030,QA_MANAGER_090,20260212,113535,STAT00,006390,00044730
200,900000006391,I,006392,B,PL12,UDSET0091,UDGRP0091,R001,006391,006391,A,1,RETURN,91,N,INSPECTOR_191,20240810,073131,QA_MANAGER_091,20260212,123636,STAT01,006391,00044737
300,900000006392,L,006393,A,PL13,UDSET0092,UDGRP0092,R002,006392,006392,A,0,SCRAP,92,Y,INSPECTOR_192,20240809,083232,QA_MANAGER_092,20260212,133737,STAT02,006392,00044744
100,900000006393,P,006394,B,PL14,UDSET0093,UDGRP0093,A002,006393,006393,A,0,REWORK,93,N,INSPECTOR_193,20240808,093333,QA_MANAGER_093,20260212,143838,STAT03,006393,00044751
200,900000006394,S,006395,A,PL15,UDSET0094,UDGRP0094,A003,006394,006394,A,0,ACCEPT,94,Y,INSPECTOR_194,20240807,103434,QA_MANAGER_094,20260212,153939,STAT04,006394,00044758
300,900000006395,I,006396,B,PL16,UDSET0095,UDGRP0095,A001,006395,006395,A,0,RETURN,95,N,INSPECTOR_195,20240806,113535,QA_MANAGER_095,20260212,164040,STAT05,006395,00044765
100,900000006396,L,006397,A,PL17,UDSET0096,UDGRP0096,R001,006396,006396,A,0,SCRAP,96,Y,INSPECTOR_196,20240805,123636,QA_MANAGER_096,20260212,174141,STAT06,006396,00044772
200,900000006397,P,006398,B,PL18,UDSET0097,UDGRP0097,R002,006397,006397,A,0,REWORK,97,N,INSPECTOR_197,20240804,133737,QA_MANAGER_097,20260212,184242,STAT07,006397,00044779
300,900000006398,S,006399,A,PL19,UDSET0098,UDGRP0098,A002,006398,006398,A,1,ACCEPT,98,Y,INSPECTOR_198,20240803,143838,QA_MANAGER_098,20260212,194343,STAT08,006398,00044786
100,900000006399,I,006400,B,PL20,UDSET0099,UDGRP0099,A003,006399,006399,A,0,RETURN,99,N,INSPECTOR_199,20240802,153939,QA_MANAGER_099,20260212,204444,STAT09,006399,00044793
200,900000006400,L,006401,A,PL01,UDSET0100,UDGRP0100,A001,006400,006400,R,0,SCRAP,0,Y,INSPECTOR_000,20240801,164040,QA_MANAGER_000,20260212,214545,STAT10,006400,00044800
300,900000006401,P,006402,B,PL02,UDSET0101,UDGRP0101,R001,006401,006401,R,0,REWORK,1,N,INSPECTOR_001,20240731,174141,QA_MANAGER_001,20260212,224646,STAT11,006401,00044807
100,900000006402,S,006403,A,PL03,UDSET0102,UDGRP0102,R002,006402,006402,R,0,ACCEPT,2,Y,INSPECTOR_002,20240730,184242,QA_MANAGER_002,20260212,234747,STAT12,006402,00044814
200,900000006403,I,006404,B,PL04,UDSET0103,UDGRP0103,A002,006403,006403,R,0,RETURN,3,N,INSPECTOR_003,20240729,194343,QA_MANAGER_003,20260212,004848,STAT13,006403,00044821
300,900000006404,L,006405,A,PL05,UDSET0104,UDGRP0104,A003,006404,006404,R,0,SCRAP,4,Y,INSPECTOR_004,20240728,204444,QA_MANAGER_004,20260212,014949,STAT14,006404,00044828
100,900000006405,P,006406,B,PL06,UDSET0105,UDGRP0105,A001,006405,006405,R,1,REWORK,5,N,INSPECTOR_005,20240727,214545,QA_MANAGER_005,20260212,025050,STAT00,006405,00044835
200,900000006406,S,006407,A,PL07,UDSET0106,UDGRP0106,R001,006406,006406,R,0,ACCEPT,6,Y,INSPECTOR_006,20240726,224646,QA_MANAGER_006,20260212,035151,STAT01,006406,00044842
300,900000006407,I,006408,B,PL08,UDSET0107,UDGRP0107,R002,006407,006407,R,0,RETURN,7,N,INSPECTOR_007,20240725,234747,QA_MANAGER_007,20260212,045252,STAT02,006407,00044849
100,900000006408,L,006409,A,PL09,UDSET0108,UDGRP0108,A002,006408,006408,R,0,SCRAP,8,Y,INSPECTOR_008,20240724,004848,QA_MANAGER_008,20260212,055353,STAT03,006408,00044856
200,900000006409,P,006410,B,PL10,UDSET0109,UDGRP0109,A003,006409,006409,R,0,REWORK,9,N,INSPECTOR_009,20240723,014949,QA_MANAGER_009,20260212,065454,STAT04,006409,00044863
300,900000006410,S,006411,A,PL11,UDSET0110,UDGRP0110,A001,006410,006410,R,0,ACCEPT,10,Y,INSPECTOR_010,20240722,025050,QA_MANAGER_010,20260212,075555,STAT05,006410,00044870
100,900000006411,I,006412,B,PL12,UDSET0111,UDGRP0111,R001,006411,006411,R,0,RETURN,11,N,INSPECTOR_011,20240721,035151,QA_MANAGER_011,20260212,085656,STAT06,006411,00044877
200,900000006412,L,006413,A,PL13,UDSET0112,UDGRP0112,R002,006412,006412,R,1,SCRAP,12,Y,INSPECTOR_012,20240720,045252,QA_MANAGER_012,20260212,095757,STAT07,006412,00044884
300,900000006413,P,006414,B,PL14,UDSET0113,UDGRP0113,A002,006413,006413,R,0,REWORK,13,N,INSPECTOR_013,20240719,055353,QA_MANAGER_013,20260212,105858,STAT08,006413,00044891
100,900000006414,S,006415,A,PL15,UDSET0114,UDGRP0114,A003,006414,006414,R,0,ACCEPT,14,Y,INSPECTOR_014,20240718,065454,QA_MANAGER_014,20260212,115959,STAT09,006414,00044898
200,900000006415,I,006416,B,PL16,UDSET0115,UDGRP0115,A001,006415,006415,R,0,RETURN,15,N,INSPECTOR_015,20240717,075555,QA_MANAGER_015,20260212,120000,STAT10,006415,00044905
300,900000006416,L,006417,A,PL17,UDSET0116,UDGRP0116,R001,006416,006416,R,0,SCRAP,16,Y,INSPECTOR_016,20240716,085656,QA_MANAGER_016,20260212,130101,STAT11,006416,00044912
100,900000006417,P,006418,B,PL18,UDSET0117,UDGRP0117,R002,006417,006417,R,0,REWORK,17,N,INSPECTOR_017,20240715,095757,QA_MANAGER_017,20260212,140202,STAT12,006417,00044919
200,900000006418,S,006419,A,PL19,UDSET0118,UDGRP0118,A002,006418,006418,R,0,ACCEPT,18,Y,INSPECTOR_018,20240714,105858,QA_MANAGER_018,20260212,150303,STAT13,006418,00044926
300,900000006419,I,006420,B,PL20,UDSET0119,UDGRP0119,A003,006419,006419,R,1,RETURN,19,N,INSPECTOR_019,20240713,115959,QA_MANAGER_019,20260212,160404,STAT14,006419,00044933
100,900000006420,L,006421,A,PL01,UDSET0120,UDGRP0120,A001,006420,006420,R,0,SCRAP,20,Y,INSPECTOR_020,20240712,120000,QA_MANAGER_020,20260212,170505,STAT00,006420,00044940
200,900000006421,P,006422,B,PL02,UDSET0121,UDGRP0121,R001,006421,006421,R,0,REWORK,21,N,INSPECTOR_021,20240711,130101,QA_MANAGER_021,20260212,180606,STAT01,006421,00044947
300,900000006422,S,006423,A,PL03,UDSET0122,UDGRP0122,R002,006422,006422,R,0,ACCEPT,22,Y,INSPECTOR_022,20240710,140202,QA_MANAGER_022,20260212,190707,STAT02,006422,00044954
100,900000006423,I,006424,B,PL04,UDSET0123,UDGRP0123,A002,006423,006423,R,0,RETURN,23,N,INSPECTOR_023,20240709,150303,QA_MANAGER_023,20260212,200808,STAT03,006423,00044961
200,900000006424,L,006425,A,PL05,UDSET0124,UDGRP0124,A003,006424,006424,R,0,SCRAP,24,Y,INSPECTOR_024,20240708,160404,QA_MANAGER_024,20260212,210909,STAT04,006424,00044968
300,900000006425,P,006426,B,PL06,UDSET0125,UDGRP0125,A001,006425,006425,R,0,REWORK,25,N,INSPECTOR_025,20240707,170505,QA_MANAGER_025,20260212,221010,STAT05,006425,00044975
100,900000006426,S,006427,A,PL07,UDSET0126,UDGRP0126,R001,006426,006426,R,1,ACCEPT,26,Y,INSPECTOR_026,20240706,180606,QA_MANAGER_026,20260212,231111,STAT06,006426,00044982
200,900000006427,I,006428,B,PL08,UDSET0127,UDGRP0127,R002,006427,006427,R,0,RETURN,27,N,INSPECTOR_027,20240705,190707,QA_MANAGER_027,20260212,001212,STAT07,006427,00044989
300,900000006428,L,006429,A,PL09,UDSET0128,UDGRP0128,A002,006428,006428,R,0,SCRAP,28,Y,INSPECTOR_028,20240704,200808,QA_MANAGER_028,20260212,011313,STAT08,006428,00044996
100,900000006429,P,006430,B,PL10,UDSET0129,UDGRP0129,A003,006429,006429,R,0,REWORK,29,N,INSPECTOR_029,20240703,210909,QA_MANAGER_029,20260212,021414,STAT09,006429,00045003
200,900000006430,S,006431,A,PL11,UDSET0130,UDGRP0130,A001,006430,006430,R,0,ACCEPT,30,Y,INSPECTOR_030,20240702,221010,QA_MANAGER_030,20260212,031515,STAT10,006430,00045010
300,900000006431,I,006432,B,PL12,UDSET0131,UDGRP0131,R001,006431,006431,R,0,RETURN,31,N,INSPECTOR_031,20240701,231111,QA_MANAGER_031,20260212,041616,STAT11,006431,00045017
100,900000006432,L,006433,A,PL13,UDSET0132,UDGRP0132,R002,006432,006432,R,0,SCRAP,32,Y,INSPECTOR_032,20240630,001212,QA_MANAGER_032,20260212,051717,STAT12,006432,00045024
200,900000006433,P,006434,B,PL14,UDSET0133,UDGRP0133,A002,006433,006433,R,1,REWORK,33,N,INSPECTOR_033,20240629,011313,QA_MANAGER_033,20260212,061818,STAT13,006433,00045031
300,900000006434,S,006435,A,PL15,UDSET0134,UDGRP0134,A003,006434,006434,R,0,ACCEPT,34,Y,INSPECTOR_034,20240628,021414,QA_MANAGER_034,20260212,071919,STAT14,006434,00045038
100,900000006435,I,006436,B,PL16,UDSET0135,UDGRP0135,A001,006435,006435,R,0,RETURN,35,N,INSPECTOR_035,20240627,031515,QA_MANAGER_035,20260212,082020,STAT00,006435,00045045
200,900000006436,L,006437,A,PL17,UDSET0136,UDGRP0136,R001,006436,006436,R,0,SCRAP,36,Y,INSPECTOR_036,20240626,041616,QA_MANAGER_036,20260212,092121,STAT01,006436,00045052
300,900000006437,P,006438,B,PL18,UDSET0137,UDGRP0137,R002,006437,006437,R,0,REWORK,37,N,INSPECTOR_037,20240625,051717,QA_MANAGER_037,20260212,102222,STAT02,006437,00045059
100,900000006438,S,006439,A,PL19,UDSET0138,UDGRP0138,A002,006438,006438,R,0,ACCEPT,38,Y,INSPECTOR_038,20240624,061818,QA_MANAGER_038,20260212,112323,STAT03,006438,00045066
200,900000006439,I,006440,B,PL20,UDSET0139,UDGRP0139,A003,006439,006439,R,0,RETURN,39,N,INSPECTOR_039,20240623,071919,QA_MANAGER_039,20260212,122424,STAT04,006439,00045073
300,900000006440,L,006441,A,PL01,UDSET0140,UDGRP0140,A001,006440,006440,R,1,SCRAP,40,Y,INSPECTOR_040,20240622,082020,QA_MANAGER_040,20260212,132525,STAT05,006440,00045080
100,900000006441,P,006442,B,PL02,UDSET0141,UDGRP0141,R001,006441,006441,R,0,REWORK,41,N,INSPECTOR_041,20240621,092121,QA_MANAGER_041,20260212,142626,STAT06,006441,00045087
200,900000006442,S,006443,A,PL03,UDSET0142,UDGRP0142,R002,006442,006442,R,0,ACCEPT,42,Y,INSPECTOR_042,20240620,102222,QA_MANAGER_042,20260212,152727,STAT07,006442,00045094
300,900000006443,I,006444,B,PL04,UDSET0143,UDGRP0143,A002,006443,006443,R,0,RETURN,43,N,INSPECTOR_043,20240619,112323,QA_MANAGER_043,20260212,162828,STAT08,006443,00045101
100,900000006444,L,006445,A,PL05,UDSET0144,UDGRP0144,A003,006444,006444,R,0,SCRAP,44,Y,INSPECTOR_044,20240618,122424,QA_MANAGER_044,20260212,172929,STAT09,006444,00045108
200,900000006445,P,006446,B,PL06,UDSET0145,UDGRP0145,A001,006445,006445,R,0,REWORK,45,N,INSPECTOR_045,20240617,132525,QA_MANAGER_045,20260212,183030,STAT10,006445,00045115
300,900000006446,S,006447,A,PL07,UDSET0146,UDGRP0146,R001,006446,006446,R,0,ACCEPT,46,Y,INSPECTOR_046,20240616,142626,QA_MANAGER_046,20260212,193131,STAT11,006446,00045122
100,900000006447,I,006448,B,PL08,UDSET0147,UDGRP0147,R002,006447,006447,R,1,RETURN,47,N,INSPECTOR_047,20240615,152727,QA_MANAGER_047,20260212,203232,STAT12,006447,00045129
