MANDT,EBELN,EBELP,ZEKKN,VGABE,GJAHR,BELNR,BUZEI,BEWTP,BWART,BUDAT,MENGE,BPMNG,DMBTR,WRBTR,WAERS,AREWR,WESBS,BPWES,SHKZG,BWTAR,ELIKZ,XBLNR,LFGJA,LFBNR,CPUDT,CPUTM,REEWR,EVERE,REFWR,MATNR,WERKS,XWSBR,ETENS,KNUMV,MWSKZ,LSMNG,LSMEH,EMATN,AREWW,HSWAE,BAMNG,CHARG,BLDAT,XWOFF,XUNPL,ERNAM
100,4597865176,00040,01,2,2024,5060273635,2533,E,102,20230918,367.331,367.331,103168.58,103168.58,EUR,104328.25,18.367,18.367,S,VAL2,X,REF64142,2024,6161675707,20230918,204337,98010.15,OK,100073.52,MAT552605,PL01,X,8637,6515614004,C2,367.331,EA,MAT552605,101105.21,EUR,367.331,B7622,20230918,X,N,USER78
100,4560021803,00016,05,1,2022,5591590134,8358,E,105,20230614,233.049,233.049,43831.86,43831.86,USD,44551.98,11.652,11.652,S,VAL5,X,REF91325,2022,6792629255,20230614,044328,41640.27,OK,42516.9,MAT551710,PL01,X,5018,8532392136,B1,233.049,KG,MAT551710,42955.22,USD,233.049,B5647,20230614,X,N,USER25
200,4502706578,00036,01,1,2023,5888690650,5616,R,105,20230606,308.507,308.507,63432.12,63432.12,EUR,62505.23,15.425,15.425,H,VAL1,X,REF98629,2023,6198890963,20230606,205323,60260.51,OK,61529.16,MAT380945,PL01,X,2150,4337746056,B1,308.507,KG,MAT380945,62163.48,EUR,308.507,B1325,20230606,X,N,USER2
300,4599099593,00002,02,1,2022,5306682242,7312,E,102,20240318,312.994,312.994,90370.76,90370.76,INR,89897.15,15.65,15.65,H,VAL2,X,REF16798,2022,6645476995,20240318,170702,85852.22,OK,87659.64,MAT515881,PL01,X,3578,1845524103,C2,312.994,EA,MAT515881,88563.34,INR,312.994,B5460,20240318,X,N,USER32
200,4546883436,00005,01,2,2025,5334613724,9838,R,105,20251008,497.223,497.223,101602.55,101602.55,USD,103113.75,24.861,24.861,H,VAL2,X,REF94558,2025,6320410892,20251008,130044,96522.42,OK,98554.47,MAT291034,PL04,X,3770,9259079727,B1,497.223,EA,MAT291034,99570.5,USD,497.223,B8922,20251008,X,N,USER95
100,4511748067,00003,03,2,2023,5193982842,4603,Q,122,20260208,474.782,474.782,61023.73,61023.73,INR,60302.76,23.739,23.739,H,VAL3,X,REF22010,2023,6517439037,20260208,092453,57972.54,OK,59193.02,MAT157915,PL04,X,4264,8587758972,B1,474.782,KG,MAT157915,59803.26,INR,474.782,B9094,20260208,X,N,USER85
300,4574606601,00026,02,2,2025,5381402910,2290,R,102,20240404,213.171,213.171,50427.73,50427.73,INR,51434.14,10.659,10.659,S,VAL1,X,REF75537,2025,6986937048,20240404,175659,47906.34,OK,48914.9,MAT178797,PL03,X,9171,4166076918,A0,213.171,EA,MAT178797,49419.18,INR,213.171,B2204,20240404,X,N,USER53
200,4553869477,00010,02,3,2023,5173643841,8596,E,101,20250727,74.859,74.859,27504.69,27504.69,USD,27608.4,3.743,3.743,H,VAL3,X,REF27671,2023,6982874140,20250727,135945,26129.46,OK,26679.55,MAT454237,PL04,X,2630,7334919039,B1,74.859,LTR,MAT454237,26954.6,USD,74.859,B8474,20250727,X,N,USER73
300,4560199365,00020,04,3,2025,5100232723,8532,R,105,20240427,415.102,415.102,108275.21,108275.21,USD,109461.4,20.755,20.755,S,VAL3,X,REF12812,2025,6683742120,20240427,154537,102861.45,OK,105026.95,MAT959051,PL03,X,3848,8718768861,A0,415.102,LTR,MAT959051,106109.71,USD,415.102,B4947,20240427,X,N,USER13
100,4539760957,00025,03,2,2022,5264654827,8278,R,101,20250216,416.58,416.58,92184.99,92184.99,EUR,93684.69,20.829,20.829,S,VAL3,X,REF97205,2022,6181565057,20250216,003820,87575.74,OK,89419.44,MAT115790,PL02,X,6560,4074628013,B1,416.58,KG,MAT115790,90341.29,EUR,416.58,B8274,20250216,X,N,USER98
300,4555195425,00009,01,2,2024,5848762537,6248,E,101,20250120,58.253,58.253,24776.75,24776.75,USD,24868.34,2.913,2.913,H,VAL3,X,REF77979,2024,6883535549,20250120,181756,23537.91,OK,24033.45,MAT545835,PL03,X,0790,5487475841,C2,58.253,EA,MAT545835,24281.22,USD,58.253,B7937,20250120,X,N,USER93
300,4502979125,00020,03,3,2026,5603234920,7466,R,102,20251123,42.999,42.999,12712.65,12712.65,EUR,12849.51,2.15,2.15,S,VAL1,X,REF43418,2026,6577475473,20251123,100333,12077.02,OK,12331.27,MAT358846,PL01,X,6073,9825378818,C2,42.999,KG,MAT358846,12458.4,EUR,42.999,B1115,20251123,X,N,USER12
200,4589924201,00005,01,2,2024,5915147879,1791,R,105,20250523,393.709,393.709,87308.91,87308.91,USD,87865.53,19.685,19.685,S,VAL2,X,REF35080,2024,6838278226,20250523,164831,82943.46,OK,84689.64,MAT957950,PL02,X,7275,2853338906,C2,393.709,KG,MAT957950,85562.73,USD,393.709,B2480,20250523,X,N,USER60
200,4542811746,00011,03,2,2026,5514672418,4681,E,105,20240411,46.715,46.715,9996.54,9996.54,INR,9837.35,2.336,2.336,H,VAL1,X,REF20588,2026,6111000886,20240411,171519,9496.71,OK,9696.64,MAT986885,PL03,X,2998,7537890239,B1,46.715,EA,MAT986885,9796.61,INR,46.715,B7020,20240411,X,N,USER48
300,4559630741,00017,05,2,2025,5982452791,1433,E,101,20231130,380.298,380.298,122478.77,122478.77,USD,122679.32,19.015,19.015,S,VAL1,X,REF22732,2025,6778338133,20231130,072050,116354.83,OK,118804.41,MAT788690,PL03,X,7398,9523234921,C2,380.298,KG,MAT788690,120029.19,USD,380.298,B7802,20231130,X,N,USER95
100,4552785926,00008,05,2,2024,5907063752,3375,E,102,20231125,129.874,129.874,33952.96,33952.96,EUR,33338.48,6.494,6.494,H,VAL5,X,REF38300,2024,6465527707,20231125,165417,32255.31,OK,32934.37,MAT437735,PL01,X,5747,5209111185,B1,129.874,KG,MAT437735,33273.9,EUR,129.874,B7332,20231125,X,N,USER20
300,4536528793,00006,02,1,2024,5750478857,2832,R,101,20250414,328.247,328.247,135858.15,135858.15,USD,138161.07,16.412,16.412,H,VAL5,X,REF89006,2024,6520570748,20250414,182719,129065.24,OK,131782.41,MAT585500,PL04,X,3887,7296294060,A0,328.247,LTR,MAT585500,133140.99,USD,328.247,B8296,20250414,X,N,USER97
100,4523351372,00036,03,2,2022,5763696781,6110,E,102,20260103,26.19,26.19,10801.54,10801.54,USD,10726.92,1.31,1.31,H,VAL2,X,REF71217,2022,6813809760,20260103,092625,10261.46,OK,10477.49,MAT770511,PL04,X,6439,2057851642,B1,26.19,LTR,MAT770511,10585.51,USD,26.19,B5918,20260103,X,N,USER99
100,4585037136,00021,05,2,2026,5837062922,8368,E,122,20240511,271.185,271.185,71785.38,71785.38,USD,70661.2,13.559,13.559,H,VAL5,X,REF11833,2026,6614934045,20240511,191336,68196.11,OK,69631.82,MAT290669,PL01,X,3044,3284461163,C2,271.185,KG,MAT290669,70349.67,USD,271.185,B3454,20240511,X,N,USER70
200,4539562934,00034,04,2,2024,5328215573,4475,Q,105,20250402,275.521,275.521,118118.61,118118.61,EUR,115834.26,13.776,13.776,H,VAL4,X,REF11509,2024,6052696168,20250402,120935,112212.68,OK,114575.05,MAT541323,PL04,X,7893,6771136077,C2,275.521,EA,MAT541323,115756.24,EUR,275.521,B3225,20250402,X,N,USER36
100,4550917763,00032,04,3,2024,5204641592,6987,R,105,20240130,26.722,26.722,4423.29,4423.29,USD,4416.71,1.336,1.336,S,VAL3,X,REF11247,2024,6260920237,20240130,030437,4202.13,OK,4290.59,MAT643241,PL03,X,6622,3919163384,C2,26.722,KG,MAT643241,4334.82,USD,26.722,B3918,20240130,X,N,USER73
100,4540885716,00015,02,2,2023,5953501225,8930,R,122,20231007,352.025,352.025,155644.33,155644.33,INR,156451.52,17.601,17.601,S,VAL1,X,REF16696,2023,6927864453,20231007,094207,147862.11,OK,150975.0,MAT973796,PL04,X,9907,5437348734,B1,352.025,EA,MAT973796,152531.44,INR,352.025,B3141,20231007,X,N,USER80
300,4510833712,00040,05,3,2022,5945511503,5446,Q,101,20250713,230.214,230.214,24545.42,24545.42,INR,24128.71,11.511,11.511,S,VAL1,X,REF25587,2022,6848864130,20250713,113707,23318.15,OK,23809.06,MAT549783,PL03,X,2614,4501500275,C2,230.214,LTR,MAT549783,24054.51,INR,230.214,B4639,20250713,X,N,USER98
200,4529814557,00001,03,1,2026,5581971029,2026,R,101,20231216,449.219,449.219,193788.58,193788.58,INR,190102.65,22.461,22.461,S,VAL1,X,REF52802,2026,6796072500,20231216,182057,184099.15,OK,187974.92,MAT611047,PL03,X,7283,4126286946,C2,449.219,LTR,MAT611047,189912.81,INR,449.219,B5400,20231216,X,N,USER65
300,4533577387,00030,01,2,2024,5507946184,2437,E,122,20240621,225.304,225.304,102682.3,102682.3,USD,100911.98,11.265,11.265,H,VAL2,X,REF62459,2024,6619512328,20240621,081508,97548.18,OK,99601.83,MAT833392,PL04,X,2241,4230643953,A0,225.304,KG,MAT833392,100628.65,USD,225.304,B4141,20240621,X,N,USER92
200,4561436621,00046,03,2,2026,5491701320,5156,R,105,20250629,123.07,123.07,55390.11,55390.11,EUR,54799.46,6.154,6.154,H,VAL1,X,REF77589,2026,6150906056,20250629,113638,52620.6,OK,53728.41,MAT694173,PL01,X,7231,8630412600,C2,123.07,LTR,MAT694173,54282.31,EUR,123.07,B7121,20250629,X,N,USER66
200,4523774546,00039,01,1,2025,5396529576,5950,E,101,20240530,73.578,73.578,18100.19,18100.19,USD,18027.45,3.679,3.679,H,VAL2,X,REF71152,2025,6817843737,20240530,163749,17195.18,OK,17557.18,MAT104084,PL01,X,0231,2534993439,A0,73.578,LTR,MAT104084,17738.19,USD,73.578,B5494,20240530,X,N,USER75
300,4584265234,00048,05,2,2026,5117848156,8160,E,102,20250817,207.465,207.465,68312.0,68312.0,INR,68758.49,10.373,10.373,H,VAL1,X,REF24507,2026,6882255013,20250817,155346,64896.4,OK,66262.64,MAT889142,PL01,X,1831,3518568336,C2,207.465,EA,MAT889142,66945.76,INR,207.465,B4939,20250817,X,N,USER64
100,4547515703,00022,04,1,2026,5292843642,1021,E,105,20241218,150.289,150.289,14826.01,14826.01,EUR,14997.36,7.514,7.514,S,VAL2,X,REF17799,2026,6423859708,20241218,134827,14084.71,OK,14381.23,MAT857786,PL02,X,6904,4040823489,C2,150.289,EA,MAT857786,14529.49,EUR,150.289,B5007,20241218,X,N,USER39
200,4502409944,00005,05,1,2024,5420359378,0114,R,122,20240418,364.57,364.57,94226.76,94226.76,INR,94125.46,18.229,18.229,H,VAL5,X,REF54274,2024,6379157386,20240418,113313,89515.42,OK,91399.96,MAT983675,PL01,X,2346,7288950829,A0,364.57,LTR,MAT983675,92342.22,INR,364.57,B9963,20240418,X,N,USER55
300,4501735822,00006,04,1,2022,5838039531,6361,Q,122,20250104,428.026,428.026,198775.27,198775.27,EUR,199011.94,21.401,21.401,S,VAL3,X,REF55804,2022,6741789683,20250104,125721,188836.51,OK,192812.01,MAT711501,PL04,X,9302,6147635751,C2,428.026,LTR,MAT711501,194799.76,EUR,428.026,B7854,20250104,X,N,USER50
100,4541597673,00006,03,3,2025,5161399897,7324,Q,122,20240214,5.865,5.865,1201.86,1201.86,USD,1179.13,0.293,0.293,H,VAL4,X,REF71501,2025,6897010298,20240214,040448,1141.77,OK,1165.8,MAT496842,PL01,X,8954,6312009995,C2,5.865,LTR,MAT496842,1177.82,USD,5.865,B4181,20240214,X,N,USER63
300,4500242783,00046,05,1,2026,5086248688,4390,Q,105,20240220,238.324,238.324,75462.91,75462.91,USD,74056.44,11.916,11.916,H,VAL3,X,REF72774,2026,6551807598,20240220,052743,71689.76,OK,73199.02,MAT383723,PL03,X,4342,4100520680,B1,238.324,EA,MAT383723,73953.65,USD,238.324,B3134,20240220,X,N,USER39
200,4561800382,00043,01,3,2026,5203180707,3561,Q,122,20250406,177.205,177.205,77231.26,77231.26,INR,75873.99,8.86,8.86,S,VAL4,X,REF10729,2026,6975586884,20250406,050552,73369.7,OK,74914.32,MAT204956,PL04,X,0987,2277477720,C2,177.205,KG,MAT204956,75686.63,INR,177.205,B2154,20250406,X,N,USER26
200,4564144254,00023,01,1,2022,5519103413,6509,Q,101,20240606,303.148,303.148,111825.23,111825.23,EUR,112636.96,15.157,15.157,S,VAL2,X,REF54866,2022,6463617097,20240606,135341,106233.97,OK,108470.47,MAT916712,PL04,X,7375,5930597643,B1,303.148,EA,MAT916712,109588.73,EUR,303.148,B2765,20240606,X,N,USER92
200,4597955497,00045,01,2,2026,5810140855,5477,R,102,20231031,162.153,162.153,74525.52,74525.52,INR,74550.83,8.108,8.108,H,VAL2,X,REF98307,2026,6736308070,20231031,070306,70799.24,OK,72289.75,MAT686257,PL04,X,0469,1681146955,A0,162.153,KG,MAT686257,73035.01,INR,162.153,B8885,20231031,X,N,USER4
200,4501694477,00014,05,2,2023,5543857609,7937,Q,102,20250308,420.584,420.584,151254.62,151254.62,INR,153180.79,21.029,21.029,S,VAL5,X,REF31927,2023,6712165349,20250308,140727,143691.89,OK,146716.98,MAT167872,PL03,X,8430,5244820194,A0,420.584,LTR,MAT167872,148229.53,INR,420.584,B8663,20250308,X,N,USER19
100,4554789954,00029,04,1,2025,5974326654,8837,R,101,20250418,309.904,309.904,45038.35,45038.35,EUR,44993.97,15.495,15.495,H,VAL2,X,REF26377,2025,6524648354,20250418,123748,42786.43,OK,43687.2,MAT882431,PL03,X,0932,6727482323,A0,309.904,EA,MAT882431,44137.58,EUR,309.904,B6614,20250418,X,N,USER36
200,4587497369,00006,04,3,2023,5898673825,4351,E,122,20230914,410.898,410.898,196183.25,196183.25,USD,200001.22,20.545,20.545,H,VAL1,X,REF98055,2023,6518151418,20230914,021639,186374.09,OK,190297.75,MAT246921,PL04,X,8002,2798994701,B1,410.898,EA,MAT246921,192259.58,USD,410.898,B3369,20230914,X,N,USER31
300,4508587137,00033,05,3,2025,5063078435,5031,R,101,20230927,416.916,416.916,136173.1,136173.1,EUR,138194.19,20.846,20.846,S,VAL4,X,REF49667,2025,6826708696,20230927,221723,129364.44,OK,132087.91,MAT247777,PL04,X,3898,8446096203,A0,416.916,KG,MAT247777,133449.64,EUR,416.916,B6375,20230927,X,N,USER71
200,4572318984,00040,04,1,2022,5314685121,1174,Q,101,20240816,181.157,181.157,39184.26,39184.26,USD,39131.01,9.058,9.058,S,VAL4,X,REF52282,2022,6866039566,20240816,234521,37225.05,OK,38008.73,MAT450375,PL03,X,9672,4111460624,A0,181.157,LTR,MAT450375,38400.57,USD,181.157,B1852,20240816,X,N,USER52
100,4519736581,00020,04,1,2022,5305946211,8123,E,105,20250821,472.643,472.643,203354.65,203354.65,INR,205694.82,23.632,23.632,S,VAL3,X,REF55798,2022,6617981879,20250821,212346,193186.92,OK,197254.01,MAT397719,PL04,X,1137,6611495812,A0,472.643,EA,MAT397719,199287.56,INR,472.643,B2937,20250821,X,N,USER90
200,4554505266,00027,02,3,2024,5905458946,7638,Q,105,20230618,485.4,485.4,65791.12,65791.12,INR,65922.64,24.27,24.27,S,VAL3,X,REF21104,2024,6604529541,20230618,090713,62501.56,OK,63817.39,MAT454095,PL01,X,7937,9535359683,C2,485.4,KG,MAT454095,64475.3,INR,485.4,B3725,20230618,X,N,USER52
300,4593894309,00028,01,3,2023,5880621811,7741,E,102,20251211,208.523,208.523,22645.6,22645.6,INR,22722.7,10.426,10.426,S,VAL1,X,REF27090,2023,6914840806,20251211,112413,21513.32,OK,21966.23,MAT175048,PL04,X,7991,4192128582,B1,208.523,EA,MAT175048,22192.69,INR,208.523,B2578,20251211,X,N,USER41
200,4577530115,00001,04,1,2026,5354927094,7915,E,102,20231106,48.826,48.826,9440.51,9440.51,EUR,9482.18,2.441,2.441,S,VAL2,X,REF77716,2026,6276316421,20231106,095719,8968.48,OK,9157.29,MAT885584,PL03,X,9408,7737542618,A0,48.826,KG,MAT885584,9251.7,EUR,48.826,B9332,20231106,X,N,USER40
300,4580001760,00017,03,1,2025,5644102349,0836,E,122,20241230,71.933,71.933,8116.92,8116.92,INR,8136.47,3.597,3.597,H,VAL5,X,REF65503,2025,6556802505,20241230,231230,7711.07,OK,7873.41,MAT597193,PL04,X,7856,1781980472,C2,71.933,EA,MAT597193,7954.58,INR,71.933,B2008,20241230,X,N,USER91
300,4553144089,00033,02,1,2023,5163702413,2936,Q,105,20240922,186.944,186.944,54969.01,54969.01,INR,55641.97,9.347,9.347,S,VAL5,X,REF84464,2023,6833694727,20240922,161331,52220.56,OK,53319.94,MAT395100,PL02,X,3931,5923691661,C2,186.944,EA,MAT395100,53869.63,INR,186.944,B1337,20240922,X,N,USER46
300,4581912086,00013,02,3,2022,5350900580,4311,Q,122,20230912,297.264,297.264,71658.46,71658.46,USD,71000.86,14.863,14.863,H,VAL4,X,REF59606,2022,6403594732,20230912,121610,68075.54,OK,69508.71,MAT797606,PL01,X,8634,6807465304,C2,297.264,KG,MAT797606,70225.29,USD,297.264,B5367,20230912,X,N,USER11
100,4577916650,00030,02,3,2024,5332000414,9648,E,105,20250506,233.992,233.992,80149.28,80149.28,EUR,78937.7,11.7,11.7,S,VAL3,X,REF55023,2024,6439587225,20250506,213330,76141.82,OK,77744.8,MAT116493,PL03,X,4076,2103758880,A0,233.992,EA,MAT116493,78546.29,EUR,233.992,B8279,20250506,X,N,USER94
200,4577531798,00006,05,2,2025,5592297642,4546,E,122,20241202,207.412,207.412,23696.82,23696.82,EUR,23423.83,10.371,10.371,H,VAL4,X,REF51462,2025,6587625167,20241202,120905,22511.98,OK,22985.92,MAT245213,PL01,X,6221,3119454502,C2,207.412,EA,MAT245213,23222.88,EUR,207.412,B7195,20241202,X,N,USER16
100,4591635137,00041,03,1,2023,5067346010,0726,E,101,20240205,185.808,185.808,21405.08,21405.08,USD,21789.7,9.29,9.29,S,VAL4,X,REF72210,2023,6465087481,20240205,093615,20334.83,OK,20762.93,MAT103834,PL02,X,5143,7472621651,A0,185.808,LTR,MAT103834,20976.98,USD,185.808,B7234,20240205,X,N,USER82
100,4573125224,00020,05,1,2026,5491030808,8337,Q,101,20231217,21.815,21.815,5621.94,5621.94,EUR,5711.37,1.091,1.091,S,VAL5,X,REF78670,2026,6701674036,20231217,015030,5340.84,OK,5453.28,MAT838249,PL02,X,7242,5190245162,A0,21.815,EA,MAT838249,5509.5,EUR,21.815,B1913,20231217,X,N,USER10
200,4539183990,00045,02,1,2022,5706272086,1473,R,101,20231013,424.511,424.511,86332.8,86332.8,INR,86708.42,21.226,21.226,H,VAL1,X,REF17430,2022,6006204484,20231013,043442,82016.16,OK,83742.82,MAT874992,PL03,X,0814,2260560629,C2,424.511,LTR,MAT874992,84606.14,INR,424.511,B8180,20231013,X,N,USER90
100,4503363852,00025,03,1,2022,5152435479,6747,E,105,20240613,234.322,234.322,37796.14,37796.14,EUR,37207.65,11.716,11.716,H,VAL4,X,REF83051,2022,6598240861,20240613,144251,35906.33,OK,36662.26,MAT907578,PL04,X,5813,3091852357,B1,234.322,KG,MAT907578,37040.22,EUR,234.322,B4169,20240613,X,N,USER51
200,4552605186,00046,02,1,2026,5294539409,2008,E,105,20250204,332.737,332.737,98543.39,98543.39,USD,97511.12,16.637,16.637,H,VAL5,X,REF21625,2026,6533111283,20250204,043526,93616.22,OK,95587.09,MAT784107,PL04,X,2477,7153495806,A0,332.737,LTR,MAT784107,96572.52,USD,332.737,B5447,20250204,X,N,USER26
100,4508510390,00006,01,2,2023,5369011994,1992,E,122,20250623,377.539,377.539,113937.49,113937.49,USD,112292.34,18.877,18.877,H,VAL1,X,REF84025,2023,6882802966,20250623,194933,108240.62,OK,110519.37,MAT747123,PL04,X,1178,4957162383,C2,377.539,EA,MAT747123,111658.74,USD,377.539,B5313,20250623,X,N,USER56
100,4527443701,00019,04,3,2025,5140489781,8480,R,105,20251231,327.691,327.691,48475.33,48475.33,INR,48835.89,16.385,16.385,S,VAL2,X,REF12624,2025,6824656511,20251231,094659,46051.56,OK,47021.07,MAT608047,PL03,X,6973,2230106343,C2,327.691,KG,MAT608047,47505.82,INR,327.691,B6062,20251231,X,N,USER8
100,4526376868,00016,04,1,2022,5092995643,6672,R,101,20241115,350.356,350.356,109167.43,109167.43,EUR,107690.31,17.518,17.518,H,VAL5,X,REF53358,2022,6027560446,20241115,143010,103709.06,OK,105892.41,MAT860410,PL03,X,8544,9744408951,C2,350.356,KG,MAT860410,106984.08,EUR,350.356,B5945,20241115,X,N,USER82
200,4598121350,00032,04,1,2024,5993202606,7078,R,122,20231110,278.695,278.695,25637.15,25637.15,INR,25765.02,13.935,13.935,S,VAL2,X,REF12404,2024,6260964832,20231110,190750,24355.29,OK,24868.04,MAT275195,PL04,X,4982,7811327672,A0,278.695,LTR,MAT275195,25124.41,INR,278.695,B9420,20231110,X,N,USER39
200,4500926278,00012,05,2,2025,5707567645,6889,E,102,20230915,22.774,22.774,9224.61,9224.61,INR,9318.55,1.139,1.139,S,VAL3,X,REF32297,2025,6023759382,20230915,223557,8763.38,OK,8947.87,MAT272339,PL01,X,0071,2565147550,A0,22.774,KG,MAT272339,9040.12,INR,22.774,B6106,20230915,X,N,USER57
300,4554009744,00004,05,1,2025,5648291723,2042,Q,105,20250512,448.247,448.247,33905.4,33905.4,EUR,34007.63,22.412,22.412,S,VAL2,X,REF87489,2025,6216862278,20250512,205927,32210.13,OK,32888.24,MAT367068,PL01,X,2511,8576923126,B1,448.247,KG,MAT367068,33227.29,EUR,448.247,B9955,20250512,X,N,USER54
100,4555014416,00025,02,2,2023,5811202959,4605,Q,101,20250809,139.919,139.919,63461.66,63461.66,USD,62545.17,6.996,6.996,H,VAL4,X,REF78654,2023,6123109098,20250809,054756,60288.58,OK,61557.81,MAT860040,PL02,X,5783,2447186521,A0,139.919,KG,MAT860040,62192.43,USD,139.919,B1356,20250809,X,N,USER2
100,4502490498,00023,04,1,2025,5820493987,2476,E,122,20231104,35.342,35.342,13461.41,13461.41,USD,13710.15,1.767,1.767,S,VAL4,X,REF14316,2025,6117949193,20231104,000009,12788.34,OK,13057.57,MAT185920,PL01,X,8240,7536001342,B1,35.342,EA,MAT185920,13192.18,USD,35.342,B1135,20231104,X,N,USER54
100,4539169575,00017,03,2,2023,5103793177,2568,E,105,20250114,492.409,492.409,141823.64,141823.64,INR,139504.11,24.62,24.62,S,VAL1,X,REF11261,2023,6969825755,20250114,075833,134732.46,OK,137568.93,MAT290888,PL02,X,3685,7910852923,C2,492.409,EA,MAT290888,138987.17,INR,492.409,B1962,20250114,X,N,USER56
100,4533585528,00038,03,3,2023,5560956322,9738,Q,102,20260117,468.937,468.937,78640.73,78640.73,INR,78033.21,23.447,23.447,S,VAL5,X,REF47944,2023,6552466836,20260117,135705,74708.69,OK,76281.51,MAT493491,PL02,X,2828,8416947519,C2,468.937,LTR,MAT493491,77067.92,INR,468.937,B4894,20260117,X,N,USER44
200,4547251454,00043,01,3,2023,5452006745,0307,E,101,20231213,422.831,422.831,167635.58,167635.58,USD,164766.3,21.142,21.142,S,VAL1,X,REF77392,2023,6210050251,20231213,000757,159253.8,OK,162606.51,MAT154743,PL01,X,4283,2803207736,A0,422.831,LTR,MAT154743,164282.87,USD,422.831,B8802,20231213,X,N,USER48
200,4534637289,00046,02,3,2026,5941156740,5021,E,102,20230817,85.763,85.763,22216.05,22216.05,USD,21885.12,4.288,4.288,S,VAL3,X,REF65536,2026,6634996460,20230817,085415,21105.25,OK,21549.57,MAT416829,PL01,X,9348,3322759421,B1,85.763,LTR,MAT416829,21771.73,USD,85.763,B1859,20230817,X,N,USER14
300,4585769466,00004,05,2,2025,5942221620,2859,R,122,20250921,346.267,346.267,147942.58,147942.58,INR,146670.37,17.313,17.313,S,VAL3,X,REF90437,2025,6475762346,20250921,215838,140545.45,OK,143504.3,MAT132209,PL03,X,6978,4680371080,C2,346.267,EA,MAT132209,144983.73,INR,346.267,B8932,20250921,X,N,USER30
200,4519634003,00045,01,2,2023,5694065144,2132,E,102,20250422,430.336,430.336,163983.84,163983.84,EUR,161835.2,21.517,21.517,S,VAL1,X,REF31967,2023,6850769019,20250422,003855,155784.65,OK,159064.32,MAT438812,PL01,X,1221,1113660238,C2,430.336,LTR,MAT438812,160704.16,EUR,430.336,B4473,20250422,X,N,USER45
200,4524238230,00029,02,2,2022,5889375485,5371,Q,105,20251117,404.535,404.535,46982.69,46982.69,USD,47768.08,20.227,20.227,S,VAL2,X,REF95014,2022,6937748524,20251117,094604,44633.56,OK,45573.21,MAT967780,PL02,X,8769,5734107110,C2,404.535,LTR,MAT967780,46043.04,USD,404.535,B6499,20251117,X,N,USER57
100,4524402232,00015,01,2,2024,5317080522,5305,R,122,20250104,227.014,227.014,90110.94,90110.94,INR,90187.98,11.351,11.351,H,VAL2,X,REF75728,2024,6932501132,20250104,120733,85605.39,OK,87407.61,MAT191471,PL04,X,7885,5929808755,C2,227.014,LTR,MAT191471,88308.72,INR,227.014,B3974,20250104,X,N,USER51
300,4593779272,00013,02,3,2022,5032901652,5894,E,122,20231009,250.193,250.193,103997.72,103997.72,INR,103255.92,12.51,12.51,H,VAL2,X,REF61569,2022,6367892192,20231009,200346,98797.83,OK,100877.79,MAT866739,PL01,X,9644,7253834006,A0,250.193,KG,MAT866739,101917.77,INR,250.193,B7754,20231009,X,N,USER59
200,4518980697,00050,02,3,2026,5363496708,6284,E,122,20250907,362.768,362.768,144613.84,144613.84,INR,144254.4,18.138,18.138,S,VAL4,X,REF54327,2026,6189864270,20250907,045538,137383.15,OK,140275.42,MAT693830,PL04,X,6705,4905484246,C2,362.768,KG,MAT693830,141721.56,INR,362.768,B5163,20250907,X,N,USER3
200,4523492379,00040,04,1,2023,5833215496,3864,R,122,20250815,399.807,399.807,185470.47,185470.47,USD,184377.63,19.99,19.99,S,VAL3,X,REF32291,2023,6738642475,20250815,112059,176196.95,OK,179906.36,MAT470695,PL01,X,3122,4200196011,A0,399.807,LTR,MAT470695,181761.06,USD,399.807,B7993,20250815,X,N,USER62
200,4596443527,00037,05,1,2022,5160852365,2053,Q,101,20230716,347.739,347.739,142239.16,142239.16,INR,142537.9,17.387,17.387,S,VAL4,X,REF70962,2022,6392392046,20230716,141143,135127.2,OK,137971.99,MAT147637,PL03,X,7438,7190461439,A0,347.739,LTR,MAT147637,139394.38,INR,347.739,B2656,20230716,X,N,USER53
200,4542240510,00006,04,1,2026,5599639663,8658,Q,122,20240105,482.0,482.0,100390.96,100390.96,USD,102137.59,24.1,24.1,H,VAL2,X,REF15470,2026,6436222491,20240105,035707,95371.41,OK,97379.23,MAT270263,PL01,X,5062,8909712110,C2,482.0,EA,MAT270263,98383.14,USD,482.0,B2747,20240105,X,N,USER76
200,4514690009,00026,01,1,2022,5989150502,6745,R,102,20250527,250.923,250.923,13223.64,13223.64,INR,13317.65,12.546,12.546,S,VAL5,X,REF40852,2022,6096197801,20250527,205920,12562.46,OK,12826.93,MAT265928,PL03,X,2444,9478490425,C2,250.923,LTR,MAT265928,12959.17,INR,250.923,B8628,20250527,X,N,USER66
300,4551166998,00038,05,3,2024,5045804437,2113,R,102,20230920,41.957,41.957,7791.41,7791.41,INR,7916.32,2.098,2.098,S,VAL2,X,REF40545,2024,6196304877,20230920,155757,7401.84,OK,7557.67,MAT360197,PL01,X,2651,2734680776,A0,41.957,EA,MAT360197,7635.58,INR,41.957,B6253,20230920,X,N,USER39
