MANDT,MATNR,WERKS,CHARG,SOBKZ,LIFNR,LFGJA,LFMON,LBLAB,LBINS,LBEIN,LBUML
400,MAT441631,PL35,YD9PAWYF,O,V986712,2022,07,3409.166,798.408,231.375,1430.895
200,MAT614017,PL28,U9A34IGD,K,V140484,2023,09,3956.785,523.926,194.51,110.668
400,MAT907943,PL17,LMMZI19T,E,V511369,2024,02,2961.158,118.609,78.158,368.612
300,MAT741607,PL47,FCCSLM9C,Q,V951305,2024,06,3722.296,400.918,44.167,750.879
200,MAT970620,PL16,S16WG89V,Q,V870238,2022,05,2541.328,327.138,306.29,1552.029
200,MAT843342,PL06,K7OABW1L,Q,V374008,2023,01,1333.933,220.611,277.066,1678.662
400,MAT561427,PL08,ODKWIVQ2,Q,V953810,2025,12,3562.836,373.04,70.322,1799.402
300,MAT185872,PL18,PGJ375II,"",V400290,2026,08,3743.65,958.113,19.514,1792.126
300,MAT958773,PL21,E6T9KVWC,E,V211159,2026,04,4312.643,10.93,337.503,55.394
300,MAT121812,PL44,W8E20ECC,Q,V736320,2024,11,3868.781,852.191,77.582,1726.272
300,MAT430071,PL18,OWYY1PRN,E,V412789,2022,08,3086.421,88.26,490.38,1864.741
300,MAT180467,PL14,UTHFIMIM,E,V118739,2025,07,520.118,842.517,273.3,1534.408
200,MAT824103,PL22,2J8KI1H9,K,V730004,2025,07,2113.195,300.813,130.714,115.968
100,MAT668360,PL49,HLJ5TYRZ,Q,V118158,2023,12,796.509,774.588,426.974,1747.281
100,MAT121412,PL14,PJ4WODFE,O,V258813,2024,01,4052.418,256.075,110.741,935.993
400,MAT520639,PL16,Z1XH029N,K,V520363,2022,02,1658.808,338.825,52.956,374.36
300,MAT126719,PL12,1QBZJAPY,E,V852561,2025,08,32.167,676.671,468.549,813.145
300,MAT531273,PL46,0WEG33CE,E,V579398,2025,08,2856.445,317.376,123.324,1967.985
200,MAT203739,PL29,S9YTRT5C,K,V837459,2022,07,4024.028,103.367,14.136,94.641
400,MAT858795,PL34,NOSP7KAD,"",V783767,2024,02,2007.606,243.727,188.157,1594.35
100,MAT613819,PL35,IX3IIXRW,O,V736853,2023,06,863.035,360.201,142.88,1432.952
400,MAT347714,PL21,8ZYA4BQU,"",V296307,2025,06,4621.102,753.167,155.962,1965.779
100,MAT296528,PL40,3HF45DHE,"",V119396,2024,08,3192.788,515.344,195.559,1366.289
300,MAT445810,PL29,KV20UOX6,E,V729657,2026,02,481.739,13.124,232.138,938.224
400,MAT896642,PL22,OY7CLKRC,K,V195382,2025,03,4973.085,245.512,191.628,672.57
300,MAT795333,PL17,SB9WK0AF,"",V495383,2023,09,665.456,398.007,181.036,782.037
100,MAT539721,PL49,IPAUXQ4H,E,V979821,2024,10,4808.889,854.405,11.751,1565.691
300,MAT608832,PL35,GF2L2SI8,E,V246396,2023,05,4548.381,689.679,57.649,1345.953
100,MAT171443,PL06,SMBLV2YG,O,V610570,2026,08,845.677,405.459,131.579,1893.494
400,MAT511112,PL10,O4NH65DF,"",V553672,2023,09,4900.75,279.402,227.525,970.916
200,MAT565189,PL12,DHH8QNLD,Q,V846009,2025,05,2203.62,356.437,27.199,763.209
200,MAT812052,PL27,LF9JD4WD,K,V307657,2026,09,2683.241,601.35,168.212,1837.967
400,MAT506295,PL43,VNIMCBE4,"",V474980,2022,01,3321.802,183.361,135.3,1988.894
100,MAT818927,PL38,R85D2ACN,O,V650024,2022,09,3916.093,692.069,399.156,1624.954
100,MAT362330,PL06,KRV97D94,O,V653058,2024,02,1305.932,278.62,424.935,341.109
300,MAT255701,PL33,APYSGEEK,O,V665921,2024,11,4690.132,318.982,24.324,1755.571
300,MAT193147,PL20,GT5GM8X7,E,V707091,2024,05,4052.134,105.928,344.636,213.207
100,MAT128083,PL37,YZK3OJMX,Q,V923958,2023,12,770.352,976.697,134.875,953.241
200,MAT193821,PL34,GUHQXLUU,"",V558890,2025,12,1227.188,275.054,111.738,441.86
200,MAT873921,PL48,T3LDG1R8,K,V289711,2026,12,1188.272,725.288,148.252,855.266
200,MAT512234,PL49,RSCJ5DJK,Q,V437766,2024,09,163.167,689.11,202.422,1535.597
100,MAT414319,PL09,UMNM5RLK,Q,V300452,2023,04,94.481,365.137,146.285,1062.92
400,MAT762373,PL20,BDCKGD5W,E,V120830,2026,05,4658.849,238.192,177.008,802.892
400,MAT153942,PL28,T4NQ1TQD,O,V315929,2024,04,893.766,524.836,15.663,632.791
100,MAT806623,PL35,W06CJOTW,Q,V269773,2026,11,1051.438,442.771,274.003,616.237
200,MAT634632,PL42,2SKJWJEX,K,V963629,2025,10,4780.886,183.353,357.686,1861.02
200,MAT198138,PL23,3Q3TRKRR,Q,V688255,2024,06,2943.172,679.862,428.728,21.919
100,MAT657785,PL41,VWV8JV18,K,V349333,2025,11,1362.947,608.175,85.881,314.832
400,MAT131103,PL49,OWP7CHYY,"",V863737,2025,07,1332.331,805.639,353.505,1670.038
200,MAT567439,PL28,O2LN09QJ,Q,V825186,2023,10,4617.457,939.515,266.296,612.469
100,MAT841332,PL28,WUWU6AC0,E,V518394,2022,03,938.519,340.962,129.565,1170.363
200,MAT146514,PL30,SWJL40FT,K,V908333,2026,12,4980.226,193.98,111.76,907.597
200,MAT661781,PL18,K4WIKA56,E,V342673,2022,08,2866.885,721.187,405.855,1129.536
200,MAT833719,PL24,19E4DWCD,Q,V167429,2026,10,3877.217,210.034,407.615,820.093
200,MAT837393,PL31,FETT2GN1,Q,V739096,2026,02,2709.882,263.68,372.931,430.195
200,MAT888245,PL13,XJKK1HYP,K,V618154,2025,06,1462.536,526.995,451.904,1941.63
200,MAT492176,PL50,G8FAZXR3,"",V530991,2026,04,4417.034,364.895,239.478,346.444
200,MAT447760,PL21,VD3LBPIW,O,V659230,2024,09,4673.499,685.861,131.673,546.919
200,MAT276037,PL29,Y4UWXKSQ,K,V195510,2026,09,22.756,25.162,115.949,177.175
300,MAT991569,PL21,1LYWBH2H,Q,V459952,2024,06,4130.178,318.876,362.152,682.036
100,MAT982575,PL17,690566NV,E,V886716,2022,05,2687.771,47.246,462.665,1319.345
400,MAT642471,PL01,TN3U093R,Q,V977269,2024,05,2699.418,931.97,104.87,97.871
200,MAT490675,PL31,YULPZNRT,O,V807943,2024,07,542.477,812.918,276.821,1403.902
100,MAT877688,PL36,ICYX1AUV,E,V928372,2024,02,3298.622,372.006,95.459,1158.139
300,MAT902103,PL03,UMGRNKB7,K,V797312,2024,02,1658.914,244.916,467.808,1481.413
400,MAT232725,PL27,OF6K1JYL,K,V735756,2025,01,3674.028,720.747,150.132,1373.398
300,MAT681262,PL07,BHY6PNHT,O,V368770,2025,06,3979.275,188.231,132.568,1666.456
400,MAT159367,PL01,LYC4Y0U8,"",V568483,2023,05,3244.885,899.375,275.836,57.541
400,MAT709914,PL28,V7YDO7OM,E,V305237,2026,07,508.904,443.588,265.294,394.348
200,MAT213218,PL03,JFIWQCMI,K,V770688,2022,01,2093.648,683.596,382.648,400.144
300,MAT212884,PL45,BMO0OZFY,O,V128767,2022,06,1428.983,895.366,454.858,1242.886
200,MAT294613,PL45,PRBG98Y0,E,V838455,2025,07,3357.667,282.517,497.11,153.205
200,MAT335405,PL21,MBDED99P,K,V125222,2025,03,476.454,820.663,298.552,1412.709
100,MAT814055,PL36,9N1L0523,K,V298776,2024,10,1476.454,712.369,412.17,819.983
100,MAT270938,PL39,T2R047TG,Q,V919335,2024,07,4687.27,0.131,21.864,699.539
400,MAT759262,PL37,VXR4E34Z,K,V976112,2023,03,766.872,614.654,319.818,1686.192
400,MAT219443,PL48,7FOQKZ6H,E,V424150,2026,11,4235.746,929.191,430.143,1967.243
100,MAT726664,PL16,UAN16QO3,E,V940355,2024,11,891.185,42.59,283.851,1478.034
300,MAT561478,PL41,6T6RX6M5,E,V740815,2026,05,4765.89,0.767,417.14,1047.585
100,MAT203767,PL26,OAPVCC9Y,O,V106132,2023,07,646.525,149.131,194.874,1702.651
300,MAT784057,PL05,98H47HZZ,"",V872213,2026,09,2264.643,442.906,269.094,695.878
400,MAT316452,PL39,86NU77CE,Q,V848351,2024,01,4149.113,320.574,13.728,670.505
200,MAT824837,PL23,LEK668MM,O,V467393,2025,07,1351.44,408.53,399.175,1826.645
300,MAT467696,PL45,GFYIUNHN,O,V529514,2022,06,44.745,577.001,12.622,1020.254
100,MAT111533,PL25,J7MROSGR,"",V311845,2024,06,4808.839,823.639,219.41,140.171
200,MAT385951,PL31,P37JTS2D,E,V793914,2026,02,3776.737,568.545,34.178,1356.344
300,MAT185881,PL33,ESQJAPMB,Q,V287496,2026,02,3604.568,475.82,108.812,595.159
300,MAT140889,PL18,Y6XRNI61,Q,V198393,2025,09,1810.554,644.922,66.813,1664.35
200,MAT834153,PL05,PY25DZDE,Q,V564931,2023,08,1932.649,377.129,451.837,1556.469
400,MAT267509,PL27,KI2MOT0N,"",V940524,2023,03,3391.178,415.702,37.97,144.916
300,MAT510919,PL35,NM5ZL6BQ,E,V817931,2023,02,189.163,504.363,237.817,1879.863
100,MAT601621,PL44,WEQLZ9QA,E,V579527,2025,09,4832.106,634.821,360.117,1509.686
200,MAT890342,PL49,T2Q2MLDF,E,V706796,2022,06,3954.34,10.575,223.572,1000.616
100,MAT478915,PL06,T7PYQ3ZT,K,V984874,2025,08,3555.771,454.709,475.951,817.168
400,MAT939251,PL44,AG7RM2TU,Q,V381254,2026,10,3662.432,300.882,74.561,1932.05
100,MAT237106,PL42,RNRSFU9N,K,V995434,2023,10,1335.625,844.402,127.108,82.793
200,MAT149261,PL41,0EITLN0A,K,V419080,2022,10,3025.219,371.657,55.203,996.779
200,MAT304983,PL18,HL5VW1AK,"",V585239,2022,02,323.624,550.592,345.822,878.558
100,MAT571075,PL33,YN4PFL1Y,"",V846238,2022,02,4877.32,389.858,119.669,1500.087
300,MAT703774,PL35,M4JHY2WG,"",V620923,2026,04,302.893,290.325,203.146,43.383
400,MAT585066,PL17,WO52QSFM,E,V841349,2023,10,4851.384,37.118,88.548,149.674
400,MAT126066,PL01,YN0BT3L5,O,V650425,2025,06,1883.498,126.295,269.839,1794.792
400,MAT384837,PL25,DQSJF4AH,"",V832896,2026,08,568.518,342.892,209.79,1063.885
100,MAT833818,PL17,GC3331Y3,"",V845618,2026,05,4640.204,180.064,313.13,905.767
200,MAT839710,PL35,SJY5SLL2,O,V811697,2026,12,4108.836,652.855,457.352,964.896
300,MAT615773,PL37,Z8STMINZ,E,V735453,2025,10,2458.137,156.009,231.737,873.54
400,MAT813902,PL05,IOTWCVP1,Q,V281419,2025,11,3094.377,213.271,150.398,859.325
200,MAT859316,PL19,B1NFAQSM,"",V354179,2024,10,860.399,528.74,137.095,1656.153
100,MAT473680,PL35,F38PSKKF,Q,V423708,2026,03,2632.183,159.665,156.255,1720.054
400,MAT343307,PL13,GWDVHL4T,O,V174667,2024,02,796.717,898.31,319.815,559.475
400,MAT202278,PL08,3W40AUF7,K,V607777,2023,07,518.684,214.333,479.696,1396.108
200,MAT579872,PL24,SHDHQ431,"",V687314,2023,10,997.127,438.699,76.421,1970.077
200,MAT395503,PL23,Y2XL9VZU,Q,V687152,2026,03,4128.391,32.451,384.065,1173.343
100,MAT444288,PL41,DXBQLIVG,"",V659078,2026,05,404.894,492.756,232.335,1969.015
300,MAT181183,PL48,Q8352PQC,Q,V751510,2022,12,3378.381,243.786,257.718,325.615
100,MAT850062,PL04,R5NK1NR3,E,V387431,2024,03,4940.989,150.249,270.804,1748.405
300,MAT266068,PL40,R4IDLAMO,O,V786778,2023,01,4334.417,659.428,218.066,262.638
200,MAT219440,PL16,ZGASISAJ,Q,V294919,2025,10,2880.912,975.552,306.827,729.13
100,MAT613808,PL40,0P0AIULU,O,V395990,2026,05,873.659,736.924,66.525,1445.416
100,MAT293863,PL04,O29HJ7DE,Q,V472840,2022,08,1234.389,26.381,217.359,966.153
400,MAT547139,PL19,XO7EVUZU,"",V794583,2026,03,4250.394,508.213,455.614,34.28
200,MAT104383,PL06,VIM8I4GE,O,V162653,2022,04,4852.796,544.338,126.344,1949.194
300,MAT703284,PL08,HRIXTHP7,Q,V217873,2025,05,4440.862,729.319,319.474,354.934
400,MAT496594,PL11,L0JR3NRT,O,V836432,2025,05,456.788,149.223,66.193,1502.908
300,MAT154851,PL37,JUR0BZ1K,O,V752979,2025,02,4634.054,184.303,455.348,749.622
200,MAT518893,PL16,95CD8IFR,K,V151015,2023,12,3174.09,904.872,432.524,947.53
100,MAT467696,PL41,50C9ELXH,K,V340404,2025,11,433.403,927.675,427.675,125.197
300,MAT787916,PL26,F4IAGYHY,O,V902869,2022,05,187.212,879.977,71.559,1691.268
300,MAT475741,PL41,IDEVBFD9,Q,V489592,2026,05,3043.596,189.378,347.074,19.175
200,MAT238114,PL25,K10AQIZD,"",V344687,2024,11,4257.308,571.295,173.316,1087.972
300,MAT495592,PL41,H7M7KHBN,"",V935663,2025,06,4141.843,375.334,359.085,1521.47
100,MAT681432,PL46,B3WZB1IX,"",V893805,2023,01,1154.931,388.792,271.706,443.072
100,MAT524263,PL50,8EURTF0U,"",V371188,2022,02,1497.354,486.555,58.037,1613.667
200,MAT197263,PL30,GLFQGXUX,E,V309465,2024,11,4664.291,126.959,429.206,1261.805
300,MAT845697,PL22,MVIKOT49,K,V383028,2026,06,1673.807,706.411,24.563,640.735
100,MAT714509,PL01,5OXZWO79,E,V597801,2026,03,2860.909,682.402,300.836,1280.946
300,MAT885211,PL11,OQCPBOOX,Q,V560082,2025,03,509.931,448.428,244.198,951.569
300,MAT236976,PL38,HLHXQMEQ,K,V192429,2022,01,1920.403,92.782,324.756,438.049
400,MAT832133,PL47,PVTPCHQW,"",V724571,2022,09,1691.116,53.601,364.46,793.317
200,MAT735096,PL26,558A7Z82,E,V246532,2025,10,3632.691,73.102,362.356,1892.44
300,MAT665194,PL45,C9XP8GH7,K,V860164,2025,10,2900.705,250.765,68.367,594.646
200,MAT819732,PL13,8TMO1CLF,O,V376041,2025,12,3193.306,793.14,406.579,740.741
100,MAT298197,PL42,AB36ANG2,Q,V550026,2024,04,4447.221,487.234,488.952,945.041
300,MAT357139,PL13,YGZFDQTN,Q,V977969,2022,01,955.533,873.357,79.677,1535.596
300,MAT708564,PL11,Z0EVTSTG,E,V959817,2023,05,4092.113,823.439,294.158,1615.429
300,MAT291081,PL23,W0400DXU,Q,V837614,2023,01,2577.44,679.88,102.858,933.159
400,MAT634395,PL07,1E4XJKJM,K,V427081,2024,12,1262.124,476.475,207.468,321.986
200,MAT664354,PL18,DOH15K7O,Q,V780184,2025,06,550.304,423.512,101.892,1894.017
400,MAT926910,PL02,OZ68I1PJ,"",V323023,2026,08,219.391,365.395,117.386,1937.558
300,MAT708338,PL22,Z2QYKLJJ,Q,V386497,2025,09,2794.88,950.954,100.176,1277.454
100,MAT850407,PL11,4EYA5K0H,O,V267219,2022,05,2743.946,284.571,183.481,199.996
400,MAT153475,PL07,LEDZXKLM,E,V439255,2025,10,3700.753,590.599,383.317,759.735
300,MAT808606,PL15,HLEB5SYL,"",V267791,2023,12,1897.358,414.991,221.582,860.443
300,MAT761245,PL33,V3A9MTZ6,O,V825386,2023,02,2672.418,916.398,98.524,963.715
100,MAT149640,PL31,OGXB67GF,"",V258277,2023,03,292.196,955.872,128.568,123.317
300,MAT802566,PL31,0OQQ50LK,O,V303748,2022,09,18.499,595.011,220.479,466.673
400,MAT304061,PL19,H4BU0ANG,E,V895338,2025,03,2971.647,874.581,398.331,1620.169
400,MAT766768,PL32,QQ9GQMKP,E,V977072,2025,04,4108.864,245.916,174.914,1976.103
400,MAT957430,PL15,0ZIXUSPT,O,V709472,2024,07,238.982,947.142,120.959,1087.415
400,MAT991789,PL29,MG0PJGM2,O,V446522,2022,07,4387.834,359.007,236.453,1013.945
400,MAT880032,PL33,W3RK3RQ8,"",V666810,2026,06,2313.866,274.679,225.058,1633.717
100,MAT492397,PL42,BVMUVZEQ,E,V786379,2024,08,4054.732,371.853,127.03,1012.944
100,MAT877730,PL16,N5O1D2HK,O,V734955,2024,05,2999.496,920.524,259.504,743.358
300,MAT599884,PL20,XOIOO63O,O,V138422,2024,11,2280.274,736.062,356.276,314.472
400,MAT468965,PL13,NTYS7VEO,Q,V842928,2026,07,3252.07,139.31,295.903,1687.72
200,MAT814480,PL39,XIIDT62B,K,V664269,2023,06,1862.1,337.168,342.333,1820.333
400,MAT492083,PL08,UWPEFPK1,O,V722895,2026,01,4760.45,947.247,128.973,920.13
100,MAT310814,PL22,HJN2EF6Z,E,V557801,2022,01,941.734,716.884,238.47,164.551
400,MAT179468,PL42,WM2O43II,O,V583285,2022,10,1510.035,884.022,382.351,1243.166
300,MAT882826,PL49,YGP1GRPM,O,V678833,2022,11,939.091,872.641,364.241,1535.109
100,MAT724698,PL16,7HY9OI9X,"",V546807,2026,09,4971.366,758.104,411.43,1407.148
200,MAT584358,PL17,ZBVWA104,Q,V516917,2022,07,3746.091,193.387,170.413,1195.497
300,MAT757306,PL08,PUI01GW2,K,V493783,2022,04,553.685,817.687,169.266,431.708
100,MAT937260,PL05,KZJNRWKJ,K,V362967,2026,02,4359.014,479.232,334.537,54.073
300,MAT874641,PL07,DTYW5Y24,O,V851269,2026,02,466.123,240.203,464.444,48.835
400,MAT113724,PL30,OC7F76EY,Q,V733053,2023,02,4279.01,818.629,231.804,1752.808
400,MAT592399,PL50,8D48U933,E,V302639,2024,08,4410.678,290.183,222.599,654.405
200,MAT425773,PL24,IUPY48ZT,E,V210927,2026,07,3659.213,193.1,477.238,720.836
100,MAT903007,PL42,W7M9KGK7,E,V234529,2026,01,2822.646,221.086,51.895,277.644
100,MAT966210,PL09,O0TUD3OI,E,V828660,2026,08,2028.844,457.067,446.924,1859.799
300,MAT702403,PL08,QHYQUNBF,Q,V886830,2024,06,2351.777,3.374,211.427,936.167
200,MAT774678,PL31,LFBVVA2E,O,V355362,2022,01,488.349,269.377,485.832,1836.656
400,MAT895116,PL35,YIPIKVCM,"",V510860,2026,02,4783.924,453.328,143.091,1329.145
300,MAT164436,PL20,3ZF9Y223,K,V814630,2023,05,1588.769,900.742,359.605,1783.69
300,MAT111570,PL29,QUDJOZXI,Q,V576651,2026,06,1077.342,24.016,268.347,1539.31
400,MAT191615,PL09,ML4VR1KV,K,V544917,2022,08,2152.659,374.903,141.065,294.894
400,MAT852935,PL17,JYIPEB9A,E,V363094,2026,11,587.637,557.367,182.904,1441.939
300,MAT502063,PL48,J5T29275,E,V818301,2024,05,4569.123,425.34,440.989,370.808
400,MAT516116,PL44,CBG9SILH,Q,V510726,2023,12,4093.049,168.536,245.834,74.174
200,MAT642351,PL33,HT2P4CO1,K,V401452,2024,09,4557.851,376.948,296.943,1246.971
300,MAT966636,PL17,7UQLKQIX,K,V139172,2024,01,437.799,611.824,294.238,257.15
300,MAT150703,PL05,YMORN2XM,"",V194871,2024,05,1676.269,353.227,291.826,949.916
300,MAT461148,PL37,BUS21IPK,Q,V309026,2026,06,4372.657,404.646,12.358,444.13
400,MAT119916,PL40,G4WQ36BC,Q,V232780,2025,02,2285.741,78.785,22.221,1037.144
400,MAT887216,PL39,NMYZRZER,K,V770611,2022,08,240.81,311.31,83.49,831.543
100,MAT603848,PL19,LX2EFZ4Z,"",V658188,2026,05,3733.596,117.795,96.637,400.551
200,MAT812488,PL06,85SJLTB3,E,V671411,2024,03,400.768,17.456,289.31,874.083
200,MAT929455,PL23,NQFS0NZE,K,V506753,2024,02,2439.176,980.333,441.707,495.795
100,MAT900392,PL17,SMA1Q98T,O,V129508,2022,06,157.519,274.073,410.416,1641.456
300,MAT522706,PL22,PT728GG5,"",V262498,2024,07,4010.564,340.768,212.484,1486.762
300,MAT536811,PL24,8AA9MZHP,Q,V862830,2022,09,65.854,687.392,262.809,1231.654
300,MAT496431,PL04,3IP60MWF,E,V132816,2023,01,2947.751,312.117,343.787,311.767
300,MAT142518,PL47,I0RMBG5N,"",V465957,2024,10,2976.605,30.74,306.591,1891.661
300,MAT529945,PL40,OG8OG7SM,E,V656520,2023,02,4590.007,796.288,377.398,885.948
400,MAT450938,PL12,H0B5F3US,K,V799060,2024,12,3256.299,212.477,18.929,383.094
400,MAT741441,PL47,UB72U2ZU,Q,V322326,2022,02,1992.068,720.767,349.81,1198.942
300,MAT125715,PL12,KXCYM9EJ,O,V581861,2026,09,703.146,403.2,46.504,1197.012
300,MAT448696,PL30,R5K0NQBR,"",V718931,2026,11,2117.824,788.62,325.213,692.918
100,MAT972671,PL48,WDDZYNYH,"",V814210,2025,08,2648.079,141.868,163.088,776.364
400,MAT729540,PL27,8QJHFK9X,O,V800008,2023,01,1867.96,253.046,39.208,348.9
300,MAT320530,PL47,NPKDFUF2,K,V584934,2026,07,671.065,279.99,205.129,1745.214
200,MAT167993,PL21,SJJ6U9XY,O,V570016,2026,08,640.789,201.771,434.256,294.998
200,MAT568054,PL45,A4BO50YJ,O,V280309,2023,10,4108.943,175.893,371.138,981.479
100,MAT929121,PL44,UD2JBI2Y,"",V393952,2023,10,1387.607,660.199,301.777,1073.622
100,MAT513888,PL11,7YH55CWI,K,V705584,2023,06,825.638,589.967,324.464,1120.469
400,MAT775725,PL32,5XIASUBL,K,V590940,2023,08,93.609,435.461,400.278,980.015
400,MAT348767,PL03,OIPIDDFH,"",V227687,2025,04,840.517,634.486,177.202,171.924
100,MAT683609,PL04,N5VDB0MV,"",V584146,2023,04,439.548,460.048,147.375,224.112
300,MAT995711,PL44,GQ06ZG4Y,K,V335996,2025,10,1555.064,382.274,461.821,929.755
300,MAT399958,PL39,8TKUXXYQ,"",V789604,2026,11,3191.966,69.372,446.279,975.748
300,MAT128851,PL36,5W5PV7MT,O,V518612,2026,12,4284.83,252.2,43.906,940.489
100,MAT930951,PL48,BHELL6W8,"",V593339,2024,08,3206.255,806.853,407.365,389.006
400,MAT214577,PL13,3CF346NK,E,V403722,2023,03,839.863,918.311,183.797,40.772
400,MAT992019,PL39,22SH38CT,Q,V840213,2022,03,3281.105,925.681,491.809,1861.105
300,MAT973342,PL50,JAPEEQK5,Q,V106097,2026,05,4820.45,623.651,246.523,1206.029
200,MAT465109,PL04,QZ6CY9Q4,E,V585171,2026,09,3852.513,28.332,69.957,433.98
400,MAT420567,PL19,1JP6WM9F,K,V317844,2023,08,287.842,794.051,190.279,508.489
100,MAT812006,PL20,3768XHUW,"",V138142,2022,12,1162.343,947.94,108.742,1850.406
100,MAT294635,PL27,DWI8ALJW,K,V601558,2024,10,94.884,82.45,49.435,1698.872
300,MAT644588,PL04,RORTD31L,Q,V464995,2026,10,4363.818,25.828,21.731,1101.846
100,MAT181577,PL03,KF2LRGY0,K,V831772,2025,03,3961.47,480.659,324.456,290.51
200,MAT638972,PL03,5NJYNBZL,Q,V425679,2023,04,3551.541,1.926,384.582,1546.992
100,MAT529324,PL40,6DA9A4ZU,K,V343143,2026,08,3494.033,475.736,479.369,1879.841
100,MAT400011,PL32,756QFS6Y,K,V772028,2024,03,1213.685,459.419,138.197,1656.957
200,MAT245860,PL14,ZUEH3MMW,K,V498443,2026,07,4788.11,653.502,136.601,1069.914
300,MAT283509,PL18,OGC1PZZM,"",V532557,2022,09,3009.993,422.96,309.933,317.766
300,MAT521660,PL13,QOU0AXSC,O,V488370,2025,10,3146.114,79.787,470.519,1769.976
100,MAT511875,PL16,T4QFUA2S,"",V616832,2022,12,885.891,921.352,5.802,1389.574
100,MAT776206,PL29,Z1A0XBIN,Q,V271781,2022,11,4470.593,159.67,351.301,198.577
400,MAT608215,PL18,7BJNFKT7,K,V806405,2025,03,2467.331,994.039,423.31,1623.34
300,MAT423850,PL03,TO0Z9XDJ,K,V559639,2024,01,3625.892,558.58,446.756,1995.583
200,MAT530694,PL42,Q5T5VPHZ,Q,V461814,2025,04,390.797,956.501,412.358,1492.458
200,MAT796250,PL13,VYBV20BY,Q,V282301,2023,05,468.838,215.567,40.423,1724.401
200,MAT326242,PL45,BDP3U6KK,Q,V282959,2024,05,2430.512,131.597,34.304,553.237
400,MAT556773,PL19,CH5C2KBB,O,V675196,2026,02,1209.616,540.681,389.035,168.895
200,MAT996083,PL41,Y1O86VXD,O,V608548,2026,08,4237.553,92.698,344.32,1564.189
400,MAT105583,PL13,D50FN767,Q,V971275,2024,06,2168.319,152.46,212.98,91.918
100,MAT179389,PL31,SB3FWTEB,O,V490383,2024,02,4990.654,317.917,415.296,1945.54
100,MAT294298,PL13,VV4VP2LO,O,V663809,2024,11,416.233,369.41,452.635,1172.033
100,MAT875215,PL49,KMOPM4NM,O,V488120,2024,04,357.41,302.546,205.576,874.453
200,MAT294875,PL13,6CPE4FV7,K,V798219,2026,11,889.906,604.2,457.722,133.337
400,MAT409681,PL38,69KOQXFN,K,V367866,2026,11,4680.623,955.834,187.744,1064.893
100,MAT876239,PL41,NZ5C5RLZ,K,V201582,2023,10,3562.227,196.912,361.53,1830.676
300,MAT355163,PL23,H9OZVPT3,"",V708089,2022,08,4174.165,132.459,303.767,255.803
400,MAT226398,PL22,GYJXN4F1,E,V674511,2023,01,745.437,416.971,112.846,522.862
200,MAT601670,PL13,TI84HFRE,Q,V291530,2023,03,3652.711,745.084,45.063,955.925
200,MAT132897,PL13,X1MEJ5V7,Q,V345794,2023,12,4262.309,914.793,238.303,1458.015
100,MAT792046,PL28,PUQRMKLS,"",V381282,2026,07,105.106,575.4,411.791,535.903
300,MAT184252,PL21,WLGW0S9E,K,V996400,2022,11,555.96,779.641,152.574,1072.356
200,MAT621357,PL13,WGG9UYMK,K,V453755,2022,08,2669.065,156.057,172.587,1277.711
400,MAT303576,PL01,RVMWD2BA,"",V698910,2022,03,749.891,186.075,92.058,1655.657
100,MAT676863,PL38,S2IKAVTN,"",V554732,2023,03,3370.815,544.478,83.154,1239.293
300,MAT772667,PL26,G9EXA1EB,K,V226218,2025,06,1868.019,648.222,76.408,1545.834
200,MAT380354,PL22,5838WO28,K,V152586,2023,04,1290.217,530.016,176.98,1201.384
300,MAT586089,PL26,75B5D4EI,Q,V835450,2023,12,1602.622,812.76,461.862,1378.504
100,MAT228786,PL31,GZW9UM3Y,"",V430237,2023,03,1171.406,872.03,376.66,1226.995
400,MAT775460,PL28,RJC6NOOT,E,V164549,2023,05,2293.554,610.065,294.173,1840.606
400,MAT373007,PL35,EQGRELCI,O,V676838,2026,06,1623.109,599.723,143.296,659.048
300,MAT121250,PL37,99MEWZXD,K,V150476,2025,12,1637.893,353.295,472.02,867.943
100,MAT800685,PL28,6NWR2XE4,Q,V572785,2026,04,3351.746,210.316,261.7,549.589
400,MAT735599,PL23,ZW87OIM3,O,V758589,2026,04,4495.333,654.652,58.956,1280.197
100,MAT379390,PL40,WY5WVWIF,Q,V712894,2026,04,573.558,960.797,367.059,76.978
300,MAT146324,PL27,FYBV2Z9C,"",V505956,2023,09,819.399,980.04,0.259,1795.738
300,MAT904306,PL22,IADF9Z41,"",V834095,2023,07,4400.003,549.292,127.876,263.374
200,MAT363195,PL14,7VB0ZIP1,"",V715519,2022,04,1173.24,872.461,106.81,577.117
200,MAT151800,PL50,C4VVA6WP,O,V693635,2022,05,1025.022,302.296,234.911,483.722
400,MAT654348,PL15,95VTMGBV,E,V955775,2026,04,741.024,718.379,75.469,1361.616
400,MAT226594,PL25,NK90GR6A,Q,V753947,2024,04,536.273,349.051,481.264,822.635
200,MAT173593,PL05,I3U6BVUJ,O,V209019,2023,10,3143.353,105.792,314.645,1910.328
300,MAT312376,PL09,ZS51OEM3,"",V776616,2026,03,2146.452,516.408,106.578,1517.699
400,MAT434987,PL31,MVQ09LHY,O,V989256,2026,04,64.252,430.2,472.879,126.114
200,MAT106575,PL06,I257GG1P,O,V702487,2023,01,549.694,129.37,407.886,1956.087
400,MAT755582,PL46,FUKGVE40,K,V282315,2022,07,3941.763,49.748,77.116,1289.289
