EINME,INSME,LABST,LFGJA,LFMON,LGORT,MANDT,MATNR,RETME,SPEME,UMLME,VKLAB,VKUML,WERKS
426.378,252.34,4607.033,2023,03,S030,100,351332938181624077,308.438,237.69,2502.225,116195.52,95300.24,P025
1056.46,1568.685,9221.459,2023,02,S008,100,647856977901761915,9.741,539.302,1756.74,169529.0,52959.84,P042
701.971,1094.021,4510.886,2021,11,S078,100,354815548019986401,30.477,59.385,707.294,65934.08,23227.48,P003
717.72,1187.034,1540.291,2021,02,S026,100,665670604764354542,315.807,3.138,1798.068,46476.32,66931.56,P047
125.704,1425.61,117.149,2025,11,S016,100,723803509327586136,296.532,135.573,1087.814,3092.98,27142.91,P005
366.448,1724.044,3251.588,2026,02,S066,100,205985846211642555,442.603,701.752,48.876,71287.83,1757.1,P049
502.116,1858.782,6488.604,2026,12,S085,100,133000041110106700,275.131,362.631,2611.68,175190.88,92453.27,P040
311.499,1839.043,7422.413,2026,06,S034,100,509847036052093936,343.792,103.248,2401.763,170273.24,69012.08,P003
363.881,1890.758,5050.63,2021,06,S071,100,438872404409802440,408.061,286.928,2242.949,131156.89,81835.28,P001
247.951,1616.231,4990.126,2022,06,S060,100,865404993182103243,418.091,271.954,1509.735,102831.16,33020.83,P018
693.399,1331.762,4907.438,2023,10,S063,100,769006224486031353,271.214,753.304,876.565,75438.91,11307.21,P031
1345.207,1777.859,4028.395,2024,11,S044,100,745858859887504225,471.266,847.606,881.022,135297.67,11057.46,P040
1153.285,193.985,4138.492,2020,06,S090,100,924683046644050129,122.161,746.06,594.566,78963.99,13461.58,P044
660.692,398.761,7077.57,2020,04,S033,100,110940406937915542,319.404,2.799,1263.749,136728.09,44713.58,P034
1396.035,617.372,4178.825,2020,04,S047,100,560143193796233048,104.719,172.133,1480.905,146045.16,18400.07,P009
1345.467,949.831,9198.628,2021,08,S059,100,686699214411344718,21.164,392.244,2271.011,254709.78,86465.61,P044
1496.059,334.861,228.219,2023,05,S084,100,195116438291487420,279.087,604.227,1976.224,2603.19,20365.88,P031
1467.872,1216.531,1202.444,2022,11,S026,100,624886819634434153,208.284,424.83,1654.419,19973.05,47160.0,P013
1371.19,951.865,689.215,2020,03,S035,100,442286468727543203,470.429,893.299,2220.193,8987.85,63231.85,P009
903.95,697.84,9114.079,2022,12,S042,100,590952013497021794,109.02,943.814,1487.137,337612.38,49324.19,P009
768.217,1892.01,6025.533,2022,03,S082,100,164587370103835167,152.971,829.712,1549.987,209462.96,21030.83,P050
19.149,193.86,6838.869,2026,11,S081,100,189602502804539094,422.585,304.776,693.343,131025.96,22652.94,P013
1315.318,899.84,2538.351,2023,05,S096,100,224451691853772728,177.5,747.39,239.115,67452.88,5287.94,P001
1236.579,130.558,2896.506,2021,02,S073,100,272625128514829181,179.693,221.267,537.691,45881.01,17323.88,P024
614.76,1020.893,6093.607,2022,10,S083,100,442136940282962411,149.056,891.447,1360.417,138220.25,21622.97,P001
759.652,152.592,7243.175,2025,03,S033,100,478041110435115559,224.937,315.403,2673.67,230367.45,104716.34,P033
215.203,1687.758,6731.499,2022,04,S054,100,509622363724873185,375.351,535.579,801.638,228273.99,14473.97,P047
802.239,1969.905,2917.083,2022,01,S005,100,587218398010988387,335.856,114.878,2870.861,93790.25,93539.26,P050
969.322,1014.204,9228.667,2026,04,S016,100,640976195127994633,381.973,479.533,398.006,216125.39,7513.29,P033
210.183,630.059,958.628,2024,03,S026,100,892736662708574137,403.169,493.318,2996.623,17910.75,69976.94,P016
461.276,1994.662,6067.596,2025,02,S008,100,600295683681871336,486.945,492.476,1064.533,232325.73,23375.5,P045
840.699,305.728,2085.364,2026,05,S021,100,336893091675672905,482.22,860.438,2013.558,48453.08,36824.27,P041
797.937,1025.507,4663.029,2024,02,S056,100,885750210535153078,151.821,231.882,2112.209,116015.72,21414.9,P045
535.369,263.987,9455.523,2025,09,S028,100,751463307972063586,85.425,839.996,992.35,257146.23,11754.58,P018
732.557,801.719,5820.3,2021,10,S003,100,121639496124110883,259.114,66.236,2577.309,230611.12,87102.11,P002
1045.973,1291.291,1039.803,2020,05,S100,100,194096587842028173,365.873,409.609,178.526,28403.19,3030.0,P017
587.142,1491.152,6765.804,2021,06,S050,100,957620517455042918,245.881,28.973,1993.735,195119.8,22980.05,P017
1078.361,7.182,4636.045,2023,08,S040,100,251465362321417596,2.174,645.682,445.306,165296.62,9393.57,P020
416.785,1267.486,5618.866,2024,09,S030,100,632993377296367700,26.422,965.005,1204.127,142237.75,43890.12,P018
747.799,85.076,6722.497,2020,08,S094,100,139095122266581997,346.461,413.889,2534.023,259635.64,81333.59,P023
1249.562,467.296,9242.547,2020,12,S051,100,535060689695447156,193.647,941.048,1297.77,191665.34,33999.8,P013
1252.94,1091.724,6193.847,2026,05,S013,100,106813354544770723,174.817,158.14,2633.543,197475.68,40711.3,P023
680.078,511.042,3833.305,2024,05,S012,100,591534268878968512,35.881,937.183,1318.996,117244.32,16462.6,P023
1407.666,752.177,6716.326,2026,08,S067,100,664702794026138955,272.986,150.613,755.389,187282.81,22468.99,P044
1402.781,276.282,9112.888,2022,01,S098,100,669673733430912593,8.643,830.181,1704.789,208093.6,22386.2,P016
1190.521,495.869,7615.443,2026,12,S078,100,822769829455599043,158.075,869.277,2663.96,166787.34,72121.38,P045
412.281,1879.676,5636.677,2021,12,S022,100,304226117093697822,274.061,529.475,33.79,177986.25,1307.74,P015
462.484,1052.769,4838.642,2021,04,S062,100,532323048780484610,94.868,213.527,1497.681,165351.61,34235.12,P043
1012.983,128.689,3889.952,2025,10,S072,100,411367578762212227,63.734,392.903,993.071,107947.94,30558.85,P009
847.983,235.279,2429.686,2023,02,S092,100,554643993477732633,37.941,0.411,2010.999,80054.42,24902.75,P004
1208.974,22.802,6967.784,2025,02,S005,100,999263598360879622,278.843,729.048,401.806,77637.75,11649.68,P014
917.078,1093.748,8537.519,2022,02,S083,100,879147769876572057,177.957,820.009,100.566,234623.38,1561.76,P046
294.569,1033.098,3039.931,2020,10,S059,100,346824625927111253,32.839,452.69,72.844,50706.97,760.67,P039
1413.337,1940.97,3620.973,2024,03,S029,100,883849796147799812,58.518,762.626,98.013,55180.26,1311.13,P020
1478.154,899.548,2069.786,2023,03,S024,100,950343863099464830,352.628,885.585,753.725,73891.92,28537.62,P008
1030.105,333.04,9086.992,2021,09,S021,100,147356438611171520,271.49,812.209,1459.115,94284.79,36350.09,P024
731.967,661.991,5786.75,2026,06,S025,100,544847093232476073,438.808,493.766,1535.754,184070.81,56312.57,P015
1353.38,819.018,5386.429,2021,07,S090,100,774150957576359926,152.715,416.554,1702.351,183711.53,29759.08,P041
62.493,641.117,3252.44,2025,07,S042,100,716141183064803854,445.941,875.628,2402.261,67641.78,60630.18,P043
275.318,113.39,5024.267,2022,08,S003,100,959703787613010624,252.167,780.902,2590.56,150496.95,64202.51,P020
997.772,92.926,4736.798,2024,08,S016,100,241519255255446131,353.392,369.984,1595.306,114035.47,45671.03,P040
904.317,1364.816,2617.709,2021,01,S030,100,509661037875451693,380.536,280.656,1849.453,64429.71,38047.48,P005
239.824,439.529,1651.575,2021,12,S071,100,874208146753443960,472.629,481.275,1937.456,32159.41,57197.95,P007
292.112,1483.328,9078.293,2021,07,S011,100,483955194615614990,237.069,348.176,158.229,170602.17,5277.58,P030
462.906,805.072,2991.154,2020,03,S097,100,206518684363029089,153.022,379.27,540.976,55952.83,14993.82,P022
1025.134,1107.151,1845.05,2022,05,S040,100,375465334037490123,62.245,791.807,1717.435,34005.11,30041.76,P044
385.07,474.961,6118.814,2020,09,S018,100,646189211141909881,116.806,357.112,2160.455,238085.55,70392.58,P047
70.018,1992.892,7361.036,2026,04,S088,100,916608219571869382,294.037,989.637,67.596,121508.99,1457.82,P013
380.877,1494.351,6518.72,2026,10,S088,100,249235217969933497,290.385,458.878,2805.033,100573.99,102673.4,P036
64.072,1099.306,9315.592,2024,12,S063,100,301968501425321186,178.786,722.802,2564.232,125230.89,52188.15,P033
140.979,1294.431,5591.416,2024,05,S004,100,616592160699451520,137.036,974.196,2700.478,67444.06,69145.96,P010
1187.969,24.921,8400.98,2024,01,S023,100,442799108320906196,177.728,631.226,935.289,271839.32,18278.36,P041
825.423,1302.649,7118.292,2024,07,S075,100,904555923149841618,243.341,944.485,199.731,215161.9,4832.82,P007
937.394,209.455,9575.041,2026,10,S078,100,177025110267477865,362.851,346.347,731.804,380060.55,22012.74,P006
1378.681,598.783,8887.021,2021,10,S077,100,247618603708090457,210.641,951.325,2496.234,196028.86,67983.53,P005
349.861,303.379,518.206,2023,02,S085,100,397377600661032757,459.275,202.444,1584.138,12427.45,42817.83,P002
1233.408,1093.316,3663.691,2026,01,S023,100,256841396517719104,381.602,391.042,1788.019,106556.9,35079.25,P005
1164.614,1577.164,4396.537,2024,09,S042,100,246723866129691462,388.022,768.83,2685.872,66199.88,79016.84,P014
387.799,1536.444,9050.208,2023,04,S038,100,382410006252660359,46.851,483.432,2913.423,108671.56,94797.87,P005
1013.549,986.0,9224.288,2020,06,S036,100,950675118997870630,368.89,126.522,1728.693,335196.35,19708.77,P009
611.644,1382.633,4178.12,2025,11,S070,100,691143260768633546,142.594,450.462,678.67,141241.27,24649.4,P034
910.466,819.234,1594.718,2025,09,S061,100,974772516055777896,36.056,898.043,783.097,24696.48,19558.24,P026
544.918,1274.124,3437.937,2020,12,S034,100,913589453979344717,425.249,939.84,712.875,119025.1,22465.27,P004
400.393,1728.796,149.195,2020,12,S062,100,199660475475767036,188.21,264.495,2318.946,1816.77,31863.49,P027
268.615,1044.607,2354.522,2025,08,S089,100,204861974263933530,437.211,579.875,1059.975,91004.76,23296.09,P044
1471.522,1684.951,8540.448,2020,09,S084,100,916297507309136575,187.41,488.984,1370.83,269424.55,53405.36,P050
151.014,1703.09,49.358,2026,10,S049,100,594873557634461501,338.729,436.927,1126.001,726.45,16259.78,P014
1005.469,799.778,8611.371,2026,08,S082,100,248308835279040759,488.393,133.389,2274.735,323234.2,54993.0,P001
511.071,14.352,6610.504,2022,02,S060,100,377148304592492029,42.322,497.84,2336.507,159161.41,65878.68,P012
499.874,846.853,2763.381,2024,01,S004,100,961093582166922487,451.649,623.105,805.154,76979.47,23209.63,P018
138.164,738.275,845.877,2020,03,S084,100,477064576056799246,33.159,946.319,342.355,19052.22,12852.81,P016
277.826,266.622,7860.438,2023,07,S035,100,801486914568310918,50.77,664.405,1015.644,200324.52,11985.3,P049
398.134,314.085,667.307,2025,08,S038,100,884026767483345251,78.582,383.849,2759.372,22998.8,79192.9,P041
299.701,759.801,9965.453,2023,10,S029,100,227876825076286826,339.564,310.982,2115.778,251592.59,34481.6,P019
796.681,114.358,8130.638,2021,06,S048,100,261008550495110180,290.36,264.908,1877.186,135370.2,44979.54,P008
3.985,1513.578,5567.214,2021,03,S047,100,303143049840114050,319.526,61.993,1858.221,138833.67,21836.61,P011
763.034,1896.568,8897.259,2024,04,S031,100,111892523819006854,152.473,741.761,2034.165,330752.1,44117.11,P028
755.515,161.721,1241.372,2022,06,S073,100,283147760518523392,68.818,669.916,1990.56,40870.6,25571.43,P029
113.978,1232.331,1754.568,2025,09,S088,100,473490732000448298,187.064,36.335,1550.034,38541.97,38350.99,P041
328.278,1572.348,403.696,2024,10,S033,100,532210697589349308,382.78,207.123,1750.078,13726.74,20928.88,P046
4.235,1645.821,3761.728,2025,07,S004,100,865000179554078205,21.182,370.65,1140.041,109017.62,24486.41,P037
1004.655,81.823,6324.777,2026,02,S022,100,898853268410340325,306.708,420.524,1738.538,79761.77,48216.26,P035
981.286,235.307,852.802,2024,09,S088,100,731281510595069237,344.191,931.481,1586.726,24888.19,40531.15,P016
204.686,1460.117,6343.666,2025,05,S071,100,888387232659904852,426.813,385.038,2442.446,204178.82,41878.09,P049
636.788,1616.266,7047.661,2023,01,S070,100,192221849466333710,358.822,743.686,1962.277,182220.12,47815.15,P021
1439.928,1585.308,633.147,2023,01,S049,100,731572003117283625,407.286,569.126,101.692,14590.13,2523.53,P012
1235.902,1387.308,5197.629,2021,01,S078,100,115230848592276670,270.484,133.549,1322.037,59464.78,28955.01,P017
248.252,1070.788,2537.29,2023,09,S062,100,744035267351363913,385.197,312.018,1671.774,27252.68,60097.07,P030
1064.358,193.882,6515.004,2020,06,S078,100,268037930761878963,145.75,168.505,614.692,88330.62,16237.91,P039
502.193,866.472,1932.732,2020,04,S078,100,884098610859589250,384.118,507.298,1199.954,53470.49,26020.71,P005
257.306,763.441,5023.784,2022,04,S051,100,121808664065278851,429.516,650.545,659.428,97349.4,21161.33,P039
883.073,786.003,6433.599,2023,04,S010,100,507364960635046889,352.969,166.44,2978.675,156024.53,89908.94,P030
994.93,995.567,5377.62,2022,11,S072,100,724914726250220026,438.133,796.912,795.585,74752.73,14836.53,P006
713.414,517.365,5406.218,2025,06,S030,100,100019062880563525,498.427,129.669,1067.937,194823.72,22475.89,P037
845.974,34.55,9161.297,2023,09,S069,100,813780470141514294,402.542,552.36,670.073,155521.03,9529.26,P007
1022.317,1113.793,4283.034,2026,08,S012,100,302673901829898012,98.29,762.274,2237.376,46051.85,52753.73,P038
277.242,1729.614,967.839,2022,10,S097,100,277989151136111838,77.038,360.276,226.015,9785.31,2513.42,P008
778.793,43.646,8670.663,2025,10,S091,100,830679811312830102,105.735,263.847,704.226,157920.08,20252.43,P036
1367.566,1382.841,3180.943,2022,07,S063,100,960173488983620211,463.959,785.251,201.442,43506.46,3028.09,P014
1373.171,512.185,8296.15,2026,03,S089,100,184831949995328056,285.743,369.789,2427.618,247561.09,32323.11,P034
54.692,1148.558,17.02,2026,10,S074,100,511634727472810922,203.236,712.824,670.707,679.7,18357.19,P021
670.575,459.141,3103.361,2023,02,S052,100,585483980552370837,231.524,68.983,1838.957,37802.28,64288.98,P044
1361.282,121.253,6027.31,2020,12,S082,100,520343384303488699,334.897,255.864,499.237,94620.49,5653.16,P049
224.471,1613.912,1676.329,2022,09,S061,100,231294226953869469,279.836,186.999,1274.625,66284.24,39109.9,P011
724.768,236.004,9072.774,2024,06,S086,100,362773226538428717,127.114,241.324,1975.176,303218.94,46665.7,P011
886.708,620.248,7876.825,2026,01,S059,100,520793164191494822,399.309,348.581,180.891,263906.04,6856.86,P020
1078.69,1069.715,2800.62,2024,08,S034,100,260476199413223788,495.045,472.768,1282.837,78393.6,40686.58,P044
862.169,440.016,4598.468,2024,11,S079,100,177673967323948472,118.455,404.201,185.946,160173.18,5235.17,P044
666.281,350.98,2101.93,2022,12,S022,100,753731748890417016,111.234,558.487,2049.93,62711.46,54708.18,P005
671.48,902.147,1409.876,2023,01,S016,100,123157534998235052,424.308,792.334,2198.878,42829.28,86145.21,P009
266.809,181.314,4642.499,2024,11,S044,100,564135964868139342,350.808,832.21,944.773,49003.19,20255.61,P044
129.52,1855.396,9257.219,2021,11,S037,100,789539043863447929,380.057,885.492,1343.943,111808.88,16595.2,P021
285.29,483.985,1474.803,2025,07,S076,100,354936302855088415,65.103,343.398,571.708,17088.67,11691.03,P003
613.279,1539.698,2064.868,2026,05,S079,100,630853652782361336,120.591,237.263,51.683,37185.5,791.18,P027
1287.242,1336.148,9636.099,2020,01,S060,100,692196182529019452,350.415,520.616,2390.956,141649.06,28823.85,P022
1075.277,221.744,7753.201,2021,04,S051,100,853731428819023439,359.53,476.652,643.793,226642.14,18449.95,P009
88.843,1584.233,8396.556,2021,02,S016,100,512731435349063837,325.68,263.452,2956.017,264818.94,62564.76,P040
12.891,1911.413,3453.827,2026,09,S023,100,943301259336075162,103.456,763.117,2083.603,129906.78,30625.99,P012
1097.802,905.139,3004.704,2020,06,S037,100,279373401327892830,343.322,310.479,240.383,34698.09,8031.34,P024
1343.79,161.3,2419.772,2024,04,S029,100,695427154736610776,175.509,782.25,2650.389,41847.61,56070.19,P025
1493.768,1673.207,2007.51,2026,10,S085,100,409741017138243657,483.636,0.744,2625.486,30541.83,83967.32,P049
525.807,1345.128,7940.875,2021,09,S044,100,112376323144129806,122.594,718.381,2950.506,279337.59,98700.97,P005
162.684,533.612,3913.882,2022,06,S018,100,123825997316737687,220.61,747.931,2967.934,58426.03,42173.97,P041
588.719,847.796,8432.797,2026,03,S016,100,447777131555722174,151.364,674.666,1491.341,212158.85,46513.22,P036
778.014,1761.571,9763.975,2020,03,S093,100,150516228181398882,254.79,129.346,465.686,368572.01,15463.91,P011
1079.104,183.026,771.611,2021,08,S095,100,815761547477158281,496.573,801.178,803.97,8117.09,24355.09,P017
1310.951,1678.838,9246.087,2020,01,S017,100,659311195334253906,280.055,26.392,2858.216,156215.31,34480.34,P033
570.487,882.002,9986.049,2026,06,S080,100,618995170442304759,111.696,111.278,1156.015,332108.84,28917.39,P016
991.527,1894.718,524.405,2026,09,S018,100,882971720280458829,32.263,311.125,2373.121,8734.07,27381.87,P003
2.489,50.326,6672.19,2025,12,S035,100,799564641564619047,94.981,213.664,659.095,208116.0,18722.6,P035
811.487,346.282,9522.739,2022,08,S015,100,281670450357393279,344.115,139.26,2857.965,96437.46,67376.42,P033
317.757,985.968,8003.118,2022,03,S035,100,138467415771532031,106.706,16.789,1339.509,228725.95,28556.51,P015
505.633,1623.585,5633.913,2021,02,S056,100,869363255698259437,135.604,346.203,2583.18,179723.0,59711.49,P012
1039.494,411.333,9925.469,2023,03,S082,100,495923624669351505,477.203,111.405,1652.216,99806.8,60707.24,P039
160.511,1516.537,950.593,2021,12,S058,100,874906213721364635,142.261,345.928,2761.076,16603.14,49079.24,P003
409.647,1110.143,3130.938,2022,01,S062,100,255862504949983683,81.318,757.89,347.285,55989.27,6829.83,P022
1045.678,782.684,9944.113,2025,10,S054,100,462005725133463177,234.282,18.749,1306.05,371275.56,42759.32,P039
889.009,1935.415,2695.87,2025,11,S064,100,726981998874295800,405.261,383.673,2742.082,38410.85,45955.81,P023
291.624,504.07,8959.617,2023,12,S035,100,409720470797367080,60.342,618.233,715.243,308359.72,20865.84,P035
1427.99,1745.117,4998.301,2026,03,S065,100,646021052067380587,318.649,635.565,1535.867,153652.48,26238.86,P033
940.913,753.679,7985.78,2026,09,S075,100,578987778803374594,22.425,530.495,37.748,187226.14,726.24,P034
177.535,1642.693,1906.986,2020,02,S027,100,480556244429440504,452.098,148.239,1813.782,72799.73,45665.34,P029
709.133,483.887,3476.492,2022,06,S015,100,160255306437013260,492.735,589.039,898.784,88791.26,10384.22,P033
359.201,608.352,1802.387,2026,09,S009,100,445327172371542565,284.845,30.341,2445.508,61260.77,43020.32,P042
409.987,483.192,696.031,2024,10,S055,100,296014701660930180,448.517,337.787,582.048,7285.23,10529.98,P035
106.406,549.922,3642.008,2021,03,S048,100,705134000131076907,415.742,635.023,2515.577,64271.46,32426.86,P039
799.103,1487.456,106.495,2021,04,S087,100,357651941784545787,15.436,758.239,35.861,2657.84,1412.55,P028
1409.15,1.184,3380.023,2025,03,S054,100,385694502631384072,436.757,134.47,1433.235,131282.29,40960.04,P022
459.943,1529.184,1502.392,2023,04,S056,100,992256004809035613,176.682,467.13,329.905,22954.89,6039.75,P004
1293.525,190.958,9225.712,2021,11,S027,100,530391639747290328,383.422,549.138,840.108,334770.99,21581.23,P015
1373.618,332.928,639.678,2021,01,S033,100,713775149991902080,114.057,83.083,601.997,13708.57,6823.28,P004
1143.69,265.763,5556.654,2026,02,S027,100,207793167718902133,196.493,16.525,638.588,64898.04,12581.8,P027
1336.725,420.422,5368.005,2026,02,S060,100,179211656529500187,255.109,255.04,2316.485,168617.03,90011.68,P025
1431.145,488.197,4780.578,2021,05,S055,100,332578386970870761,243.742,510.211,412.347,146743.23,13976.64,P046
1363.934,191.998,8380.106,2023,11,S042,100,297740243492024139,386.341,321.46,2044.208,311567.02,75562.71,P012
1158.161,75.417,5485.764,2020,05,S041,100,345698466102597130,373.984,840.31,28.872,121867.14,290.52,P005
40.992,477.601,1266.56,2021,03,S086,100,841277789979366108,383.114,496.408,2936.932,45575.53,55344.07,P009
10.226,875.422,9620.898,2020,02,S019,100,306252032326503186,458.989,504.49,2775.341,375850.32,47090.7,P023
1157.533,953.967,8858.254,2021,11,S009,100,121437948077070997,371.544,888.089,94.639,161743.82,2998.28,P011
662.798,419.878,8177.213,2025,08,S062,100,508876373222256421,125.67,862.914,22.504,168996.06,241.1,P026
57.37,878.554,1389.511,2022,09,S095,100,673095969661461051,380.781,885.952,1613.707,34316.36,35272.28,P033
1257.359,626.611,5838.887,2025,02,S082,100,564179741191976834,132.987,786.393,2162.94,194290.33,77670.6,P030
1092.315,1256.776,2908.883,2026,04,S007,100,880004603952814670,490.632,492.312,2552.449,98994.28,97151.99,P045
469.279,489.55,4480.64,2024,08,S057,100,500411961663385921,487.999,45.601,2392.901,172475.86,25547.75,P007
1353.551,307.324,8462.058,2025,05,S083,100,398459513796616290,69.365,953.83,85.877,224481.04,1001.7,P020
1041.864,831.044,2193.844,2024,03,S004,100,352612298542210485,366.03,336.184,1702.979,55775.82,68027.72,P034
5.2,27.675,3284.32,2021,02,S054,100,985558810390593858,238.163,783.333,2217.609,98653.62,45429.68,P019
337.73,611.62,310.508,2025,03,S094,100,883376749052020113,316.13,845.939,123.187,4561.05,3023.17,P027
1192.894,37.667,2205.074,2022,03,S080,100,129893085445810070,458.622,177.156,343.121,53538.89,9830.32,P004
532.794,1087.118,3689.78,2020,11,S026,100,702068869028138489,380.729,254.155,1992.64,53941.21,51389.83,P014
151.261,100.855,3632.386,2024,09,S036,100,758644950163633780,484.835,671.009,2675.959,48820.78,29507.78,P035
1496.21,351.488,107.853,2022,12,S086,100,740764286615548569,214.379,530.868,2776.497,1287.51,60603.65,P042
820.549,1693.183,1468.653,2026,12,S039,100,765099751396835840,294.931,431.241,1371.016,47028.97,24193.93,P027
184.711,1274.798,1200.722,2026,10,S071,100,328120463472916971,43.089,839.894,1360.166,13969.69,49091.97,P005
42.636,607.078,6907.841,2024,05,S075,100,766801877148336394,326.305,194.712,921.09,188376.42,18291.18,P017
46.371,1966.914,1910.072,2025,12,S067,100,457496542665383555,80.438,835.715,689.869,29413.11,7091.5,P022
742.517,1296.872,362.906,2024,07,S078,100,530391639747290328,368.123,473.641,2711.056,11492.84,66865.58,P030
91.86,1237.065,5937.266,2022,01,S021,100,401909522311195017,216.584,619.239,2807.149,176381.81,80506.51,P006
1417.292,635.267,1027.558,2026,09,S093,100,236181219632051715,231.471,878.635,2721.076,33284.1,108112.44,P035
693.483,1657.398,3058.028,2026,01,S035,100,106832880494823070,30.262,994.116,923.947,100147.97,32749.91,P027
977.691,1668.981,1635.304,2021,05,S049,100,790291664086840407,398.453,740.835,274.959,20587.99,9905.13,P047
411.706,1337.514,1030.497,2024,06,S061,100,884817667101012566,245.91,983.129,795.226,15335.51,20036.34,P012
83.818,1390.05,2260.333,2022,09,S071,100,112376323144129806,159.751,921.116,995.614,75203.46,19413.68,P021
1127.505,361.108,7465.313,2025,11,S097,100,343476434866360817,358.943,495.537,1337.384,278043.84,44820.0,P035
397.105,1315.313,1772.722,2020,04,S008,100,715713605582350563,428.017,916.783,826.858,24968.71,20017.51,P011
969.146,1598.264,239.163,2021,11,S056,100,868023469026019430,352.401,72.878,1721.052,8340.96,36826.68,P032
614.244,969.358,2736.329,2020,08,S059,100,930575779505755674,442.63,184.91,2668.149,41227.62,33430.66,P008
215.223,95.854,2217.084,2023,07,S045,100,585446306658971094,132.811,512.228,1139.236,43547.49,34191.95,P014
1142.22,1760.181,8905.475,2020,06,S041,100,612828662575336812,497.435,504.531,248.302,119856.18,5475.38,P001
361.621,688.89,5417.277,2023,07,S006,100,533816594655468288,176.524,778.102,6.614,138270.74,133.78,P004
150.84,88.724,1006.139,2025,01,S075,100,713551692503794755,316.475,561.73,2804.865,10069.51,42791.62,P040
1164.763,554.632,5937.045,2025,05,S097,100,672595789567254678,55.512,790.022,136.902,222207.1,2311.73,P003
683.852,1364.045,854.8,2025,12,S086,100,939203006929652922,80.218,294.196,2090.179,30567.31,27139.31,P007
288.78,29.254,7348.351,2026,04,S022,100,899745308475653221,350.033,967.735,787.162,163186.69,22474.85,P006
500.506,1817.937,766.253,2026,04,S030,100,862584767399013425,5.247,49.866,305.715,23534.01,9554.09,P022
1011.386,667.799,9226.476,2021,04,S062,100,110274336631356771,81.925,871.227,1671.537,137329.78,24364.57,P013
1361.855,1081.006,718.919,2025,05,S031,100,427581777525808159,293.695,960.538,1078.153,11450.84,38442.98,P023
880.104,1017.198,4086.488,2024,12,S096,100,408607951085071617,323.024,276.72,839.176,76862.23,25696.59,P008
167.807,296.181,6255.769,2026,04,S086,100,498477363457787165,449.307,75.777,1322.032,193179.73,40832.76,P026
579.607,41.012,9355.187,2024,04,S082,100,750795659095226923,245.986,382.465,713.002,183414.12,12807.47,P049
2.433,204.196,1177.569,2021,03,S096,100,910211005323880136,177.136,198.175,1276.365,33970.76,48590.73,P033
1335.864,1531.537,4683.209,2023,11,S066,100,248168360682989919,310.452,845.231,2975.546,137590.78,82750.15,P019
1430.323,724.299,1786.49,2020,01,S051,100,238091482272634634,222.105,662.523,843.673,67186.6,32301.47,P020
475.05,390.006,9962.283,2020,10,S051,100,401039392482209318,299.6,410.018,1988.151,289267.27,50587.27,P015
59.049,1307.419,7744.431,2023,02,S096,100,747036314109618186,130.862,85.853,512.519,293324.56,20140.33,P023
137.841,920.542,6072.819,2021,07,S055,100,683159097914088757,203.678,141.464,327.508,91278.36,11600.15,P045
1246.385,557.105,6971.666,2020,12,S071,100,341393641148091574,268.949,883.341,2480.288,255542.53,54771.95,P041
357.829,365.736,7977.096,2020,06,S080,100,577047397782840756,64.812,222.266,1067.602,157111.8,16142.42,P033
180.736,881.321,4065.456,2020,12,S100,100,159252674028120607,279.845,298.944,330.35,65805.98,10975.97,P047
1008.184,788.914,7875.81,2023,01,S024,100,982459629022285437,9.925,688.779,1299.096,274757.45,27208.37,P039
1362.929,990.832,9440.695,2021,12,S096,100,517080484597227342,247.65,698.196,1964.59,338738.99,62689.19,P044
53.294,1157.501,4395.989,2026,06,S005,100,471714105495303078,189.034,580.82,1646.315,163653.6,34528.9,P024
385.636,59.768,6476.925,2022,08,S011,100,598454433853085812,470.734,504.638,2800.172,235486.42,67442.98,P037
465.552,1712.507,2356.095,2021,05,S065,100,234376614638841092,374.94,930.088,1330.475,90817.75,44906.65,P002
11.905,978.754,7954.091,2023,12,S050,100,913652341703949357,405.766,417.813,522.555,315318.55,16257.51,P031
474.699,1792.455,4208.574,2021,11,S071,100,293504248057670448,338.886,271.262,2235.918,123573.28,41185.28,P007
1374.717,1621.006,1889.835,2024,11,S090,100,689000034404292553,327.804,786.574,733.837,35832.11,26749.65,P012
419.498,124.112,8872.799,2025,12,S007,100,672595789567254678,405.931,772.889,2597.586,127221.44,33624.19,P020
255.128,657.794,2422.243,2025,08,S094,100,464254113157273117,330.137,2.923,1221.223,56836.79,44127.33,P024
1288.581,1684.036,3709.955,2022,03,S033,100,298453136013402187,373.795,700.496,463.629,117139.14,14647.45,P025
119.767,1632.081,5788.234,2021,11,S003,100,726658492633411510,33.413,733.104,825.596,117930.41,32478.23,P031
109.838,903.817,2140.443,2021,02,S062,100,772098051829611444,87.97,536.041,2584.421,68012.05,90800.37,P036
898.45,770.785,7780.757,2021,09,S010,100,285258914780691761,45.868,564.44,1787.589,161222.08,31363.41,P036
1264.155,1259.747,9449.218,2026,10,S070,100,448140706088895029,209.693,257.998,208.486,298959.35,6560.0,P024
463.596,994.491,9098.28,2025,05,S042,100,266305219013343293,493.22,588.881,2242.595,240299.07,89559.25,P039
317.187,1650.703,6889.083,2022,06,S032,100,982338312704141920,127.535,971.799,2087.043,132640.14,37049.31,P034
209.094,1599.164,5171.802,2022,12,S100,100,439518246217257014,292.331,666.496,815.66,151823.7,12947.79,P008
