CEINM,CHARG,CINSM,CLABS,CRETM,CSPEM,CUMLM,LFGJA,LFMON,LGORT,MANDT,MATNR,WERKS
992.951,BATCH9894,1456.323,1938.118,28.871,473.812,552.955,2025,04,S014,100,573656373701434808,P049
1222.081,BATCH4728,378.148,5060.078,279.648,635.303,1127.677,2022,06,S039,100,283440369449769615,P019
635.978,BATCH9990,828.791,6102.452,176.262,302.905,1831.661,2022,10,S040,100,997364462295292959,P036
1181.281,BATCH0444,1695.721,8778.877,459.969,132.697,2769.394,2023,03,S059,100,600161343079139091,P047
490.797,BATCH9486,1898.088,945.001,335.658,127.389,346.911,2026,10,S016,100,875142319228603375,P031
158.069,BATCH7502,465.767,8352.764,455.358,482.514,840.652,2025,10,S016,100,864708034157298513,P040
350.942,BATCH3992,324.437,9629.947,424.105,222.212,280.379,2020,02,S084,100,249448791493053131,P032
865.085,BATCH7562,814.268,8605.639,464.744,439.533,2819.809,2021,12,S058,100,668777855281515804,P018
559.091,BATCH1830,1097.046,1687.421,324.911,94.633,323.098,2020,04,S082,100,619343705900063735,P009
745.812,BATCH5017,812.125,7297.7,378.343,292.927,2925.991,2024,11,S057,100,864930656773327039,P020
884.144,BATCH2860,855.672,9663.631,358.498,114.159,565.531,2025,06,S031,100,508100689405900093,P002
618.327,BATCH8811,1744.016,2688.09,131.79,580.145,2149.1,2020,01,S051,100,201836056270762690,P022
804.294,BATCH5766,947.702,5267.819,57.436,923.289,2425.122,2026,01,S096,100,605211971507459653,P019
1276.024,BATCH6951,1703.86,1587.714,495.804,129.443,582.36,2026,04,S061,100,682372738356079923,P016
731.412,BATCH6396,1535.224,6067.432,410.765,875.182,2035.286,2022,07,S023,100,457542286921964433,P039
269.701,BATCH7745,1375.568,6870.63,423.168,538.707,2340.729,2026,07,S062,100,939951302126277048,P023
858.687,BATCH6637,1877.937,4998.247,383.719,18.73,2245.993,2023,09,S020,100,195484831766783727,P037
612.236,BATCH6125,1582.875,3078.557,18.924,134.605,353.79,2020,10,S016,100,143577421352040507,P014
713.093,BATCH5174,650.724,4838.181,446.518,836.881,863.013,2023,04,S040,100,899278166341010708,P014
597.963,BATCH5148,802.524,3606.1,310.47,485.822,1462.617,2025,07,S044,100,500225697657247260,P020
734.727,BATCH7848,811.812,1635.447,222.997,998.289,842.811,2021,04,S063,100,431005605238580525,P007
1201.009,BATCH8003,283.112,1226.122,193.086,419.817,383.858,2024,07,S067,100,927971897789786722,P045
66.282,BATCH9951,600.593,7251.443,63.49,975.184,2755.635,2025,11,S007,100,943080190075906316,P036
1017.637,BATCH9757,11.046,2143.082,3.858,941.097,2207.47,2020,02,S078,100,191738966004819039,P023
1429.47,BATCH1687,1344.111,660.124,170.968,646.658,1299.007,2022,11,S075,100,978739314997141596,P008
1399.885,BATCH2128,658.063,4280.095,74.375,388.988,420.301,2023,08,S014,100,196884716989328590,P017
1296.546,BATCH1288,84.798,4273.901,432.204,965.328,1109.577,2024,07,S023,100,391023897695537922,P041
599.264,BATCH9822,1667.172,9157.407,414.007,63.784,233.681,2022,11,S081,100,709242166782269328,P024
730.578,BATCH0455,1820.815,2085.148,344.885,398.814,2680.015,2021,10,S077,100,195110961087967245,P036
1313.784,BATCH8456,243.112,7738.124,217.421,854.809,2635.641,2025,02,S011,100,687465432998777709,P011
1244.419,BATCH8710,769.913,4963.657,87.041,675.189,2987.95,2022,07,S080,100,373017017926069064,P014
789.877,BATCH8123,67.511,4238.268,386.729,419.553,48.336,2021,09,S052,100,433370082530013851,P020
403.333,BATCH2995,39.967,5786.729,443.192,774.75,1408.347,2020,07,S023,100,818193478679114917,P046
896.29,BATCH2043,228.297,1273.462,95.965,837.38,2339.679,2024,06,S013,100,438324333654581296,P030
214.145,BATCH1159,1480.032,6697.309,492.986,500.212,2295.096,2020,08,S080,100,384508653994287447,P031
1462.449,BATCH3301,1681.08,7563.842,243.144,976.375,267.872,2022,08,S047,100,942427898181005204,P008
91.484,BATCH4742,400.744,3626.619,174.523,438.194,1778.372,2025,05,S054,100,481190213792893217,P037
257.114,BATCH3357,460.924,1367.392,445.229,603.153,1849.559,2022,06,S069,100,307542437309690171,P049
1377.543,BATCH9790,663.642,2738.961,30.216,623.176,1174.879,2021,08,S033,100,147356438611171520,P027
642.739,BATCH3248,1531.928,6987.559,240.924,909.79,95.73,2024,10,S021,100,989372062289409652,P050
671.37,BATCH6694,1973.069,6336.221,228.293,707.272,2856.681,2025,02,S082,100,715786473051613173,P009
668.554,BATCH2827,1702.328,5766.433,38.419,404.162,1203.532,2020,09,S100,100,971504970953902321,P019
149.506,BATCH0226,1458.94,1148.596,134.942,70.525,1512.152,2020,10,S060,100,436026245892839047,P037
1015.491,BATCH9418,1155.658,7829.423,271.78,149.424,1194.594,2022,10,S048,100,530763421872637897,P013
930.885,BATCH4934,298.046,5255.945,319.012,605.783,725.38,2021,08,S066,100,861099613443817786,P040
858.995,BATCH8627,1536.068,1050.572,376.249,851.068,1576.953,2020,10,S009,100,758566484380681210,P022
536.653,BATCH0396,298.655,7645.802,390.479,136.918,2245.04,2022,04,S030,100,558700385489360422,P033
332.19,BATCH6840,208.868,7080.666,396.134,113.849,1539.345,2023,06,S068,100,963294647754618947,P007
103.113,BATCH4244,144.942,8779.923,472.41,893.614,1647.929,2024,10,S063,100,796771412185733106,P019
735.693,BATCH2416,712.066,8479.893,265.347,232.515,1314.72,2022,02,S061,100,716014671526706496,P019
904.011,BATCH4950,1250.682,6677.357,165.468,244.177,1543.72,2020,08,S062,100,831219568731623165,P027
1136.801,BATCH9235,244.082,9872.832,82.484,136.822,1055.681,2026,05,S024,100,256841396517719104,P035
1100.293,BATCH8557,171.169,2777.091,427.526,757.856,844.526,2022,10,S063,100,157017826647227748,P009
361.799,BATCH8602,781.636,2527.217,180.029,238.652,1050.232,2022,05,S006,100,141565699614153499,P006
938.738,BATCH0574,876.148,7415.384,424.259,711.031,1035.561,2021,07,S027,100,772361938498628760,P019
631.137,BATCH7734,906.245,7670.082,267.356,796.117,1219.616,2020,05,S089,100,142483012479120332,P014
1121.73,BATCH3398,1773.857,2546.28,211.966,458.324,1309.84,2023,08,S072,100,603570079288190644,P040
729.395,BATCH5169,1918.159,4906.169,407.322,34.874,1921.028,2021,03,S050,100,776129589868871130,P040
1411.819,BATCH6205,1640.738,2836.737,428.485,486.911,2965.3,2021,07,S056,100,271088203482795671,P031
933.366,BATCH5300,1753.427,1897.621,324.943,64.596,5.389,2025,09,S070,100,343372286611330782,P044
128.344,BATCH6563,1212.706,7107.957,35.01,498.974,2064.214,2025,11,S071,100,431973480370804703,P016
1059.399,BATCH9293,618.38,3271.773,448.12,420.906,2008.59,2025,01,S046,100,473559182381042349,P012
1370.786,BATCH1116,1622.652,589.36,467.564,24.554,473.324,2024,08,S093,100,858333281960671155,P034
253.162,BATCH6326,264.217,105.037,376.642,690.246,1200.399,2021,12,S030,100,707348055280423167,P048
389.405,BATCH3772,1818.742,4052.174,183.576,849.719,747.512,2026,05,S078,100,513908890333636693,P002
1330.027,BATCH9194,1433.82,2042.059,3.868,58.066,1229.41,2021,05,S050,100,903342470565196966,P004
955.209,BATCH0804,1862.046,8536.029,305.687,695.278,514.444,2023,10,S098,100,118463207728823833,P018
518.672,BATCH3634,71.762,8067.871,61.907,851.283,1567.074,2021,07,S023,100,165855637451153566,P029
98.263,BATCH2841,289.345,6598.82,3.969,273.133,540.574,2025,06,S065,100,698272372697674977,P030
1470.532,BATCH8102,1528.003,1896.596,213.05,659.106,2143.138,2023,04,S049,100,150764683176766097,P047
1335.38,BATCH3917,337.203,9627.053,110.576,71.742,1781.1,2022,03,S068,100,711730387217488486,P045
241.873,BATCH2942,253.649,2040.087,165.789,900.942,262.587,2024,08,S023,100,107598377618183441,P041
546.634,BATCH9613,1666.319,5234.334,110.102,697.734,1468.591,2022,09,S009,100,906805403665423590,P043
311.272,BATCH2516,1693.67,2540.606,155.021,839.864,1938.08,2021,01,S029,100,645649566227150219,P039
838.935,BATCH0720,1229.727,6725.623,262.027,308.782,1817.988,2026,12,S081,100,142979688390198869,P033
1299.687,BATCH3862,1164.655,8632.195,110.087,926.837,1910.046,2025,11,S001,100,998452887515900253,P013
335.457,BATCH3104,1356.176,3442.302,148.137,809.896,928.458,2023,12,S016,100,135638823347986341,P047
798.723,BATCH2319,502.173,547.428,70.574,645.67,2086.945,2022,07,S027,100,611225132094645946,P036
1288.186,BATCH0509,1869.038,583.952,183.344,465.812,486.046,2025,10,S028,100,521822030945935006,P010
1009.714,BATCH2237,1261.02,4937.411,319.243,186.761,1492.046,2022,12,S093,100,660016099496056805,P016
195.264,BATCH3889,1135.22,7080.46,330.836,246.756,825.981,2026,05,S005,100,803011943763605539,P012
17.293,BATCH8322,708.863,462.39,44.248,914.544,527.734,2020,04,S039,100,957180846631800561,P016
45.097,BATCH3442,988.528,694.313,164.906,897.908,1135.833,2026,12,S042,100,454309845277449612,P024
1330.514,BATCH7131,7.893,7036.6,344.408,54.487,885.832,2024,06,S074,100,914838572161232150,P047
563.148,BATCH7906,232.243,5263.377,280.103,9.951,161.027,2023,08,S051,100,807618208508354378,P035
1038.165,BATCH9863,876.565,1894.399,7.835,55.539,2692.197,2025,01,S053,100,929715316529549151,P024
63.351,BATCH3380,705.501,9402.404,14.574,287.49,1841.195,2023,01,S074,100,850461961911350104,P023
1201.206,BATCH7972,1724.604,4357.058,372.743,924.565,763.364,2023,02,S068,100,412739605154689127,P030
192.454,BATCH5454,996.595,9557.572,393.528,663.75,2862.715,2025,06,S070,100,190124510940995729,P045
128.645,BATCH9916,500.047,5966.142,435.501,693.283,986.279,2026,03,S098,100,696013426666930930,P002
66.692,BATCH5214,1480.515,8687.952,164.575,344.18,1604.002,2022,08,S076,100,729822046602483136,P010
1070.426,BATCH5101,1334.685,7333.916,84.33,787.531,88.185,2023,06,S049,100,448768690368218148,P045
969.937,BATCH2848,241.298,1564.281,198.81,89.279,662.408,2020,06,S060,100,289739143988546650,P031
182.339,BATCH3248,283.661,9260.069,114.892,844.157,2380.294,2020,06,S048,100,288424620279265963,P007
919.738,BATCH9573,55.785,4495.212,498.371,723.048,2024.078,2024,05,S005,100,850344282489858986,P043
1302.715,BATCH4695,144.139,2189.073,35.759,1.008,2514.024,2025,05,S096,100,259970866241114632,P006
1456.481,BATCH2834,869.799,8289.978,230.038,852.758,2538.214,2026,09,S066,100,301508463222668182,P014
687.427,BATCH4021,971.118,2677.134,117.771,136.001,882.763,2020,04,S057,100,614348080253615875,P022
1448.26,BATCH6291,1264.39,9429.356,11.918,748.181,2409.785,2022,08,S037,100,449137904117516052,P044
370.375,BATCH1345,1195.095,9528.822,248.216,85.371,1386.089,2023,04,S082,100,293677633196247234,P024
1039.689,BATCH6528,1545.976,261.553,452.474,754.82,1346.813,2023,02,S032,100,441052243918722075,P038
576.16,BATCH3354,1673.993,627.552,178.654,522.332,2837.362,2023,08,S023,100,457467230796652901,P048
832.274,BATCH0024,275.488,4350.62,3.41,440.007,1524.008,2024,10,S089,100,680809426233831107,P026
1431.672,BATCH8156,826.222,4604.252,31.47,736.257,899.3,2022,07,S016,100,675310940093161063,P006
789.304,BATCH2435,1738.034,49.488,55.794,791.197,347.608,2023,06,S084,100,528299835950985527,P027
1459.302,BATCH3195,427.391,6772.762,161.327,846.775,1200.09,2026,11,S078,100,928150246669964730,P041
1196.362,BATCH2906,784.135,4671.979,322.42,857.19,2317.111,2024,12,S029,100,405018289039359347,P014
652.95,BATCH1450,1363.994,140.22,196.454,958.973,200.542,2021,06,S084,100,213616926530339337,P001
988.559,BATCH9392,701.739,5949.036,406.783,838.482,1514.797,2021,07,S025,100,927982228801130506,P016
1009.178,BATCH4748,249.222,9208.576,306.537,701.536,75.008,2026,07,S073,100,195300397991024375,P039
138.338,BATCH0898,1916.178,4348.644,142.038,17.312,2235.73,2023,11,S047,100,602118723450724327,P048
1232.626,BATCH8174,1529.024,4465.18,49.327,202.697,2330.247,2024,03,S079,100,883376749052020113,P021
1136.617,BATCH2595,1570.465,4723.781,45.901,273.015,1264.97,2020,11,S052,100,223508216181138723,P002
554.168,BATCH9656,380.394,916.857,200.339,380.108,1847.448,2026,03,S061,100,473490732000448298,P026
875.234,BATCH1388,673.525,738.893,274.013,441.814,2413.168,2023,04,S047,100,137913219803000724,P042
2.227,BATCH7407,1121.248,9648.104,161.862,290.968,18.067,2023,05,S042,100,288572814833672091,P006
1082.884,BATCH7990,1204.345,9478.494,107.195,198.918,1056.133,2025,10,S038,100,656076076701723659,P034
1125.13,BATCH0509,702.5,3003.782,228.48,717.872,100.55,2026,09,S096,100,473187340692177340,P006
784.397,BATCH2133,1564.563,2881.818,437.437,665.119,86.08,2023,07,S048,100,338788297357796885,P040
177.448,BATCH4789,981.432,9975.716,35.269,118.89,2093.897,2025,03,S070,100,427030109532903522,P005
762.687,BATCH3500,102.363,6465.608,217.438,811.664,741.649,2022,12,S030,100,557755193071363464,P018
225.707,BATCH0940,1473.262,3507.406,429.294,521.118,1012.061,2026,09,S001,100,921145690979052820,P018
1336.781,BATCH1337,1435.422,2245.176,71.092,489.07,1031.665,2026,02,S080,100,458647260951106138,P008
126.667,BATCH1337,1482.112,8635.208,467.384,840.488,2506.597,2024,07,S023,100,233406243188770838,P050
198.542,BATCH8579,1237.479,219.328,303.714,293.485,2264.895,2021,08,S058,100,348790472117746237,P012
351.977,BATCH4455,450.866,9968.424,102.873,882.375,1414.826,2026,05,S078,100,113720523873564997,P037
397.51,BATCH4661,1167.143,4788.94,478.472,289.75,2210.996,2022,10,S046,100,784520281980140546,P046
933.712,BATCH2354,1875.804,7020.909,159.417,112.697,1107.635,2024,05,S083,100,431687228863187361,P009
1066.974,BATCH7883,1784.785,5486.849,485.181,348.201,1973.829,2023,05,S019,100,474167020616700966,P005
686.187,BATCH0295,106.74,9221.742,5.016,168.952,545.677,2020,04,S044,100,492352258199075658,P015
289.983,BATCH1410,1580.522,6036.562,79.617,157.604,52.319,2025,02,S005,100,339455042787848757,P018
1338.699,BATCH4630,1533.263,1928.452,168.977,205.056,2760.451,2021,01,S054,100,429157136052954661,P011
542.117,BATCH4639,93.77,8397.565,7.257,519.738,1218.918,2026,11,S040,100,242002601432457284,P013
489.638,BATCH4814,1624.289,5968.222,106.605,190.86,837.974,2022,01,S044,100,549106369031942089,P008
1280.377,BATCH3376,332.032,416.833,141.575,877.478,870.588,2020,04,S099,100,771106983090075400,P020
639.488,BATCH5274,476.361,1042.099,69.755,272.046,1310.042,2020,06,S028,100,342782064646818276,P003
1448.268,BATCH4128,803.56,2066.179,233.194,579.012,2295.225,2024,10,S009,100,264906432133320131,P005
750.976,BATCH1204,1370.895,9332.682,287.131,257.424,844.014,2025,07,S045,100,256112910228324065,P008
423.896,BATCH5338,643.833,1960.718,71.369,609.523,1855.661,2023,04,S076,100,340300752675807084,P014
896.466,BATCH8497,1217.024,8698.875,318.149,75.766,2851.368,2024,03,S099,100,466048156744392722,P023
1096.223,BATCH6980,1277.468,5594.811,162.357,44.447,2668.606,2024,12,S033,100,664464785000200701,P037
874.982,BATCH8734,1224.951,5993.348,336.761,510.844,1770.819,2025,09,S025,100,250565798612043193,P016
1155.726,BATCH1958,530.377,3995.792,38.269,130.724,1752.895,2022,06,S019,100,254389155644955269,P045
127.299,BATCH4819,601.872,6402.27,439.612,179.388,2459.428,2024,02,S038,100,183622423595181681,P008
411.463,BATCH3166,1792.398,8594.411,170.409,678.073,1520.596,2021,04,S081,100,254156214435683172,P025
334.381,BATCH8008,599.017,9922.922,154.859,3.513,2639.923,2022,08,S086,100,295676678433103250,P032
141.673,BATCH1467,1710.457,6798.701,435.037,728.336,2171.912,2025,04,S037,100,676617854888736327,P029
143.718,BATCH5711,438.843,3923.177,210.53,711.45,2948.533,2026,06,S012,100,877175627750468817,P038
1080.45,BATCH5633,936.182,5556.163,121.784,670.411,455.067,2026,06,S007,100,407149465800223676,P008
1358.719,BATCH1218,1453.565,4739.897,152.273,356.055,824.546,2020,07,S067,100,212279894907134840,P031
1281.697,BATCH0491,872.158,7174.582,357.393,533.006,2887.104,2021,10,S032,100,800704107948729306,P008
318.958,BATCH6092,37.083,3577.427,26.357,740.424,2928.906,2025,10,S091,100,597428207630475276,P009
965.091,BATCH0816,1362.875,300.875,52.181,254.765,2111.291,2022,12,S090,100,135691457234760221,P021
1064.709,BATCH9396,397.668,3336.126,168.051,855.357,2235.156,2021,10,S009,100,895535406893400684,P003
855.384,BATCH4087,895.267,9309.442,79.238,597.739,1723.386,2024,05,S081,100,527268759045473550,P024
684.51,BATCH6972,1992.871,1900.621,288.203,852.183,1482.183,2020,07,S080,100,703741176396341979,P028
167.742,BATCH1521,141.935,58.666,269.24,739.211,1633.765,2022,03,S018,100,706403621371628828,P007
757.763,BATCH4109,242.083,7713.595,111.741,144.919,1429.702,2026,01,S068,100,652978459187594662,P020
1150.011,BATCH5503,1651.76,5079.623,346.812,447.959,2080.644,2022,12,S049,100,425268789917467411,P035
676.689,BATCH9843,889.636,5586.139,413.761,621.764,849.795,2020,07,S042,100,629003666851858510,P033
36.082,BATCH5393,1181.256,6559.533,166.611,126.991,566.679,2021,07,S012,100,499706683426941028,P048
1310.686,BATCH4448,746.148,6814.659,249.405,970.82,482.939,2024,10,S010,100,333490108520905682,P047
725.949,BATCH4588,933.483,8992.165,229.502,865.629,1577.333,2026,04,S087,100,531070682628528037,P038
609.691,BATCH2473,1192.072,6695.271,310.869,656.596,1507.647,2023,08,S003,100,278840734975022170,P032
417.712,BATCH8139,413.261,7336.274,433.343,497.547,1055.236,2023,02,S010,100,862851268587916502,P017
250.429,BATCH3841,1596.058,8562.886,43.412,357.006,502.105,2023,05,S012,100,308427298063444854,P007
663.705,BATCH2174,938.904,5710.942,334.356,336.186,490.599,2025,02,S061,100,160165247292936961,P027
319.69,BATCH9365,1869.786,1581.092,307.265,896.797,1591.484,2023,02,S014,100,487232171312105524,P023
143.107,BATCH5925,1631.225,186.199,75.341,398.82,602.876,2024,01,S044,100,945854233293790804,P035
1253.116,BATCH4048,786.239,8441.32,121.347,378.151,148.948,2024,11,S050,100,248162925535550643,P032
697.064,BATCH1940,565.073,6858.038,370.952,121.689,132.048,2022,05,S045,100,726251809685758505,P019
521.581,BATCH8672,116.348,3497.075,455.917,540.471,1055.426,2026,12,S015,100,481040833540669668,P004
580.378,BATCH3518,1382.121,6540.567,211.669,670.341,1784.034,2023,04,S073,100,507793907974686618,P008
1036.632,BATCH2318,1629.757,3767.906,220.227,943.281,1378.028,2021,06,S004,100,531458661007528984,P019
1056.029,BATCH6985,1795.53,841.865,451.887,202.775,1420.412,2021,10,S100,100,412169105930060642,P047
830.737,BATCH4057,497.971,9191.185,439.893,757.918,1704.679,2023,05,S074,100,340382879162712234,P020
269.235,BATCH3810,1058.657,2192.424,485.25,279.336,611.897,2023,06,S043,100,969819437498564454,P047
1133.837,BATCH9013,1288.4,6542.277,85.95,367.922,2936.633,2025,10,S006,100,587108492102004196,P013
976.731,BATCH3901,1149.881,5123.304,94.77,114.647,1804.585,2023,08,S083,100,109839592145902149,P038
781.509,BATCH5847,82.69,7229.395,175.619,730.652,2857.189,2022,11,S065,100,781232490275655817,P041
1087.105,BATCH4951,578.681,5555.223,125.057,857.268,1638.787,2020,05,S046,100,536328240810405053,P035
277.453,BATCH3694,739.689,6008.735,101.2,495.868,541.693,2025,06,S055,100,499460273748065963,P015
1000.289,BATCH3186,1632.243,1486.777,271.221,16.621,2805.351,2021,04,S067,100,434691702648829126,P040
382.252,BATCH6777,453.371,4033.888,197.402,669.513,122.641,2026,01,S013,100,742288391626990676,P038
122.727,BATCH8280,271.287,4802.252,87.381,956.578,389.594,2020,03,S023,100,789878884994532303,P026
535.89,BATCH8570,445.918,6335.47,265.402,971.208,2889.726,2025,06,S030,100,202956265659539713,P016
252.275,BATCH4606,679.324,4169.881,44.709,679.335,1637.982,2020,10,S052,100,554643993477732633,P035
709.783,BATCH4363,652.332,731.943,60.879,109.458,350.101,2025,08,S100,100,423284232895875074,P021
486.126,BATCH8675,367.477,9849.678,305.557,474.989,1678.852,2021,01,S059,100,939203006929652922,P023
902.862,BATCH5225,903.842,6349.956,195.184,635.258,1734.919,2021,05,S030,100,350721474816533437,P029
22.767,BATCH7485,1541.252,3698.204,22.224,193.802,1735.293,2024,09,S003,100,102432530644511606,P003
465.08,BATCH5390,104.004,3522.382,429.244,92.392,1579.177,2023,05,S068,100,501481770151881027,P014
1441.075,BATCH4066,60.122,4388.93,277.914,465.603,2359.259,2023,03,S022,100,657572700426007487,P021
1250.909,BATCH5131,105.252,1213.039,452.488,801.366,824.124,2022,09,S010,100,909091807028805503,P027
732.823,BATCH3846,1132.854,5093.108,311.164,573.783,1062.386,2022,06,S048,100,437523598967027133,P010
93.675,BATCH9914,561.418,8264.192,430.318,893.791,1085.241,2026,07,S017,100,715946392340021365,P037
380.977,BATCH8907,1101.326,515.51,324.706,89.151,1187.526,2025,10,S034,100,229685959473155674,P002
232.182,BATCH8717,907.247,292.685,254.001,376.216,677.502,2026,04,S074,100,266404793739563674,P049
942.44,BATCH2605,348.842,3426.065,67.998,673.087,2425.706,2020,10,S063,100,582003128767017674,P003
72.55,BATCH6192,150.472,2238.319,249.157,510.944,1994.55,2020,10,S089,100,889925657270578761,P028
395.954,BATCH6643,837.713,1559.898,204.856,800.02,855.846,2023,02,S085,100,246863932872933975,P049
197.831,BATCH5243,117.939,5024.617,268.528,329.495,1032.142,2021,11,S046,100,194358383350447337,P016
291.933,BATCH0182,1735.442,4547.941,493.702,123.393,2727.915,2024,11,S065,100,561288314885871771,P048
1129.95,BATCH3302,1871.234,1064.817,385.135,729.244,2575.401,2022,10,S069,100,276535479728863498,P005
690.841,BATCH9971,696.403,7710.994,226.347,915.87,880.972,2022,04,S023,100,256273470925877067,P023
1013.805,BATCH4582,467.327,4032.625,136.528,28.158,2325.911,2022,08,S003,100,237233512197261245,P022
1479.753,BATCH2194,10.006,8788.479,20.062,805.076,2924.753,2022,04,S067,100,811162582661898821,P040
661.567,BATCH2467,24.988,226.476,421.125,477.513,1068.696,2023,07,S024,100,254439812033120116,P013
216.072,BATCH8438,1914.907,4918.78,207.155,364.835,1521.22,2024,08,S068,100,906889185274556267,P032
932.479,BATCH6510,525.638,1701.46,69.296,260.12,541.685,2024,01,S046,100,279278145085908955,P048
557.912,BATCH9703,17.602,1694.546,239.151,396.133,2751.284,2020,02,S086,100,596413676348313473,P032
58.121,BATCH2241,708.121,7427.163,297.484,921.951,121.78,2022,07,S004,100,337791383620722096,P045
1353.824,BATCH9773,1561.617,4316.363,43.337,220.285,1913.804,2022,05,S005,100,351013679011862078,P040
766.165,BATCH3963,139.56,9649.097,115.182,683.177,1101.747,2021,09,S055,100,812417821300714197,P018
367.776,BATCH1646,1968.991,2652.677,488.888,969.536,1384.784,2021,08,S059,100,479111353842520034,P028
267.265,BATCH1921,1447.554,5589.752,115.978,500.807,2760.014,2021,12,S050,100,306322956846814529,P014
121.281,BATCH2188,104.751,6894.767,340.34,626.194,875.837,2021,03,S086,100,190763180103067009,P024
549.99,BATCH7170,1259.871,7195.209,85.91,276.411,929.765,2024,09,S022,100,801404855872181156,P049
1327.328,BATCH7038,502.884,1917.873,447.327,846.704,2401.171,2024,07,S028,100,861888096269152065,P011
1414.772,BATCH2694,1417.659,4968.944,27.604,780.985,2615.48,2024,06,S023,100,202136521664264177,P043
1354.291,BATCH8280,681.704,6165.549,197.61,378.361,1486.729,2020,02,S022,100,523651668495854679,P042
1245.659,BATCH7064,1501.829,5542.064,190.253,97.765,2635.344,2022,09,S039,100,420656457446628122,P013
509.651,BATCH3404,256.077,289.974,324.818,219.659,2403.174,2023,10,S014,100,892542907364086429,P026
604.17,BATCH4304,1279.24,4484.299,266.242,12.421,2757.52,2023,03,S060,100,843812357482591974,P027
130.658,BATCH6703,1343.366,6285.711,23.993,152.617,1649.573,2021,02,S097,100,607019975429338281,P003
1270.664,BATCH6085,268.494,5336.917,264.979,793.799,119.457,2025,06,S062,100,932122219922351195,P024
944.745,BATCH8071,1280.054,1911.873,292.868,948.277,1648.931,2023,09,S037,100,915296261240239919,P006
1234.597,BATCH1770,872.843,6881.755,97.485,711.706,1780.123,2022,11,S088,100,762187384374606317,P009
1076.692,BATCH9026,1268.426,8321.272,212.849,69.706,2654.544,2021,02,S062,100,830600715667759342,P039
1070.897,BATCH6666,1915.559,4706.319,202.922,443.495,1257.613,2024,05,S009,100,140896467728828699,P023
1429.067,BATCH8319,1981.581,9574.615,64.526,100.018,1879.808,2022,06,S001,100,928238746220705304,P002
381.802,BATCH6689,1450.857,253.098,480.413,154.897,2805.203,2025,12,S089,100,466690329277143891,P011
891.359,BATCH4666,1021.221,8474.082,293.636,121.742,2266.675,2020,03,S015,100,799275013680094387,P023
1368.679,BATCH4235,593.387,3482.538,329.566,879.382,1337.713,2022,05,S046,100,442607607305931815,P045
1121.999,BATCH9662,514.317,3396.668,364.237,137.545,2704.353,2023,07,S074,100,965978056600896867,P022
492.266,BATCH5060,1777.418,3618.872,267.501,193.721,2021.098,2026,01,S002,100,839520999250759543,P010
1262.916,BATCH6102,755.319,1247.653,287.597,928.783,2087.1,2026,04,S065,100,850058607770267236,P029
8.433,BATCH8696,348.258,1848.434,118.302,356.226,2635.812,2025,08,S019,100,585483980552370837,P021
1236.721,BATCH6222,347.44,1001.065,396.912,611.018,2527.892,2023,09,S078,100,917418840889438385,P020
104.904,BATCH2078,966.511,4320.889,496.949,342.169,2883.794,2025,04,S028,100,275082515217418391,P033
954.551,BATCH9169,313.635,5109.989,229.655,339.836,569.019,2023,11,S085,100,651568830272862732,P028
437.795,BATCH3722,847.223,5819.481,258.001,889.027,229.466,2023,01,S042,100,186672532969562116,P024
439.123,BATCH0455,706.824,3966.758,217.602,493.929,1139.093,2025,12,S068,100,238258774927008069,P041
882.646,BATCH0281,274.509,2959.408,90.861,646.215,524.941,2023,07,S008,100,964448487319783906,P028
1017.881,BATCH8403,1235.154,7001.343,4.542,865.249,458.87,2020,02,S001,100,732298814795111933,P028
386.848,BATCH9698,805.856,6906.32,99.704,505.125,1019.073,2020,03,S088,100,682929542122431873,P047
816.188,BATCH9892,189.33,7774.116,166.619,812.42,840.291,2022,02,S068,100,296333830272414692,P049
1212.655,BATCH5650,1829.021,8081.208,489.27,710.011,1253.869,2026,09,S059,100,209251874589434483,P021
568.49,BATCH0607,1964.443,5243.453,481.612,637.233,609.786,2024,11,S094,100,681111364195275778,P005
437.605,BATCH0661,1322.664,8357.368,138.359,858.535,738.619,2021,05,S099,100,244757019809915036,P008
1138.094,BATCH1526,468.974,6108.771,271.972,221.29,1352.117,2025,07,S028,100,797956840855687558,P004
1063.619,BATCH2188,1429.525,1691.951,440.967,456.356,596.32,2026,09,S053,100,945377038237527337,P001
809.277,BATCH2053,982.105,6238.988,406.302,288.974,1072.708,2023,10,S078,100,730788400899705840,P006
1075.821,BATCH2606,1945.701,6428.666,197.34,526.722,1307.744,2026,09,S007,100,348812324667673922,P012
283.746,BATCH4652,542.326,9508.562,495.481,252.2,1653.867,2022,07,S003,100,314773070225013409,P022
495.006,BATCH1950,1027.54,3106.846,434.532,704.402,1422.172,2025,05,S008,100,856237462713957897,P012
1239.844,BATCH2502,1681.097,1970.624,54.219,727.897,1513.832,2024,02,S011,100,867482117705561786,P036
980.678,BATCH1987,1487.627,1678.57,94.476,917.745,1420.103,2025,07,S005,100,156040093835738100,P019
898.88,BATCH2213,762.549,3699.578,100.924,821.928,23.302,2023,01,S044,100,435116422340590648,P018
220.682,BATCH1876,99.381,1444.797,282.472,561.688,1963.09,2020,02,S094,100,175382818535583074,P042
548.941,BATCH1198,1756.365,735.336,10.244,120.805,1938.504,2020,01,S013,100,975561698315061861,P001
