BKLAS,BWKEY,BWPRH,BWPRS,BWSPA,BWTAR,BWTTY,LAEPR,LBKUM,LFGJA,LFMON,LPLPR,LVORM,MANDT,MATNR,PEINH,PSTAT,SALK3,SALKV,SPERW,STPRS,STPRV,TIMESTAMP,VERPR,VJBKL,VJBWH,VJBWS,VJKUM,VJPEI,VJSAL,VJSAV,VJSTP,VJVER,VJVPR,VKSAL,VMBKL,VMKUM,VMPEI,VMSAL,VMSAV,VMSTP,VMVER,VMVPR,VPLPR,VPRSV,VVJLB,VVJSL,VVMLB,VVSAL,WLINL,ZKDAT,ZKPRS,ZPLD1,ZPLD2,ZPLD3,ZPLP1,ZPLP2,ZPLP3,ZPLPR
3783,V036,280.04,260.46,4.47,"","",20221123,4777.227,2023,04,294.85,"",100,466282911605440676,1,K,1244276.54,1244276.54,"",280.04,260.34,20260212121508,260.46,3072,275.31,262.61,4143.231,1,1088053.89,1088053.89,273.89,262.61,S,1244276.54,3224,4272.0,1,1130413.92,1130413.92,269.63,264.61,S,258.14,S,3686.394,875767.8,3836.605,1038686.63,20231018,20240614,323.39,20251010,20221228,20231118,297.33,348.41,357.52,306.81
3055,V034,370.66,395.24,2.89,"",X,20250711,249.637,2025,06,407.51,"",100,191661370180623989,1,K,98666.53,98666.53,X,370.66,377.48,20260212121508,395.24,3212,339.49,402.2,180.311,1,72521.08,72521.08,348.38,402.2,S,98666.53,3549,226.717,1,90777.49,90777.49,375.91,400.4,V,403.38,S,167.782,66275.29,201.456,73238.39,20240604,20230306,428.85,20250521,20230920,20250414,433.78,413.58,456.76,428.31
3869,V047,401.21,434.25,1.21,"",X,20250104,7280.948,2022,08,430.31,"",100,171685508012647548,1,K,3161751.67,3161751.67,X,401.21,436.19,20260212121508,434.25,3455,424.93,396.3,6471.764,1,2564760.07,2564760.07,365.2,396.3,V,3161751.67,3124,6590.354,1,2959793.88,2959793.88,391.98,449.11,S,433.42,S,6091.982,2245760.31,5921.643,2778189.72,20260130,20240422,403.24,20230315,20241215,20231220,438.35,451.38,483.14,502.98
3708,V035,32.49,34.26,1.95,"",X,20230510,2305.185,2022,09,38.55,"",100,566910561757396081,1,K,78975.64,78975.64,"",32.49,34.1,20260212121508,34.26,3917,33.13,34.78,1651.034,1,57422.96,57422.96,31.78,34.78,V,78975.64,3287,1983.595,1,67779.44,67779.44,29.63,34.17,S,31.93,V,1539.369,52558.22,1590.187,54389.74,20251008,20230207,36.76,20240707,20240919,20230620,35.32,40.76,44.89,36.08
3039,V047,410.06,383.64,3.73,"",X,20230301,6662.2,2022,07,434.3,"",100,993993179256548265,1,K,2555886.41,2555886.41,X,410.06,449.67,20260212121508,383.64,3798,387.81,420.9,5392.439,1,2269677.58,2269677.58,397.21,420.9,S,2555886.41,3679,6197.928,1,2450908.65,2450908.65,404.66,395.44,S,425.89,V,4360.933,2089079.47,5852.241,2132574.37,20250223,20230809,475.96,20250519,20240525,20250912,466.97,524.42,523.85,410.84
3093,V024,347.83,345.38,1.19,"","",20250610,771.735,2025,06,405.84,"",100,808614826915505307,1,K,266541.83,266541.83,"",347.83,372.85,20260212121508,345.38,3977,331.1,378.36,571.185,1,216113.56,216113.56,326.52,378.36,S,266541.83,3497,730.994,1,233720.71,233720.71,353.24,319.73,S,342.91,V,489.864,190049.79,587.966,191846.61,20250803,20230605,407.39,20240323,20250915,20240610,397.66,432.76,452.29,372.14
3293,V024,484.84,479.3,3.69,"","",20240305,4576.69,2024,01,556.83,"",100,313968457826923145,1,K,2193607.52,2193607.52,X,484.84,516.58,20260212121508,479.3,3014,442.33,442.82,3794.876,1,1680446.99,1680446.99,459.24,442.82,S,2193607.52,3735,4364.415,1,2068383.56,2068383.56,501.9,473.92,S,495.76,S,3546.6,1425176.63,3617.456,1797478.68,20230527,20240306,555.23,20241021,20230913,20230219,516.44,540.12,620.63,514.88
3313,V032,330.83,346.02,3.67,"",X,20240928,1039.77,2022,10,348.58,"",100,297920255450293008,1,K,359781.22,359781.22,X,330.83,314.82,20260212121508,346.02,3875,309.28,298.34,819.625,1,244526.92,244526.92,331.92,298.34,S,359781.22,3791,961.133,1,317125.83,317125.83,342.27,329.95,V,314.39,V,665.582,224909.7,841.228,264733.75,20240603,20230420,354.51,20240621,20241224,20250212,386.31,386.5,428.36,364.83
3425,V018,124.15,113.84,2.93,"","",20230213,7018.865,2026,04,135.39,"",100,785090126763624841,1,K,799027.59,799027.59,"",124.15,130.19,20260212121508,113.84,3479,122.16,108.24,5082.742,1,550155.99,550155.99,124.46,108.24,V,799027.59,3276,6002.203,1,635033.08,635033.08,121.75,105.8,V,113.75,V,4815.326,450336.8,5088.665,509554.44,20250714,20260212,125.1,20241003,20240324,20230302,127.24,146.08,151.69,157.22
3540,V042,374.64,352.3,2.85,"",X,20230119,889.735,2023,06,401.37,"",100,311256989434653798,1,K,313453.64,313453.64,X,374.64,354.1,20260212121508,352.3,3836,404.85,302.89,750.891,1,227437.37,227437.37,380.53,302.89,S,313453.64,3224,781.126,1,248452.75,248452.75,377.96,318.07,S,358.79,V,657.293,213841.58,719.811,199755.15,20230618,20250508,390.67,20230812,20260110,20221110,377.25,430.74,482.61,406.21
3561,V032,254.19,273.56,0.85,"",X,20240618,4952.645,2024,11,269.03,"",100,413672796336531373,1,K,1354845.57,1354845.57,"",254.19,260.31,20260212121508,273.56,3042,251.4,237.8,3645.448,1,866887.53,866887.53,240.56,237.8,S,1354845.57,3631,4692.118,1,1186730.48,1186730.48,264.26,252.92,S,236.83,S,3281.797,723485.94,4014.781,986024.74,20230707,20260108,268.4,20250730,20241012,20260125,291.85,311.19,333.28,315.29
3108,V048,102.45,108.05,3.58,"",X,20240227,5642.253,2025,03,110.18,"",100,472433051518101850,1,K,609645.44,609645.44,"",102.45,107.86,20260212121508,108.05,3626,111.51,117.92,4227.26,1,498478.5,498478.5,108.04,117.92,S,609645.44,3324,5270.736,1,590533.26,590533.26,106.48,112.04,S,108.95,S,3568.362,466567.36,4812.547,526531.96,20240210,20221221,122.73,20250309,20230624,20230717,105.0,116.78,141.33,124.86
3901,V045,237.86,218.63,2.64,"",X,20250428,8424.316,2025,01,262.54,"",100,218787892625768167,1,K,1841808.21,1841808.21,X,237.86,242.5,20260212121508,218.63,3451,231.67,219.18,6287.594,1,1378114.85,1378114.85,231.42,219.18,V,1841808.21,3371,7769.124,1,1768097.24,1768097.24,247.58,227.58,V,245.7,S,5648.989,1240684.11,6995.016,1472573.05,20251011,20230425,238.58,20250523,20241109,20240219,280.99,269.17,286.67,287.84
3008,V016,127.72,133.27,1.42,"","",20250622,2688.543,2023,07,143.8,"",100,484804058825114541,1,K,358302.13,358302.13,"",127.72,139.44,20260212121508,133.27,3595,115.93,126.65,2258.154,1,285995.2,285995.2,110.08,126.65,S,358302.13,3151,2507.024,1,341531.88,341531.88,128.56,136.23,S,119.69,S,1909.971,253483.12,2355.924,318962.65,20250125,20231002,142.48,20240402,20230205,20251226,145.44,143.76,178.5,159.8
3414,V041,57.31,59.69,3.49,"",X,20230402,3799.007,2023,12,63.32,"",100,504866643405419209,1,K,226762.73,226762.73,"",57.31,54.35,20260212121508,59.69,3017,53.54,63.57,3095.779,1,196798.67,196798.67,59.95,63.57,S,226762.73,3671,3364.371,1,193484.98,193484.98,52.43,57.51,S,59.38,V,2684.943,182143.55,3027.702,182605.92,20250528,20250819,63.14,20230722,20250809,20230125,57.63,65.86,71.61,73.37
3872,V037,288.16,268.53,3.22,"",X,20230929,6307.429,2025,09,291.63,"",100,283682418724041492,1,K,1693733.91,1693733.91,"",288.16,310.44,20260212121508,268.53,3637,293.75,285.36,5179.528,1,1478030.11,1478030.11,301.38,285.36,S,1693733.91,3859,5718.331,1,1453085.09,1453085.09,293.68,254.11,V,270.33,V,4404.0,1362208.08,5313.781,1162800.56,20230215,20240208,301.83,20240719,20240821,20240306,338.77,323.13,388.1,341.72
3930,V044,118.83,122.58,3.14,"",X,20240413,6062.33,2026,09,139.59,"",100,898898813158411976,1,K,743120.41,743120.41,X,118.83,125.76,20260212121508,122.58,3072,114.7,128.2,4767.116,1,611144.27,611144.27,125.48,128.2,S,743120.41,3259,5798.431,1,677256.74,677256.74,107.44,116.8,S,130.44,S,3856.209,503490.09,4961.93,582090.13,20250722,20241025,126.33,20231203,20240803,20240210,130.16,132.74,158.74,140.75
3398,V021,256.17,240.01,4.92,"","",20260101,8046.016,2022,10,277.18,"",100,998338008237664573,1,K,1931124.3,1931124.3,"",256.17,261.18,20260212121508,240.01,3853,262.53,239.42,6094.875,1,1459234.97,1459234.97,254.71,239.42,V,1931124.3,3660,7750.073,1,1933720.71,1933720.71,244.27,249.51,V,231.32,V,5062.158,1356456.81,6764.864,1752009.09,20230222,20231230,279.02,20240317,20240118,20250610,300.01,298.31,313.53,291.06
3610,V009,304.74,308.26,2.49,"","",20240831,5238.122,2023,06,344.34,"",100,930862225791196196,1,K,1614703.49,1614703.49,X,304.74,281.38,20260212121508,308.26,3572,282.63,296.93,3748.0,1,1112893.64,1112893.64,299.43,296.93,S,1614703.49,3825,4724.532,1,1358491.93,1358491.93,274.58,287.54,S,275.77,S,3474.342,972914.89,3918.71,1229551.58,20230110,20221128,324.93,20221220,20230219,20221109,348.01,370.01,409.31,362.79
3013,V017,433.81,419.4,3.44,"",X,20250416,759.642,2025,07,457.18,"",100,212250944786647585,1,K,318593.85,318593.85,X,433.81,450.35,20260212121508,419.4,3023,417.47,449.26,670.801,1,301364.06,301364.06,427.32,449.26,S,318593.85,3649,663.785,1,260900.69,260900.69,417.77,393.05,V,466.03,S,589.302,254485.56,596.563,210848.68,20250905,20240108,448.94,20250409,20250130,20230411,474.37,499.21,565.64,472.76
3024,V004,211.2,204.96,3.18,"","",20250419,7395.47,2023,10,214.04,"",100,812648802627344940,1,K,1515775.53,1515775.53,X,211.2,218.94,20260212121508,204.96,3885,205.21,199.9,5557.51,1,1110946.25,1110946.25,197.83,199.9,S,1515775.53,3832,7040.624,1,1503666.07,1503666.07,198.2,213.57,V,201.02,S,5205.502,982491.09,6560.296,1229204.44,20251129,20241125,247.53,20251023,20241204,20250701,228.08,243.83,269.78,272.93
3876,V041,407.3,396.65,1.51,"",X,20221231,5723.331,2022,05,433.19,"",100,917062728798300704,1,K,2270159.24,2270159.24,"",407.3,433.1,20260212121508,396.65,3671,416.74,414.31,4692.518,1,1944157.13,1944157.13,418.04,414.31,S,2270159.24,3822,5087.132,1,2015470.83,2015470.83,385.17,396.19,S,437.08,S,4008.031,1778829.38,4498.82,1618099.68,20230813,20241001,479.64,20250903,20240213,20240611,488.04,453.74,507.18,473.99
3929,V049,412.16,423.99,2.58,"","",20231107,5904.578,2022,12,434.35,"",100,100674033995250705,1,K,2503482.03,2503482.03,"",412.16,376.87,20260212121508,423.99,3228,436.78,418.01,4902.225,1,2049179.07,2049179.07,369.42,418.01,V,2503482.03,3205,5523.394,1,2127721.84,2127721.84,422.84,385.22,S,411.67,S,4475.212,1763930.69,4857.827,1904926.59,20230124,20251014,443.35,20251217,20230726,20240619,457.98,463.24,536.8,504.94
3466,V014,361.33,372.71,4.93,"","",20240524,4685.06,2024,12,388.61,"",100,318151655001697999,1,K,1746168.71,1746168.71,X,361.33,376.49,20260212121508,372.71,3795,340.19,393.42,3470.925,1,1365531.31,1365531.31,314.89,393.42,S,1746168.71,3380,4476.986,1,1507580.27,1507580.27,359.17,336.74,S,357.37,S,3072.591,1225596.49,3711.981,1234615.08,20240626,20250117,423.24,20230203,20260102,20231118,384.28,426.14,449.26,369.44
3263,V036,155.28,146.55,2.76,"","",20240818,5100.698,2022,05,176.09,"",100,474965747484183909,1,K,747507.29,747507.29,"",155.28,159.6,20260212121508,146.55,3484,163.35,149.57,3651.283,1,546122.4,546122.4,162.06,149.57,S,747507.29,3219,4753.589,1,690601.41,690601.41,154.69,145.28,S,168.83,V,3053.452,439455.65,4098.679,651592.0,20241030,20231014,177.3,20240426,20251110,20230603,167.54,187.68,197.68,161.92
3522,V027,352.72,331.68,3.6,"","",20240302,4811.715,2024,12,396.01,"",100,358220421506181000,1,K,1595949.63,1595949.63,"",352.72,363.64,20260212121508,331.68,3422,371.51,336.29,4122.827,1,1386465.49,1386465.49,316.55,336.29,S,1595949.63,3974,4222.29,1,1347163.85,1347163.85,341.2,319.06,S,326.33,V,3558.134,1316408.97,3478.633,1222466.04,20230527,20230927,360.76,20250923,20251025,20231222,388.9,402.75,432.54,352.85
3227,V019,43.31,45.08,2.21,"",X,20240511,7325.971,2025,07,44.78,"",100,322897371260611313,1,K,330254.77,330254.77,"",43.31,44.44,20260212121508,45.08,3330,45.82,47.91,5739.183,1,274964.26,274964.26,38.74,47.91,V,330254.77,3207,6491.514,1,306009.97,306009.97,41.58,47.14,S,42.57,V,5367.491,238809.75,6003.48,286092.12,20250707,20240519,49.34,20240123,20260122,20240622,45.43,51.17,56.22,44.27
3296,V030,191.39,191.74,2.59,"","",20251123,9258.237,2026,09,224.99,"",100,172676547994497954,1,K,1775174.36,1775174.36,X,191.39,178.28,20260212121508,191.74,3819,201.75,176.46,8271.296,1,1459552.89,1459552.89,181.98,176.46,S,1775174.36,3156,7968.096,1,1375612.09,1375612.09,173.35,172.64,S,205.55,V,7367.562,1332587.33,6916.206,1132123.24,20251029,20240216,226.01,20230819,20250205,20240120,201.41,224.11,230.31,192.34
3016,V048,317.7,293.05,4.07,"",X,20230217,7540.522,2024,08,364.12,"",100,889382841738921832,1,K,2209749.97,2209749.97,"",317.7,330.15,20260212121508,293.05,3337,322.01,300.22,5673.853,1,1703404.15,1703404.15,346.92,300.22,V,2209749.97,3426,7179.109,1,2117549.99,2117549.99,289.02,294.96,S,289.94,V,4680.694,1616918.21,6382.047,1786163.3,20240429,20251119,336.97,20240907,20250421,20230926,356.83,381.95,385.07,364.08
3970,V009,450.55,472.6,3.45,"",X,20221124,1916.196,2022,06,457.91,"",100,379569598325761739,1,K,905594.23,905594.23,X,450.55,465.8,20260212121508,472.6,3623,430.43,430.95,1341.667,1,578191.39,578191.39,432.61,430.95,S,905594.23,3766,1672.903,1,777448.21,777448.21,436.4,464.73,V,444.73,S,1224.838,519738.04,1418.964,623342.57,20230603,20230124,460.7,20240212,20240613,20250718,522.77,577.91,544.53,563.3
3725,V027,497.87,498.85,4.32,"","",20221220,807.318,2026,02,562.36,"",100,666334044521123001,1,K,402730.58,402730.58,X,497.87,479.58,20260212121508,498.85,3890,544.16,520.54,623.95,1,324790.93,324790.93,537.59,520.54,V,402730.58,3296,718.366,1,341561.48,341561.48,505.08,475.47,V,476.38,S,534.379,280565.1,617.496,283520.95,20241121,20230109,560.01,20230920,20250705,20250318,561.79,573.51,613.85,641.22
3926,V013,231.17,234.42,4.95,"","",20240815,6164.831,2024,09,244.59,"",100,375687452160873833,1,K,1445159.68,1445159.68,"",231.17,210.24,20260212121508,234.42,3299,213.89,238.47,4487.993,1,1070251.69,1070251.69,239.85,238.47,S,1445159.68,3087,5969.296,1,1349956.29,1349956.29,225.15,226.15,S,227.43,S,3914.146,925902.25,5079.528,1212485.94,20240818,20230421,258.63,20250811,20260131,20230512,250.01,278.54,282.02,258.16
3210,V010,93.76,89.73,4.24,"","",20230410,4202.38,2023,05,95.63,"",100,950997050208006700,1,K,377079.56,377079.56,"",93.76,88.04,20260212121508,89.73,3783,86.98,79.03,3729.027,1,294705.0,294705.0,92.6,79.03,V,377079.56,3339,4047.931,1,335330.6,335330.6,93.61,82.84,V,94.59,S,3257.938,241090.18,3389.536,304976.59,20250808,20250215,110.72,20240101,20250612,20260110,95.48,110.76,123.8,114.16
3836,V033,248.24,258.59,0.42,"","",20250924,9847.975,2022,09,252.79,"",100,215172699671739350,1,K,2546587.86,2546587.86,"",248.24,260.7,20260212121508,258.59,3086,243.33,240.67,6985.793,1,1681270.8,1681270.8,265.14,240.67,V,2546587.86,3756,8381.771,1,2187223.14,2187223.14,248.51,260.95,S,243.94,V,5773.768,1379983.92,7152.977,1813201.88,20260112,20260116,254.5,20230201,20230613,20241123,249.1,287.4,334.51,291.94
3869,V024,309.38,316.0,0.89,"","",20231205,4544.793,2025,09,364.84,"",100,982813259400577642,1,K,1436154.59,1436154.59,X,309.38,332.02,20260212121508,316.0,3661,320.15,271.4,4043.573,1,1097425.71,1097425.71,296.36,271.4,S,1436154.59,3768,3976.697,1,1262362.7,1262362.7,281.03,317.44,S,300.5,V,3693.69,1004338.73,3760.655,1098899.36,20231010,20240509,322.06,20240731,20231208,20230113,315.14,384.98,392.69,373.32
3313,V007,172.63,174.87,0.51,"",X,20250730,1503.267,2022,07,182.41,"",100,762354793970403396,1,K,262876.3,262876.3,"",172.63,174.01,20260212121508,174.87,3464,165.84,156.92,1318.811,1,206947.82,206947.82,186.0,156.92,V,262876.3,3056,1379.332,1,240127.91,240127.91,177.51,174.09,V,165.17,V,1195.168,170372.58,1204.672,215818.51,20221209,20230807,187.57,20250628,20231018,20250215,193.65,208.78,216.26,223.96
3310,V047,134.65,125.06,3.8,"","",20240111,9004.257,2022,09,159.86,"",100,815857189321881868,1,K,1126072.38,1126072.38,X,134.65,136.19,20260212121508,125.06,3342,134.88,109.43,6621.994,1,724644.8,724644.8,145.21,109.43,V,1126072.38,3470,8087.07,1,994709.61,994709.61,130.5,123.0,V,144.13,V,5782.487,644575.39,6950.03,819874.78,20240808,20230414,159.37,20250212,20250924,20241007,147.89,153.93,174.76,137.03
3911,V018,210.03,215.5,2.19,"",X,20241209,238.136,2024,02,234.88,"",100,847312368090506244,1,K,51318.31,51318.31,X,210.03,224.33,20260212121508,215.5,3850,211.71,208.17,191.721,1,39910.56,39910.56,220.88,208.17,V,51318.31,3042,221.199,1,48247.93,48247.93,210.07,218.12,S,198.55,S,173.775,35140.35,200.499,39613.46,20241017,20230916,243.19,20251118,20250728,20230309,243.05,269.15,276.58,264.2
3688,V020,251.69,258.15,2.62,"","",20230415,9665.889,2026,12,290.83,"",100,523156877378897001,1,K,2495249.25,2495249.25,"",251.69,237.02,20260212121508,258.15,3391,254.62,275.89,7957.107,1,2195286.25,2195286.25,266.61,275.89,V,2495249.25,3533,9087.747,1,2384715.69,2384715.69,263.0,262.41,V,253.21,V,6802.367,1866118.55,7343.239,1994622.07,20230415,20250624,275.16,20221123,20240902,20250629,265.2,305.46,305.01,310.31
3436,V036,85.39,77.68,3.64,"",X,20240731,3573.929,2026,07,92.54,"",100,552630239408836645,1,K,277622.8,277622.8,X,85.39,83.65,20260212121508,77.68,3895,88.72,80.28,2890.924,1,232083.38,232083.38,73.33,80.28,V,277622.8,3638,3181.004,1,224801.55,224801.55,84.42,70.67,V,80.53,S,2514.566,194137.1,3007.875,188571.56,20250809,20231212,95.12,20240507,20221106,20231111,101.29,100.97,114.37,85.94
3914,V010,361.53,343.0,4.15,"","",20250719,6826.346,2023,02,363.0,"",100,473332574994109471,1,K,2341436.68,2341436.68,X,361.53,329.39,20260212121508,343.0,3540,332.34,313.48,5815.558,1,1823061.12,1823061.12,340.63,313.48,V,2341436.68,3964,6418.492,1,2042556.71,2042556.71,352.81,318.23,V,382.73,V,4825.781,1724581.89,5629.784,1691803.9,20230412,20231208,390.72,20231015,20241118,20250716,363.77,466.69,437.75,370.22
3208,V035,312.57,339.13,2.7,"",X,20251129,2353.215,2023,06,352.8,"",100,325520396767677454,1,K,798045.8,798045.8,X,312.57,286.23,20260212121508,339.13,3441,336.53,371.69,1723.883,1,640750.07,640750.07,320.77,371.69,V,798045.8,3174,2096.444,1,714866.44,714866.44,323.06,340.99,V,307.77,S,1558.608,553321.2,1859.421,590066.93,20221113,20251125,361.67,20240708,20230815,20250811,318.53,354.29,379.44,405.84
3586,V032,196.97,213.26,4.05,"","",20230601,3083.705,2026,09,232.03,"",100,308170700824717299,1,K,657630.93,657630.93,X,196.97,199.52,20260212121508,213.26,3393,181.12,182.4,2437.369,1,444576.11,444576.11,184.27,182.4,V,657630.93,3082,2662.193,1,582567.69,582567.69,190.1,218.83,S,207.85,V,1950.313,373308.79,2356.423,491052.99,20241114,20250218,230.19,20240309,20250628,20230214,222.89,238.89,238.73,232.73
3706,V023,475.33,478.18,0.15,"","",20240805,2136.035,2023,06,568.38,"",100,486559915283118033,1,K,1021409.22,1021409.22,X,475.33,463.81,20260212121508,478.18,3041,481.79,464.52,1811.801,1,841617.8,841617.8,431.18,464.52,V,1021409.22,3580,2091.998,1,983134.46,983134.46,448.07,469.95,S,438.07,S,1491.939,782809.65,1951.742,863495.16,20250522,20240711,500.01,20241106,20230614,20251226,542.43,615.55,616.84,566.74
3173,V009,147.0,140.42,1.35,"",X,20241024,9903.787,2023,03,148.52,"",100,427156235102664528,1,K,1390689.77,1390689.77,X,147.0,152.19,20260212121508,140.42,3689,133.1,139.75,6993.469,1,977337.29,977337.29,151.2,139.75,S,1390689.77,3890,8881.059,1,1266172.58,1266172.58,136.58,142.57,S,149.09,S,6618.215,801917.36,8318.714,1123858.33,20250102,20240223,158.09,20241231,20240731,20250812,171.39,178.77,181.15,168.54
3100,V017,90.86,97.29,0.75,"",X,20230705,3742.461,2022,11,92.01,"",100,891471924234091405,1,K,364104.03,364104.03,"",90.86,90.82,20260212121508,97.29,3136,84.59,85.4,2765.085,1,236138.26,236138.26,94.37,85.4,S,364104.03,3913,3447.495,1,326822.53,326822.53,89.62,94.8,S,90.94,S,2226.049,222898.64,2979.869,269416.94,20240508,20230107,102.1,20230306,20231122,20250115,92.77,109.02,120.14,99.35
3038,V004,133.85,130.82,0.48,"","",20240901,8767.798,2022,07,148.46,"",100,319850426914833557,1,K,1147003.33,1147003.33,X,133.85,144.37,20260212121508,130.82,3541,129.55,127.56,6974.666,1,889688.39,889688.39,127.42,127.56,V,1147003.33,3775,8571.614,1,1058765.76,1058765.76,138.61,123.52,S,144.61,S,5793.333,841606.4,7670.348,966408.8,20251202,20250323,138.15,20240806,20250710,20230312,146.55,157.75,171.94,172.01
3643,V047,227.5,230.45,0.74,"","",20240227,453.214,2024,04,229.68,"",100,325520396767677454,1,K,104443.17,104443.17,"",227.5,241.3,20260212121508,230.45,3625,231.27,248.43,381.957,1,94889.58,94889.58,223.0,248.43,S,104443.17,3243,402.564,1,90101.87,90101.87,221.58,223.82,V,226.88,V,319.279,89477.42,345.591,85362.03,20250825,20251220,256.42,20231109,20240317,20230316,236.17,281.72,286.87,245.95
3640,V035,102.04,93.57,2.64,"",X,20250613,8247.997,2022,11,107.43,"",100,574342809285909714,1,K,771765.08,771765.08,"",102.04,102.89,20260212121508,93.57,3033,109.31,93.48,6410.614,1,599264.2,599264.2,110.66,93.48,V,771765.08,3496,7367.303,1,695252.38,695252.38,96.37,94.37,V,96.76,S,5389.709,566522.59,5895.036,659486.88,20250121,20240713,107.34,20241128,20231018,20230221,116.99,123.61,132.32,106.68
3623,V027,92.97,94.0,0.87,"","",20240929,2029.081,2022,04,107.59,"",100,814684681136854480,1,K,190733.61,190733.61,"",92.97,93.95,20260212121508,94.0,3331,91.6,83.88,1527.026,1,128086.94,128086.94,101.78,83.88,V,190733.61,3356,1834.689,1,174937.6,174937.6,84.31,95.35,S,93.42,V,1422.835,118671.6,1557.889,146818.39,20221117,20250829,110.27,20241230,20240101,20240627,95.44,115.74,115.37,113.78
3472,V016,371.52,383.99,2.04,"","",20230805,3619.312,2022,07,425.18,"",100,891988295773800899,1,K,1389779.61,1389779.61,X,371.52,386.33,20260212121508,383.99,3754,351.13,328.15,2714.01,1,890602.38,890602.38,350.86,328.15,V,1389779.61,3339,3273.2,1,1228824.74,1228824.74,385.85,375.42,S,394.08,S,2206.207,824070.76,2703.626,1125948.41,20251008,20240706,398.2,20230702,20240422,20250621,381.35,458.8,453.6,412.57
3103,V012,397.17,431.75,1.57,"","",20230102,7592.323,2025,07,465.94,"",100,439902302415930109,1,K,3277985.46,3277985.46,X,397.17,359.08,20260212121508,431.75,3111,358.99,387.07,5936.169,1,2297712.93,2297712.93,426.54,387.07,S,3277985.46,3944,6542.726,1,2689910.94,2689910.94,376.08,411.13,V,399.99,S,5035.605,2164762.52,5307.994,2527810.31,20241204,20240411,433.16,20241017,20230401,20250220,462.09,493.76,543.07,493.96
3578,V025,132.38,136.11,0.49,"",X,20240527,8786.615,2022,05,135.83,"",100,196884716989328590,1,K,1195946.17,1195946.17,"",132.38,138.05,20260212121508,136.11,3933,133.3,141.23,6171.188,1,871556.88,871556.88,115.0,141.23,S,1195946.17,3696,8012.061,1,1018092.59,1018092.59,124.18,127.07,S,126.83,S,5802.47,768540.38,6883.346,884232.3,20230321,20251207,139.24,20250102,20230217,20260128,147.07,151.14,184.72,149.49
3508,V013,461.8,487.12,4.91,"",X,20240220,2211.536,2022,07,521.69,"",100,611995270889056295,1,K,1077283.42,1077283.42,"",461.8,505.31,20260212121508,487.12,3995,493.34,423.66,1911.09,1,809652.39,809652.39,401.35,423.66,S,1077283.42,3180,2128.84,1,1078236.17,1078236.17,470.93,506.49,V,507.35,S,1641.014,662239.88,1729.691,996474.76,20250329,20230408,469.6,20250422,20250507,20260121,462.5,530.28,621.29,558.43
3737,V025,158.69,169.15,0.55,"",X,20250510,1955.242,2026,09,185.51,"",100,938465860264760639,1,K,330729.18,330729.18,X,158.69,158.13,20260212121508,169.15,3432,171.48,183.92,1582.847,1,291117.22,291117.22,163.41,183.92,V,330729.18,3623,1760.457,1,293591.41,293591.41,150.5,166.77,V,150.59,V,1329.054,258680.4,1471.912,262710.9,20240712,20250717,168.06,20231001,20241226,20230912,183.8,205.02,212.52,195.79
3944,V016,269.28,251.63,1.54,"",X,20240715,8984.321,2022,03,283.75,"",100,829798910565884205,1,K,2260724.69,2260724.69,X,269.28,263.88,20260212121508,251.63,3385,293.41,235.86,6435.7,1,1517924.2,1517924.2,263.65,235.86,S,2260724.69,3454,8016.121,1,1981424.79,1981424.79,280.72,247.18,V,254.88,V,5612.061,1389283.93,6516.858,1775020.38,20231027,20221215,303.45,20250205,20250314,20231119,269.46,309.74,375.54,298.0
3875,V045,50.33,46.82,1.4,"","",20241113,2036.622,2024,11,58.0,"",100,639007963720446590,1,K,95354.64,95354.64,"",50.33,50.2,20260212121508,46.82,3504,46.84,40.15,1785.711,1,71696.3,71696.3,53.81,40.15,V,95354.64,3906,1850.555,1,83756.12,83756.12,51.11,45.26,S,50.5,S,1492.707,60792.53,1727.435,71542.89,20230908,20250923,57.53,20221226,20260127,20251220,58.31,58.53,66.87,60.06
3147,V019,389.45,412.51,3.91,"",X,20241102,5227.414,2024,01,424.58,"",100,474906069196025172,1,K,2156360.55,2156360.55,"",389.45,402.22,20260212121508,412.51,3751,391.91,446.95,4033.808,1,1802910.49,1802910.49,376.37,446.95,S,2156360.55,3739,4696.224,1,1966637.72,1966637.72,353.31,418.77,V,423.68,S,3603.39,1550906.8,3875.139,1822227.32,20221128,20230206,443.36,20230429,20240727,20221107,423.07,454.98,514.34,398.48
3967,V033,401.65,433.03,3.91,"",X,20231022,6459.739,2024,10,416.17,"",100,101952964234514866,1,K,2797260.78,2797260.78,"",401.65,437.07,20260212121508,433.03,3200,378.36,467.26,4966.505,1,2320649.13,2320649.13,404.02,467.26,V,2797260.78,3796,5622.596,1,2288621.48,2288621.48,419.55,407.04,V,405.72,V,4318.321,2058812.78,5185.845,2095553.76,20230530,20230322,432.2,20241226,20251230,20250717,474.12,491.35,502.22,452.56
3454,V047,286.81,293.86,0.04,"",X,20251201,3256.555,2025,04,306.18,"",100,564407250097988061,1,K,956971.25,956971.25,X,286.81,301.49,20260212121508,293.86,3787,280.05,256.72,2562.29,1,657791.09,657791.09,278.19,256.72,S,956971.25,3195,3100.894,1,822605.16,822605.16,281.93,265.28,S,311.72,V,2143.927,547341.05,2743.251,741691.6,20230610,20250222,327.8,20230815,20221031,20231010,297.38,319.1,378.67,339.62
