MANDT,MATNR,CHARG,LVORM,ERSDA,ERNAM,AENAM,LAEDA,VERAB,VFDAT,ZUSCH,ZUSTD,ZAEDT,LIFNR,LICHA,VLCHA,VLWRK,VLMAT,CHAME,LWEDT,FVDT1,FVDT2,FVDT3,FVDT4,FVDT5,FVDT6,HERKL,HERKR,MTVER,QNDAT,HSDAT,CUOBJ_BM,DEACT_BM,BATCH_TYPE
200,000000000000001299,BATCH06299,"",20250420,USER098,USER148,20260212,20260511,20260615,A,"",20260212,VEND000299,VBATCH00699,OBATCH00299,PL19,000000000000002299,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,IND,062,0305,20260809,20250420,000000000000081874,"",2
300,000000000000001300,BATCH06300,"",20250419,USER099,USER149,20260212,20260512,20260616,R,"",20260212,VEND000300,VBATCH00700,OBATCH00300,PL20,000000000000002300,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,FRA,063,0306,20260810,20250419,000000000000081887,"",3
100,000000000000001301,BATCH06301,X,20250418,USER100,USER000,20260212,20260212,20260617,A,X,20260212,VEND000301,VBATCH00701,OBATCH00301,PL01,000000000000002301,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,USA,064,0307,20260212,20250418,000000000000081900,X,1
200,000000000000001302,BATCH06302,"",20250417,USER101,USER001,20260212,20260213,20260618,R,"",20260212,VEND000302,VBATCH00702,OBATCH00302,PL02,000000000000002302,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,DEU,065,0308,20260213,20250417,000000000000081913,"",2
300,000000000000001303,BATCH06303,"",20250416,USER102,USER002,20260212,20260214,20260619,A,"",20260212,VEND000303,VBATCH00703,OBATCH00303,PL03,000000000000002303,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,IND,066,0309,20260214,20250416,000000000000081926,"",3
100,000000000000001304,BATCH06304,"",20250415,USER103,USER003,20260212,20260215,20260620,R,"",20260212,VEND000304,VBATCH00704,OBATCH00304,PL04,000000000000002304,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,FRA,067,0310,20260215,20250415,000000000000081939,"",1
200,000000000000001305,BATCH06305,"",20250414,USER104,USER004,20260212,20260216,20260621,A,"",20260212,VEND000305,VBATCH00705,OBATCH00305,PL05,000000000000002305,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,068,0311,20260216,20250414,000000000000081952,"",2
300,000000000000001306,BATCH06306,"",20250413,USER105,USER005,20260212,20260217,20260622,R,X,20260212,VEND000306,VBATCH00706,OBATCH00306,PL06,000000000000002306,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,069,0312,20260217,20250413,000000000000081965,"",3
100,000000000000001307,BATCH06307,"",20250412,USER106,USER006,20260212,20260218,20260623,A,"",20260212,VEND000307,VBATCH00707,OBATCH00307,PL07,000000000000002307,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,070,0313,20260218,20250412,000000000000081978,"",1
200,000000000000001308,BATCH06308,"",20250411,USER107,USER007,20260212,20260219,20260624,R,"",20260212,VEND000308,VBATCH00708,OBATCH00308,PL08,000000000000002308,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,071,0314,20260219,20250411,000000000000081991,"",2
300,000000000000001309,BATCH06309,"",20250410,USER108,USER008,20260212,20260220,20260625,A,"",20260212,VEND000309,VBATCH00709,OBATCH00309,PL09,000000000000002309,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,072,0315,20260220,20250410,000000000000082004,"",3
100,000000000000001310,BATCH06310,"",20250409,USER109,USER009,20260212,20260221,20260626,R,"",20260212,VEND000310,VBATCH00710,OBATCH00310,PL10,000000000000002310,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,073,0316,20260221,20250409,000000000000082017,"",1
200,000000000000001311,BATCH06311,"",20250408,USER110,USER010,20260212,20260222,20260627,A,X,20260212,VEND000311,VBATCH00711,OBATCH00311,PL11,000000000000002311,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,074,0317,20260222,20250408,000000000000082030,"",2
300,000000000000001312,BATCH06312,"",20250407,USER111,USER011,20260212,20260223,20260628,R,"",20260212,VEND000312,VBATCH00712,OBATCH00312,PL12,000000000000002312,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,075,0318,20260223,20250407,000000000000082043,"",3
100,000000000000001313,BATCH06313,"",20250406,USER112,USER012,20260212,20260224,20260629,A,"",20260212,VEND000313,VBATCH00713,OBATCH00313,PL13,000000000000002313,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,076,0319,20260224,20250406,000000000000082056,"",1
200,000000000000001314,BATCH06314,"",20250405,USER113,USER013,20260212,20260225,20260630,R,"",20260212,VEND000314,VBATCH00714,OBATCH00314,PL14,000000000000002314,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,077,0320,20260225,20250405,000000000000082069,"",2
300,000000000000001315,BATCH06315,"",20250404,USER114,USER014,20260212,20260226,20260701,A,"",20260212,VEND000315,VBATCH00715,OBATCH00315,PL15,000000000000002315,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,078,0321,20260226,20250404,000000000000082082,"",3
100,000000000000001316,BATCH06316,"",20250403,USER115,USER015,20260212,20260227,20260702,R,X,20260212,VEND000316,VBATCH00716,OBATCH00316,PL16,000000000000002316,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,079,0322,20260227,20250403,000000000000082095,"",1
200,000000000000001317,BATCH06317,"",20250402,USER116,USER016,20260212,20260228,20260703,A,"",20260212,VEND000317,VBATCH00717,OBATCH00317,PL17,000000000000002317,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,080,0323,20260228,20250402,000000000000082108,"",2
300,000000000000001318,BATCH06318,"",20250401,USER117,USER017,20260212,20260301,20260704,R,"",20260212,VEND000318,VBATCH00718,OBATCH00318,PL18,000000000000002318,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,081,0324,20260301,20250401,000000000000082121,"",3
100,000000000000001319,BATCH06319,"",20250331,USER118,USER018,20260212,20260302,20260705,A,"",20260212,VEND000319,VBATCH00719,OBATCH00319,PL19,000000000000002319,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,082,0325,20260302,20250331,000000000000082134,"",1
200,000000000000001320,BATCH06320,"",20250330,USER119,USER019,20260212,20260303,20260706,R,"",20260212,VEND000320,VBATCH00720,OBATCH00320,PL20,000000000000002320,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,083,0326,20260303,20250330,000000000000082147,"",2
300,000000000000001321,BATCH06321,X,20250329,USER120,USER020,20260212,20260304,20260707,A,X,20260212,VEND000321,VBATCH00721,OBATCH00321,PL01,000000000000002321,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,084,0327,20260304,20250329,000000000000082160,"",3
100,000000000000001322,BATCH06322,"",20250328,USER121,USER021,20260212,20260305,20260708,R,"",20260212,VEND000322,VBATCH00722,OBATCH00322,PL02,000000000000002322,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,085,0328,20260305,20250328,000000000000082173,"",1
200,000000000000001323,BATCH06323,"",20250327,USER122,USER022,20260212,20260306,20260709,A,"",20260212,VEND000323,VBATCH00723,OBATCH00323,PL03,000000000000002323,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,086,0329,20260306,20250327,000000000000082186,"",2
300,000000000000001324,BATCH06324,"",20250326,USER123,USER023,20260212,20260307,20260710,R,"",20260212,VEND000324,VBATCH00724,OBATCH00324,PL04,000000000000002324,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,087,0330,20260307,20250326,000000000000082199,"",3
100,000000000000001325,BATCH06325,"",20250325,USER124,USER024,20260212,20260308,20260711,A,"",20260212,VEND000325,VBATCH00725,OBATCH00325,PL05,000000000000002325,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,088,0331,20260308,20250325,000000000000082212,"",1
200,000000000000001326,BATCH06326,"",20250324,USER125,USER025,20260212,20260309,20260712,R,X,20260212,VEND000326,VBATCH00726,OBATCH00326,PL06,000000000000002326,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,089,0332,20260309,20250324,000000000000082225,"",2
300,000000000000001327,BATCH06327,"",20250323,USER126,USER026,20260212,20260310,20260713,A,"",20260212,VEND000327,VBATCH00727,OBATCH00327,PL07,000000000000002327,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,090,0333,20260310,20250323,000000000000082238,"",3
100,000000000000001328,BATCH06328,"",20250322,USER127,USER027,20260212,20260311,20260714,R,"",20260212,VEND000328,VBATCH00728,OBATCH00328,PL08,000000000000002328,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,091,0334,20260311,20250322,000000000000082251,"",1
200,000000000000001329,BATCH06329,"",20250321,USER128,USER028,20260212,20260312,20260715,A,"",20260212,VEND000329,VBATCH00729,OBATCH00329,PL09,000000000000002329,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,092,0335,20260312,20250321,000000000000082264,"",2
300,000000000000001330,BATCH06330,"",20250320,USER129,USER029,20260212,20260313,20260716,R,"",20260212,VEND000330,VBATCH00730,OBATCH00330,PL10,000000000000002330,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,093,0336,20260313,20250320,000000000000082277,"",3
100,000000000000001331,BATCH06331,"",20250319,USER130,USER030,20260212,20260314,20260717,A,X,20260212,VEND000331,VBATCH00731,OBATCH00331,PL11,000000000000002331,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,094,0337,20260314,20250319,000000000000082290,"",1
200,000000000000001332,BATCH06332,"",20250318,USER131,USER031,20260212,20260315,20260718,R,"",20260212,VEND000332,VBATCH00732,OBATCH00332,PL12,000000000000002332,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,095,0338,20260315,20250318,000000000000082303,"",2
300,000000000000001333,BATCH06333,"",20250317,USER132,USER032,20260212,20260316,20260719,A,"",20260212,VEND000333,VBATCH00733,OBATCH00333,PL13,000000000000002333,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,096,0339,20260316,20250317,000000000000082316,"",3
100,000000000000001334,BATCH06334,"",20250316,USER133,USER033,20260212,20260317,20260720,R,"",20260212,VEND000334,VBATCH00734,OBATCH00334,PL14,000000000000002334,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,097,0340,20260317,20250316,000000000000082329,"",1
200,000000000000001335,BATCH06335,"",20250315,USER134,USER034,20260212,20260318,20260721,A,"",20260212,VEND000335,VBATCH00735,OBATCH00335,PL15,000000000000002335,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,098,0341,20260318,20250315,000000000000082342,"",2
300,000000000000001336,BATCH06336,"",20250314,USER135,USER035,20260212,20260319,20260722,R,X,20260212,VEND000336,VBATCH00736,OBATCH00336,PL16,000000000000002336,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,FRA,099,0342,20260319,20250314,000000000000082355,"",3
100,000000000000001337,BATCH06337,"",20250313,USER136,USER036,20260212,20260320,20260723,A,"",20260212,VEND000337,VBATCH00737,OBATCH00337,PL17,000000000000002337,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,USA,001,0343,20260320,20250313,000000000000082368,"",1
200,000000000000001338,BATCH06338,"",20250312,USER137,USER037,20260212,20260321,20260724,R,"",20260212,VEND000338,VBATCH00738,OBATCH00338,PL18,000000000000002338,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,DEU,002,0344,20260321,20250312,000000000000082381,"",2
300,000000000000001339,BATCH06339,"",20250311,USER138,USER038,20260212,20260322,20260725,A,"",20260212,VEND000339,VBATCH00739,OBATCH00339,PL19,000000000000002339,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,IND,003,0345,20260322,20250311,000000000000082394,"",3
100,000000000000001340,BATCH06340,"",20250310,USER139,USER039,20260212,20260323,20260726,R,"",20260212,VEND000340,VBATCH00740,OBATCH00340,PL20,000000000000002340,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,FRA,004,0346,20260323,20250310,000000000000082407,"",1
200,000000000000001341,BATCH06341,X,20250309,USER140,USER040,20260212,20260324,20260727,A,X,20260212,VEND000341,VBATCH00741,OBATCH00341,PL01,000000000000002341,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,USA,005,0347,20260324,20250309,000000000000082420,"",2
300,000000000000001342,BATCH06342,"",20250308,USER141,USER041,20260212,20260325,20260728,R,"",20260212,VEND000342,VBATCH00742,OBATCH00342,PL02,000000000000002342,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,DEU,006,0348,20260325,20250308,000000000000082433,"",3
100,000000000000001343,BATCH06343,"",20250307,USER142,USER042,20260212,20260326,20260729,A,"",20260212,VEND000343,VBATCH00743,OBATCH00343,PL03,000000000000002343,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,IND,007,0349,20260326,20250307,000000000000082446,"",1
200,000000000000001344,BATCH06344,"",20250306,USER143,USER043,20260212,20260327,20260730,R,"",20260212,VEND000344,VBATCH00744,OBATCH00344,PL04,000000000000002344,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,FRA,008,0350,20260327,20250306,000000000000082459,"",2
300,000000000000001345,BATCH06345,"",20250305,USER144,USER044,20260212,20260328,20260731,A,"",20260212,VEND000345,VBATCH00745,OBATCH00345,PL05,000000000000002345,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,USA,009,0351,20260328,20250305,000000000000082472,"",3
100,000000000000001346,BATCH06346,"",20250304,USER145,USER045,20260212,20260329,20260801,R,X,20260212,VEND000346,VBATCH00746,OBATCH00346,PL06,000000000000002346,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,DEU,010,0352,20260329,20250304,000000000000082485,"",1
200,000000000000001347,BATCH06347,"",20250303,USER146,USER046,20260212,20260330,20260802,A,"",20260212,VEND000347,VBATCH00747,OBATCH00347,PL07,000000000000002347,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,IND,011,0353,20260330,20250303,000000000000082498,"",2
300,000000000000001348,BATCH06348,"",20250302,USER147,USER047,20260212,20260331,20260803,R,"",20260212,VEND000348,VBATCH00748,OBATCH00348,PL08,000000000000002348,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,FRA,012,0354,20260331,20250302,000000000000082511,"",3
100,000000000000001349,BATCH06349,"",20250301,USER148,USER048,20260212,20260401,20260804,A,"",20260212,VEND000349,VBATCH00749,OBATCH00349,PL09,000000000000002349,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,USA,013,0355,20260401,20250301,000000000000082524,"",1
200,000000000000001350,BATCH06350,"",20250228,USER149,USER049,20260212,20260402,20260805,R,"",20260212,VEND000350,VBATCH00750,OBATCH00350,PL10,000000000000002350,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,DEU,014,0356,20260402,20250228,000000000000082537,"",2
300,000000000000001351,BATCH06351,"",20250227,USER150,USER050,20260212,20260403,20260806,A,X,20260212,VEND000351,VBATCH00751,OBATCH00351,PL11,000000000000002351,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,IND,015,0357,20260403,20250227,000000000000082550,X,3
100,000000000000001352,BATCH06352,"",20250226,USER151,USER051,20260212,20260404,20260807,R,"",20260212,VEND000352,VBATCH00752,OBATCH00352,PL12,000000000000002352,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,FRA,016,0358,20260404,20250226,000000000000082563,"",1
200,000000000000001353,BATCH06353,"",20250225,USER152,USER052,20260212,20260405,20260808,A,"",20260212,VEND000353,VBATCH00753,OBATCH00353,PL13,000000000000002353,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,USA,017,0359,20260405,20250225,000000000000082576,"",2
300,000000000000001354,BATCH06354,"",20250224,USER153,USER053,20260212,20260406,20260809,R,"",20260212,VEND000354,VBATCH00754,OBATCH00354,PL14,000000000000002354,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,DEU,018,0360,20260406,20250224,000000000000082589,"",3
100,000000000000001355,BATCH06355,"",20250223,USER154,USER054,20260212,20260407,20260810,A,"",20260212,VEND000355,VBATCH00755,OBATCH00355,PL15,000000000000002355,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,IND,019,0361,20260407,20250223,000000000000082602,"",1
200,000000000000001356,BATCH06356,"",20250222,USER155,USER055,20260212,20260408,20260811,R,X,20260212,VEND000356,VBATCH00756,OBATCH00356,PL16,000000000000002356,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,FRA,020,0362,20260408,20250222,000000000000082615,"",2
300,000000000000001357,BATCH06357,"",20250221,USER156,USER056,20260212,20260409,20260812,A,"",20260212,VEND000357,VBATCH00757,OBATCH00357,PL17,000000000000002357,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,USA,021,0363,20260409,20250221,000000000000082628,"",3
100,000000000000001358,BATCH06358,"",20250220,USER157,USER057,20260212,20260410,20260813,R,"",20260212,VEND000358,VBATCH00758,OBATCH00358,PL18,000000000000002358,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,DEU,022,0364,20260410,20250220,000000000000082641,"",1
200,000000000000001359,BATCH06359,"",20250219,USER158,USER058,20260212,20260411,20260814,A,"",20260212,VEND000359,VBATCH00759,OBATCH00359,PL19,000000000000002359,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,IND,023,0365,20260411,20250219,000000000000082654,"",2
300,000000000000001360,BATCH06360,"",20250218,USER159,USER059,20260212,20260412,20260815,R,"",20260212,VEND000360,VBATCH00760,OBATCH00360,PL20,000000000000002360,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,FRA,024,0366,20260412,20250218,000000000000082667,"",3
100,000000000000001361,BATCH06361,X,20250217,USER160,USER060,20260212,20260413,20260816,A,X,20260212,VEND000361,VBATCH00761,OBATCH00361,PL01,000000000000002361,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,USA,025,0367,20260413,20250217,000000000000082680,"",1
200,000000000000001362,BATCH06362,"",20250216,USER161,USER061,20260212,20260414,20260817,R,"",20260212,VEND000362,VBATCH00762,OBATCH00362,PL02,000000000000002362,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,DEU,026,0368,20260414,20250216,000000000000082693,"",2
300,000000000000001363,BATCH06363,"",20250215,USER162,USER062,20260212,20260415,20260818,A,"",20260212,VEND000363,VBATCH00763,OBATCH00363,PL03,000000000000002363,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,IND,027,0369,20260415,20250215,000000000000082706,"",3
100,000000000000001364,BATCH06364,"",20250214,USER163,USER063,20260212,20260416,20260819,R,"",20260212,VEND000364,VBATCH00764,OBATCH00364,PL04,000000000000002364,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,FRA,028,0370,20260416,20250214,000000000000082719,"",1
200,000000000000001365,BATCH06365,"",20250213,USER164,USER064,20260212,20260417,20260820,A,"",20260212,VEND000365,VBATCH00765,OBATCH00365,PL05,000000000000002365,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,USA,029,0371,20260417,20250213,000000000000082732,"",2
300,000000000000001366,BATCH06366,"",20250212,USER165,USER065,20260212,20260418,20260821,R,X,20260212,VEND000366,VBATCH00766,OBATCH00366,PL06,000000000000002366,EA,20260207,20260212,20260212,20260212,20260212,20260212,20260212,DEU,030,0372,20260418,20250212,000000000000082745,"",3
100,000000000000001367,BATCH06367,"",20250211,USER166,USER066,20260212,20260419,20260822,A,"",20260212,VEND000367,VBATCH00767,OBATCH00367,PL07,000000000000002367,EA,20260206,20260212,20260212,20260212,20260212,20260212,20260212,IND,031,0373,20260419,20250211,000000000000082758,"",1
200,000000000000001368,BATCH06368,"",20250210,USER167,USER067,20260212,20260420,20260823,R,"",20260212,VEND000368,VBATCH00768,OBATCH00368,PL08,000000000000002368,EA,20260205,20260212,20260212,20260212,20260212,20260212,20260212,FRA,032,0374,20260420,20250210,000000000000082771,"",2
300,000000000000001369,BATCH06369,"",20250209,USER168,USER068,20260212,20260421,20260824,A,"",20260212,VEND000369,VBATCH00769,OBATCH00369,PL09,000000000000002369,EA,20260204,20260212,20260212,20260212,20260212,20260212,20260212,USA,033,0375,20260421,20250209,000000000000082784,"",3
100,000000000000001370,BATCH06370,"",20250208,USER169,USER069,20260212,20260422,20260825,R,"",20260212,VEND000370,VBATCH00770,OBATCH00370,PL10,000000000000002370,EA,20260203,20260212,20260212,20260212,20260212,20260212,20260212,DEU,034,0376,20260422,20250208,000000000000082797,"",1
200,000000000000001371,BATCH06371,"",20250207,USER170,USER070,20260212,20260423,20260826,A,X,20260212,VEND000371,VBATCH00771,OBATCH00371,PL11,000000000000002371,EA,20260202,20260212,20260212,20260212,20260212,20260212,20260212,IND,035,0377,20260423,20250207,000000000000082810,"",2
300,000000000000001372,BATCH06372,"",20250206,USER171,USER071,20260212,20260424,20260827,R,"",20260212,VEND000372,VBATCH00772,OBATCH00372,PL12,000000000000002372,EA,20260201,20260212,20260212,20260212,20260212,20260212,20260212,FRA,036,0378,20260424,20250206,000000000000082823,"",3
100,000000000000001373,BATCH06373,"",20250205,USER172,USER072,20260212,20260425,20260828,A,"",20260212,VEND000373,VBATCH00773,OBATCH00373,PL13,000000000000002373,EA,20260131,20260212,20260212,20260212,20260212,20260212,20260212,USA,037,0379,20260425,20250205,000000000000082836,"",1
200,000000000000001374,BATCH06374,"",20250204,USER173,USER073,20260212,20260426,20260829,R,"",20260212,VEND000374,VBATCH00774,OBATCH00374,PL14,000000000000002374,EA,20260130,20260212,20260212,20260212,20260212,20260212,20260212,DEU,038,0380,20260426,20250204,000000000000082849,"",2
300,000000000000001375,BATCH06375,"",20250203,USER174,USER074,20260212,20260427,20260830,A,"",20260212,VEND000375,VBATCH00775,OBATCH00375,PL15,000000000000002375,EA,20260129,20260212,20260212,20260212,20260212,20260212,20260212,IND,039,0381,20260427,20250203,000000000000082862,"",3
100,000000000000001376,BATCH06376,"",20250202,USER175,USER075,20260212,20260428,20260831,R,X,20260212,VEND000376,VBATCH00776,OBATCH00376,PL16,000000000000002376,EA,20260128,20260212,20260212,20260212,20260212,20260212,20260212,FRA,040,0382,20260428,20250202,000000000000082875,"",1
200,000000000000001377,BATCH06377,"",20250201,USER176,USER076,20260212,20260429,20260901,A,"",20260212,VEND000377,VBATCH00777,OBATCH00377,PL17,000000000000002377,EA,20260127,20260212,20260212,20260212,20260212,20260212,20260212,USA,041,0383,20260429,20250201,000000000000082888,"",2
300,000000000000001378,BATCH06378,"",20250131,USER177,USER077,20260212,20260430,20260902,R,"",20260212,VEND000378,VBATCH00778,OBATCH00378,PL18,000000000000002378,EA,20260126,20260212,20260212,20260212,20260212,20260212,20260212,DEU,042,0384,20260430,20250131,000000000000082901,"",3
100,000000000000001379,BATCH06379,"",20250130,USER178,USER078,20260212,20260501,20260903,A,"",20260212,VEND000379,VBATCH00779,OBATCH00379,PL19,000000000000002379,EA,20260125,20260212,20260212,20260212,20260212,20260212,20260212,IND,043,0385,20260501,20250130,000000000000082914,"",1
200,000000000000001380,BATCH06380,"",20250129,USER179,USER079,20260212,20260502,20260904,R,"",20260212,VEND000380,VBATCH00780,OBATCH00380,PL20,000000000000002380,EA,20260124,20260212,20260212,20260212,20260212,20260212,20260212,FRA,044,0386,20260502,20250129,000000000000082927,"",2
300,000000000000001381,BATCH06381,X,20250128,USER180,USER080,20260212,20260503,20260905,A,X,20260212,VEND000381,VBATCH00781,OBATCH00381,PL01,000000000000002381,EA,20260123,20260212,20260212,20260212,20260212,20260212,20260212,USA,045,0387,20260503,20250128,000000000000082940,"",3
100,000000000000001382,BATCH06382,"",20250127,USER181,USER081,20260212,20260504,20260906,R,"",20260212,VEND000382,VBATCH00782,OBATCH00382,PL02,000000000000002382,EA,20260122,20260212,20260212,20260212,20260212,20260212,20260212,DEU,046,0388,20260504,20250127,000000000000082953,"",1
200,000000000000001383,BATCH06383,"",20250126,USER182,USER082,20260212,20260505,20260907,A,"",20260212,VEND000383,VBATCH00783,OBATCH00383,PL03,000000000000002383,EA,20260121,20260212,20260212,20260212,20260212,20260212,20260212,IND,047,0389,20260505,20250126,000000000000082966,"",2
300,000000000000001384,BATCH06384,"",20250125,USER183,USER083,20260212,20260506,20260908,R,"",20260212,VEND000384,VBATCH00784,OBATCH00384,PL04,000000000000002384,EA,20260120,20260212,20260212,20260212,20260212,20260212,20260212,FRA,048,0390,20260506,20250125,000000000000082979,"",3
100,000000000000001385,BATCH06385,"",20250124,USER184,USER084,20260212,20260507,20260909,A,"",20260212,VEND000385,VBATCH00785,OBATCH00385,PL05,000000000000002385,EA,20260119,20260212,20260212,20260212,20260212,20260212,20260212,USA,049,0391,20260507,20250124,000000000000082992,"",1
200,000000000000001386,BATCH06386,"",20250123,USER185,USER085,20260212,20260508,20260910,R,X,20260212,VEND000386,VBATCH00786,OBATCH00386,PL06,000000000000002386,EA,20260118,20260212,20260212,20260212,20260212,20260212,20260212,DEU,050,0392,20260508,20250123,000000000000083005,"",2
300,000000000000001387,BATCH06387,"",20250122,USER186,USER086,20260212,20260509,20260911,A,"",20260212,VEND000387,VBATCH00787,OBATCH00387,PL07,000000000000002387,EA,20260117,20260212,20260212,20260212,20260212,20260212,20260212,IND,051,0393,20260509,20250122,000000000000083018,"",3
100,000000000000001388,BATCH06388,"",20250121,USER187,USER087,20260212,20260510,20260912,R,"",20260212,VEND000388,VBATCH00788,OBATCH00388,PL08,000000000000002388,EA,20260116,20260212,20260212,20260212,20260212,20260212,20260212,FRA,052,0394,20260510,20250121,000000000000083031,"",1
200,000000000000001389,BATCH06389,"",20250120,USER188,USER088,20260212,20260511,20260913,A,"",20260212,VEND000389,VBATCH00789,OBATCH00389,PL09,000000000000002389,EA,20260115,20260212,20260212,20260212,20260212,20260212,20260212,USA,053,0395,20260511,20250120,000000000000083044,"",2
300,000000000000001390,BATCH06390,"",20250119,USER189,USER089,20260212,20260512,20260914,R,"",20260212,VEND000390,VBATCH00790,OBATCH00390,PL10,000000000000002390,EA,20260114,20260212,20260212,20260212,20260212,20260212,20260212,DEU,054,0396,20260512,20250119,000000000000083057,"",3
100,000000000000001391,BATCH06391,"",20250118,USER190,USER090,20260212,20260212,20260915,A,X,20260212,VEND000391,VBATCH00791,OBATCH00391,PL11,000000000000002391,EA,20260212,20260212,20260212,20260212,20260212,20260212,20260212,IND,055,0397,20260513,20250118,000000000000083070,"",1
200,000000000000001392,BATCH06392,"",20250117,USER191,USER091,20260212,20260213,20260916,R,"",20260212,VEND000392,VBATCH00792,OBATCH00392,PL12,000000000000002392,EA,20260211,20260212,20260212,20260212,20260212,20260212,20260212,FRA,056,0398,20260514,20250117,000000000000083083,"",2
300,000000000000001393,BATCH06393,"",20250116,USER192,USER092,20260212,20260214,20260917,A,"",20260212,VEND000393,VBATCH00793,OBATCH00393,PL13,000000000000002393,EA,20260210,20260212,20260212,20260212,20260212,20260212,20260212,USA,057,0399,20260515,20250116,000000000000083096,"",3
100,000000000000001394,BATCH06394,"",20250115,USER193,USER093,20260212,20260215,20260918,R,"",20260212,VEND000394,VBATCH00794,OBATCH00394,PL14,000000000000002394,EA,20260209,20260212,20260212,20260212,20260212,20260212,20260212,DEU,058,0400,20260516,20250115,000000000000083109,"",1
200,000000000000001395,BATCH06395,"",20250114,USER194,USER094,20260212,20260216,20260919,A,"",20260212,VEND000395,VBATCH00795,OBATCH00395,PL15,000000000000002395,EA,20260208,20260212,20260212,20260212,20260212,20260212,20260212,IND,059,0401,20260517,20250114,000000000000083122,"",2
