BWESB,GLGMG,LFGJA,LFMON,MANDT,MATNR,TRAME,UMLMC,VKGLG,VKTRW,VKUMC,WERKS
1722.338,306.518,2022,08,100,816345731370256607,1518.532,4865.405,4785.0,64006.05,154291.83,P003
1778.465,805.264,2025,12,100,559541800304472268,2304.045,3483.993,4458.07,95409.31,42934.66,P032
1421.56,28.302,2022,07,100,164030597599192627,1457.273,957.865,454.64,18677.17,33526.9,P015
1176.845,553.222,2022,02,100,345324190793231504,788.132,2771.723,7083.64,17217.33,125931.59,P024
1253.164,423.51,2023,05,100,149075138484370576,2031.606,4935.389,9135.63,96961.81,190830.69,P042
547.695,402.481,2022,03,100,311781218557560747,2834.327,641.27,5826.56,73269.51,17810.74,P037
1866.983,30.0,2022,11,100,876195225634699077,2131.936,3796.711,410.96,77086.33,51870.39,P039
430.596,8.1,2024,02,100,537459885710220523,548.559,1880.717,97.91,19162.0,19992.47,P005
614.884,754.21,2022,12,100,660797038627285626,620.37,3981.551,12209.57,28750.66,125292.66,P044
890.805,583.472,2023,03,100,811162582661898821,1787.74,1669.782,8491.92,74507.19,59024.64,P037
250.604,599.72,2026,07,100,170336968582739384,899.036,2606.506,7718.93,36558.23,76505.53,P046
1877.258,580.569,2026,06,100,166614520248772028,291.313,4995.058,3223.94,11856.4,201224.48,P037
1557.886,409.611,2025,01,100,103892423732399162,2581.325,2073.54,7427.08,122896.13,51643.31,P024
1253.916,160.724,2025,05,100,244401556118096994,892.699,2201.773,1784.58,30425.88,39426.53,P026
769.379,191.89,2024,05,100,666563088882930252,2164.023,723.859,4345.94,33701.07,19674.04,P018
642.69,514.245,2026,06,100,685288247825689539,2246.356,3179.144,11049.56,36419.68,114826.64,P035
237.421,151.166,2021,04,100,619830872940388218,2300.345,4673.015,1777.14,79214.59,74964.42,P002
917.41,457.295,2025,07,100,195507708490494578,2533.678,1069.504,8374.37,110153.88,40570.41,P050
1882.776,382.948,2024,06,100,600814456809812846,1871.634,3794.813,3047.36,85357.42,152095.02,P024
1711.416,734.96,2026,04,100,420656457446628122,2852.738,3997.364,16954.27,119532.53,119639.14,P008
1320.469,794.144,2026,04,100,540070751041374346,529.94,2653.637,10031.91,19178.38,124772.71,P002
579.326,323.652,2023,02,100,231839459548884078,1313.42,777.588,6038.53,37659.02,11886.55,P004
1895.293,705.736,2024,11,100,705313350188841058,1017.194,943.36,7858.53,33000.74,45499.71,P031
1742.933,58.713,2021,05,100,320713581601648901,2820.167,2025.754,895.6,132728.38,79701.0,P034
1919.244,118.927,2021,03,100,689978031306846716,124.481,568.143,1311.24,5063.28,21312.96,P014
368.882,662.201,2025,03,100,700369513466123552,267.643,2792.594,14512.67,4283.61,34337.41,P031
1979.997,999.177,2023,09,100,321653593335410845,2103.377,3160.874,15825.8,74206.1,99724.48,P022
1525.645,506.925,2026,06,100,320512135501741076,980.294,2573.239,7517.12,42743.0,116379.5,P005
693.676,908.692,2024,08,100,830294089263832833,1610.367,1405.058,20208.15,17357.25,28349.21,P047
1263.648,695.862,2024,09,100,563512275084129630,2136.117,3235.007,4897.57,89962.73,152436.55,P040
1447.823,643.256,2023,09,100,473991062702819266,951.719,706.362,4122.2,10685.73,8811.17,P015
1992.766,561.491,2023,05,100,693351417281100532,2326.275,2821.627,4731.45,53467.57,83101.22,P013
45.532,996.459,2021,05,100,799275013680094387,2542.161,1422.407,17826.73,115639.76,25886.75,P012
472.886,172.085,2020,06,100,225942991550480312,2670.652,2677.212,1439.76,122393.16,94874.21,P017
754.553,809.234,2025,08,100,715713605582350563,604.932,477.703,13221.55,16752.14,12597.68,P009
1512.963,473.503,2022,05,100,588888235991086369,2120.563,1400.601,11807.68,76861.39,23852.76,P035
751.436,668.95,2021,01,100,329715474562050128,626.999,4331.307,11770.19,22215.16,46916.72,P038
292.843,663.379,2026,01,100,937165621982104502,1720.767,4655.222,14705.86,78828.92,157907.47,P014
933.779,384.983,2021,09,100,287764605482694699,2770.501,3727.919,9535.64,93099.55,116530.71,P030
1262.367,334.742,2022,12,100,187218587526524042,2459.76,1562.217,4009.01,118038.91,30722.3,P028
63.551,948.501,2026,01,100,292547692226241132,2137.304,2709.297,12607.9,68296.52,65111.36,P019
556.112,785.445,2023,10,100,735448226079697906,1625.581,4284.341,8527.8,63574.23,147238.18,P037
895.31,829.954,2023,09,100,812959462973495506,2977.676,2343.177,18868.8,29929.82,28614.78,P050
41.6,979.347,2020,04,100,606618293166032268,2591.112,118.261,15055.72,82423.96,2976.97,P034
185.101,346.644,2024,12,100,143389769996579839,949.366,2194.48,4310.12,28317.1,67425.83,P043
960.567,287.001,2022,07,100,249781398962146277,1441.763,4411.452,3579.1,56339.51,70211.92,P024
597.345,846.626,2023,10,100,513904844546874690,2119.09,2050.476,14449.81,78287.62,53352.16,P018
656.282,580.313,2024,03,100,857671135340202055,2272.086,4875.6,3424.74,53257.6,81923.78,P024
1113.768,85.66,2021,01,100,720942648169333171,89.926,2351.227,862.38,3994.97,82328.46,P017
716.169,768.512,2020,02,100,279953564779314880,913.056,1929.045,16198.09,28116.87,72938.92,P050
913.278,340.316,2025,08,100,516421823252047722,706.211,7.835,4241.72,34429.75,227.81,P004
693.4,510.15,2026,06,100,390621177220073333,1582.192,665.549,12368.95,46988.27,8342.66,P044
474.197,281.551,2026,12,100,681382270814053522,1850.075,2066.487,4300.27,59363.75,58507.1,P038
10.14,135.129,2022,11,100,652468031461121143,2371.024,1063.319,2951.18,56498.75,49354.15,P045
1075.149,931.787,2021,10,100,563908846745647827,1981.865,456.108,5528.51,82715.05,21505.65,P021
501.617,372.949,2026,10,100,853616683221418389,381.309,4818.238,6402.86,12628.26,132651.33,P048
809.092,571.643,2020,04,100,897980218611870482,1283.073,209.317,13869.77,28766.16,9696.65,P045
1484.755,835.536,2021,10,100,866859022271003579,1801.204,1865.155,15519.54,26515.12,89849.29,P036
965.646,882.501,2025,11,100,949775337433908780,1605.78,2650.379,14234.38,26802.31,123100.79,P016
1607.802,132.875,2023,07,100,181883507999451839,174.976,3841.416,1662.67,5450.2,146229.83,P046
947.403,264.072,2020,07,100,545122991054740901,1165.306,3710.315,6470.79,53692.75,73323.34,P019
1200.596,681.933,2021,06,100,194302597856162587,95.964,1305.318,8787.59,4147.32,41843.15,P024
1608.402,750.203,2021,12,100,975443993979927366,2208.359,1725.774,11084.52,47907.84,66048.27,P044
1943.476,647.399,2021,03,100,554353677879299149,208.457,4806.977,5880.93,8470.06,133470.99,P035
576.914,38.208,2026,05,100,629538853329207079,198.302,945.56,268.81,5456.15,43698.23,P029
1634.555,178.069,2025,01,100,936751413121958323,2608.146,1635.305,3491.45,92943.3,59880.02,P030
805.847,311.723,2022,05,100,912501680814603587,2592.529,613.457,2768.07,92021.53,20951.33,P025
31.186,111.84,2024,11,100,732092231620923921,1186.393,2819.625,1189.8,36082.81,48346.73,P038
1214.023,280.083,2021,03,100,610249837663350694,533.785,2284.07,2007.16,18832.63,56740.9,P050
851.489,469.111,2022,01,100,369477820845993815,2294.039,1414.116,7555.93,61620.05,59934.14,P024
1630.06,8.614,2023,02,100,558068933341552452,2645.108,802.528,65.21,101475.42,12962.7,P009
386.958,360.82,2025,06,100,772881327380063233,737.013,4686.909,4190.28,26844.01,66813.86,P023
787.845,745.108,2024,01,100,571162834073100753,1415.859,2498.042,8204.04,64121.1,114946.81,P041
83.257,729.309,2023,01,100,390591635397943993,798.75,2188.166,12751.24,12692.96,77020.48,P048
1783.45,289.511,2024,10,100,731542340485644148,2946.853,112.518,4663.39,96521.58,3054.04,P013
1658.627,584.266,2026,08,100,450378567173079485,1740.656,3669.087,8826.37,86632.37,60786.22,P043
1692.388,643.894,2025,06,100,537366501538784531,2225.002,969.454,10731.7,36963.46,20931.03,P028
1642.075,565.571,2020,12,100,440942443915798829,1621.821,1141.249,10079.55,46992.64,16109.11,P035
1282.46,574.051,2024,01,100,761756811352536483,1324.259,1595.682,5803.21,40203.78,21466.4,P019
1744.507,288.005,2024,03,100,292890493215515805,726.435,413.294,2044.41,28116.95,6270.99,P048
409.467,646.842,2021,04,100,137042158014443699,314.119,4142.402,13898.45,14573.07,115269.01,P033
100.374,616.81,2025,12,100,132301454602331467,800.865,3347.27,4419.89,22803.59,118903.51,P047
818.402,426.788,2021,12,100,321552658074583224,2678.973,4943.062,6089.3,45816.97,209814.02,P044
1709.519,300.061,2021,10,100,412843493214009848,1322.845,1465.835,6100.57,50092.57,42528.2,P035
18.124,178.765,2020,03,100,789539043863447929,667.972,2666.439,3980.29,28244.87,66631.81,P030
1553.947,220.142,2025,07,100,142930760814004381,2900.554,3575.654,2977.99,92795.2,74457.69,P021
808.203,757.222,2024,04,100,828026895481854505,19.623,3456.799,13556.51,705.79,133923.47,P033
1858.276,497.512,2024,06,100,331962282467524501,32.192,3518.515,3325.25,714.59,122884.85,P007
826.596,806.012,2023,10,100,406736620599046436,1084.147,4704.526,10676.17,38088.12,213825.94,P043
909.743,856.356,2021,10,100,620209794535393133,425.182,3285.448,10785.16,11122.19,102224.13,P001
969.025,183.972,2026,11,100,367803411994659262,2982.524,3667.916,4269.38,129641.0,117497.24,P004
1138.108,473.159,2025,04,100,635892087266313198,938.758,1179.365,6411.09,26624.42,21167.85,P010
246.672,228.119,2025,07,100,734091026374606009,2659.487,431.414,1640.5,61795.46,10673.15,P017
1071.254,955.215,2022,11,100,820563726810301794,2161.359,3678.166,9500.87,38652.88,118033.59,P005
804.649,72.392,2023,10,100,636545334701997608,648.412,503.446,701.32,31187.85,10735.36,P025
566.801,979.033,2023,12,100,669571515338712292,735.343,2237.798,21956.0,29807.12,72709.08,P015
1536.658,774.508,2021,09,100,184016355227896297,2635.548,848.614,16690.29,42171.74,17061.93,P015
1347.877,82.976,2024,06,100,809290414349772830,2155.645,2438.183,1311.74,54056.47,80867.02,P017
1268.839,546.182,2020,09,100,216409354983286366,2866.882,4374.899,9818.05,56779.74,148400.88,P042
1173.84,720.545,2023,02,100,346897168849877693,578.329,373.045,17730.65,20366.25,15916.34,P025
697.05,197.341,2021,09,100,626481090067535824,88.899,1665.555,2471.17,4116.82,77832.68,P014
786.727,624.65,2020,02,100,623442352070828931,2540.985,1638.227,3138.96,93974.87,22593.04,P049
1800.321,250.03,2021,07,100,167212453515672511,559.933,93.883,4866.48,24665.95,2937.8,P036
1027.309,839.957,2020,08,100,166901320550854935,606.461,3441.345,10001.1,13163.19,65515.91,P040
469.406,798.607,2021,02,100,575993527333321939,2347.674,2965.144,12710.63,89262.32,61016.81,P041
193.163,536.667,2020,01,100,321039155067199613,1476.834,4971.6,8069.79,34363.77,246547.42,P039
1588.44,842.355,2021,06,100,986824986707070869,2787.289,155.625,12130.76,134195.61,5892.1,P001
422.804,502.105,2021,09,100,804505690672212656,511.44,918.489,6806.26,5784.9,27009.22,P007
110.843,534.075,2021,05,100,276012030808009185,303.903,4390.107,11665.5,7690.03,142972.62,P024
1941.032,208.119,2025,09,100,474906069196025172,1319.949,1076.174,1988.02,49136.41,53106.42,P039
677.48,674.022,2024,09,100,960775362856835809,2921.353,1006.196,3505.41,66158.5,48315.69,P002
1268.941,468.41,2021,02,100,836415950383550929,2587.217,4170.316,3112.85,75480.27,52126.17,P030
338.625,278.297,2024,12,100,428845679635794507,577.964,1789.277,3339.09,22417.9,57733.93,P033
1502.237,795.973,2025,08,100,695427154736610776,2921.473,3170.666,6845.97,80168.87,36299.57,P018
53.975,517.192,2020,10,100,244623876286624984,1186.899,70.674,11710.65,35220.27,1934.94,P046
1269.451,514.829,2021,11,100,800571691396041644,727.362,535.722,11437.0,27169.52,14885.41,P021
25.536,674.655,2022,06,100,770723491188425750,742.19,473.243,4839.19,8175.21,7141.76,P014
1301.408,329.403,2024,01,100,351865891139556212,2218.819,4486.362,5007.11,42010.49,172602.31,P012
617.423,712.347,2023,02,100,914402330049798133,2188.928,4831.273,16516.69,73733.68,69406.56,P042
1777.013,241.24,2023,03,100,860414326348063606,1301.874,1328.469,4199.48,40459.4,44865.73,P036
1814.918,855.356,2023,09,100,241519255255446131,1353.988,1175.539,21088.32,32872.76,21390.11,P042
1039.415,518.899,2023,05,100,987800098521647014,352.514,161.418,7104.9,8177.48,3133.01,P032
1471.964,178.882,2022,07,100,109839592145902149,604.501,4590.889,4357.18,18316.41,52900.18,P017
952.431,991.225,2025,09,100,609063282234955894,515.182,53.476,6014.71,9326.08,2658.1,P050
1263.17,574.102,2026,09,100,777305253600905983,2283.826,1022.794,12885.37,34675.54,19464.94,P029
1656.766,560.548,2021,07,100,212250944786647585,1503.828,1470.696,6296.57,60934.83,64371.17,P034
612.998,379.939,2021,09,100,842300984557065121,1675.831,2809.055,8489.81,40133.35,32856.15,P030
114.648,345.063,2020,03,100,442184155152550322,1800.352,3091.917,5637.11,59127.93,152480.39,P039
354.513,178.816,2020,02,100,899278166341010708,797.269,4996.27,4267.17,34584.19,53384.42,P016
1174.475,66.518,2021,03,100,904048297590065357,599.941,1774.389,903.74,25432.25,54356.9,P021
762.609,84.523,2020,09,100,141301725229387573,1241.254,2321.606,1991.26,41779.86,64319.95,P042
1205.499,917.862,2024,09,100,920137277446073506,435.977,4188.228,20736.93,15617.11,203905.68,P050
1890.817,490.486,2021,11,100,588326225996567977,2664.837,944.208,11706.01,43909.28,26756.91,P039
1676.586,499.686,2020,05,100,743769441257225633,227.6,3757.097,3497.19,7806.65,121916.21,P010
312.163,517.331,2020,06,100,747175269336720840,2153.014,3751.867,6828.89,101016.99,63200.54,P013
535.727,240.301,2020,01,100,617106051455921389,2787.698,1790.428,3915.65,45728.28,36357.23,P014
481.126,419.564,2022,09,100,328265424523240822,382.61,3692.007,6027.71,7504.11,159219.2,P026
1282.365,619.969,2021,09,100,689626530260743185,2293.684,2023.128,3357.62,69902.11,86944.13,P013
928.811,103.385,2026,11,100,195405682536487649,462.19,381.631,1826.9,18291.4,4344.12,P018
1136.934,445.646,2026,05,100,731236526888775740,2020.592,4621.051,5335.91,51190.95,79333.04,P024
1232.265,664.881,2022,05,100,559260244560834854,1057.961,234.484,13866.66,45133.03,2733.85,P036
310.862,825.727,2021,10,100,533228895742847127,158.013,1629.898,16766.93,6801.68,72179.21,P008
1953.984,408.493,2024,04,100,718049498827801085,2747.716,1205.398,5107.36,131045.14,24520.97,P033
1442.56,806.273,2024,09,100,939203006929652922,835.465,3384.995,6024.49,14583.41,125918.85,P016
538.679,183.16,2020,09,100,219867710594920355,1504.223,3585.316,2358.88,39759.58,157931.08,P022
1210.722,19.541,2026,07,100,943080190075906316,99.282,3267.261,245.15,2938.89,101340.85,P006
1911.226,556.606,2024,11,100,140509198399103306,1457.837,4723.418,3305.7,46341.05,111323.63,P007
902.847,664.797,2020,01,100,615639269533719967,1969.148,1739.796,11551.28,44426.9,18158.9,P003
1279.096,273.796,2023,06,100,336133055659510441,1994.788,388.003,5993.36,44343.9,4154.33,P016
308.372,929.946,2023,11,100,704981583407333560,2681.508,4560.611,6575.16,28132.9,85275.06,P014
427.267,64.939,2026,04,100,164071984953961999,1534.36,3874.299,530.88,26112.68,148051.44,P012
1169.395,369.215,2025,11,100,196578287643891510,2535.613,146.027,7795.51,60621.58,2018.1,P042
1381.635,861.132,2021,07,100,125459282549598801,2554.15,1989.828,20305.18,125978.31,65890.55,P049
1555.043,324.841,2024,04,100,923633348129682985,2234.414,290.615,3824.32,94593.16,5377.32,P006
79.729,722.119,2025,08,100,793689182507623459,625.762,3272.65,17055.85,16083.52,86367.94,P017
158.641,976.887,2023,06,100,561994133402907127,1160.462,3350.287,18158.76,56526.43,115879.8,P046
941.446,446.727,2025,11,100,666388873998547134,2790.856,4285.369,6579.21,45846.98,65665.12,P017
1645.217,706.515,2022,12,100,774698746054245394,349.615,1057.065,14950.03,8072.33,20742.53,P025
1838.39,924.163,2020,09,100,955564522759202417,1354.727,2934.949,9485.4,40143.51,90388.39,P045
630.703,877.378,2025,01,100,296287683457629506,22.436,251.821,10606.48,486.87,8693.78,P050
906.461,583.983,2026,11,100,769396250548028848,2998.518,2618.793,10528.32,82600.26,59304.95,P005
927.563,259.086,2026,08,100,450378567173079485,83.19,102.497,5075.42,2088.96,1524.9,P032
1478.012,440.366,2021,03,100,205840373510951212,2485.959,1123.008,9366.26,71791.41,39310.93,P007
681.082,13.956,2025,08,100,558056302379514537,1158.055,198.108,297.77,21236.05,8749.64,P012
1579.311,469.377,2020,08,100,450200376507779128,1184.226,4650.5,6590.14,53822.28,208297.21,P032
1818.175,849.748,2022,07,100,279667453964574601,2768.011,2009.473,16459.68,85565.32,76016.9,P021
1420.871,128.86,2025,07,100,142464697749428518,90.603,840.861,740.42,3228.16,14676.77,P033
63.293,169.231,2026,07,100,525113271999035406,1820.153,3797.863,3002.14,41533.83,113242.34,P037
81.697,191.559,2026,01,100,967006848490937622,206.454,1028.332,3741.52,8483.35,44249.88,P033
1493.566,606.017,2021,07,100,490832372799168891,1682.321,1625.48,3140.61,36246.84,59855.08,P043
283.804,348.287,2026,01,100,466702431758739935,502.581,280.245,8555.26,5836.37,4992.17,P032
144.477,667.478,2021,08,100,598962720241008910,1737.565,1185.654,9423.43,42700.01,34998.27,P002
763.798,587.968,2022,07,100,192890665905499888,41.677,1299.883,5725.36,685.61,35071.47,P038
903.274,679.27,2021,01,100,798978559807812517,2361.499,1882.682,8328.42,69006.02,78429.52,P046
1991.179,891.82,2022,07,100,266409977269603492,2886.541,1499.15,9374.79,73292.47,50308.86,P005
761.22,169.821,2023,11,100,723345185988352612,2524.319,1234.41,2769.56,113217.93,30835.57,P010
227.148,389.469,2024,07,100,346172311632269281,1260.864,346.408,8121.01,26996.35,7023.1,P035
1752.877,821.718,2023,03,100,461077369643372764,413.309,1485.378,12000.3,9261.63,34239.84,P034
540.211,810.787,2025,03,100,227099576856764534,2877.647,3687.112,4683.85,54475.74,112829.12,P017
1382.616,720.987,2025,08,100,267813550012977499,825.73,4591.301,11801.03,24430.75,92129.69,P004
30.383,375.628,2020,09,100,713759239590406879,1421.905,3445.82,3288.04,17354.95,156403.58,P002
1790.129,88.341,2022,04,100,675194292761746793,2717.373,3814.366,701.0,70824.62,184370.99,P047
478.675,441.093,2020,05,100,857875081761034937,1368.51,4350.279,7537.36,14595.29,53973.39,P015
1188.878,98.81,2026,12,100,972771235606537274,1611.272,4443.123,1901.0,18741.24,79972.01,P020
560.405,228.549,2023,12,100,457542286921964433,367.002,2873.174,2154.41,5350.29,143244.34,P012
1086.764,246.255,2021,02,100,603570079288190644,736.41,2790.372,5009.93,22417.29,35906.05,P029
1444.599,46.04,2025,07,100,893512657233665562,2876.902,763.992,814.84,103521.99,27382.12,P047
1799.97,938.136,2023,03,100,903850289968453462,1529.705,2669.865,9729.03,49887.63,102242.16,P009
663.683,747.834,2021,01,100,637235572883505653,2056.441,1095.624,10756.12,63773.79,49884.54,P037
1582.378,273.752,2024,03,100,240822337890988632,1961.896,1863.223,6457.15,80993.54,37241.43,P018
685.485,831.172,2020,06,100,336133055659510441,537.875,2944.319,14287.46,18350.95,107283.42,P032
1684.137,295.781,2024,03,100,515909218414826954,2127.175,4263.393,5978.44,42393.45,195603.96,P018
1926.253,768.102,2021,06,100,203490764503960098,2447.492,395.906,18272.47,95447.04,10699.4,P004
1214.529,207.511,2026,04,100,890187701851285100,1053.582,2941.289,4055.94,35838.87,119293.1,P005
1055.315,817.61,2022,08,100,303171375854021780,988.354,4710.89,16052.74,41514.03,158932.0,P042
1586.292,781.54,2024,04,100,703460954742865787,2648.833,2274.168,14032.29,115598.62,58680.79,P038
962.558,167.573,2023,07,100,944769584462122313,2973.204,2972.483,2934.0,56926.33,92931.16,P037
1724.841,402.14,2020,01,100,748374597110644022,1414.69,957.133,3209.17,37404.06,12435.09,P024
1100.075,597.199,2023,04,100,804382799849648061,2469.641,3561.879,5872.26,121892.18,106865.73,P027
1994.253,271.176,2026,12,100,737358759021267298,1238.791,3216.624,3786.15,33698.82,45935.49,P018
175.352,185.723,2022,10,100,406126828531534341,891.39,3154.752,3936.26,19728.29,69355.92,P033
1924.231,533.787,2020,04,100,851491149262251482,2437.643,4927.906,9835.07,101046.68,90198.04,P049
1393.371,840.26,2026,01,100,431457495597615436,412.05,3621.768,11145.26,16386.19,126377.02,P030
811.841,857.049,2023,07,100,407193248627986316,743.878,4594.178,17052.35,37059.28,220963.71,P016
1103.547,332.586,2024,02,100,768348811584868840,537.694,1417.743,3533.54,10314.4,16866.18,P015
415.045,763.446,2025,01,100,652978459187594662,849.504,1309.338,17704.63,41523.78,55250.48,P003
598.952,511.033,2024,08,100,855263059002794973,564.299,4905.47,9278.0,14285.4,176073.96,P018
1942.941,348.745,2021,12,100,125170521825885623,2448.961,3976.522,4519.19,41744.84,121675.94,P026
1842.315,228.509,2024,07,100,826582180346942623,1665.728,1784.227,3015.49,42986.42,44609.29,P033
783.872,508.594,2022,06,100,510249020441508445,1417.928,303.318,8608.21,69616.14,13695.36,P007
1257.974,914.678,2026,10,100,119578306028922115,634.544,2597.687,14483.12,16507.37,108196.77,P042
1919.243,782.375,2020,02,100,232453183304648987,1219.952,4471.994,18189.58,46000.39,192418.75,P048
1538.393,275.272,2020,07,100,315479248205213872,683.829,569.648,6424.7,27326.85,10125.53,P035
743.698,930.27,2026,11,100,448182324827596344,2851.637,4357.221,10154.87,119630.37,205537.98,P007
560.845,847.577,2021,04,100,596018559563619864,1253.089,3928.979,19265.39,61183.91,146132.04,P034
1226.594,637.369,2022,06,100,502332443051965226,2329.606,4197.191,5473.0,31136.54,192911.11,P045
1872.585,498.737,2025,06,100,577047397782840756,2374.129,3883.865,2525.65,45869.62,78551.33,P049
169.279,32.947,2023,01,100,485449128539664874,951.751,1961.905,337.78,14411.65,24812.25,P026
992.093,802.879,2023,12,100,406080881004824230,1617.887,2893.431,6491.57,54716.18,97860.78,P041
1711.883,895.758,2023,12,100,250245778617329560,1037.893,1584.493,20652.36,13738.08,42413.68,P044
1198.825,307.031,2026,10,100,500724650331490240,384.884,1547.01,3246.85,7294.97,69687.26,P002
145.591,418.358,2022,02,100,216045991408304892,923.914,3885.363,5384.81,39327.21,129304.07,P006
914.906,274.523,2025,09,100,254156214435683172,1495.62,645.189,4522.84,56242.64,13195.19,P019
680.912,564.982,2024,07,100,126758962200047434,1513.974,376.185,6186.89,55781.49,18616.36,P011
667.919,299.746,2026,03,100,433226035779861089,189.555,175.998,3697.06,3525.12,2890.88,P032
441.237,141.135,2024,12,100,286976503717293933,2182.298,3249.06,1445.86,105462.04,125647.43,P011
1396.207,633.645,2021,01,100,903248590166090371,1026.803,4074.347,13994.7,20877.36,127979.08,P003
300.612,600.516,2020,08,100,256386857470011156,751.342,3087.761,12000.75,8226.52,105115.43,P045
1818.181,605.066,2023,05,100,658053239066815539,2045.852,4595.355,4978.53,26505.53,229171.98,P039
1175.433,180.008,2024,08,100,122126015545067025,795.033,548.341,4209.55,34213.87,26746.57,P023
998.802,994.186,2021,10,100,650231471306996183,1581.104,4485.761,18270.81,68227.08,133818.3,P029
689.458,337.028,2020,05,100,956133875976885551,257.992,356.19,6074.83,5041.34,4364.08,P022
843.095,304.279,2024,10,100,603172182505819336,1117.536,359.335,6533.51,35239.29,9865.79,P044
1640.099,301.241,2020,04,100,610989369121880722,1776.06,1817.614,2044.09,82668.17,57030.27,P036
1614.403,225.447,2021,03,100,820951148666492733,852.477,82.267,3651.79,27285.94,3883.52,P043
1309.599,670.122,2021,03,100,275082515217418391,1955.729,999.647,11476.95,21672.38,48218.68,P024
736.509,762.008,2024,02,100,830501707830547020,1327.842,4198.207,13986.87,17822.67,149171.87,P016
645.731,514.642,2022,07,100,454826825887623049,1643.439,3116.511,10101.36,77518.94,49577.15,P012
141.767,158.567,2023,12,100,441686705862494589,532.882,1897.946,1538.32,24440.4,77802.32,P015
347.186,705.484,2024,01,100,341393641148091574,2488.243,4734.116,12423.62,72227.7,143477.27,P007
413.219,416.787,2021,05,100,142661124418013581,269.0,2501.264,4824.33,4621.89,104411.56,P021
1205.602,417.039,2022,10,100,864825446365912042,1590.869,3911.66,6675.64,34832.58,165389.64,P030
1414.631,137.858,2025,04,100,927971897789786722,479.666,3741.726,1677.64,10283.22,114601.59,P029
1150.396,859.361,2026,06,100,663567582172859960,1534.898,3678.266,15685.1,57896.78,38357.06,P003
158.464,267.498,2024,04,100,268854853635871133,1398.686,3880.074,2053.45,31383.14,110709.55,P031
1012.604,269.139,2021,11,100,673949090878487690,1642.438,1429.588,2421.58,22064.18,38464.65,P031
83.579,522.001,2026,04,100,904372546250956008,400.371,3378.578,7232.9,12869.44,101156.9,P033
87.277,270.868,2026,07,100,729471984218935887,2500.846,3413.178,3382.44,76584.66,144903.35,P015
1869.513,937.784,2024,08,100,789981617791748358,668.17,3975.809,16073.88,13563.02,190542.21,P027
486.191,437.979,2021,01,100,982209916387206900,2608.362,4137.701,7425.5,130284.26,144213.49,P009
836.405,768.759,2020,01,100,494856019851964267,542.492,2351.002,8260.14,18962.37,59032.47,P031
1688.874,338.077,2025,03,100,549245390508792995,18.91,4850.65,6966.73,539.55,92240.02,P011
1463.135,81.61,2023,11,100,896089531565129165,2467.528,2613.546,1879.04,62850.36,34645.53,P019
604.623,83.319,2026,12,100,192202424493238997,2771.414,1621.342,508.75,52501.05,77073.98,P047
574.888,897.638,2022,05,100,276579578673300244,2441.938,452.775,19973.55,77130.76,15357.54,P008
1477.527,23.703,2020,12,100,881522658048738859,1659.725,3356.378,359.94,16719.94,165538.55,P044
1998.46,866.527,2024,04,100,493729738356841876,2917.996,2072.808,21488.34,50805.09,28284.35,P018
1533.41,680.181,2025,06,100,149594782088766252,2176.82,2377.695,14526.29,75086.68,44035.65,P038
1022.891,132.631,2026,02,100,179616130658321921,114.392,869.46,2950.84,5705.53,21469.42,P015
107.93,634.898,2024,01,100,740092158266693425,658.627,448.462,9178.43,7783.27,10629.41,P043
654.56,786.065,2022,08,100,450965553683442126,769.824,1729.889,8460.19,7760.88,31241.21,P012
1072.001,239.855,2023,03,100,373371923796041518,2555.246,3964.129,1989.79,32122.93,134428.8,P014
939.766,37.793,2021,07,100,447995665023096477,2123.092,1998.938,309.46,92886.42,23992.13,P049
1931.205,348.857,2026,10,100,980861153865333499,1022.011,96.862,2861.05,38511.84,3536.75,P043
265.72,134.35,2020,04,100,721096345993488080,2702.755,4574.782,1016.12,122577.66,122467.01,P039
290.508,776.375,2023,11,100,666047333609791039,262.334,4001.037,10003.74,3811.78,51583.17,P023
403.544,184.88,2023,11,100,617014788586937153,2391.938,3715.621,1304.21,69273.31,104381.29,P037
909.884,211.662,2025,04,100,171123647943247548,789.514,939.196,4423.91,23556.86,16707.74,P034
752.423,268.321,2024,07,100,467190146038958475,1223.493,4875.335,6501.7,52472.53,103471.08,P005
1541.178,727.739,2024,06,100,622689170951872658,702.692,4844.263,5550.04,23435.7,235586.2,P011
1097.915,403.289,2021,03,100,815761547477158281,162.136,3589.249,6304.26,7564.86,141045.12,P039
661.825,594.82,2024,08,100,205782801407344331,108.155,2198.742,13667.42,2278.74,70602.49,P006
925.851,284.241,2022,11,100,575374498813330803,242.331,3784.34,1750.21,11002.61,45156.3,P005
627.62,512.506,2024,10,100,860472710038170356,2246.792,2661.276,2710.03,63361.15,91637.56,P005
1892.461,10.066,2021,08,100,762354793970403396,2414.109,4636.666,213.15,27501.93,136083.52,P050
1711.717,512.684,2025,02,100,396895961489357175,180.42,1264.273,10678.11,8085.89,30023.63,P017
858.753,604.3,2023,08,100,600111084133671973,1159.011,608.571,6899.69,48340.79,13606.54,P024
1596.527,779.952,2023,05,100,744168409674308933,1999.723,147.251,18820.69,25841.08,5849.62,P012
1328.781,497.947,2021,01,100,314254479526281382,352.278,953.339,11147.51,5035.44,16231.92,P049
