BKLAS,BWKEY,BWTAR,LBKUM,LFGJA,LFMON,MANDT,MATNR,PEINH,SALK3,SALKV,STPRS,VERPR,VKSAL,VPRSV
3001,V147,VAL012,7658.137,2021,07,100,893306080529985149,9,2348061.39,3669549.51,479.17,306.61,3446738.41,V
3001,V048,VAL588,8471.169,2020,02,100,635081965873168057,8,4103434.26,940808.03,111.06,484.4,5270876.48,V
3001,V144,VAL086,5537.246,2021,07,100,968690481061298333,9,2319054.0,921286.99,166.38,418.81,3462706.53,V
3001,V103,VAL227,2107.938,2021,02,100,731136455665841851,8,38216.92,863811.91,409.79,18.13,49796.24,S
3002,V299,VAL962,8004.563,2024,01,100,692265202522916431,1,2068939.4,614190.12,76.73,258.47,2455238.55,S
3001,V275,VAL433,6154.756,2023,07,100,472426977048668691,9,2831618.59,2689997.66,437.06,460.07,3496090.69,S
3002,V040,VAL475,5920.435,2022,03,100,229519806712981053,2,1988082.07,1371764.79,231.7,335.8,2747073.1,V
3000,V366,VAL805,622.217,2022,04,100,307386057558807798,1,123559.85,253428.98,407.3,198.58,133138.54,S
3002,V402,VAL110,6722.661,2021,02,100,270496414480242744,2,3132760.03,1548564.96,230.35,466.0,3678906.69,V
3000,V379,VAL092,7400.818,2026,01,100,766415689126383086,8,3559867.47,721505.75,97.49,481.01,4137792.78,V
3000,V194,VAL222,1273.013,2024,09,100,471741590348168143,10,603446.35,294829.81,231.6,474.03,740402.27,S
3002,V484,VAL331,2242.509,2022,09,100,625181267404554703,5,1080777.21,1077794.68,480.62,481.95,1366682.48,V
3000,V346,VAL622,7856.708,2024,06,100,317977668818926146,6,313482.65,980517.16,124.8,39.9,397964.42,V
3000,V455,VAL723,3785.87,2020,04,100,200940951409245674,4,128719.58,1354243.56,357.71,34.0,139651.74,S
3000,V080,VAL211,2878.51,2025,04,100,689777506941637794,7,370493.02,718332.17,249.55,128.71,466201.79,S
3000,V140,VAL989,6982.34,2026,12,100,274143122112838997,5,621637.73,1886628.27,270.2,89.03,919111.82,S
3002,V381,VAL728,1405.007,2022,07,100,420699372717505152,8,368491.19,310323.9,220.87,262.27,403816.46,V
3001,V473,VAL766,9409.264,2023,06,100,288818980872552508,1,3993950.29,2683145.72,285.16,424.47,5945172.38,V
3002,V238,VAL936,4003.254,2022,02,100,612369217679849920,6,645324.54,1074313.24,268.36,161.2,705414.98,S
3002,V166,VAL559,3971.972,2024,12,100,355062995281228342,9,1513122.73,1797079.01,452.44,380.95,1531543.04,S
3001,V363,VAL349,922.142,2020,08,100,869039708606183493,3,14523.74,44216.71,47.95,15.75,18271.13,V
7900,V234,VAL976,6100.151,2022,10,100,494829029229529515,8,2152926.29,2714079.18,444.92,352.93,2886395.46,S
7900,V105,VAL702,3557.139,2022,05,100,158307146368218831,1,1287791.03,492912.75,138.57,362.03,1861145.23,V
7900,V043,VAL926,1564.239,2022,12,100,689543884957875990,5,176508.73,163947.89,104.81,112.84,226174.18,S
3000,V407,VAL303,7568.267,2024,01,100,250245778617329560,8,1521373.03,3771267.45,498.3,201.02,1796506.39,S
7900,V269,VAL983,7086.447,2024,11,100,566191971786038044,5,742021.87,914505.99,129.05,104.71,861166.44,S
7900,V269,VAL326,4350.17,2026,08,100,112848530929780570,4,745662.64,1234360.74,283.75,171.41,936996.42,V
3000,V231,VAL947,3588.622,2022,11,100,973712266465812223,8,969932.75,1324057.97,368.96,270.28,1231928.45,V
3001,V026,VAL548,7207.963,2022,05,100,853654738712202391,1,2618148.4,1964890.71,272.6,363.23,3194395.94,V
3001,V131,VAL737,3433.401,2026,12,100,533068206221523402,3,1069195.41,1105726.79,322.05,311.41,1148188.26,S
3002,V401,VAL505,5484.525,2021,10,100,116504256478851628,6,826024.31,1525410.94,278.13,150.61,1126670.51,S
3002,V074,VAL128,3232.542,2022,03,100,788432942660734715,2,373035.35,1405218.33,434.71,115.4,464481.38,V
7900,V175,VAL823,7412.251,2024,04,100,120632849978750888,7,3090315.69,1560797.69,210.57,416.92,4437585.27,S
3001,V093,VAL337,535.607,2024,12,100,724486199745376766,3,236309.81,19372.91,36.17,441.2,303613.51,S
3002,V177,VAL085,3652.754,2021,07,100,547352564053752746,6,968819.94,645514.69,176.72,265.23,1384000.52,S
7900,V281,VAL501,6847.88,2024,02,100,221245641384350527,6,2107914.42,1625207.36,237.33,307.82,2323003.53,V
3001,V480,VAL365,7428.115,2025,04,100,249703195841296807,4,3091730.03,3554204.47,478.48,416.22,3665544.59,V
3001,V407,VAL013,9271.276,2026,07,100,809861297866459562,10,2066381.99,3633505.78,391.91,222.88,3057487.44,V
7900,V010,VAL013,1448.116,2023,05,100,391686408529505812,1,76590.86,400505.44,276.57,52.89,80881.76,S
3001,V030,VAL850,4355.631,2021,09,100,689973954167767633,8,906973.04,646724.09,148.48,208.23,1245100.2,V
7900,V290,VAL158,1894.388,2024,02,100,971738132905010673,6,892881.9,516448.06,272.62,471.33,1270181.27,V
3000,V008,VAL444,3409.075,2026,10,100,380006025248406498,9,414475.34,390134.54,114.44,121.58,481172.42,V
3000,V360,VAL280,4338.819,2023,05,100,125285093953700969,5,1062359.83,1475458.79,340.06,244.85,1108360.84,V
3000,V187,VAL920,3005.977,2025,05,100,895798845013396731,5,869418.73,984848.24,327.63,289.23,1133804.32,S
3000,V271,VAL966,9957.069,2026,05,100,141515533309603938,4,2124340.67,885083.86,88.89,213.35,2820146.18,V
3000,V348,VAL524,1356.279,2020,06,100,435200287544233235,9,497686.58,360241.27,265.61,366.95,577418.63,V
3000,V326,VAL429,2261.54,2024,09,100,615860881343472519,7,1115979.53,974384.51,430.85,493.46,1319546.11,S
3002,V405,VAL206,9531.731,2020,06,100,718245180556564737,1,1814365.0,699438.42,73.38,190.35,2177919.77,S
3001,V387,VAL010,6813.377,2024,03,100,151640627815497928,3,1412004.25,2245552.79,329.58,207.24,1519589.69,V
3000,V318,VAL585,6142.174,2020,05,100,960970183358163281,9,1402135.48,1556979.69,253.49,228.28,1900545.38,S
3000,V164,VAL205,5666.412,2026,01,100,895977431124875878,1,2748209.82,1028397.11,181.49,485.0,3434374.6,V
3002,V444,VAL719,9942.214,2022,12,100,158958213765429336,9,777779.4,1320326.02,132.8,78.23,904311.83,S
3002,V168,VAL436,7974.976,2020,04,100,501947587007706830,2,2504620.96,3415921.47,428.33,314.06,3504206.52,S
3002,V184,VAL865,9278.59,2024,08,100,916297507309136575,1,4254883.02,3253723.16,350.67,458.57,6046406.48,V
3002,V331,VAL959,1341.654,2024,06,100,276150933260871403,3,392071.55,384424.12,286.53,292.23,587517.89,V
3002,V150,VAL641,1606.135,2021,11,100,971837466632828792,5,764825.43,679957.25,423.35,476.19,939805.83,S
3002,V358,VAL273,1309.638,2021,09,100,204524152584837039,9,471207.75,566955.39,432.91,359.8,515251.59,S
3001,V339,VAL601,1883.225,2026,06,100,496579062053120108,1,666906.47,904004.5,480.03,354.13,808257.29,V
3001,V471,VAL386,1042.778,2026,12,100,663041124164657488,4,458373.93,218847.82,209.87,439.57,630833.34,V
3001,V092,VAL911,6745.767,2020,06,100,253599547134723634,10,1609202.72,3181168.8,471.58,238.55,2216792.71,S
3002,V400,VAL038,2189.461,2022,09,100,171142447264048933,10,775047.3,447109.83,204.21,353.99,849276.7,V
7900,V014,VAL799,6274.389,2021,07,100,568073121947200542,9,1846615.43,69771.21,11.12,294.31,1927951.47,V
3001,V430,VAL938,2026.983,2026,01,100,717184843316852864,4,747612.14,571649.75,282.02,368.83,909963.63,V
3000,V260,VAL413,1684.116,2020,01,100,978144725285449429,8,730485.31,679726.06,403.61,433.75,994533.96,S
7900,V032,VAL897,8834.821,2021,09,100,804151099160953400,7,3471289.52,3798884.68,429.99,392.91,4022675.03,V
3000,V447,VAL774,3316.502,2025,06,100,353312858019137283,1,1484698.45,1325207.87,399.58,447.67,2008845.64,S
3001,V500,VAL570,7735.039,2023,10,100,251997141882463558,7,2485809.48,3079009.62,398.06,321.37,3032343.77,V
3001,V287,VAL692,9533.288,2022,06,100,600596302283736168,3,1837922.59,2796590.03,293.35,192.79,2505098.06,V
3002,V269,VAL611,8057.621,2022,01,100,768348811584868840,4,1497750.59,2060817.15,255.76,185.88,1539676.36,V
7900,V438,VAL589,2329.563,2022,11,100,708145821167415581,6,415710.52,553294.51,237.51,178.45,520241.67,V
3001,V385,VAL784,8708.655,2021,07,100,968585962844745742,7,2244046.22,2374501.87,272.66,257.68,3095811.23,S
7900,V387,VAL344,2801.253,2026,12,100,647614815655674045,3,805024.09,947159.66,338.12,287.38,842908.53,V
3000,V284,VAL459,7003.673,2023,04,100,588718810589434818,10,3298169.69,1027789.01,146.75,470.92,4335128.18,V
7900,V388,VAL698,1018.525,2020,10,100,296650053817842415,2,441968.55,43572.5,42.78,433.93,524988.14,S
7900,V226,VAL885,4834.99,2023,04,100,637390926971629886,3,1445178.51,857775.58,177.41,298.9,1630663.28,S
3001,V361,VAL667,8089.923,2026,02,100,173231570343084461,7,2097150.74,373997.14,46.23,259.23,2818327.72,S
3001,V469,VAL880,9730.414,2021,06,100,748633389356901625,5,1002135.34,1028212.85,105.67,102.99,1164653.43,V
7900,V073,VAL180,6621.801,2022,07,100,339633244331979640,6,3120457.5,2898693.39,437.75,471.24,3419575.67,S
3000,V163,VAL832,7175.264,2026,11,100,252568530872584793,4,494016.93,2164561.89,301.67,68.85,667159.98,S
7900,V073,VAL477,6232.36,2022,01,100,324691839688793832,9,540096.32,973930.9,156.27,86.66,753299.61,V
7900,V275,VAL396,6063.679,2024,12,100,499557322408119725,4,611279.48,2898256.65,477.97,100.81,714840.69,S
7900,V379,VAL284,6792.726,2022,07,100,426524738082120985,8,2468612.48,2977863.15,438.39,363.42,2545812.31,V
3002,V137,VAL578,6751.421,2025,05,100,856723187886573510,2,1246312.32,3331623.72,493.47,184.6,1493815.96,S
3000,V002,VAL265,3938.172,2024,06,100,567209257451312123,4,841193.54,1393167.73,353.76,213.6,1145153.52,V
3001,V470,VAL091,7301.96,2022,05,100,285589748433197524,3,1141588.43,2591684.66,354.93,156.34,1261467.81,S
3001,V273,VAL928,5773.982,2024,09,100,726981998874295800,2,151913.47,221605.43,38.38,26.31,184097.78,V
7900,V316,VAL517,8876.28,2025,12,100,719301962261028259,1,2855321.75,961478.65,108.32,321.68,3161580.46,S
7900,V444,VAL733,4483.942,2023,12,100,655932923127640773,3,2194172.18,143396.47,31.98,489.34,2316758.85,S
3000,V270,VAL871,6731.675,2026,08,100,251108267217859331,2,1857942.3,1778037.32,264.13,276.0,1995185.48,S
3002,V215,VAL207,533.283,2026,06,100,698145772639475152,7,191811.23,77112.72,144.6,359.68,249880.78,S
3001,V284,VAL756,343.079,2022,02,100,944285952833543201,4,29422.46,111154.17,323.99,85.76,35836.59,V
3000,V378,VAL565,9486.163,2025,02,100,382112306196326993,4,524489.95,350418.86,36.94,55.29,708984.49,V
3000,V375,VAL123,4847.553,2021,06,100,670750330651192436,9,376024.69,1618064.72,333.79,77.57,431166.21,V
3002,V346,VAL155,3654.626,2022,02,100,305323780017128083,9,1646189.74,715137.22,195.68,450.44,1781188.93,S
3001,V342,VAL795,4134.448,2021,02,100,231572888242663457,1,1547358.51,918674.35,222.2,374.26,1978428.15,V
3002,V017,VAL628,2807.276,2022,09,100,684892514445869489,1,689410.84,706731.73,251.75,245.58,928361.1,V
3000,V227,VAL545,5182.571,2026,02,100,925140840995373263,10,901611.88,748052.3,144.34,173.97,966881.66,V
3000,V437,VAL106,4498.3,2025,04,100,448824350843409901,9,2185634.0,1694509.61,376.7,485.88,2619066.65,V
3002,V013,VAL921,739.809,2022,01,100,860497817977019436,8,54301.98,329081.84,444.82,73.4,78404.15,V
3001,V242,VAL310,3417.053,2025,07,100,490582228585922196,8,1148027.3,641449.19,187.72,335.97,1338042.81,V
7900,V052,VAL360,9033.975,2024,05,100,635958798302542399,4,185738.53,2113137.09,233.91,20.56,220707.6,V
3000,V232,VAL920,6427.286,2026,03,100,730778056895414967,7,715421.2,152648.04,23.75,111.31,888261.67,S
3002,V241,VAL314,2509.282,2021,08,100,528135068310835627,10,533623.91,867508.97,345.72,212.66,693104.87,S
7900,V218,VAL572,3312.371,2021,12,100,598421904546035551,4,1043165.0,726734.2,219.4,314.93,1119713.52,V
3000,V428,VAL768,3312.737,2021,12,100,687701254258462784,6,330478.64,1268513.25,382.92,99.76,336494.32,S
7900,V364,VAL700,9322.49,2022,02,100,355965015127546507,3,1777053.04,3027944.75,324.8,190.62,2370395.71,V
7900,V194,VAL269,1638.429,2024,04,100,103571333499185571,7,472162.47,696987.7,425.4,288.18,611170.23,S
7900,V271,VAL272,9654.376,2020,10,100,358714901143931981,4,717030.51,2903843.21,300.78,74.27,990740.36,S
3000,V047,VAL622,6743.093,2024,01,100,344455899521037931,3,1151855.15,504315.93,74.79,170.82,1692334.73,S
3000,V349,VAL475,3650.211,2020,05,100,511452913566290090,3,1781047.45,1732937.67,474.75,487.93,2365393.75,V
7900,V491,VAL418,4473.299,2026,07,100,696873201667914088,5,2102629.46,1823406.14,407.62,470.04,2250735.38,V
7900,V327,VAL929,5663.28,2022,06,100,887264864119802244,10,598268.9,544014.68,96.06,105.64,791684.0,V
7900,V044,VAL641,2413.097,2023,11,100,273728790198605793,9,32987.04,834931.56,346.0,13.67,35386.02,S
7900,V061,VAL143,4886.393,2026,04,100,675072325846992743,2,422575.27,1086391.76,222.33,86.48,462148.95,S
3002,V251,VAL502,3536.192,2026,11,100,741220316256831494,6,1112450.64,804660.49,227.55,314.59,1623808.78,S
3002,V245,VAL802,2834.447,2022,02,100,678999119583564025,3,1238199.83,857448.56,302.51,436.84,1627665.46,V
3002,V170,VAL008,7871.964,2023,05,100,286976503717293933,6,2664974.69,735320.16,93.41,338.54,3307544.93,V
3001,V038,VAL985,6378.602,2021,10,100,323498726748843850,8,133504.14,1938138.22,303.85,20.93,141370.07,V
3001,V343,VAL316,8887.329,2021,09,100,300741145353017032,5,1884646.99,2556884.55,287.7,212.06,2080623.17,V
3000,V487,VAL538,7986.813,2025,10,100,536959026330917485,3,1188437.77,1023510.09,128.15,148.8,1671570.16,V
7900,V417,VAL789,4118.178,2026,03,100,366937258928545303,6,378913.56,1323911.86,321.48,92.01,541424.81,S
3002,V209,VAL956,127.002,2024,03,100,915296261240239919,3,51061.15,8082.41,63.64,402.05,68575.17,S
7900,V219,VAL613,3972.02,2021,10,100,532657766645679964,4,795158.68,932233.09,234.7,200.19,832544.32,V
3002,V342,VAL913,3911.962,2022,09,100,428044611413580822,8,445181.28,104058.19,26.6,113.8,516422.99,S
3001,V377,VAL379,811.433,2020,06,100,670238379192410351,2,321002.89,128352.47,158.18,395.6,376315.47,S
3000,V223,VAL150,5596.62,2024,04,100,559578619950572109,10,2528273.08,1500173.99,268.05,451.75,3453482.65,V
3000,V463,VAL226,385.946,2026,12,100,624118112175650028,9,138813.2,59292.88,153.63,359.67,175351.94,V
7900,V271,VAL754,3829.765,2025,10,100,678698128069653624,4,1383655.8,1415366.25,369.57,361.29,1783784.49,S
3002,V370,VAL866,4456.771,2022,01,100,384406652543005203,4,827533.24,645696.98,144.88,185.68,857214.86,S
7900,V195,VAL394,9840.027,2026,06,100,573394489409145715,3,2076344.1,1271036.29,129.17,211.01,2318697.18,V
3001,V412,VAL875,9074.156,2020,08,100,847885778124474932,9,1837062.88,1307222.91,144.06,202.45,2471217.4,S
7900,V153,VAL417,5770.379,2021,10,100,430150161099928970,9,1549346.76,2704288.12,468.65,268.5,1922814.86,V
3001,V174,VAL815,7302.355,2023,11,100,206518684363029089,10,1001664.04,556366.43,76.19,137.17,1447772.36,V
3001,V383,VAL445,9951.327,2022,01,100,306695524965846093,9,4281558.44,1885577.44,189.48,430.25,4909178.73,S
7900,V235,VAL357,4563.704,2022,11,100,411648019631700797,10,1466957.01,470107.15,103.01,321.44,2196669.95,V
3001,V211,VAL651,7975.497,2023,02,100,692551982725645886,9,2577760.39,575751.13,72.19,323.21,3092885.4,S
3000,V329,VAL552,3242.64,2021,06,100,998868784439869301,8,170400.73,212165.94,65.43,52.55,226722.74,S
3002,V160,VAL909,8466.707,2022,08,100,619590218479742185,2,1345529.08,675389.22,79.77,158.92,1924470.02,V
3000,V005,VAL376,7885.564,2023,03,100,445711654124514032,8,1696105.96,830586.46,105.33,215.09,2228773.03,S
3000,V093,VAL453,7497.008,2023,09,100,388540681712500259,5,974461.1,1374201.57,183.3,129.98,1133719.1,S
3000,V141,VAL013,8336.088,2021,01,100,582524949046289842,3,1740241.73,4057507.47,486.74,208.76,2103732.41,S
7900,V496,VAL148,4586.897,2020,04,100,613668152470885680,6,1833061.65,167513.48,36.52,399.63,2312508.05,S
3001,V182,VAL745,7033.806,2021,11,100,629126605052881968,7,3464571.48,2419066.56,343.92,492.56,3919213.25,V
7900,V429,VAL817,2406.88,2026,02,100,331858521909440384,9,866476.8,415355.28,172.57,360.0,1226945.99,V
7900,V385,VAL872,4183.617,2024,03,100,775305702622653207,2,1055568.41,491993.36,117.6,252.31,1250175.79,V
7900,V307,VAL624,4679.121,2022,01,100,638196092713241518,1,1949976.89,2110751.48,451.1,416.74,2419838.13,S
3001,V325,VAL090,2035.441,2024,01,100,816044888961725388,8,752848.56,879269.8,431.98,369.87,956023.13,S
3000,V315,VAL465,5432.902,2026,09,100,474179847861484390,7,2238464.28,411162.02,75.68,412.02,2740682.76,V
3001,V373,VAL048,2065.075,2020,05,100,280327755803944777,7,768971.98,92474.06,44.78,372.37,782051.41,S
3000,V145,VAL798,5876.992,2020,03,100,207867724451297270,1,2066761.78,1760276.64,299.52,351.67,2445981.04,S
7900,V424,VAL018,1911.43,2024,02,100,424962242041459232,8,267810.46,864444.22,452.25,140.11,382578.77,V
7900,V238,VAL860,7891.36,2023,12,100,695284478801695301,8,751020.73,3388076.5,429.34,95.17,1087105.48,V
7900,V079,VAL406,6311.054,2026,09,100,363597432532464744,9,1123620.05,2268003.48,359.37,178.04,1458651.71,V
3002,V274,VAL524,9173.447,2022,09,100,307466905133190001,2,4125941.26,4028977.92,439.2,449.77,4533631.18,S
3001,V153,VAL539,2835.622,2020,08,100,811114397534341694,2,476753.13,598202.82,210.96,168.13,570259.27,S
7900,V048,VAL123,9798.666,2021,12,100,910762565759680708,3,4385294.98,185292.77,18.91,447.54,6222140.56,V
7900,V261,VAL015,3196.969,2023,06,100,155018264137235686,4,344537.35,718582.72,224.77,107.77,504814.2,S
3002,V454,VAL359,5534.573,2025,03,100,608072731881359866,10,802070.32,2522104.92,455.7,144.92,955422.72,V
3002,V455,VAL156,6387.025,2021,01,100,401316174094836572,9,2448274.42,2964346.04,464.12,383.32,3067637.05,S
7900,V224,VAL697,5494.997,2025,03,100,499723140490665851,4,1476890.34,527025.16,95.91,268.77,1585194.88,S
3002,V043,VAL424,1678.037,2020,11,100,736861101410340358,6,152567.12,593538.47,353.71,90.92,165345.89,S
3001,V327,VAL749,3510.316,2020,02,100,168572343159060681,4,1022800.77,480035.71,136.75,291.37,1023356.27,V
3002,V460,VAL857,48.077,2026,10,100,554073771923532521,6,6573.09,1213.94,25.25,136.72,8504.2,V
7900,V374,VAL908,7885.523,2021,04,100,386818228572869323,4,460751.11,2778542.88,352.36,58.43,589071.66,S
3000,V196,VAL132,1868.635,2020,10,100,577231986259895227,1,643408.4,929814.09,497.59,344.32,721973.37,S
3002,V173,VAL287,7935.795,2020,03,100,274143122112838997,5,463688.5,2777448.89,349.99,58.43,503652.21,V
3000,V275,VAL565,8657.49,2023,08,100,163762900590113283,1,322924.38,687404.71,79.4,37.3,430310.92,V
3001,V394,VAL662,1838.009,2024,08,100,173379287481010775,8,307737.85,637219.34,346.69,167.43,431815.04,S
7900,V348,VAL527,8741.943,2023,05,100,858478520220525295,2,157442.39,2798820.47,320.16,18.01,199236.29,S
3002,V220,VAL532,970.441,2023,12,100,156589467069431022,9,175494.55,401490.85,413.72,180.84,179109.29,S
3000,V478,VAL877,5413.907,2026,03,100,897457266846651338,8,791567.34,579612.88,107.06,146.21,796385.46,V
3000,V362,VAL822,4433.292,2020,03,100,726090728971988844,9,1246730.38,825700.64,186.25,281.22,1391983.24,V
3000,V253,VAL923,3252.354,2020,10,100,131344966582141460,2,1125509.63,287443.05,88.38,346.06,1477698.18,V
3001,V194,VAL529,9125.343,2026,08,100,825182221960538814,2,4271116.79,2257792.37,247.42,468.05,4588047.07,V
7900,V181,VAL918,7599.974,2023,06,100,506219686350866629,8,2310620.1,3165313.17,416.49,304.03,3279256.21,V
7900,V465,VAL384,2199.8,2023,04,100,645749171318412442,7,1069014.81,231396.96,105.19,485.96,1304724.71,V
3002,V160,VAL574,8813.309,2021,08,100,318487993605609791,5,3597504.6,2010844.58,228.16,408.19,4504851.44,V
3002,V008,VAL089,6730.121,2025,06,100,572595202438471408,9,2659743.82,2288308.44,340.01,395.2,3952355.1,S
7900,V164,VAL893,4662.24,2024,03,100,616828898439476478,10,96275.26,1845687.57,395.88,20.65,120200.57,V
7900,V141,VAL872,666.36,2020,02,100,352200678863712819,6,96988.7,310157.26,465.45,145.55,108567.35,V
3001,V101,VAL163,4395.046,2022,07,100,730904835656591651,5,1579623.48,802887.0,182.68,359.41,2174237.04,V
7900,V496,VAL734,6086.287,2023,02,100,792075273740936093,3,784218.08,1852361.45,304.35,128.85,1159200.96,S
3001,V416,VAL775,9713.491,2021,10,100,787309983078456782,5,3039837.01,306654.91,31.57,312.95,3667906.65,S
7900,V477,VAL874,2985.586,2021,04,100,878180522574377977,7,642826.52,1477447.09,494.86,215.31,940159.61,S
7900,V269,VAL284,771.619,2026,11,100,626365602262068289,9,77709.75,186724.08,241.99,100.71,91669.08,S
3001,V071,VAL549,9172.575,2020,02,100,375300422209391191,6,392219.31,4559228.4,497.05,42.76,461231.45,V
3000,V126,VAL189,5654.205,2022,11,100,657627074195679702,3,1930232.5,2128468.93,376.44,341.38,2676175.79,V
3002,V452,VAL724,2557.11,2022,12,100,533047429129800077,6,555123.01,640070.2,250.31,217.09,781452.57,S
3002,V426,VAL962,8205.265,2023,06,100,382903823097700323,5,485259.37,88534.81,10.79,59.14,490295.01,V
3002,V405,VAL226,2796.852,2020,05,100,666625734312959246,10,179641.8,145044.74,51.86,64.23,258669.94,S
3002,V406,VAL467,7870.153,2024,10,100,326345068226334236,9,921280.11,746405.31,94.84,117.06,1244695.17,S
3000,V452,VAL645,380.6,2025,03,100,815309626782277634,9,131584.84,130602.89,343.15,345.73,194050.99,V
7900,V374,VAL763,1879.314,2023,08,100,851066916793337038,6,237883.57,605684.11,322.29,126.58,305665.78,V
7900,V028,VAL167,6915.795,2020,04,100,208640364790278839,1,887988.08,938058.43,135.64,128.4,1195885.34,V
7900,V202,VAL934,8063.862,2026,12,100,598990605410747648,3,614627.56,2416658.8,299.69,76.22,877652.91,V
3001,V478,VAL542,1645.999,2026,03,100,480897199465361227,9,376012.01,810029.03,492.12,228.44,537922.76,V
7900,V226,VAL144,9627.205,2023,08,100,766812877323209947,9,3854444.07,2601944.7,270.27,400.37,5237619.48,V
3002,V047,VAL955,984.006,2024,12,100,876036309734393707,6,16452.58,105574.0,107.29,16.72,16924.29,S
3000,V443,VAL282,2794.394,2024,03,100,736096836676589332,6,1349049.59,1221206.07,437.02,482.77,1365567.89,S
3002,V170,VAL391,7561.411,2020,11,100,498477363457787165,5,3303051.17,1939501.92,256.5,436.83,4057408.16,S
3000,V308,VAL686,9478.45,2026,10,100,108563199546835349,3,223880.99,1218739.1,128.58,23.62,304385.49,S
3002,V276,VAL341,9359.416,2025,10,100,614668114297754157,7,1995708.27,4439545.39,474.34,213.23,2489716.74,S
3000,V082,VAL567,1641.304,2025,02,100,117600115291777676,1,428134.15,754589.51,459.75,260.85,590766.58,S
3001,V479,VAL765,160.962,2022,09,100,444513241675165762,2,4609.95,62189.28,386.36,28.64,6717.09,S
3002,V432,VAL281,1706.176,2024,04,100,601920059206241891,10,757849.26,250176.59,146.63,444.18,902755.69,S
3002,V191,VAL672,2279.58,2024,08,100,529529876111419189,3,424731.35,398083.06,174.63,186.32,449896.67,S
7900,V119,VAL531,4835.95,2023,06,100,783119627204991664,6,594048.1,1786641.73,369.45,122.84,847251.97,V
3002,V025,VAL374,6442.363,2024,04,100,992354556854254057,6,415983.38,779912.46,121.06,64.57,433181.44,S
3001,V389,VAL794,446.975,2021,10,100,815309626782277634,9,21101.69,129828.36,290.46,47.21,31040.76,S
3002,V197,VAL444,9746.275,2026,04,100,609063282234955894,8,1889802.72,833598.9,85.53,193.9,2470579.93,S
7900,V387,VAL300,7235.658,2020,01,100,549106375064089819,7,2928487.86,645999.55,89.28,404.73,3407414.05,V
3001,V170,VAL901,2071.291,2023,01,100,300538098240852163,4,393773.13,234946.54,113.43,190.11,548136.48,S
3001,V306,VAL810,2570.814,2023,11,100,721522096881971160,7,1149770.85,704171.66,273.91,447.24,1626447.64,S
3002,V161,VAL278,4410.205,2022,01,100,800041936709820855,8,936859.85,1942121.98,440.37,212.43,1271887.05,S
3000,V104,VAL552,6515.384,2025,03,100,734429015401090879,9,2956616.11,169530.29,26.02,453.79,4298296.57,V
3001,V227,VAL954,860.405,2024,10,100,117252542018421960,9,157015.31,142577.71,165.71,182.49,183415.41,V
3002,V138,VAL189,2547.105,2023,03,100,268854853635871133,2,791818.53,1153507.44,452.87,310.87,930553.92,V
7900,V040,VAL091,1939.464,2024,03,100,182193366980121474,9,221991.05,267374.51,137.86,114.46,285306.08,S
3002,V281,VAL168,3982.131,2022,04,100,456510323833075533,3,362573.03,189788.36,47.66,91.05,464483.6,V
3002,V058,VAL035,5508.776,2021,04,100,945004274393576806,1,251695.98,1147257.69,208.26,45.69,376344.64,V
3000,V230,VAL554,3956.529,2025,01,100,917799989928782745,7,1209471.35,870832.03,220.1,305.69,1326188.49,S
3002,V232,VAL289,9367.271,2024,06,100,176997520659473971,3,633508.54,3128574.84,333.99,67.63,724193.41,V
3001,V085,VAL129,8881.202,2020,07,100,336059698966985759,6,3119078.14,3001668.65,337.98,351.2,4062045.04,S
3002,V017,VAL911,6723.699,2026,05,100,386818228572869323,5,1569849.24,737791.49,109.73,233.48,1797550.01,V
7900,V055,VAL923,4559.845,2021,03,100,689914723718928582,8,1262666.68,1290071.35,282.92,276.91,1514700.84,S
3002,V199,VAL887,2785.541,2020,05,100,811287074547015198,3,1002655.48,1163019.08,417.52,359.95,1189229.61,V
7900,V021,VAL353,211.995,2023,03,100,993702636668195929,7,16862.08,76608.63,361.37,79.54,19447.73,S
3001,V392,VAL177,283.041,2025,11,100,602118723450724327,4,102735.39,66211.78,233.93,362.97,150957.36,V
3000,V052,VAL609,6532.045,2022,12,100,816200439172896858,7,438104.26,2787288.92,426.71,67.07,451289.23,S
3000,V302,VAL266,2612.123,2025,02,100,281968567016247806,9,170858.97,643627.11,246.4,65.41,219403.04,S
3001,V217,VAL292,2691.599,2021,12,100,426905617363958332,1,1215956.76,226659.55,84.21,451.76,1449072.76,S
3001,V127,VAL874,3147.754,2026,08,100,629606896022100627,6,215337.85,148762.85,47.26,68.41,265962.65,S
3002,V041,VAL074,7030.372,2025,05,100,717266665302388730,5,2550126.84,2589286.01,368.3,362.73,3034731.65,V
3000,V224,VAL838,457.783,2026,01,100,593789523460716071,1,89560.67,34709.11,75.82,195.64,91285.63,V
3001,V499,VAL331,18.51,2025,09,100,456510323833075533,1,2899.41,1082.65,58.49,156.64,4114.83,V
3002,V446,VAL603,5393.936,2021,11,100,379717243667942717,5,1567963.26,1670340.16,309.67,290.69,2132969.55,S
3001,V246,VAL134,191.981,2023,04,100,381093873939347654,9,79620.28,87510.7,455.83,414.73,119055.75,V
7900,V349,VAL211,1578.963,2023,02,100,976729884327534248,4,157927.88,288097.59,182.46,100.02,159111.3,S
