ADRNR,BAPOVAR,BUKRS,BUKRS_GLOB,BUTXT,BUVAR,DKWEG,DTAMTC,DTAXR,DTPROV,DTTAXC,DTTDSP,EBUKR,FDBUK,FIKRS,FMHRDATE,FM_DERIVE_ACC,FSTVA,FSTVARE,IMPDA,INFMT,KKBER,KOKFI,KOPIM,KTOP2,KTOPL,LAND1,MANDT,MREGL,MWSKA,MWSKV,OFFSACCT,OPVAR,ORT01,PERIV,PP_PDATE,PST_PER_VAR,RCOMP,SPRAS,STCEG,SURCCM,TXJCD,TXKRS,UMKRS,WAABW,WAERS,WFVAR,WT_NEWWT,XBBBA,XBBBE,XBBBF,XBBKO,XBBSC,XCESSION,XCOS,XCOVR,XEINK,XEXTB,XFDIS,XFDMM,XFDSD,XFMCA,XFMCB,XFMCO,XGJRV,XGSBE,XJVAA,XKDFT,XKKBI,XMWSN,XNEGP,XPROD,XSKFN,XSLTA,XSPLT,XSTDT,XVALV,XVATDATE,XVVWA
556513,02,6017,G6017,Hunter Group,"",X,BB,DT75,AB,CB,DC,6017,6017,FM57,20210323,X,FS16,FR91,"",INF5,CC69,X,"",FIN1,FIN1,CN,100,RG91,B1,A0,6,PP13,New Daniel,K4,1,"",CMP129,F,VAT5376579,3,TAX143,X,TAX61,08,CNY,WF75,X,"","",X,"",X,"",X,X,X,X,X,"","","",X,"",X,"",X,"",X,"",X,X,"",X,X,"","",X,X
639104,01,6018,G6018,"Wright, Santiago and Cast","",X,BA,DT21,AB,CC,DA,6018,6018,FM62,20260206,"",FS16,FR36,"",INF5,CC17,"",X,GRP1,INT1,CN,100,RG52,A0,A0,6,PP73,Barrport,V3,2,"",CMP486,D,VAT5573701,1,TAX914,"",TAX19,08,EUR,WF86,"",X,"",X,X,X,"",X,"","",X,"",X,"","",X,X,X,"","","",X,X,"",X,"","",X,X,X,X,X
159832,03,6019,G6019,Daniels and Sons,"","",BA,DT99,AB,CB,DA,6019,6019,FM34,20240604,X,FS73,FR24,"",INF9,CC92,X,"",GRP1,CORP,US,100,RG13,C2,A0,4,PP45,Lopezstad,V3,2,"",CMP141,D,VAT9140605,2,TAX226,"",TAX61,02,CNY,WF26,X,"",X,"",X,X,"",X,"","","",X,"",X,"",X,X,"","",X,X,"","",X,X,X,"","","",X,"",""
862978,02,6020,G6020,"Carrillo, Miller and Well",1,X,BC,DT76,AA,CB,DC,6020,6020,FM18,20251222,X,FS18,FR41,X,INF9,CC58,"",X,GRP1,GRP1,JP,100,RG46,C2,C2,9,PP16,Stacymouth,CY,1,"",CMP230,E,VAT2087799,1,TAX790,X,TAX72,09,GBP,WF26,X,"",X,"",X,X,"","","",X,"","",X,"","","","",X,"","","","",X,"",X,"",X,X,X,"","",X
158477,01,6021,G6021,White-Garrett,"","",BB,DT62,AC,CC,DB,6021,6021,FM69,20201122,"",FS54,FR76,"",INF1,CC64,"",X,FIN1,CORP,JP,100,RG71,C2,A0,6,PP10,Juliestad,CY,2,"",CMP283,F,VAT4507867,1,TAX108,"",TAX25,06,EUR,WF19,X,"",X,"",X,"",X,X,"",X,X,X,"","","","",X,X,"","",X,X,X,"",X,"","",X,"",X,"",""
676779,03,6022,G6022,"Chen, Roberts and Kim","",X,BC,DT23,AC,CC,DB,6022,6022,FM58,20210913,X,FS23,FR27,"",INF8,CC93,X,X,CORP,CORP,DE,100,RG18,C2,B1,8,PP64,North Rhondahaven,V3,2,X,CMP489,D,VAT2267958,2,TAX852,X,TAX34,04,GBP,WF63,X,"","",X,X,"",X,X,X,X,"",X,X,X,X,X,X,"",X,X,"",X,"",X,X,X,X,X,X,"","",X
433097,03,6023,G6023,"Vargas, Nguyen and Cook","","",BB,DT20,AB,CA,DB,6023,6023,FM63,20251028,X,FS15,FR73,X,INF2,CC79,"","",CORP,GRP1,CN,100,RG22,A0,A0,7,PP97,Gamblechester,FY,2,X,CMP772,E,VAT6098965,1,TAX665,"",TAX97,01,USD,WF14,X,"","",X,X,X,"",X,"",X,X,X,"","",X,X,X,"","","",X,X,X,"",X,X,"","","",X,"",X
269655,01,6024,G6024,"Terry, Delgado and Garris","",X,BC,DT85,AB,CC,DA,6024,6024,FM33,20230208,"",FS73,FR36,"",INF6,CC37,X,"",FIN1,INT1,IN,100,RG70,B1,C2,5,PP46,Jordanstad,FY,2,X,CMP519,F,VAT3397708,2,TAX718,"",TAX88,10,CNY,WF43,"",X,X,"","",X,"",X,"","","","",X,"","",X,X,"",X,"","",X,X,"",X,"","",X,"",X,X,X
368788,02,6025,G6025,Barber Group,"","",BC,DT59,AA,CC,DC,6025,6025,FM24,20210604,"",FS72,FR89,X,INF8,CC63,"",X,INT1,CORP,JP,100,RG41,B1,A0,2,PP61,New Lindamouth,FY,1,X,CMP637,E,VAT6041021,2,TAX320,"",TAX84,06,EUR,WF60,X,X,"","",X,X,X,X,X,"","","",X,X,"","","",X,X,X,X,X,"","",X,"","","","","",X,X
572270,02,6026,G6026,Wiley-Cantu,"","",BB,DT82,AB,CB,DB,6026,6026,FM91,20240923,"",FS21,FR21,"",INF1,CC99,"","",GRP1,FIN1,JP,100,RG71,C2,B1,3,PP53,West Nicole,CY,1,"",CMP506,E,VAT7227860,1,TAX352,"",TAX84,08,INR,WF42,X,X,"","","",X,"","",X,X,"","",X,X,"","",X,"",X,"","",X,X,X,X,"",X,"",X,"","",X
862887,01,6027,G6027,"Davidson, Velez and Hall",1,"",BA,DT77,AA,CA,DB,6027,6027,FM10,20220304,X,FS33,FR97,X,INF2,CC38,X,X,FIN1,INT1,IN,100,RG41,B1,A0,2,PP99,North Andrew,FY,2,"",CMP429,F,VAT7085807,1,TAX667,X,TAX65,10,JPY,WF81,"","",X,X,"","","","",X,"","","","","",X,X,X,X,"","","",X,"","",X,X,"",X,"",X,X,X
192296,01,6028,G6028,"Lucero, Jones and Reyes",1,X,BA,DT46,AA,CB,DA,6028,6028,FM71,20230811,X,FS59,FR99,"",INF6,CC17,X,"",FIN1,CORP,CN,100,RG81,C2,A0,5,PP58,Nashtown,K4,2,"",CMP909,F,VAT1716298,1,TAX931,"",TAX14,05,CNY,WF66,X,X,X,"",X,X,"","",X,"",X,"",X,X,X,X,X,"","","",X,X,"","",X,"","",X,X,X,X,X
835986,02,6029,G6029,"Burns, Noble and Wheeler","",X,BB,DT51,AA,CA,DB,6029,6029,FM99,20220420,"",FS99,FR81,"",INF6,CC66,"","",FIN1,FIN1,IN,100,RG49,C2,A0,6,PP62,New Maryhaven,CY,1,"",CMP887,E,VAT1394007,1,TAX730,"",TAX94,03,GBP,WF60,"","","",X,X,"",X,"",X,X,X,"","","",X,X,X,X,X,X,X,X,X,X,X,X,X,X,"",X,"",""
494170,02,6030,G6030,Burke-Proctor,"",X,BC,DT90,AB,CC,DA,6030,6030,FM21,20250105,"",FS53,FR55,"",INF9,CC69,X,"",FIN1,FIN1,GB,100,RG91,A0,B1,2,PP67,Alexberg,CY,1,"",CMP635,E,VAT8629118,3,TAX264,"",TAX15,08,JPY,WF71,"","",X,X,"",X,X,X,"","",X,"",X,X,X,X,X,X,"","",X,X,X,X,X,X,X,"",X,"","",X
399019,03,6031,G6031,"Young, Mullins and Reed",1,X,BB,DT26,AB,CB,DB,6031,6031,FM46,20240122,"",FS50,FR53,"",INF4,CC61,X,"",CORP,GRP1,FR,100,RG17,B1,C2,3,PP55,Christopherchester,FY,2,X,CMP434,E,VAT2396806,1,TAX743,X,TAX37,02,INR,WF99,"","",X,X,"","",X,"","",X,"",X,X,X,"",X,"",X,"","",X,"",X,"",X,"","","",X,X,X,X
922498,03,6032,G6032,Robinson LLC,1,X,BB,DT50,AC,CA,DC,6032,6032,FM16,20250819,X,FS53,FR85,X,INF7,CC46,"",X,GRP1,CORP,JP,100,RG43,B1,C2,8,PP66,Elizabethside,FY,2,X,CMP578,D,VAT6658773,2,TAX424,"",TAX30,04,JPY,WF83,"",X,"","","",X,X,"",X,X,X,"","","","","",X,X,X,"","","",X,"",X,"","",X,X,X,X,""
904044,03,6033,G6033,Walker-Wyatt,1,"",BA,DT57,AB,CA,DB,6033,6033,FM90,20210206,"",FS48,FR50,X,INF1,CC32,"",X,FIN1,CORP,JP,100,RG25,B1,A0,3,PP24,North Keithhaven,CY,1,X,CMP547,E,VAT3084685,2,TAX258,"",TAX11,04,JPY,WF78,"","",X,"","","","",X,X,X,"",X,X,X,X,"","","","",X,X,X,X,"",X,"",X,X,X,"",X,""
426922,01,6034,G6034,Rodriguez-Thompson,"","",BA,DT19,AB,CB,DB,6034,6034,FM94,20241023,"",FS95,FR75,X,INF9,CC80,"","",FIN1,CORP,US,100,RG63,C2,B1,9,PP91,Christopherton,CY,2,X,CMP286,E,VAT5079113,1,TAX795,X,TAX93,10,GBP,WF45,X,"","","",X,"",X,X,"",X,"",X,X,X,X,"",X,"",X,"",X,"","","",X,"","","",X,X,X,""
918779,03,6035,G6035,"Caldwell, Jones and Alvar","",X,BB,DT88,AC,CA,DA,6035,6035,FM24,20201004,"",FS16,FR99,"",INF6,CC28,X,X,GRP1,CORP,JP,100,RG26,B1,B1,2,PP41,Madisonland,FY,2,"",CMP328,E,VAT4557411,2,TAX220,"",TAX61,10,GBP,WF47,"","","",X,X,"","",X,X,"",X,"",X,"",X,X,"",X,"",X,"",X,"","",X,X,"",X,"",X,X,X
607761,02,6036,G6036,Wagner-Green,"","",BC,DT21,AC,CC,DC,6036,6036,FM62,20210219,"",FS52,FR32,"",INF5,CC52,"","",CORP,FIN1,GB,100,RG99,C2,B1,1,PP12,Dixonburgh,V3,2,X,CMP998,F,VAT8322537,3,TAX230,X,TAX37,00,USD,WF38,"",X,"","",X,"","","",X,"","",X,"",X,X,"","",X,"","","",X,"",X,X,X,X,X,"","","",""
969787,01,6037,G6037,Sanders-Steele,1,"",BC,DT49,AA,CB,DA,6037,6037,FM60,20230829,"",FS40,FR66,"",INF4,CC64,"",X,GRP1,CORP,CN,100,RG13,C2,B1,1,PP44,Jordanland,FY,2,"",CMP358,D,VAT9076209,1,TAX440,X,TAX25,05,GBP,WF40,"",X,"",X,"",X,"","",X,X,X,X,X,X,X,X,"","",X,"",X,X,"","",X,"","","","",X,X,X
792374,03,6038,G6038,"Jones, Garcia and Campos","","",BB,DT62,AA,CB,DA,6038,6038,FM56,20230908,"",FS91,FR77,"",INF6,CC34,"","",INT1,CORP,FR,100,RG31,C2,A0,2,PP94,New Danaland,K4,1,"",CMP366,E,VAT1100331,1,TAX557,X,TAX33,10,USD,WF74,"",X,X,X,X,"",X,"",X,"","",X,X,X,"","","","","","",X,X,"","",X,"","","",X,X,"",X
680939,03,6039,G6039,"Brooks, Li and Glover","","",BC,DT28,AA,CA,DA,6039,6039,FM42,20210302,"",FS98,FR66,"",INF1,CC19,X,"",CORP,CORP,CN,100,RG63,C2,A0,4,PP30,North Terri,K4,1,X,CMP512,D,VAT6034316,1,TAX216,"",TAX35,04,GBP,WF80,"","",X,"","",X,"",X,X,"",X,"","",X,"","",X,X,X,"",X,X,X,"",X,X,"",X,X,X,"",""
554415,01,6040,G6040,Bautista-Spencer,"","",BB,DT33,AA,CB,DC,6040,6040,FM70,20220220,X,FS12,FR33,X,INF8,CC23,"",X,CORP,GRP1,GB,100,RG80,B1,A0,4,PP81,East Jason,CY,1,"",CMP352,E,VAT8498462,3,TAX857,"",TAX93,09,JPY,WF83,"",X,X,X,"",X,X,"",X,"","","",X,"",X,"",X,X,X,X,X,"","","",X,"","",X,X,X,X,""
378969,01,6041,G6041,Price and Sons,1,"",BB,DT91,AA,CC,DA,6041,6041,FM83,20220616,"",FS92,FR93,X,INF5,CC27,X,X,CORP,FIN1,FR,100,RG52,B1,B1,4,PP90,Andersonbury,V3,1,X,CMP708,D,VAT6713660,2,TAX599,"",TAX46,02,EUR,WF33,"","","","","",X,"",X,"","","","",X,"",X,X,X,"",X,"",X,"","","",X,X,"",X,"","",X,""
160415,02,6042,G6042,"Brown, Zimmerman and Cann","",X,BC,DT24,AB,CB,DA,6042,6042,FM93,20241214,"",FS38,FR19,"",INF1,CC28,X,X,FIN1,CORP,DE,100,RG25,B1,A0,2,PP30,Lake Bridgetfort,CY,2,X,CMP807,F,VAT4891732,2,TAX689,"",TAX34,10,GBP,WF46,"","","",X,X,X,X,X,X,X,"",X,"",X,X,X,X,"",X,"",X,"","","",X,X,X,"",X,X,"",""
624052,03,6043,G6043,"Butler, Miller and Taylor",1,"",BB,DT37,AA,CA,DA,6043,6043,FM43,20230204,X,FS36,FR47,"",INF9,CC97,"",X,FIN1,INT1,FR,100,RG38,C2,C2,9,PP52,Huberhaven,K4,2,X,CMP829,D,VAT8558446,1,TAX558,"",TAX50,05,INR,WF93,"","","","",X,"",X,X,"",X,X,"",X,"",X,X,"","","",X,"","","","",X,X,"",X,X,X,"",""
194350,02,6044,G6044,"Wood, Moyer and Smith",1,X,BC,DT58,AB,CC,DC,6044,6044,FM30,20210104,"",FS83,FR64,"",INF2,CC18,"",X,FIN1,INT1,JP,100,RG59,B1,C2,2,PP11,Pattonhaven,K4,1,"",CMP789,F,VAT9874806,2,TAX660,X,TAX52,03,GBP,WF44,X,X,X,"",X,"","",X,X,"",X,X,"","",X,X,"",X,"","",X,"","",X,X,X,X,X,X,"","",""
709259,01,6045,G6045,"Taylor, Wilkinson and San",1,X,BA,DT84,AC,CC,DB,6045,6045,FM93,20250312,X,FS27,FR37,X,INF5,CC99,X,X,GRP1,CORP,GB,100,RG38,A0,B1,8,PP95,Lisashire,FY,2,X,CMP105,E,VAT5724528,3,TAX445,"",TAX49,03,JPY,WF13,"","",X,"",X,"",X,X,X,X,"",X,X,"",X,X,"",X,X,X,"","","",X,X,"","","","",X,X,X
171744,02,6046,G6046,Ramirez-Mejia,1,X,BB,DT41,AB,CB,DC,6046,6046,FM86,20231025,X,FS40,FR65,X,INF4,CC76,X,X,FIN1,INT1,CN,100,RG22,A0,C2,6,PP76,Lake Jessicaberg,FY,2,X,CMP327,D,VAT9427189,3,TAX820,"",TAX73,07,EUR,WF83,X,X,"",X,X,X,X,X,"","","",X,X,"",X,"","",X,"",X,"",X,X,X,X,"",X,X,X,X,X,""
898570,01,6047,G6047,"Bryant, Graham and Johnso",1,"",BA,DT62,AB,CB,DC,6047,6047,FM93,20250124,X,FS19,FR76,X,INF7,CC90,X,"",FIN1,FIN1,CN,100,RG30,C2,C2,6,PP40,West Marcoside,CY,2,X,CMP296,F,VAT2192104,3,TAX289,X,TAX90,00,GBP,WF67,X,"","",X,"",X,"",X,"",X,X,"",X,"","","",X,"","","","","","","",X,"",X,"","",X,X,X
257274,02,6048,G6048,Mcguire-Roman,"",X,BC,DT42,AC,CC,DA,6048,6048,FM77,20240409,X,FS61,FR67,"",INF3,CC21,X,"",FIN1,CORP,IN,100,RG52,C2,C2,9,PP73,Michaelstad,V3,1,"",CMP291,E,VAT6764670,3,TAX284,"",TAX60,04,JPY,WF49,"",X,"","",X,"","",X,"",X,"","",X,"",X,"","","",X,"",X,X,X,X,X,X,"",X,X,"","",""
235959,02,6049,G6049,"Ochoa, Collins and Bass",1,X,BC,DT40,AB,CB,DA,6049,6049,FM74,20210525,X,FS94,FR12,X,INF7,CC24,X,"",GRP1,FIN1,IN,100,RG37,A0,B1,5,PP80,New Justinberg,V3,2,"",CMP398,F,VAT5937933,3,TAX734,"",TAX81,02,EUR,WF50,X,X,X,"","",X,X,X,X,"",X,X,X,"",X,"",X,X,"",X,"","","",X,X,"",X,"","","",X,X
338564,03,6050,G6050,Duran LLC,1,X,BA,DT65,AC,CB,DA,6050,6050,FM52,20240108,X,FS15,FR13,X,INF8,CC26,X,"",GRP1,GRP1,JP,100,RG44,B1,A0,6,PP15,East Dustin,K4,2,"",CMP515,D,VAT2019015,1,TAX567,"",TAX32,01,CNY,WF41,"","","","","",X,"",X,X,"","",X,"",X,"","","","",X,X,"","",X,X,X,"","",X,"","",X,""
902524,02,6051,G6051,"Mcdonald, Cook and Bates","",X,BC,DT90,AA,CA,DB,6051,6051,FM61,20241129,X,FS38,FR83,"",INF5,CC14,"","",GRP1,GRP1,CN,100,RG36,B1,C2,7,PP14,Cisnerosmouth,CY,2,"",CMP325,F,VAT6950652,3,TAX486,X,TAX81,08,INR,WF91,"",X,"",X,X,"",X,"",X,"","",X,"",X,"","",X,"",X,"",X,"",X,X,X,X,"",X,X,X,X,""
619726,01,6052,G6052,Newman Inc,1,"",BA,DT54,AB,CC,DC,6052,6052,FM44,20230612,"",FS33,FR51,"",INF6,CC20,"",X,INT1,CORP,DE,100,RG27,A0,A0,7,PP66,East Christopherhaven,FY,1,X,CMP479,E,VAT8663028,2,TAX324,X,TAX96,09,INR,WF98,"","","","","",X,"","","","",X,"",X,X,"",X,"",X,"","","","",X,X,X,"","","","","",X,""
918928,01,6053,G6053,Jackson-Ingram,"","",BB,DT52,AC,CB,DB,6053,6053,FM68,20230222,"",FS67,FR79,"",INF7,CC45,X,X,GRP1,INT1,IN,100,RG96,C2,A0,7,PP91,South Shelleyshire,FY,2,X,CMP859,E,VAT4128609,2,TAX745,X,TAX81,00,GBP,WF49,"",X,X,X,X,X,"","",X,"",X,"",X,X,"","","",X,"",X,"","","",X,X,X,X,X,X,X,X,""
619386,01,6054,G6054,"Cruz, Garcia and Proctor",1,"",BB,DT90,AA,CC,DB,6054,6054,FM36,20250805,X,FS93,FR95,X,INF9,CC30,"","",CORP,CORP,FR,100,RG13,A0,C2,7,PP76,East Marissa,K4,2,"",CMP556,D,VAT7282578,2,TAX596,"",TAX19,08,INR,WF63,"","",X,"",X,"","",X,X,X,X,X,"",X,"",X,"","",X,"","","","","",X,"",X,X,X,"",X,X
399876,03,6055,G6055,"Hammond, Neal and Stewart",1,X,BA,DT65,AC,CC,DB,6055,6055,FM98,20250625,X,FS57,FR68,X,INF2,CC75,"",X,GRP1,INT1,JP,100,RG67,B1,A0,1,PP39,Port Shannon,K4,1,"",CMP240,F,VAT3436954,3,TAX260,X,TAX90,04,GBP,WF85,X,X,"","",X,X,X,X,X,"","",X,"",X,X,X,X,X,"","",X,X,X,"",X,X,X,"",X,"",X,""
253954,03,6056,G6056,Clark-Brooks,1,X,BA,DT49,AC,CC,DC,6056,6056,FM81,20240115,"",FS44,FR22,X,INF8,CC68,X,X,FIN1,GRP1,IN,100,RG58,B1,C2,7,PP69,Rebekahshire,K4,2,X,CMP170,E,VAT1415284,1,TAX214,X,TAX65,03,INR,WF64,X,X,X,X,"",X,X,"",X,"","",X,"",X,"",X,X,"","","","",X,"",X,X,X,X,"","","",X,""
958013,03,6057,G6057,"Zamora, Bennett and Dunca",1,X,BC,DT53,AA,CA,DA,6057,6057,FM54,20251114,"",FS19,FR77,X,INF7,CC77,X,X,CORP,FIN1,US,100,RG20,C2,A0,8,PP67,South Robertfort,K4,1,X,CMP671,F,VAT7355601,3,TAX848,X,TAX62,03,EUR,WF54,"",X,"",X,"","",X,"","",X,"","",X,X,"","",X,"","",X,"",X,"","",X,X,X,"",X,"","",""
229621,02,6058,G6058,Hammond-Jones,1,"",BA,DT42,AB,CA,DA,6058,6058,FM74,20220117,"",FS78,FR94,"",INF2,CC24,X,"",GRP1,CORP,DE,100,RG37,A0,B1,3,PP45,Jasmineland,K4,1,"",CMP220,F,VAT7534039,2,TAX339,"",TAX86,01,JPY,WF46,"","","",X,X,"",X,X,"","",X,X,X,X,X,"",X,X,X,X,"",X,X,X,X,"","",X,X,"",X,""
996168,02,6059,G6059,"Schwartz, Nixon and Bradl",1,X,BC,DT91,AB,CC,DA,6059,6059,FM40,20251217,X,FS57,FR38,X,INF3,CC99,X,X,INT1,FIN1,FR,100,RG40,C2,C2,1,PP15,Jacobsmouth,CY,2,X,CMP804,E,VAT2699593,2,TAX546,X,TAX35,01,USD,WF48,X,X,X,X,"","","","","",X,"",X,"",X,"","","",X,X,"","",X,"","",X,X,"","","",X,X,X
692947,01,6060,G6060,Robertson PLC,"","",BA,DT25,AA,CB,DB,6060,6060,FM59,20250518,X,FS66,FR63,X,INF5,CC72,X,X,GRP1,INT1,CN,100,RG51,B1,B1,3,PP41,Collinsborough,K4,1,"",CMP863,E,VAT3064977,1,TAX806,"",TAX31,10,EUR,WF22,"",X,"","",X,X,X,"",X,"","",X,"","","","",X,X,X,"","",X,X,X,X,X,"",X,"",X,X,X
411663,02,6061,G6061,Cole Ltd,1,"",BA,DT35,AB,CC,DA,6061,6061,FM88,20230411,"",FS44,FR87,X,INF3,CC63,X,X,INT1,GRP1,CN,100,RG41,B1,A0,8,PP21,East Bryanview,FY,2,X,CMP608,D,VAT1305365,2,TAX409,"",TAX28,08,CNY,WF63,"",X,"","",X,X,"","","",X,"",X,X,"",X,"",X,X,X,X,"","",X,"",X,"",X,"",X,"","",""
432277,03,6062,G6062,Cunningham Ltd,"","",BA,DT41,AA,CA,DC,6062,6062,FM71,20250711,X,FS20,FR52,X,INF3,CC84,"","",GRP1,FIN1,JP,100,RG33,B1,A0,3,PP65,Jacksonton,K4,2,"",CMP438,D,VAT5217039,1,TAX741,"",TAX33,01,USD,WF56,X,"",X,X,X,X,X,"","","","",X,"","","",X,"","","","",X,X,"","",X,"","",X,"",X,X,X
262875,03,6063,G6063,Garrison-Davis,1,X,BB,DT27,AC,CA,DA,6063,6063,FM62,20230111,"",FS43,FR61,X,INF7,CC44,"","",INT1,INT1,JP,100,RG53,B1,A0,2,PP53,West Elizabethville,V3,2,"",CMP559,E,VAT7378296,3,TAX842,"",TAX99,03,INR,WF47,"",X,X,X,"","","",X,X,X,X,"",X,"","",X,X,"",X,X,"",X,"",X,X,X,"",X,X,X,"",""
970540,01,6064,G6064,Wolfe-Campbell,"","",BA,DT84,AB,CB,DB,6064,6064,FM90,20211231,"",FS13,FR22,"",INF3,CC66,X,X,GRP1,FIN1,IN,100,RG26,B1,A0,8,PP98,Port Ashleyview,V3,2,X,CMP885,D,VAT5870696,1,TAX958,X,TAX21,05,INR,WF76,"","","",X,X,X,X,"","",X,X,"","","","",X,X,"","","","","","","",X,X,X,X,"","","",""
224144,02,6065,G6065,Tucker PLC,"","",BA,DT10,AB,CA,DC,6065,6065,FM22,20240525,"",FS72,FR59,X,INF5,CC78,"","",INT1,FIN1,IN,100,RG22,C2,A0,4,PP43,New Terrence,V3,2,X,CMP695,F,VAT6999787,3,TAX489,X,TAX19,10,JPY,WF97,X,X,X,X,X,"",X,X,X,"",X,X,X,X,X,"","","","",X,X,"",X,X,X,"",X,"",X,"",X,""
712814,03,6066,G6066,Green-Lozano,"",X,BC,DT95,AB,CC,DA,6066,6066,FM19,20251010,"",FS69,FR68,"",INF7,CC42,X,X,CORP,FIN1,GB,100,RG59,B1,B1,3,PP56,East Susan,K4,1,"",CMP795,D,VAT6360940,1,TAX963,"",TAX23,04,GBP,WF68,X,"",X,"",X,"",X,"","","","","","","","","","",X,"",X,"","",X,X,X,X,"",X,X,"",X,X
687402,02,6067,G6067,Roberson PLC,"","",BB,DT44,AA,CB,DC,6067,6067,FM74,20240917,"",FS31,FR93,"",INF9,CC77,X,"",FIN1,FIN1,JP,100,RG86,C2,A0,5,PP39,Port Larrychester,FY,2,X,CMP530,F,VAT7788732,2,TAX938,X,TAX32,00,GBP,WF98,X,"","",X,X,X,"",X,"","","",X,"",X,X,"",X,"",X,"",X,"",X,X,X,X,X,X,"",X,"",""
154990,02,6068,G6068,Richardson LLC,1,"",BA,DT13,AB,CA,DC,6068,6068,FM45,20220102,"",FS35,FR95,X,INF3,CC56,"",X,CORP,CORP,US,100,RG17,B1,C2,5,PP68,East Cassandra,FY,1,"",CMP141,E,VAT9121452,3,TAX125,"",TAX26,09,GBP,WF63,"",X,"","",X,X,X,"",X,"","",X,X,"","",X,X,X,X,X,X,X,X,X,X,X,"",X,"",X,X,X
505749,01,6069,G6069,Daniel-Phillips,"",X,BA,DT96,AB,CC,DA,6069,6069,FM72,20230702,X,FS65,FR36,"",INF7,CC18,"",X,GRP1,CORP,FR,100,RG57,A0,B1,2,PP38,North Evan,K4,1,X,CMP127,D,VAT1851217,2,TAX743,"",TAX24,05,USD,WF21,"",X,"",X,X,X,X,"","","",X,X,X,"","",X,X,"",X,"","",X,X,"",X,X,X,X,X,"","",""
572110,03,6070,G6070,Lozano-Sanchez,"","",BB,DT56,AA,CA,DB,6070,6070,FM66,20240821,X,FS92,FR38,"",INF2,CC39,"","",INT1,INT1,CN,100,RG90,A0,B1,5,PP51,Devonfurt,K4,1,X,CMP244,E,VAT8107910,3,TAX946,X,TAX36,06,CNY,WF91,"",X,X,X,"","",X,"",X,X,"","",X,"",X,X,X,"","","",X,X,"","",X,"","",X,"","","",""
747969,03,6071,G6071,Estrada LLC,"","",BB,DT97,AA,CC,DB,6071,6071,FM14,20210221,X,FS10,FR63,X,INF7,CC76,"","",CORP,GRP1,DE,100,RG54,B1,B1,7,PP46,South Matthew,K4,2,"",CMP393,D,VAT2258881,3,TAX456,"",TAX22,00,CNY,WF74,"",X,"","",X,X,X,"","",X,X,X,X,X,"","","","","","","",X,X,"",X,"",X,X,"",X,"",X
387737,01,6072,G6072,"Pitts, Parrish and Murray","","",BA,DT71,AC,CA,DA,6072,6072,FM80,20230320,"",FS11,FR48,X,INF5,CC58,X,X,GRP1,INT1,DE,100,RG70,C2,B1,3,PP86,Janetmouth,V3,1,X,CMP915,D,VAT2308905,1,TAX200,"",TAX61,00,GBP,WF34,X,X,X,"",X,"",X,X,X,"","",X,X,X,X,"",X,"",X,X,"",X,X,X,X,"",X,"",X,X,X,""
729788,03,6073,G6073,Foster Ltd,1,X,BC,DT25,AC,CA,DC,6073,6073,FM59,20230409,X,FS65,FR71,"",INF3,CC84,X,"",INT1,FIN1,FR,100,RG16,C2,A0,1,PP96,Donaldland,FY,1,X,CMP260,E,VAT8046466,1,TAX662,"",TAX62,00,EUR,WF45,X,"","","",X,X,X,"","","","","",X,X,"","","",X,"",X,X,X,X,"",X,"","",X,X,X,X,X
827947,03,6074,G6074,Wood Inc,1,X,BA,DT41,AB,CA,DB,6074,6074,FM69,20210819,X,FS94,FR25,X,INF8,CC13,X,"",GRP1,GRP1,US,100,RG42,A0,B1,3,PP33,Lake Jennifer,FY,1,X,CMP429,E,VAT2083368,3,TAX883,X,TAX77,03,USD,WF23,X,X,X,X,X,"","",X,"",X,X,X,X,"",X,X,"","","","","","","","",X,"","","","","","",""
263685,02,6075,G6075,Taylor-Patel,"","",BB,DT57,AB,CB,DA,6075,6075,FM50,20200922,"",FS98,FR21,X,INF3,CC36,X,X,GRP1,INT1,US,100,RG81,B1,C2,1,PP78,East Elizabethtown,FY,1,X,CMP591,F,VAT8547529,2,TAX365,X,TAX44,03,EUR,WF13,X,"",X,"",X,X,"",X,X,"","",X,X,X,"",X,"",X,X,"",X,"",X,X,X,X,"","","",X,"",X
900820,02,6076,G6076,Griffith-Thomas,1,X,BA,DT62,AA,CC,DB,6076,6076,FM86,20210818,"",FS96,FR80,X,INF5,CC24,X,X,CORP,CORP,IN,100,RG26,A0,C2,6,PP86,New Sandra,V3,1,X,CMP131,F,VAT3226346,1,TAX404,X,TAX44,05,JPY,WF21,"","",X,X,X,X,X,"",X,"","","","",X,X,X,X,"",X,"","","",X,"",X,X,X,X,X,X,"",""
368229,03,6077,G6077,Michael Group,"",X,BB,DT32,AB,CA,DB,6077,6077,FM93,20250729,X,FS11,FR43,"",INF3,CC46,X,"",FIN1,CORP,DE,100,RG41,B1,C2,2,PP49,New Jonathan,K4,2,"",CMP198,F,VAT3151374,2,TAX410,X,TAX48,05,JPY,WF88,X,X,X,X,"",X,X,X,X,"",X,"",X,"","","","",X,"",X,"",X,"",X,X,"","",X,"","","",""
