Customer ID,Market,Customer Description,Market Description,Customer Region,Market Region,Customer Country/Region,Market Sub Region,Demand Type,Demand Sub Type,Latitude,Longttitude
CN,CN,Market Entity for CN,Planning Market - Valdez Ltd - CN,LATAM,AMER,CN,Lake Roberthaven,Commercial,Priority,-17.3352355,-1.858807
JP,JP,Market Entity for JP,Planning Market - Dominguez-Webb - JP,AMER,LATAM,JP,Dixonfort,Samples,Urgent,-37.1469155,-167.573376
AU,AU,Market Entity for AU,Planning Market - Mann Ltd - AU,APAC,LATAM,AU,Lake Julie,Commercial,GPSS_Early,-11.901251,119.353732
NL,NL,Market Entity for NL,Planning Market - Castillo-Ramos - NL,APAC,LATAM,NL,Phillipbury,Clinical,Urgent,-34.7278015,166.221307
CH,CH,Market Entity for CH,"Planning Market - Barber, Williams and Moore - CH",LATAM,EMEA,CH,Lake Scott,Samples,GPSS_Early,-59.7895255,100.265461
CN,CN,Market Entity for CN,Planning Market - Mckenzie Group - CN,AMER,LATAM,CN,Alexborough,Clinical,GPSS_Early,-58.6390775,54.603491
CH,CH,Market Entity for CH,"Planning Market - Roberts, Boyer and Woods - CH",AMER,LATAM,CH,Johnland,Commercial,GPSS_Early,54.4674585,104.948014
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Chung LLC - GLOBAL_CORP,AMER,APAC,INTL,Pearsonstad,Commercial,Urgent,-67.712174,20.67951
CA,CA,Market Entity for CA,Planning Market - Thomas PLC - CA,LATAM,APAC,CA,Doughertymouth,Samples,Priority,73.2566575,120.740108
CN,CN,Market Entity for CN,Planning Market - Miller LLC - CN,LATAM,APAC,CN,West Christopherchester,Commercial,Urgent,-23.940429,94.684144
JP,JP,Market Entity for JP,Planning Market - Davis-Valdez - JP,APAC,APAC,JP,New Michaeltown,Free Goods,Standard,79.3107745,-60.2765
DE,DE,Market Entity for DE,Planning Market - Lee LLC - DE,EMEA,AMER,DE,West Marcus,Samples,Standard,68.367765,144.089454
ES,ES,Market Entity for ES,"Planning Market - Ward, Harper and White - ES",EMEA,EMEA,ES,Lisatown,Commercial,Standard,-89.170789,161.407948
IN,IN,Market Entity for IN,Planning Market - Erickson-Yu - IN,LATAM,AMER,IN,North Catherine,Free Goods,Priority,-51.8449205,14.554843
DE,DE,Market Entity for DE,"Planning Market - Vasquez, Wright and Ochoa - DE",AMER,EMEA,DE,Phammouth,Samples,GPSS_Early,-66.7676165,-157.077149
CH,CH,Market Entity for CH,Planning Market - Mccarthy-Johnson - CH,APAC,AMER,CH,Lake Katelynbury,Clinical,Standard,79.413299,-177.674924
IN,IN,Market Entity for IN,Planning Market - Taylor and Sons - IN,EMEA,LATAM,IN,East Michael,Free Goods,Standard,-8.1836885,-59.857002
GB,GB,Market Entity for GB,Planning Market - Watts Ltd - GB,EMEA,APAC,GB,Lucaschester,Free Goods,Urgent,-0.0817355,34.271282
IN,IN,Market Entity for IN,Planning Market - Gibbs Group - IN,AMER,AMER,IN,Bushville,Commercial,Priority,-43.7769015,-136.625552
BR,BR,Market Entity for BR,Planning Market - Robinson-Romero - BR,LATAM,LATAM,BR,Leonfurt,Samples,Standard,-39.9083585,-89.974165
JP,JP,Market Entity for JP,Planning Market - Barr Ltd - JP,APAC,EMEA,JP,Thomasside,Clinical,Priority,-19.5040095,-63.08137
CA,CA,Market Entity for CA,"Planning Market - Patterson, Doyle and Ball - CA",LATAM,EMEA,CA,Wolfemouth,Commercial,Standard,66.330997,-77.855197
CN,CN,Market Entity for CN,"Planning Market - Cline, Smith and Lynn - CN",LATAM,EMEA,CN,Crystalmouth,Clinical,Priority,-71.280895,156.952079
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Zuniga PLC - GLOBAL_CORP,LATAM,EMEA,INTL,South Katherinestad,Free Goods,Urgent,-36.295412,3.288428
GB,GB,Market Entity for GB,"Planning Market - Thornton, Patel and Simon - GB",APAC,AMER,GB,Port Michaelborough,Samples,Standard,77.8716625,-96.846244
NL,NL,Market Entity for NL,Planning Market - Espinoza and Sons - NL,AMER,APAC,NL,Lake Nathan,Free Goods,Priority,-16.9377935,-99.030606
NL,NL,Market Entity for NL,"Planning Market - Hill, Munoz and Smith - NL",APAC,EMEA,NL,West Stephanieburgh,Clinical,Urgent,52.92796,-172.18397
CH,CH,Market Entity for CH,Planning Market - Acosta Group - CH,LATAM,APAC,CH,Marychester,Clinical,Standard,-57.207698,155.980694
IT,IT,Market Entity for IT,Planning Market - Griffin-Bryant - IT,APAC,AMER,IT,Port Erica,Free Goods,Urgent,-18.040494,36.29008
US,US,Market Entity for US,"Planning Market - Howell, Ross and Adams - US",EMEA,AMER,US,New Samantha,Clinical,GPSS_Early,26.3584425,-72.007729
DE,DE,Market Entity for DE,"Planning Market - Williamson, Hart and Jenkins - DE",AMER,AMER,DE,North Jackchester,Free Goods,GPSS_Early,11.2509815,126.092787
IN,IN,Market Entity for IN,"Planning Market - Austin, Decker and Johnson - IN",AMER,AMER,IN,Seanview,Free Goods,Standard,-44.6959595,-25.462254
DE,DE,Market Entity for DE,"Planning Market - Nelson, Thomas and Hart - DE",EMEA,LATAM,DE,New Patriciaberg,Samples,Urgent,0.538361,15.15801
IT,IT,Market Entity for IT,Planning Market - Short Group - IT,LATAM,EMEA,IT,Gibbsland,Samples,Standard,40.017754,168.048159
JP,JP,Market Entity for JP,"Planning Market - White, Gonzales and Obrien - JP",EMEA,LATAM,JP,North John,Free Goods,GPSS_Early,75.2811555,-168.079099
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Long, Smith and Archer - AMER_REG",APAC,AMER,INTL,Perezchester,Samples,GPSS_Early,5.4676035,-154.233912
BR,BR,Market Entity for BR,Planning Market - Joseph LLC - BR,LATAM,AMER,BR,West Tiffanytown,Free Goods,Priority,-33.9316765,-12.442634
SG,SG,Market Entity for SG,Planning Market - Clay Group - SG,LATAM,APAC,SG,Lake Emilyfort,Free Goods,Priority,-59.3543935,-72.367552
CA,CA,Market Entity for CA,Planning Market - Woods-Cameron - CA,AMER,APAC,CA,New Nicholas,Commercial,Standard,-84.082442,-39.468837
GB,GB,Market Entity for GB,Planning Market - Nicholson-Nelson - GB,AMER,AMER,GB,North Donna,Samples,Standard,23.758422,37.039655
CN,CN,Market Entity for CN,"Planning Market - Phillips, Paul and Barnes - CN",AMER,LATAM,CN,Hollyview,Samples,GPSS_Early,-23.0886875,-172.643228
IN,IN,Market Entity for IN,"Planning Market - Horton, Flynn and Anderson - IN",EMEA,EMEA,IN,Davidbury,Samples,Standard,86.638638,-6.410531
IT,IT,Market Entity for IT,Planning Market - Hess-Martinez - IT,AMER,EMEA,IT,Cochrantown,Free Goods,GPSS_Early,83.479921,167.745535
GB,GB,Market Entity for GB,Planning Market - Goodwin-Oliver - GB,EMEA,APAC,GB,East Cameron,Commercial,Standard,19.1641475,-105.512191
SG,SG,Market Entity for SG,"Planning Market - Brooks, Oliver and Walker - SG",LATAM,AMER,SG,West Alan,Free Goods,Standard,49.731785,-21.794201
IN,IN,Market Entity for IN,"Planning Market - Smith, Wong and Phillips - IN",APAC,APAC,IN,New John,Clinical,GPSS_Early,-68.5339105,38.550697
ES,ES,Market Entity for ES,Planning Market - Beard and Sons - ES,AMER,EMEA,ES,Deborahberg,Commercial,Standard,46.866345,88.267338
ES,ES,Market Entity for ES,Planning Market - Parker-Small - ES,APAC,APAC,ES,New Daniel,Clinical,Urgent,-37.2055595,-66.861072
ES,ES,Market Entity for ES,Planning Market - Hernandez Group - ES,AMER,LATAM,ES,Port Jamieburgh,Samples,Urgent,-56.942802,122.098146
CH,CH,Market Entity for CH,Planning Market - Hatfield Group - CH,EMEA,EMEA,CH,Vincentton,Samples,Urgent,14.2816835,-41.493464
IN,IN,Market Entity for IN,Planning Market - Bullock PLC - IN,LATAM,LATAM,IN,Kristyland,Samples,Priority,-52.733863,149.290405
IT,IT,Market Entity for IT,"Planning Market - Hunter, Powell and Young - IT",LATAM,APAC,IT,New Feliciamouth,Commercial,Standard,46.4974165,-48.615467
NL,NL,Market Entity for NL,Planning Market - Austin Group - NL,APAC,AMER,NL,Port Donnafurt,Commercial,Priority,-36.280593,-10.34213
ES,ES,Market Entity for ES,Planning Market - Jimenez and Sons - ES,APAC,EMEA,ES,New Mackenziemouth,Free Goods,Urgent,76.765402,-53.338697
CA,CA,Market Entity for CA,Planning Market - Stevens-Allen - CA,APAC,EMEA,CA,Brookeview,Free Goods,GPSS_Early,81.0356685,-156.096396
JP,JP,Market Entity for JP,"Planning Market - Hooper, Aguirre and Forbes - JP",LATAM,APAC,JP,Port James,Commercial,GPSS_Early,-44.4777825,166.263885
DE,DE,Market Entity for DE,Planning Market - Shelton-Stevenson - DE,APAC,AMER,DE,Port Jennifer,Free Goods,Urgent,-84.8678675,31.114016
CH,CH,Market Entity for CH,"Planning Market - Potter, Mejia and Shields - CH",LATAM,LATAM,CH,East Jessica,Clinical,GPSS_Early,76.2093665,-169.233956
CH,CH,Market Entity for CH,Planning Market - Nguyen LLC - CH,EMEA,AMER,CH,Adkinsburgh,Clinical,Urgent,37.0606925,111.889105
IN,IN,Market Entity for IN,Planning Market - Wilcox Group - IN,AMER,APAC,IN,Kingport,Samples,Urgent,58.1484745,15.929134
JP,JP,Market Entity for JP,"Planning Market - Donaldson, Cochran and Conner - JP",EMEA,AMER,JP,Robertsonburgh,Clinical,Priority,16.907615,88.582065
GB,GB,Market Entity for GB,Planning Market - Espinoza-Rodriguez - GB,LATAM,AMER,GB,Wangton,Commercial,Urgent,-64.4148525,-124.619315
US,US,Market Entity for US,"Planning Market - Baldwin, Fisher and Foster - US",APAC,EMEA,US,Port Suzanne,Commercial,Urgent,43.3588195,-173.556229
IN,IN,Market Entity for IN,"Planning Market - Pena, Acosta and Rogers - IN",LATAM,LATAM,IN,Robertmouth,Samples,GPSS_Early,-62.10291,-0.520425
AU,AU,Market Entity for AU,Planning Market - Weber-Hood - AU,LATAM,EMEA,AU,East Holly,Samples,Standard,54.445386,44.445439
DE,DE,Market Entity for DE,Planning Market - Kaufman LLC - DE,LATAM,AMER,DE,New Kevinbury,Free Goods,Urgent,81.2525165,170.224744
SG,SG,Market Entity for SG,"Planning Market - Jackson, Owen and Barton - SG",EMEA,EMEA,SG,West Jenniferland,Free Goods,GPSS_Early,80.7023685,-175.070991
DE,DE,Market Entity for DE,Planning Market - Lambert PLC - DE,EMEA,EMEA,DE,West Austinport,Free Goods,Standard,-7.3279075,-88.37325
SG,SG,Market Entity for SG,"Planning Market - Daniels, Barnes and Ashley - SG",APAC,EMEA,SG,Lake Julieville,Samples,GPSS_Early,-80.7864485,159.788625
SG,SG,Market Entity for SG,"Planning Market - Sanders, Perez and Rivera - SG",EMEA,EMEA,SG,New Travisberg,Free Goods,GPSS_Early,17.0625245,-77.786188
CN,CN,Market Entity for CN,Planning Market - Fletcher-Howard - CN,APAC,AMER,CN,Watsonside,Free Goods,Urgent,-47.4213835,-24.115816
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Butler-Taylor - LATAM_REG,APAC,EMEA,INTL,Savannahview,Samples,Urgent,5.8445155,136.327929
ES,ES,Market Entity for ES,Planning Market - Anderson-Williams - ES,EMEA,EMEA,ES,North Gloriafurt,Free Goods,Standard,-84.18261,-167.962874
ES,ES,Market Entity for ES,Planning Market - Patterson LLC - ES,APAC,AMER,ES,Alvarezfort,Free Goods,Urgent,26.2289725,-114.84936
ES,ES,Market Entity for ES,"Planning Market - Thompson, Anderson and Velasquez - ES",EMEA,LATAM,ES,Wrightmouth,Clinical,Priority,1.648462,6.387036
CN,CN,Market Entity for CN,Planning Market - Alvarado-Ramos - CN,EMEA,EMEA,CN,Jenniferville,Clinical,Urgent,70.111473,-78.295789
IT,IT,Market Entity for IT,Planning Market - Whitney-Wallace - IT,LATAM,AMER,IT,North Ricardostad,Samples,Priority,-35.5535225,0.005876
NL,NL,Market Entity for NL,Planning Market - Taylor PLC - NL,APAC,LATAM,NL,Port Angelica,Samples,Standard,-45.2014955,128.385005
SG,SG,Market Entity for SG,"Planning Market - Miller, Alvarez and Richards - SG",APAC,LATAM,SG,Morganbury,Samples,Priority,77.906323,63.766232
AMER_REG,AMER_REG,Market Entity for AMER_REG,"Planning Market - Anderson, Gomez and Garcia - AMER_REG",EMEA,AMER,INTL,Port Michellemouth,Samples,Urgent,49.623812,23.637129
IN,IN,Market Entity for IN,Planning Market - Roy Group - IN,LATAM,AMER,IN,East Melissashire,Samples,GPSS_Early,-22.3776,75.539331
CH,CH,Market Entity for CH,"Planning Market - Owens, Caldwell and Rogers - CH",AMER,APAC,CH,South Brendastad,Free Goods,GPSS_Early,-23.934023,150.268699
US,US,Market Entity for US,Planning Market - Hill Inc - US,AMER,APAC,US,East Nichole,Free Goods,Standard,-9.5304395,38.258752
CH,CH,Market Entity for CH,"Planning Market - White, Roth and Nguyen - CH",LATAM,APAC,CH,Berrymouth,Samples,Standard,-48.2011405,-176.706009
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Sosa-Bruce - EMEA_REG,EMEA,AMER,INTL,Parkermouth,Commercial,Priority,9.4708485,-171.335433
GB,GB,Market Entity for GB,Planning Market - Alvarez Inc - GB,EMEA,AMER,GB,Lake Robertmouth,Free Goods,Standard,7.8204045,82.682282
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,"Planning Market - Williams, York and Romero - GLOBAL_CORP",AMER,LATAM,INTL,Barnettberg,Samples,Standard,-27.6781755,77.491003
CH,CH,Market Entity for CH,"Planning Market - Garner, Peters and Zimmerman - CH",AMER,EMEA,CH,Tracyhaven,Samples,Priority,6.03792,52.919889
JP,JP,Market Entity for JP,Planning Market - Hernandez-Gutierrez - JP,AMER,AMER,JP,Port Kristi,Clinical,Standard,65.6089905,171.526669
NL,NL,Market Entity for NL,"Planning Market - Brown, Edwards and Ruiz - NL",EMEA,APAC,NL,Norrisview,Clinical,Priority,-64.1704925,46.942638
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,"Planning Market - Henderson, Campbell and Ramirez - EMEA_REG",LATAM,LATAM,INTL,Wilsonmouth,Free Goods,Standard,-62.3237625,172.864303
IT,IT,Market Entity for IT,"Planning Market - Reynolds, Smith and Smith - IT",EMEA,APAC,IT,Stacystad,Clinical,Urgent,53.797199,-57.562146
BR,BR,Market Entity for BR,Planning Market - Cortez-Juarez - BR,AMER,EMEA,BR,North Robertfort,Commercial,GPSS_Early,-81.0304855,59.728381
IT,IT,Market Entity for IT,"Planning Market - Reynolds, Sanchez and Higgins - IT",APAC,LATAM,IT,Katherinestad,Samples,Standard,-30.3804765,-169.560998
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Pena Ltd - LATAM_REG,APAC,APAC,INTL,Fieldsview,Samples,GPSS_Early,-66.471986,13.082108
IN,IN,Market Entity for IN,Planning Market - Castillo Ltd - IN,LATAM,APAC,IN,Lake Christopher,Clinical,Urgent,-52.0337115,108.523406
AU,AU,Market Entity for AU,Planning Market - Sanchez Inc - AU,APAC,AMER,AU,Johnhaven,Samples,Urgent,-75.29601,-115.701036
BR,BR,Market Entity for BR,"Planning Market - Glenn, Fernandez and Henry - BR",LATAM,EMEA,BR,Kellimouth,Commercial,GPSS_Early,-10.1983085,-122.649406
IN,IN,Market Entity for IN,Planning Market - Hardy Inc - IN,LATAM,LATAM,IN,East Tarachester,Clinical,GPSS_Early,79.8054815,55.891987
SG,SG,Market Entity for SG,Planning Market - Peterson-Goodwin - SG,LATAM,EMEA,SG,Joneshaven,Free Goods,Priority,62.9543935,161.049978
US,US,Market Entity for US,"Planning Market - Shea, Anderson and Johnson - US",APAC,EMEA,US,Port Maureen,Clinical,GPSS_Early,53.8864265,107.080686
FR,FR,Market Entity for FR,Planning Market - Shaw-Clay - FR,APAC,LATAM,FR,Port Eugeneside,Clinical,Urgent,-51.5627095,7.20487
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,Planning Market - Osborne Group - LATAM_REG,LATAM,APAC,INTL,Lauraberg,Free Goods,Standard,-48.3820775,-168.31559
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,Planning Market - Lopez-Medina - GLOBAL_CORP,AMER,LATAM,INTL,East Alanstad,Clinical,Standard,-62.511525,4.743379
DE,DE,Market Entity for DE,Planning Market - Frank-Myers - DE,EMEA,APAC,DE,New Matthewport,Clinical,Urgent,20.08968,65.432456
CN,CN,Market Entity for CN,Planning Market - Lopez Inc - CN,LATAM,LATAM,CN,Susanville,Commercial,Priority,56.6966155,17.075551
IT,IT,Market Entity for IT,"Planning Market - Johnson, Jones and Webster - IT",EMEA,AMER,IT,New Teresa,Samples,Priority,85.498274,179.664315
US,US,Market Entity for US,Planning Market - Jones-Graham - US,LATAM,APAC,US,Kellymouth,Commercial,Urgent,17.296263,17.350038
SG,SG,Market Entity for SG,"Planning Market - Ramirez, Benson and Fitzgerald - SG",LATAM,AMER,SG,Oliviamouth,Free Goods,Urgent,19.80933,-84.331432
CA,CA,Market Entity for CA,Planning Market - Coleman PLC - CA,EMEA,AMER,CA,Lake Deborah,Samples,Urgent,-13.8263665,93.991092
FR,FR,Market Entity for FR,Planning Market - Michael-Lewis - FR,EMEA,LATAM,FR,Lake Jacksonfort,Samples,Urgent,15.24472,-115.195113
JP,JP,Market Entity for JP,Planning Market - Wilcox-Gonzalez - JP,EMEA,APAC,JP,Turnerland,Samples,Urgent,39.0238555,-94.235128
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,"Planning Market - Lopez, Cox and Carter - GLOBAL_CORP",APAC,APAC,INTL,Andrewside,Free Goods,Standard,-41.287836,134.216083
IN,IN,Market Entity for IN,"Planning Market - Hudson, Smith and Davis - IN",APAC,APAC,IN,North Georgebury,Commercial,GPSS_Early,66.4399965,-158.800996
JP,JP,Market Entity for JP,Planning Market - Contreras Inc - JP,APAC,AMER,JP,South Jennifershire,Clinical,Standard,-16.943976,121.164903
JP,JP,Market Entity for JP,"Planning Market - Wright, Smith and Lewis - JP",AMER,LATAM,JP,South Ericamouth,Free Goods,Priority,86.2077165,74.994381
ES,ES,Market Entity for ES,Planning Market - Conway Group - ES,LATAM,EMEA,ES,Port Natasha,Samples,Priority,40.5249155,-154.399242
CN,CN,Market Entity for CN,Planning Market - Green Inc - CN,AMER,LATAM,CN,Amyhaven,Clinical,Priority,-44.518525,177.149696
CA,CA,Market Entity for CA,Planning Market - Jackson LLC - CA,APAC,EMEA,CA,Santiagoshire,Free Goods,Urgent,-13.6927865,157.129317
DE,DE,Market Entity for DE,Planning Market - Austin Group - DE,EMEA,APAC,DE,Henrymouth,Free Goods,GPSS_Early,41.6331495,83.999814
GLOBAL_CORP,GLOBAL_CORP,Market Entity for GLOBAL_CORP,"Planning Market - Frey, Dixon and Smith - GLOBAL_CORP",APAC,LATAM,INTL,North Joshua,Clinical,Priority,-35.001111,92.824254
AU,AU,Market Entity for AU,Planning Market - Hebert and Sons - AU,EMEA,AMER,AU,East Christopher,Commercial,Priority,-80.2113955,-143.198196
US,US,Market Entity for US,"Planning Market - Robinson, Rowe and Snow - US",EMEA,AMER,US,East Ray,Free Goods,Priority,-43.5470065,-47.440328
US,US,Market Entity for US,Planning Market - Fisher-Brown - US,APAC,AMER,US,Jamesville,Free Goods,Standard,-14.0793435,83.414235
JP,JP,Market Entity for JP,Planning Market - Hughes-Willis - JP,APAC,LATAM,JP,East Michael,Clinical,Priority,-33.79986,-142.011684
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Michael, Davidson and Walters - LATAM_REG",APAC,AMER,INTL,Morganfurt,Commercial,Urgent,70.9743295,-157.283293
US,US,Market Entity for US,Planning Market - Robertson-Harris - US,APAC,LATAM,US,Gonzalezport,Free Goods,Urgent,41.17624,-126.982846
GB,GB,Market Entity for GB,Planning Market - Tran-Rose - GB,AMER,AMER,GB,Port Mariamouth,Clinical,Urgent,-66.891788,-148.889965
LATAM_REG,LATAM_REG,Market Entity for LATAM_REG,"Planning Market - Mclaughlin, Fritz and Long - LATAM_REG",EMEA,LATAM,INTL,Bernardstad,Free Goods,Standard,-82.799511,-152.215254
APAC_REG,APAC_REG,Market Entity for APAC_REG,Planning Market - Gonzalez Group - APAC_REG,EMEA,AMER,INTL,Kimberlyport,Free Goods,Urgent,-80.944566,73.088356
DE,DE,Market Entity for DE,Planning Market - Rodriguez-King - DE,EMEA,LATAM,DE,North Jennifer,Clinical,Priority,-83.9323505,-9.407354
IN,IN,Market Entity for IN,Planning Market - Sanchez-Paul - IN,LATAM,LATAM,IN,East Scotthaven,Clinical,Priority,-27.2231945,-39.903601
GB,GB,Market Entity for GB,"Planning Market - Soto, Graves and Berry - GB",EMEA,LATAM,GB,New Curtis,Clinical,Priority,56.783417,-157.196245
ES,ES,Market Entity for ES,Planning Market - Griffin-Parrish - ES,APAC,EMEA,ES,Chelsealand,Samples,Priority,75.56541,-86.439114
IT,IT,Market Entity for IT,"Planning Market - Chapman, Lowe and Wilson - IT",EMEA,AMER,IT,Hamiltonshire,Commercial,Urgent,25.156345,-148.835773
IT,IT,Market Entity for IT,Planning Market - Waller and Sons - IT,LATAM,LATAM,IT,Travishaven,Clinical,Standard,25.5461425,-99.994054
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Hill-Hartman - AMER_REG,EMEA,APAC,INTL,Wilsonton,Free Goods,Urgent,-72.0953875,105.731594
CH,CH,Market Entity for CH,Planning Market - Smith-Smith - CH,EMEA,EMEA,CH,Tinatown,Commercial,GPSS_Early,86.027619,87.80708
AU,AU,Market Entity for AU,"Planning Market - Rowe, Jones and Kirk - AU",LATAM,EMEA,AU,Andrewmouth,Free Goods,Standard,25.6478685,62.611764
CA,CA,Market Entity for CA,Planning Market - Hall Ltd - CA,EMEA,EMEA,CA,Smithhaven,Samples,Standard,-54.7769175,32.314287
ES,ES,Market Entity for ES,Planning Market - Webb LLC - ES,LATAM,EMEA,ES,Gibbsfurt,Free Goods,Standard,-49.289331,-107.112806
JP,JP,Market Entity for JP,"Planning Market - Waller, Williams and West - JP",AMER,LATAM,JP,Grahamland,Commercial,GPSS_Early,61.2652985,114.018767
NL,NL,Market Entity for NL,"Planning Market - Mclaughlin, Dunlap and Daniels - NL",AMER,LATAM,NL,Lake Grace,Samples,GPSS_Early,63.1278475,-56.776212
DE,DE,Market Entity for DE,Planning Market - Jones PLC - DE,EMEA,LATAM,DE,Annetteton,Samples,Priority,28.5035345,-144.539914
CH,CH,Market Entity for CH,"Planning Market - Matthews, Ward and Murphy - CH",LATAM,EMEA,CH,South Chrisport,Free Goods,Standard,-83.276678,-76.724198
SG,SG,Market Entity for SG,Planning Market - Thompson-Olsen - SG,LATAM,LATAM,SG,Melaniefurt,Commercial,GPSS_Early,28.6841935,-71.869888
BR,BR,Market Entity for BR,"Planning Market - Wilson, Rodriguez and Williams - BR",LATAM,APAC,BR,Cruztown,Free Goods,Standard,-41.0674805,56.262412
CN,CN,Market Entity for CN,"Planning Market - Davis, Anderson and Perry - CN",AMER,LATAM,CN,Joshuahaven,Clinical,GPSS_Early,86.5971795,16.674531
US,US,Market Entity for US,Planning Market - Guzman-Miller - US,APAC,LATAM,US,New Nicole,Free Goods,Standard,-9.934789,120.367939
SG,SG,Market Entity for SG,Planning Market - Brown and Sons - SG,APAC,EMEA,SG,West Danielle,Samples,Standard,-33.6016215,128.224169
US,US,Market Entity for US,Planning Market - Rodriguez Group - US,APAC,APAC,US,Jenniferberg,Commercial,Urgent,-65.0345355,52.668892
AMER_REG,AMER_REG,Market Entity for AMER_REG,Planning Market - Mcpherson-Mason - AMER_REG,LATAM,AMER,INTL,West Jillfort,Clinical,Urgent,61.5611225,-131.738992
DE,DE,Market Entity for DE,Planning Market - Hughes Ltd - DE,EMEA,AMER,DE,Wadehaven,Free Goods,Standard,85.4678115,141.389272
CH,CH,Market Entity for CH,Planning Market - Wright-Abbott - CH,LATAM,AMER,CH,Lawsonside,Samples,Priority,-74.029436,29.456663
IT,IT,Market Entity for IT,Planning Market - Montgomery Group - IT,AMER,EMEA,IT,West Alexa,Clinical,Urgent,42.1223325,161.71519
CN,CN,Market Entity for CN,Planning Market - Austin Inc - CN,APAC,AMER,CN,North Christopher,Free Goods,GPSS_Early,-2.0989305,96.548639
AU,AU,Market Entity for AU,Planning Market - Murphy PLC - AU,LATAM,LATAM,AU,Laurenview,Commercial,Standard,88.5888055,-81.233647
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Hensley Inc - EMEA_REG,APAC,EMEA,INTL,North Heather,Samples,GPSS_Early,-40.882641,108.750156
JP,JP,Market Entity for JP,"Planning Market - Adkins, Jackson and Davis - JP",EMEA,APAC,JP,Lancemouth,Free Goods,GPSS_Early,-78.2371135,166.331353
IN,IN,Market Entity for IN,"Planning Market - Flores, Moses and Gentry - IN",EMEA,EMEA,IN,East Clarence,Clinical,GPSS_Early,-3.9162165,136.405528
IN,IN,Market Entity for IN,"Planning Market - Howard, Shepherd and Carter - IN",APAC,APAC,IN,Lake Joshua,Samples,Priority,-32.2171665,147.361374
CN,CN,Market Entity for CN,Planning Market - Thompson Group - CN,APAC,LATAM,CN,Port Angeltown,Samples,Priority,57.17796,133.364984
BR,BR,Market Entity for BR,"Planning Market - Schwartz, Harper and Nelson - BR",AMER,APAC,BR,Lake Amberland,Commercial,Priority,18.804865,157.168548
DE,DE,Market Entity for DE,Planning Market - Martin-Randolph - DE,AMER,EMEA,DE,South Brenda,Samples,Standard,9.9130535,-126.39121
AU,AU,Market Entity for AU,"Planning Market - David, Marshall and Palmer - AU",AMER,EMEA,AU,West Lisaborough,Free Goods,Standard,-12.514361,157.410171
IN,IN,Market Entity for IN,Planning Market - Ward Group - IN,APAC,EMEA,IN,Charlesport,Commercial,Standard,-88.3756285,150.370483
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Barnes-Wallace - EMEA_REG,LATAM,AMER,INTL,Luisborough,Samples,Urgent,41.1838985,118.295086
NL,NL,Market Entity for NL,Planning Market - Martinez Group - NL,LATAM,AMER,NL,Lake Markbury,Free Goods,Priority,-87.672685,-177.168378
BR,BR,Market Entity for BR,Planning Market - Lopez-Johnson - BR,EMEA,LATAM,BR,Marshville,Free Goods,GPSS_Early,-43.0743215,166.534471
APAC_REG,APAC_REG,Market Entity for APAC_REG,"Planning Market - Meza, Martin and Lang - APAC_REG",AMER,EMEA,INTL,Port Shelby,Samples,Standard,-60.435003,111.651149
NL,NL,Market Entity for NL,Planning Market - Diaz PLC - NL,EMEA,APAC,NL,Ramosport,Samples,Urgent,-54.628024,-71.809901
IN,IN,Market Entity for IN,Planning Market - Moreno-Shaw - IN,AMER,EMEA,IN,South Robintown,Commercial,Urgent,82.053978,160.244043
US,US,Market Entity for US,Planning Market - Murray-Bailey - US,APAC,AMER,US,Port Kimberly,Commercial,Priority,-24.6917525,-68.105685
CA,CA,Market Entity for CA,"Planning Market - Neal, Chen and Smith - CA",AMER,AMER,CA,East Gary,Commercial,GPSS_Early,-88.482932,-152.881499
AU,AU,Market Entity for AU,Planning Market - Molina Ltd - AU,LATAM,LATAM,AU,Port Joseph,Clinical,Standard,-26.7039815,-29.595623
EMEA_REG,EMEA_REG,Market Entity for EMEA_REG,Planning Market - Soto LLC - EMEA_REG,AMER,EMEA,INTL,East Christopher,Clinical,GPSS_Early,-45.2178995,-134.98769
JP,JP,Market Entity for JP,Planning Market - Jones-Williams - JP,APAC,AMER,JP,Lake Cassandrashire,Samples,Standard,2.2222605,-153.532322
CH,CH,Market Entity for CH,Planning Market - Russell-Watson - CH,LATAM,AMER,CH,West Randall,Samples,Standard,-64.796905,-34.866767
