id,period,period_id,material,market,consensus_demand,ibp_consensus_forecast,budget_volumes,sc_forecast_override,statistical_forecast,forecast_selector,upside,fcst_snapshot_1,fcst_snapshot_2,fcst_snapshot_3,fcst_snapshot_4,fcst_snapshot_5,fcst_snapshot_6,fcst_snapshot_7,fcst_snapshot_8,fcst_snapshot_9,fcst_snapshot_10,fcst_snapshot_11,fcst_snapshot_12,ibp_forecast,fcst_variance_snapshot_1,fcst_variance_snapshot_2,fcst_variance_snapshot_3,fcst_variance_perc_snapshot_1,fcst_variance_perc_snapshot_2,fcst_variance_perc_snapshot_3,ibp_consensus_forecast_prior
5596,202605,202605,MAT01336,CUST3799,284.96,311.05,308.09,298.42,287.6,CONSENSUS,73.23,296.57,299.6,286.05,312.22,313.38,304.92,294.86,310.18,298.8,308.64,307.25,304.75,384.28,87.71,84.68,98.23,0.2282,0.2204,0.2556,285.48
5597,202610,202610,MAT93105,CUST4620,699.72,703.17,759.36,719.66,759.9,CONSENSUS,9.53,737.74,735.43,720.81,739.34,734.12,763.74,765.1,745.14,769.54,726.97,730.01,728.77,712.7,-25.04,-22.73,-8.11,-0.0351,-0.0319,-0.0114,636.72
5598,202609,202609,MAT36831,CUST3147,558.69,579.95,609.69,569.01,563.16,STAT,93.54,608.73,576.82,607.55,590.18,592.1,600.23,610.14,572.76,570.84,613.4,567.82,597.39,673.49,64.76,96.67,65.94,0.0962,0.1435,0.0979,537.58
5599,202604,202604,MAT77934,CUST1450,464.32,507.36,474.08,476.79,493.58,STAT,186.71,509.69,480.71,488.38,484.22,479.86,507.72,507.35,471.78,480.13,495.24,487.85,468.75,694.07,184.38,213.36,205.69,0.2657,0.3074,0.2964,503.67
5600,202708,202708,MAT37849,CUST1749,946.77,1125.52,1027.47,967.66,980.27,STAT,159.47,988.58,952.89,958.37,1011.98,1013.58,1013.35,976.05,1020.02,1019.69,956.99,1035.06,1024.26,1284.99,296.41,332.1,326.62,0.2307,0.2584,0.2542,1101.24
5601,202705,202705,MAT30255,CUST7271,196.26,197.08,203.08,198.83,208.78,CONSENSUS,14.37,201.48,205.88,210.17,208.7,204.23,200.82,201.76,206.43,197.09,211.84,208.96,196.37,211.45,9.97,5.57,1.28,0.0472,0.0263,0.0061,189.53
5602,202704,202704,MAT98816,CUST6938,286.17,335.31,294.36,299.47,286.87,CONSENSUS,138.09,299.88,312.11,289.95,299.98,287.14,295.61,288.44,288.84,291.2,297.71,297.84,304.46,473.4,173.52,161.29,183.45,0.3665,0.3407,0.3875,331.78
5603,202605,202605,MAT71332,CUST9301,824.56,936.04,853.76,849.02,896.85,CONSENSUS,114.27,824.84,878.59,906.21,856.78,830.25,845.9,868.44,825.2,896.68,895.56,855.2,833.53,1050.31,225.47,171.72,144.1,0.2147,0.1635,0.1372,901.45
5604,202603,202603,MAT23735,CUST5808,787.86,883.67,848.41,825.63,817.34,CONSENSUS,15.81,810.82,788.6,846.22,834.84,802.74,823.93,833.02,796.97,853.39,808.77,815.86,820.07,899.48,88.66,110.88,53.26,0.0986,0.1233,0.0592,833.25
5605,202707,202707,MAT68698,CUST1713,452.33,497.68,490.34,465.61,511.66,CONSENSUS,51.28,495.77,488.6,458.92,486.44,492.85,482.19,460.5,494.89,459.63,494.24,477.83,455.8,548.96,53.19,60.36,90.04,0.0969,0.11,0.164,470.65
5606,202608,202608,MAT64401,CUST7000,910.13,1067.61,961.09,917.09,922.42,STAT,117.07,912.89,934.13,969.34,944.86,939.44,948.98,914.03,985.66,984.02,958.61,927.23,915.06,1184.68,271.79,250.55,215.34,0.2294,0.2115,0.1818,1004.37
5607,202710,202710,MAT09078,CUST0287,948.49,1038.98,1008.14,987.03,992.92,STAT,98.04,976.93,1023.11,995.29,990.61,1026.39,1008.67,955.58,959.36,955.15,955.38,963.97,973.45,1137.02,160.09,113.91,141.73,0.1408,0.1002,0.1247,973.62
5608,202603,202603,MAT63213,CUST6145,333.96,377.17,341.82,344.2,342.13,CONSENSUS,116.0,339.89,345.72,343.48,345.18,365.34,360.25,346.53,355.13,335.14,362.11,364.09,346.32,493.17,153.28,147.45,149.69,0.3108,0.299,0.3035,356.24
5609,202702,202702,MAT33867,CUST5405,734.31,737.54,803.94,747.06,760.33,STAT,67.99,787.57,735.11,793.38,768.39,804.71,745.19,746.07,751.24,752.98,768.67,800.8,750.96,805.53,17.96,70.42,12.15,0.0223,0.0874,0.0151,730.21
5610,202604,202604,MAT88241,CUST0242,174.29,190.5,183.73,179.61,182.39,CONSENSUS,119.58,186.78,191.38,183.25,180.6,184.41,179.39,187.11,178.1,191.37,191.2,184.71,189.42,310.08,123.3,118.7,126.83,0.3976,0.3828,0.409,173.97
5611,202703,202703,MAT58103,CUST3180,692.39,814.84,726.25,706.01,702.99,STAT,42.24,713.75,729.74,740.37,694.79,706.18,708.86,741.04,708.87,744.17,730.82,706.69,736.74,857.08,143.33,127.34,116.71,0.1672,0.1486,0.1362,751.15
5612,202705,202705,MAT28701,CUST0135,438.63,463.83,460.7,456.65,458.21,STAT,123.22,472.1,471.38,469.47,476.54,451.29,449.32,448.37,465.12,443.59,471.42,452.68,466.66,587.05,114.95,115.67,117.58,0.1958,0.197,0.2003,442.69
5613,202605,202605,MAT18642,CUST8209,142.63,146.56,155.29,143.42,161.84,STAT,89.28,146.31,152.23,148.57,148.12,154.81,152.73,144.03,152.3,149.15,152.94,147.83,154.46,235.84,89.53,83.61,87.27,0.3796,0.3545,0.37,137.67
5614,202612,202612,MAT62617,CUST1582,311.79,345.85,341.03,321.38,332.18,STAT,34.89,324.97,315.28,326.86,314.19,324.49,337.95,324.4,339.85,328.58,333.45,318.4,314.52,380.74,55.77,65.46,53.88,0.1465,0.1719,0.1415,311.49
5615,202710,202710,MAT20246,CUST3909,591.55,612.95,631.78,617.76,607.79,CONSENSUS,86.59,630.39,648.36,621.3,637.79,599.68,623.1,605.08,619.77,617.62,644.46,616.57,602.77,699.54,69.15,51.18,78.24,0.0989,0.0732,0.1118,610.52
5616,202801,202801,MAT27538,CUST6378,785.7,837.97,790.94,808.29,881.6,STAT,183.27,802.82,828.34,841.63,833.63,797.46,857.54,794.58,847.28,818.42,859.13,810.29,806.17,1021.24,218.42,192.9,179.61,0.2139,0.1889,0.1759,787.79
5617,202703,202703,MAT99492,CUST6745,726.51,762.35,774.66,752.68,787.11,STAT,28.63,746.89,794.95,765.82,754.09,752.03,796.33,757.86,752.53,779.22,760.83,783.05,794.75,790.98,44.09,-3.97,25.16,0.0557,-0.005,0.0318,696.06
5618,202707,202707,MAT47927,CUST1369,1027.31,1076.24,1080.56,1029.04,1034.47,STAT,27.05,1041.24,1067.91,1032.11,1113.31,1088.55,1061.42,1113.3,1116.59,1038.42,1101.33,1031.54,1073.48,1103.29,62.05,35.38,71.18,0.0562,0.0321,0.0645,1039.76
5619,202702,202702,MAT39010,CUST9519,295.46,335.84,322.16,297.7,332.08,CONSENSUS,193.48,322.02,302.93,305.54,309.95,307.45,311.52,301.22,322.75,320.51,299.98,316.37,311.65,529.32,207.3,226.39,223.78,0.3916,0.4277,0.4228,311.45
5620,202606,202606,MAT44898,CUST6714,1035.32,1121.39,1076.55,1075.85,1047.07,CONSENSUS,19.29,1104.94,1088.75,1092.47,1065.0,1063.94,1073.38,1057.09,1087.48,1095.46,1063.77,1060.39,1099.34,1140.68,35.74,51.93,48.21,0.0313,0.0455,0.0423,1085.52
5621,202611,202611,MAT86121,CUST5319,669.23,763.35,685.26,671.23,674.07,CONSENSUS,141.31,700.76,678.01,681.83,722.94,717.51,683.75,715.1,720.91,712.31,727.63,732.2,718.41,904.66,203.9,226.65,222.83,0.2254,0.2505,0.2463,759.07
5622,202701,202701,MAT14871,CUST4790,688.51,777.27,757.32,715.73,694.83,CONSENSUS,161.91,754.19,734.66,694.69,722.62,736.06,705.79,747.05,699.77,738.67,692.9,735.14,715.98,939.18,184.99,204.52,244.49,0.197,0.2178,0.2603,729.15
5623,202610,202610,MAT66258,CUST3082,861.44,886.63,871.09,904.05,904.49,CONSENSUS,130.42,901.54,887.87,936.11,922.56,877.21,912.2,886.06,876.53,895.6,931.62,877.56,933.86,1017.05,115.51,129.18,80.94,0.1136,0.127,0.0796,808.0
5624,202604,202604,MAT96387,CUST3578,65.82,69.84,72.02,68.4,71.12,STAT,161.84,67.22,70.04,68.31,67.26,65.94,68.95,69.47,66.55,68.43,68.46,71.01,70.41,231.68,164.46,161.64,163.37,0.7099,0.6977,0.7052,69.4
5625,202602,202602,MAT96825,CUST0987,941.57,1051.21,957.6,964.24,981.48,STAT,138.17,967.54,961.53,976.34,1026.17,1022.63,1002.52,1006.36,1013.49,980.19,1030.65,991.84,968.04,1189.38,221.84,227.85,213.04,0.1865,0.1916,0.1791,1042.75
5626,202712,202712,MAT45225,CUST3569,942.79,1096.01,963.0,985.73,1048.83,CONSENSUS,91.77,987.46,954.68,998.1,985.1,1000.71,948.45,946.02,955.97,970.23,943.11,1018.78,964.56,1187.78,200.32,233.1,189.68,0.1687,0.1962,0.1597,1088.57
5627,202710,202710,MAT77130,CUST7415,762.2,913.16,786.75,792.39,846.77,CONSENSUS,118.47,793.42,813.62,780.15,796.43,811.26,781.88,826.23,795.52,815.43,834.12,764.06,774.41,1031.63,238.21,218.01,251.48,0.2309,0.2113,0.2438,901.92
5628,202706,202706,MAT98539,CUST8438,414.65,439.21,416.67,419.13,426.29,STAT,178.15,449.61,447.89,444.55,440.23,431.45,447.18,426.29,416.16,440.95,443.1,420.68,440.26,617.36,167.75,169.47,172.81,0.2717,0.2745,0.2799,418.26
5629,202606,202606,MAT36804,CUST2738,533.52,595.76,569.15,559.73,585.61,STAT,183.3,556.83,552.14,585.85,569.83,547.42,542.29,579.57,555.15,551.79,543.33,557.92,576.15,779.06,222.23,226.92,193.21,0.2853,0.2913,0.248,577.15
5630,202711,202711,MAT39211,CUST9005,989.2,1103.62,1004.65,1005.59,1048.79,STAT,65.48,1054.96,1055.15,996.47,1032.87,999.67,1003.37,1081.26,1060.32,1084.47,1085.55,1033.86,1084.53,1169.1,114.14,113.95,172.63,0.0976,0.0975,0.1477,1007.26
5631,202604,202604,MAT73602,CUST5848,587.96,588.45,634.26,601.85,663.95,STAT,36.03,646.33,591.76,640.43,641.37,636.83,605.95,603.56,604.46,591.42,607.34,591.76,615.85,624.48,-21.85,32.72,-15.95,-0.035,0.0524,-0.0255,586.3
5632,202606,202606,MAT82870,CUST7531,58.86,69.69,64.35,61.66,63.58,STAT,187.31,59.12,60.1,60.23,64.56,61.24,59.29,62.57,60.59,60.41,62.07,62.69,60.11,257.0,197.88,196.9,196.77,0.77,0.7661,0.7656,68.24
5633,202702,202702,MAT48705,CUST2082,841.45,948.08,899.38,882.58,955.61,STAT,172.64,882.78,909.1,870.8,881.87,842.0,853.53,923.9,851.81,844.82,849.46,908.68,851.02,1120.72,237.94,211.62,249.92,0.2123,0.1888,0.223,869.41
5634,202704,202704,MAT73840,CUST2190,776.38,907.64,812.8,807.86,853.62,STAT,25.68,823.46,789.07,848.22,827.33,802.95,842.07,809.41,818.89,785.04,823.2,847.59,792.24,933.32,109.86,144.25,85.1,0.1177,0.1546,0.0912,890.04
5635,202604,202604,MAT29764,CUST1911,635.42,740.97,664.99,666.99,651.79,STAT,159.98,682.81,672.9,664.42,641.08,658.55,686.75,646.16,669.41,665.13,662.99,697.04,693.89,900.95,218.14,228.05,236.53,0.2421,0.2531,0.2625,732.93
5636,202608,202608,MAT96475,CUST0333,433.46,492.1,466.22,446.29,438.14,CONSENSUS,23.71,455.51,452.77,469.77,443.07,454.54,439.36,467.94,445.33,456.07,464.02,436.04,451.86,515.81,60.3,63.04,46.04,0.1169,0.1222,0.0893,485.39
5637,202707,202707,MAT36323,CUST2614,951.05,1119.56,1007.2,980.92,1046.48,STAT,101.77,990.41,982.68,956.11,963.14,1011.06,1036.41,1034.49,968.96,1029.22,997.9,1016.78,972.33,1221.33,230.92,238.65,265.22,0.1891,0.1954,0.2172,1063.36
5638,202604,202604,MAT17965,CUST6148,62.5,64.83,67.24,62.94,71.02,STAT,133.49,64.93,66.34,63.73,65.4,62.88,64.91,66.72,66.15,67.92,64.8,67.39,64.84,198.32,133.39,131.98,134.59,0.6726,0.6655,0.6787,63.73
5639,202605,202605,MAT79084,CUST2093,681.78,755.58,745.75,698.49,712.86,STAT,139.16,700.17,718.69,740.58,739.32,710.32,739.92,683.77,745.69,733.89,685.66,732.81,734.36,894.74,194.57,176.05,154.16,0.2175,0.1968,0.1723,739.79
5640,202706,202706,MAT99002,CUST2959,522.12,588.08,554.57,530.88,553.56,STAT,73.38,572.4,565.79,572.14,539.43,541.16,537.4,564.25,559.41,534.93,523.53,566.85,530.62,661.46,89.06,95.67,89.32,0.1346,0.1446,0.135,531.0
5641,202702,202702,MAT53642,CUST8047,108.15,121.31,111.28,112.3,113.92,CONSENSUS,118.77,110.33,111.27,117.3,118.0,111.71,114.31,117.57,116.24,113.23,110.26,117.49,108.52,240.08,129.75,128.81,122.78,0.5404,0.5365,0.5114,112.26
5642,202608,202608,MAT21055,CUST4407,888.28,1017.2,954.78,895.46,935.69,STAT,127.49,890.96,897.55,935.47,936.92,922.1,933.83,942.03,920.35,923.22,954.94,916.47,896.37,1144.69,253.73,247.14,209.22,0.2217,0.2159,0.1828,948.96
5643,202602,202602,MAT53971,CUST5813,1001.77,1087.61,1096.58,1013.01,1069.84,STAT,167.63,1057.54,1055.54,1054.84,1077.69,1032.47,1077.87,1039.81,1028.96,1027.44,1073.91,1012.93,1074.62,1255.24,197.7,199.7,200.4,0.1575,0.1591,0.1597,1011.58
5644,202607,202607,MAT53162,CUST3405,83.38,86.89,89.97,86.33,90.4,STAT,70.5,84.25,88.16,88.02,90.4,91.5,86.37,88.56,83.79,83.47,85.2,84.93,90.98,157.39,73.14,69.23,69.37,0.4647,0.4399,0.4408,86.38
5645,202705,202705,MAT00593,CUST6505,542.04,583.25,558.83,563.54,542.32,CONSENSUS,1.18,553.75,568.52,560.49,595.79,569.24,585.74,551.05,562.96,588.43,550.72,572.05,567.75,584.43,30.68,15.91,23.94,0.0525,0.0272,0.041,543.1
5646,202604,202604,MAT38172,CUST5412,53.86,58.32,54.52,55.92,59.91,STAT,49.18,58.85,55.03,55.06,56.32,58.19,54.24,58.43,58.86,54.95,57.45,55.17,55.79,107.5,48.65,52.47,52.44,0.4526,0.4881,0.4878,56.41
5647,202610,202610,MAT28301,CUST1188,764.65,894.76,838.79,784.36,768.56,CONSENSUS,149.22,817.1,836.94,782.65,808.36,774.32,770.5,800.63,796.16,805.72,794.12,790.55,778.1,1043.98,226.88,207.04,261.33,0.2173,0.1983,0.2503,845.72
5648,202710,202710,MAT30027,CUST5840,1006.31,1161.0,1038.91,1009.21,1136.23,CONSENSUS,175.88,1011.89,1036.54,1054.21,1008.51,1047.8,1055.71,1103.6,1040.68,1103.99,1050.37,1059.58,1036.39,1336.88,324.99,300.34,282.67,0.2431,0.2247,0.2114,1069.99
5649,202706,202706,MAT10523,CUST0905,170.91,193.43,182.85,172.87,175.57,CONSENSUS,185.47,183.32,171.11,174.72,173.64,186.18,184.14,181.52,183.55,182.41,182.48,174.23,181.62,378.9,195.58,207.79,204.18,0.5162,0.5484,0.5389,183.46
5650,202603,202603,MAT99921,CUST3222,1039.21,1056.25,1062.65,1052.35,1116.56,CONSENSUS,145.78,1113.98,1117.42,1129.45,1110.0,1120.79,1126.73,1068.65,1044.84,1114.7,1102.94,1102.25,1055.47,1202.03,88.05,84.61,72.58,0.0733,0.0704,0.0604,1002.36
5651,202608,202608,MAT85234,CUST7383,583.32,685.69,600.98,603.63,599.25,CONSENSUS,104.6,587.81,610.03,620.71,621.79,617.73,625.03,619.74,613.91,626.8,633.2,624.79,596.67,790.29,202.48,180.26,169.58,0.2562,0.2281,0.2146,635.51
5652,202603,202603,MAT84720,CUST4432,419.78,482.26,420.18,424.04,482.23,STAT,66.61,450.49,431.07,440.12,461.56,443.33,427.53,461.49,432.64,447.8,425.27,433.6,446.89,548.87,98.38,117.8,108.75,0.1792,0.2146,0.1981,459.18
5653,202604,202604,MAT87473,CUST4810,942.51,1006.1,1007.59,958.29,1027.76,CONSENSUS,163.0,1019.84,979.03,959.14,999.23,989.81,991.56,952.84,943.02,1036.75,1012.67,977.43,981.92,1169.1,149.26,190.07,209.96,0.1277,0.1626,0.1796,962.16
5654,202704,202704,MAT61558,CUST7400,1018.93,1217.03,1119.12,1022.06,1147.21,CONSENSUS,8.5,1106.24,1039.38,1082.88,1094.17,1057.41,1063.59,1021.05,1093.03,1110.56,1120.51,1030.49,1103.37,1225.53,119.29,186.15,142.65,0.0973,0.1519,0.1164,1150.69
5655,202602,202602,MAT02875,CUST3786,137.04,151.86,146.82,137.39,152.21,CONSENSUS,115.22,148.18,148.44,140.13,137.45,149.55,150.68,146.34,144.86,143.64,149.93,146.98,145.22,267.08,118.9,118.64,126.95,0.4452,0.4442,0.4753,137.37
5656,202703,202703,MAT54069,CUST8547,520.23,607.33,536.71,532.96,577.68,STAT,187.78,534.12,569.26,556.19,528.06,557.54,527.98,557.91,550.27,546.28,521.3,535.94,535.92,795.11,260.99,225.85,238.92,0.3282,0.284,0.3005,568.41
5657,202712,202712,MAT83531,CUST7010,954.0,1054.69,981.01,997.26,1076.78,STAT,168.22,1013.2,1016.51,977.44,967.1,1048.48,994.16,1039.24,1021.27,958.49,1041.57,997.62,980.58,1222.91,209.71,206.4,245.47,0.1715,0.1688,0.2007,979.87
5658,202604,202604,MAT13880,CUST7786,81.74,82.48,85.62,81.99,92.19,CONSENSUS,147.28,88.06,87.6,85.99,83.38,82.32,88.1,87.28,82.5,88.54,87.52,82.01,87.69,229.76,141.7,142.16,143.77,0.6167,0.6187,0.6257,82.35
5659,202705,202705,MAT95061,CUST9511,619.1,626.18,625.52,646.34,683.9,STAT,93.9,636.08,646.18,663.24,629.05,662.67,666.85,676.93,673.94,625.91,666.14,677.64,664.08,720.08,84.0,73.9,56.84,0.1167,0.1026,0.0789,599.5
5660,202706,202706,MAT08691,CUST5508,637.49,650.1,698.45,656.18,672.12,STAT,192.47,663.72,686.47,649.44,686.32,678.76,639.31,645.07,661.85,684.81,682.28,680.85,669.35,842.57,178.85,156.1,193.13,0.2123,0.1853,0.2292,596.99
5661,202604,202604,MAT98417,CUST4168,270.15,292.41,292.73,272.11,279.28,STAT,14.09,287.84,271.81,276.23,276.86,279.55,277.45,274.72,293.56,293.27,278.17,286.44,281.02,306.5,18.66,34.69,30.27,0.0609,0.1132,0.0988,266.05
5662,202704,202704,MAT01319,CUST7827,661.77,706.28,686.47,666.86,751.71,CONSENSUS,148.58,672.54,722.94,668.61,692.78,680.04,711.07,725.69,696.88,678.72,715.1,667.11,695.06,854.86,182.32,131.92,186.25,0.2133,0.1543,0.2179,673.7
5663,202607,202607,MAT04646,CUST4716,207.9,235.27,214.14,216.85,216.08,STAT,57.95,208.23,215.22,222.05,214.69,213.62,217.03,213.71,212.54,216.49,223.61,208.37,218.61,293.22,84.99,78.0,71.17,0.2899,0.266,0.2427,212.06
5664,202711,202711,MAT21202,CUST8985,663.25,670.97,700.13,691.91,716.79,STAT,77.98,676.57,666.27,712.54,671.95,729.45,702.18,679.23,690.27,699.77,707.3,682.52,720.8,748.95,72.38,82.68,36.41,0.0966,0.1104,0.0486,657.05
5665,202706,202706,MAT07826,CUST7188,199.86,205.94,215.93,209.04,200.97,STAT,47.49,213.03,210.08,208.44,215.18,215.34,200.44,200.09,204.35,209.68,212.5,209.31,217.36,253.43,40.4,43.35,44.99,0.1594,0.1711,0.1775,190.2
5666,202603,202603,MAT53813,CUST9858,444.56,530.64,478.48,446.96,469.05,CONSENSUS,19.7,485.59,488.34,481.69,448.82,483.97,485.91,488.6,466.33,466.68,449.13,461.64,450.34,550.34,64.75,62.0,68.65,0.1177,0.1127,0.1247,483.69
5667,202710,202710,MAT68078,CUST1944,368.6,396.03,370.88,383.58,377.24,STAT,89.01,377.76,392.06,381.98,388.62,395.7,404.4,382.71,371.6,376.16,368.99,399.55,378.0,485.04,107.28,92.98,103.06,0.2212,0.1917,0.2125,370.47
5668,202605,202605,MAT19921,CUST4842,661.61,778.16,723.05,685.25,715.84,CONSENSUS,12.5,694.82,722.91,685.81,714.99,723.85,705.04,669.04,667.91,678.37,724.65,715.05,704.85,790.66,95.84,67.75,104.85,0.1212,0.0857,0.1326,743.76
5669,202607,202607,MAT64762,CUST6584,692.74,705.17,718.35,726.11,718.09,CONSENSUS,24.02,748.61,755.01,760.94,756.62,725.42,722.73,754.51,740.75,725.54,726.35,698.47,729.47,729.19,-19.42,-25.82,-31.75,-0.0266,-0.0354,-0.0435,674.06
5670,202711,202711,MAT47022,CUST8162,632.27,691.84,651.62,649.68,682.92,STAT,8.29,676.74,646.53,640.53,645.78,637.87,685.95,657.23,650.36,693.23,677.8,656.24,635.86,700.13,23.39,53.6,59.6,0.0334,0.0766,0.0851,666.1
5671,202712,202712,MAT33459,CUST5511,1010.4,1170.22,1021.76,1055.91,1069.37,STAT,110.29,1101.04,1043.82,1013.62,1057.35,1012.74,1082.68,1013.33,1075.1,1078.05,1100.68,1101.56,1096.01,1280.51,179.47,236.69,266.89,0.1402,0.1848,0.2084,1141.86
5672,202710,202710,MAT87795,CUST1348,992.05,1188.62,1040.46,1034.6,1092.58,STAT,91.7,1046.49,1022.72,999.63,1028.68,993.27,1047.69,1056.23,1057.52,1009.29,1018.3,1024.16,1043.06,1280.32,233.83,257.6,280.69,0.1826,0.2012,0.2192,1173.31
5673,202702,202702,MAT92860,CUST1359,814.62,864.18,837.67,848.34,864.71,STAT,172.4,844.57,850.23,834.32,880.98,862.49,857.9,858.78,884.85,878.91,877.31,854.75,829.86,1036.58,192.01,186.35,202.26,0.1852,0.1798,0.1951,857.31
5674,202604,202604,MAT93235,CUST4895,134.59,159.17,142.05,135.44,143.55,CONSENSUS,66.62,141.63,147.22,135.65,141.1,142.47,141.28,138.16,146.94,144.45,147.03,142.0,138.61,225.79,84.16,78.57,90.14,0.3727,0.348,0.3992,150.06
5675,202604,202604,MAT30696,CUST5228,1007.38,1144.8,1039.3,1034.07,1046.75,CONSENSUS,86.62,1031.09,1053.28,1070.21,1099.53,1076.84,1016.24,1065.45,1051.35,1032.97,1059.66,1087.34,1011.72,1231.42,200.33,178.14,161.21,0.1627,0.1447,0.1309,1144.44
5676,202801,202801,MAT42126,CUST8478,424.45,436.81,448.63,425.2,426.19,STAT,30.77,448.6,439.96,463.4,457.84,437.94,426.34,447.42,457.98,432.34,461.34,449.89,462.24,467.58,18.98,27.62,4.18,0.0406,0.0591,0.0089,421.71
5677,202603,202603,MAT64186,CUST8646,758.75,873.5,809.21,770.03,789.24,STAT,82.1,767.84,773.85,787.52,824.55,759.5,769.08,762.41,814.27,790.08,816.63,832.53,834.01,955.6,187.76,181.75,168.08,0.1965,0.1902,0.1759,857.03
5678,202610,202610,MAT20587,CUST5718,939.63,1027.76,1016.15,971.31,992.07,STAT,167.34,947.45,1004.87,969.04,1009.41,945.52,1005.11,942.38,996.04,950.63,975.84,1010.68,974.71,1195.1,247.65,190.23,226.06,0.2072,0.1592,0.1892,955.03
5679,202704,202704,MAT22679,CUST3551,937.91,1046.4,1024.32,943.27,952.54,STAT,136.62,995.45,977.8,939.12,998.79,944.97,974.01,943.41,954.48,1017.4,982.44,976.09,996.48,1183.02,187.57,205.22,243.9,0.1586,0.1735,0.2062,984.41
5680,202709,202709,MAT04129,CUST2074,631.8,649.61,687.31,640.17,723.77,CONSENSUS,90.92,644.57,647.04,632.89,647.5,660.19,688.89,662.66,671.23,664.92,641.85,692.38,641.9,740.53,95.96,93.49,107.64,0.1296,0.1262,0.1454,643.55
5681,202703,202703,MAT22571,CUST0850,988.6,1124.48,1014.61,998.13,1001.61,STAT,95.54,1075.72,1056.74,1074.4,1077.39,1034.37,1013.6,1052.46,1052.25,1037.29,1038.11,997.22,1006.49,1220.02,144.3,163.28,145.62,0.1183,0.1338,0.1194,1035.27
5682,202801,202801,MAT04061,CUST0678,751.87,810.82,799.5,771.54,837.91,STAT,167.16,808.41,780.53,821.66,789.35,787.71,778.27,821.35,778.67,795.94,771.6,759.51,776.19,977.98,169.57,197.45,156.32,0.1734,0.2019,0.1598,730.86
5683,202710,202710,MAT81465,CUST1373,329.58,334.76,334.53,336.07,332.7,CONSENSUS,176.77,334.46,349.37,331.17,357.15,345.47,359.21,341.56,330.3,334.57,332.94,342.35,330.6,511.53,177.07,162.16,180.36,0.3462,0.317,0.3526,331.74
5684,202703,202703,MAT56323,CUST7034,842.03,847.14,909.27,848.67,860.4,CONSENSUS,71.79,855.49,880.54,882.26,870.99,851.7,845.48,897.7,875.89,887.09,910.68,853.24,905.73,918.93,63.44,38.39,36.67,0.069,0.0418,0.0399,800.01
5685,202709,202709,MAT28125,CUST9949,876.32,933.75,927.79,919.79,899.78,CONSENSUS,20.23,887.39,932.39,889.46,948.64,933.86,957.13,952.16,891.95,958.11,937.33,924.28,926.36,953.98,66.59,21.59,64.52,0.0698,0.0226,0.0676,924.63
5686,202708,202708,MAT43276,CUST0754,680.41,798.63,710.86,712.61,777.26,CONSENSUS,84.44,747.72,714.83,690.24,692.79,713.81,710.51,715.93,731.27,736.36,688.35,686.7,717.07,883.07,135.35,168.24,192.83,0.1533,0.1905,0.2184,757.65
5687,202603,202603,MAT74507,CUST2949,338.05,373.62,357.48,354.91,344.96,CONSENSUS,28.95,356.28,367.84,340.76,356.69,345.82,343.38,365.3,362.91,356.2,345.38,359.69,368.59,402.57,46.29,34.73,61.81,0.115,0.0863,0.1535,343.34
5688,202703,202703,MAT73339,CUST9559,765.94,913.33,780.21,772.1,836.89,STAT,151.85,778.06,838.58,822.76,823.46,804.26,772.16,822.25,823.94,798.78,777.34,842.24,798.79,1065.18,287.12,226.6,242.42,0.2696,0.2127,0.2276,889.65
5689,202702,202702,MAT38812,CUST8706,546.34,590.89,556.76,551.8,613.44,CONSENSUS,32.63,562.89,556.4,573.99,552.02,557.87,578.95,567.21,574.96,579.15,581.26,580.26,559.53,623.52,60.63,67.12,49.53,0.0972,0.1076,0.0794,588.85
5690,202704,202704,MAT06472,CUST2272,241.72,263.82,242.87,251.04,252.37,CONSENSUS,36.72,256.38,261.69,264.95,247.27,253.32,253.53,262.24,252.8,264.33,252.27,264.54,250.27,300.54,44.16,38.85,35.59,0.1469,0.1293,0.1184,238.84
5691,202801,202801,MAT68737,CUST0963,166.1,195.51,169.24,172.02,181.95,STAT,36.61,178.47,174.17,174.73,169.5,170.11,168.69,166.62,172.19,181.58,169.92,172.95,182.0,232.12,53.65,57.95,57.39,0.2311,0.2497,0.2472,178.3
5692,202607,202607,MAT91411,CUST9884,185.13,215.77,186.24,189.12,196.61,CONSENSUS,24.44,185.61,188.65,197.48,189.9,189.28,197.53,201.63,185.61,203.36,202.7,197.33,201.96,240.21,54.6,51.56,42.73,0.2273,0.2146,0.1779,195.91
5693,202603,202603,MAT06611,CUST7798,576.68,582.99,601.46,580.01,593.67,CONSENSUS,21.42,597.84,589.38,610.68,583.87,595.01,582.82,589.43,629.3,605.8,611.53,617.0,612.61,604.41,6.57,15.03,-6.27,0.0109,0.0249,-0.0104,551.58
5694,202603,202603,MAT02890,CUST4626,450.53,531.62,462.93,458.24,477.92,CONSENSUS,34.01,456.44,456.21,455.35,488.71,489.05,483.02,450.59,488.58,486.94,484.59,492.4,494.94,565.63,109.19,109.42,110.28,0.193,0.1934,0.195,529.09
5695,202712,202712,MAT08586,CUST3047,462.15,488.07,468.86,475.9,495.78,CONSENSUS,38.63,502.61,506.08,499.35,476.71,467.4,469.76,484.51,494.53,505.03,488.4,479.58,506.24,526.7,24.09,20.62,27.35,0.0457,0.0391,0.0519,462.82
