id,period,period_id,material,market,actual_qty,actual_revenue,actual_orders,shipped_qty,delivered_qty,returns_qty,net_actual_qty,net_revenue,discounts,final_revenue,service_level
3804,202511,202511,MAT73351,CUST8995,421.3,11102.08,43,389.3,385.66,15.74,369.92,7826.81,288.47,7538.34,0.9154
3805,202501,202501,MAT18024,CUST7129,911.38,28592.39,12,891.17,885.29,36.69,848.6,15215.02,77.25,15137.77,0.9714
3806,202407,202407,MAT31417,CUST2470,264.86,2688.06,15,263.98,259.23,9.13,250.1,8181.74,393.37,7788.37,0.9787
3807,202409,202409,MAT17366,CUST3299,516.66,13062.1,45,473.36,451.5,11.58,439.92,16725.36,1604.05,15121.31,0.8739
3808,202510,202510,MAT89826,CUST8475,169.96,6949.86,8,155.18,149.35,2.49,146.86,904.13,87.46,816.67,0.8787
3809,202602,202602,MAT55027,CUST6010,559.5,13359.54,46,538.6,534.05,19.37,514.68,11457.17,330.04,11127.13,0.9545
3810,202506,202506,MAT26878,CUST9077,529.24,6804.82,16,487.19,472.85,12.78,460.07,9878.83,498.39,9380.44,0.8935
3811,202602,202602,MAT05585,CUST6120,95.9,2818.21,19,94.21,93.22,3.57,89.65,2649.06,31.25,2617.81,0.9721
3812,202506,202506,MAT63211,CUST4654,305.82,7716.98,45,297.25,293.6,1.53,292.07,7630.79,220.09,7410.7,0.96
3813,202509,202509,MAT08649,CUST3900,770.24,10629.63,40,739.79,733.37,25.16,708.21,13251.5,1034.56,12216.94,0.9521
3814,202407,202407,MAT29857,CUST9917,129.65,5391.05,23,117.25,112.38,6.01,106.37,2339.82,114.13,2225.69,0.8668
3815,202408,202408,MAT30388,CUST8757,595.01,19194.68,16,541.38,529.4,9.1,520.3,3257.38,254.91,3002.47,0.8897
3816,202504,202504,MAT96394,CUST2058,551.77,24665.47,21,547.73,542.27,4.27,538.0,17922.59,1698.56,16224.03,0.9828
3817,202412,202412,MAT22192,CUST9861,759.49,11051.23,20,710.11,704.74,7.22,697.52,11202.83,677.26,10525.57,0.9279
3818,202410,202410,MAT11906,CUST4694,139.36,734.01,48,135.47,132.0,3.88,128.12,2123.1,107.91,2015.19,0.9472
3819,202508,202508,MAT02566,CUST1000,214.14,6243.64,22,200.6,198.28,9.26,189.02,4792.3,131.23,4661.07,0.9259
3820,202409,202409,MAT06951,CUST4794,487.67,20817.76,6,480.97,459.34,13.5,445.84,7824.84,265.15,7559.69,0.9419
3821,202406,202406,MAT51164,CUST7466,785.85,31618.83,4,782.4,755.95,25.93,730.02,4075.46,401.03,3674.43,0.962
3822,202410,202410,MAT11890,CUST4458,910.52,25546.4,9,881.19,853.35,14.78,838.57,19292.33,402.65,18889.68,0.9372
3823,202504,202504,MAT05932,CUST0295,80.35,3270.3,28,74.36,71.74,0.73,71.01,501.56,26.83,474.73,0.8928
3824,202409,202409,MAT62773,CUST1441,762.83,12505.95,22,753.95,718.34,0.68,717.66,21862.58,1195.82,20666.76,0.9417
3825,202502,202502,MAT91475,CUST0518,225.2,8886.94,15,203.0,198.33,5.87,192.46,6083.11,286.82,5796.29,0.8807
3826,202501,202501,MAT92267,CUST9813,626.03,27923.16,6,622.49,595.99,23.53,572.46,11251.97,187.88,11064.09,0.952
3827,202501,202501,MAT38207,CUST3319,588.23,14384.44,16,547.16,539.5,0.59,538.91,20751.67,1679.7,19071.97,0.9172
3828,202503,202503,MAT46322,CUST1029,603.67,14976.79,37,559.6,537.2,25.32,511.88,15747.06,1003.24,14743.82,0.8899
3829,202504,202504,MAT46380,CUST0146,829.83,11367.15,13,779.44,769.43,35.05,734.38,12973.29,559.04,12414.25,0.9272
3830,202503,202503,MAT02231,CUST2160,95.98,610.35,9,90.59,87.2,0.53,86.67,721.93,55.72,666.21,0.9085
3831,202512,202512,MAT73409,CUST7036,172.23,1421.26,25,162.16,161.79,4.72,157.07,3633.99,17.21,3616.78,0.9394
3832,202406,202406,MAT03069,CUST6148,369.9,9262.11,40,366.87,351.38,7.22,344.16,1806.41,88.91,1717.5,0.9499
3833,202601,202601,MAT88330,CUST0404,838.29,9339.7,5,761.94,728.23,6.23,722.0,4496.93,339.62,4157.31,0.8687
3834,202410,202410,MAT79057,CUST0059,72.7,1642.33,23,70.44,69.96,1.27,68.69,1747.56,57.85,1689.71,0.9623
3835,202507,202507,MAT53511,CUST8345,108.35,4862.2,47,101.53,99.92,0.11,99.81,3507.72,282.74,3224.98,0.9222
3836,202504,202504,MAT54638,CUST6915,188.08,8340.72,11,186.96,180.04,0.37,179.67,4461.35,47.85,4413.5,0.9573
3837,202411,202411,MAT62250,CUST0035,801.66,14786.36,30,761.47,730.73,14.15,716.58,23406.73,378.65,23028.08,0.9115
3838,202511,202511,MAT72460,CUST5606,321.5,5453.67,22,299.71,297.14,4.81,292.33,7680.16,480.72,7199.44,0.9242
3839,202601,202601,MAT88816,CUST8977,732.45,19175.73,0,665.5,639.34,25.12,614.22,13617.45,838.62,12778.83,0.8729
3840,202404,202404,MAT50674,CUST1159,723.63,23756.6,24,701.32,690.41,9.68,680.73,26036.59,936.8,25099.79,0.9541
3841,202505,202505,MAT37271,CUST7600,404.84,12491.4,24,399.98,390.83,16.06,374.77,5778.46,116.1,5662.36,0.9654
3842,202602,202602,MAT44617,CUST3200,468.57,15631.04,7,451.65,435.2,4.03,431.17,13888.44,407.75,13480.69,0.9288
3843,202412,202412,MAT19454,CUST6949,52.2,1487.8,3,47.44,46.94,2.16,44.78,566.24,51.75,514.49,0.8992
3844,202511,202511,MAT24844,CUST6190,117.59,4563.16,34,107.6,102.82,0.09,102.73,2669.73,233.64,2436.09,0.8744
3845,202602,202602,MAT31230,CUST0191,935.56,40177.1,39,914.33,912.73,41.84,870.89,28065.28,222.55,27842.73,0.9756
3846,202503,202503,MAT73077,CUST7280,871.57,19596.3,42,858.74,845.6,8.55,837.05,14607.06,558.93,14048.13,0.9702
3847,202506,202506,MAT10789,CUST0168,253.36,6121.21,27,245.62,241.62,1.82,239.8,2279.31,25.83,2253.48,0.9537
3848,202602,202602,MAT05558,CUST3472,115.88,2852.33,11,105.11,103.78,4.05,99.73,3979.5,116.38,3863.12,0.8956
3849,202509,202509,MAT45920,CUST7720,185.96,1398.29,4,182.66,176.48,5.91,170.57,1182.41,85.65,1096.76,0.949
3850,202403,202403,MAT00480,CUST2068,360.28,14756.13,47,354.04,349.99,4.33,345.66,4125.0,193.3,3931.7,0.9714
3851,202505,202505,MAT49883,CUST2872,437.52,3462.84,30,406.56,386.9,14.49,372.41,2241.41,218.58,2022.83,0.8843
3852,202412,202412,MAT26327,CUST0444,297.7,4920.71,45,288.59,281.3,1.59,279.71,1593.35,74.06,1519.29,0.9449
3853,202407,202407,MAT23632,CUST0404,235.16,9597.58,3,232.26,223.81,10.67,213.14,7373.72,67.89,7305.83,0.9517
3854,202504,202504,MAT20715,CUST9530,419.36,5197.21,31,401.7,391.95,14.32,377.63,12344.79,800.55,11544.24,0.9346
3855,202412,202412,MAT61085,CUST8352,209.66,5281.75,41,198.71,192.81,2.51,190.3,5695.34,4.25,5691.09,0.9196
3856,202504,202504,MAT96217,CUST3337,723.21,5665.56,39,664.1,661.32,27.91,633.41,24549.4,1167.67,23381.73,0.9144
3857,202407,202407,MAT26948,CUST5405,749.32,15235.23,4,736.95,721.26,16.23,705.03,9567.27,288.39,9278.88,0.9626
3858,202506,202506,MAT84929,CUST8780,726.95,30974.34,26,722.68,713.11,22.61,690.5,11734.88,288.77,11446.11,0.981
3859,202412,202412,MAT60456,CUST1752,191.67,4067.69,31,188.57,181.95,4.63,177.32,3114.93,288.21,2826.72,0.9493
3860,202412,202412,MAT99188,CUST3538,210.0,6303.6,4,204.77,202.96,8.46,194.5,3890.38,317.04,3573.34,0.9665
3861,202412,202412,MAT11656,CUST8783,402.56,14893.71,29,392.73,375.11,13.88,361.23,8798.3,483.58,8314.72,0.9318
3862,202404,202404,MAT26388,CUST1222,486.92,20693.26,30,455.3,433.27,16.14,417.13,10849.06,88.32,10760.74,0.8898
3863,202403,202403,MAT82087,CUST1366,578.5,16332.18,0,565.68,558.37,3.44,554.93,14265.27,1155.92,13109.35,0.9652
3864,202409,202409,MAT56177,CUST5639,535.05,13265.57,29,496.08,487.86,4.69,483.17,2503.61,0.89,2502.72,0.9118
3865,202407,202407,MAT70955,CUST5932,922.14,10703.02,42,888.87,873.49,18.69,854.8,33514.39,511.44,33002.95,0.9472
3866,202410,202410,MAT67571,CUST3865,62.64,788.45,36,56.67,54.79,1.7,53.09,448.67,23.18,425.49,0.8747
3867,202506,202506,MAT59532,CUST5910,255.28,6831.85,32,234.37,230.61,5.58,225.03,2116.93,48.02,2068.91,0.9034
3868,202404,202404,MAT34175,CUST4608,285.6,6469.65,14,281.32,274.35,12.09,262.26,1474.24,145.75,1328.49,0.9606
3869,202508,202508,MAT48343,CUST8018,346.86,11988.88,11,326.66,315.5,10.8,304.7,3981.14,152.86,3828.28,0.9096
3870,202504,202504,MAT46392,CUST8394,838.41,18042.16,30,826.24,786.08,28.0,758.08,27036.89,2541.04,24495.85,0.9376
3871,202502,202502,MAT84612,CUST5009,134.18,4997.65,5,132.51,129.49,2.68,126.81,4945.13,69.86,4875.27,0.965
3872,202405,202405,MAT36012,CUST4300,601.69,26732.03,6,563.29,543.84,1.15,542.69,12403.67,1146.2,11257.47,0.9039
3873,202407,202407,MAT09715,CUST1950,805.04,9798.8,5,781.82,761.08,37.49,723.59,26447.06,410.7,26036.36,0.9454
3874,202510,202510,MAT07477,CUST3474,519.99,11044.17,43,469.23,468.96,6.46,462.5,7417.41,587.19,6830.22,0.9019
3875,202512,202512,MAT90366,CUST3119,235.14,5455.88,4,232.91,225.42,0.05,225.37,7755.79,407.99,7347.8,0.9587
3876,202501,202501,MAT92113,CUST4240,511.61,12117.26,45,473.99,468.97,13.74,455.23,14963.72,1068.14,13895.58,0.9167
3877,202411,202411,MAT34406,CUST1227,184.72,1202.58,15,182.11,180.48,3.24,177.24,4424.32,396.0,4028.32,0.977
3878,202511,202511,MAT44330,CUST8032,370.19,16005.45,34,339.37,325.55,17.03,308.52,10028.07,39.78,9988.29,0.8794
3879,202411,202411,MAT93708,CUST7513,935.49,21677.1,9,886.62,849.83,13.33,836.5,23340.04,2017.08,21322.96,0.9084
3880,202512,202512,MAT64208,CUST7263,875.45,34140.3,12,803.57,766.25,37.55,728.7,7389.33,237.5,7151.83,0.8753
3881,202412,202412,MAT36185,CUST9776,75.78,3195.27,16,74.75,74.08,2.84,71.24,1117.89,52.39,1065.5,0.9776
3882,202504,202504,MAT98351,CUST8191,410.21,12138.63,48,398.89,389.43,13.38,376.05,4221.36,237.56,3983.8,0.9493
3883,202509,202509,MAT63324,CUST0914,799.86,14027.98,39,757.21,729.94,36.52,693.42,7477.09,108.44,7368.65,0.9126
3884,202405,202405,MAT95634,CUST7669,303.88,12121.55,26,287.74,279.02,0.14,278.88,9101.16,381.15,8720.01,0.9182
3885,202406,202406,MAT56693,CUST6295,184.52,7030.38,0,182.51,175.9,5.12,170.78,5430.46,463.67,4966.79,0.9533
3886,202511,202511,MAT00541,CUST9722,421.86,6903.23,11,385.61,383.37,8.34,375.03,12021.33,66.01,11955.32,0.9088
3887,202601,202601,MAT86054,CUST3134,540.79,6895.07,15,527.57,525.21,18.15,507.06,17310.36,364.6,16945.76,0.9712
3888,202503,202503,MAT37073,CUST6240,297.31,4532.38,40,278.97,266.62,7.54,259.08,2373.16,174.7,2198.46,0.8968
3889,202511,202511,MAT64489,CUST6217,272.33,4273.31,44,265.49,259.19,7.93,251.26,6476.28,485.44,5990.84,0.9517
3890,202506,202506,MAT34064,CUST5825,562.08,13827.28,32,509.92,506.49,11.13,495.36,7128.46,264.07,6864.39,0.9011
3891,202409,202409,MAT48374,CUST2748,636.8,3819.72,34,609.47,583.97,29.9,554.07,9945.27,447.58,9497.69,0.917
3892,202508,202508,MAT19938,CUST6739,219.17,2470.61,30,200.55,193.48,8.97,184.51,3570.4,234.06,3336.34,0.8828
3893,202506,202506,MAT86282,CUST2731,247.76,2872.15,21,246.03,240.97,0.96,240.01,4771.75,140.27,4631.48,0.9726
3894,202602,202602,MAT58684,CUST3221,667.29,24720.84,5,665.51,641.12,2.52,638.6,9323.23,418.07,8905.16,0.9608
3895,202510,202510,MAT67049,CUST0669,786.72,11924.18,7,761.39,731.57,17.13,714.44,5535.97,179.52,5356.45,0.9299
3896,202504,202504,MAT76069,CUST5104,246.45,7726.1,12,240.38,235.19,8.36,226.83,7039.88,50.52,6989.36,0.9543
3897,202409,202409,MAT21470,CUST7798,826.52,28302.38,28,819.92,803.33,18.76,784.57,22348.08,1630.33,20717.75,0.9719
3898,202511,202511,MAT72666,CUST7954,850.82,12137.8,19,824.86,807.78,13.13,794.65,21816.78,741.93,21074.85,0.9494
3899,202403,202403,MAT59561,CUST7400,516.95,6272.81,5,508.76,498.35,0.8,497.55,17001.85,671.3,16330.55,0.964
3900,202405,202405,MAT51184,CUST2153,462.9,5288.5,36,425.28,406.17,7.95,398.22,6467.6,529.69,5937.91,0.8774
3901,202602,202602,MAT46510,CUST4258,311.5,11290.16,23,294.05,282.42,6.02,276.4,7127.98,540.58,6587.4,0.9066
3902,202602,202602,MAT56848,CUST5506,216.25,6318.32,32,213.02,210.31,9.89,200.42,5712.11,519.82,5192.29,0.9725
3903,202506,202506,MAT60024,CUST9682,456.18,10793.8,9,440.03,425.61,6.75,418.86,14469.59,536.31,13933.28,0.933
3904,202505,202505,MAT49699,CUST7962,801.05,33694.27,17,779.91,757.47,35.08,722.39,9377.32,109.64,9267.68,0.9456
3905,202512,202512,MAT88350,CUST1453,793.98,8623.08,14,777.48,759.97,26.02,733.95,28476.89,2161.53,26315.36,0.9572
3906,202404,202404,MAT30669,CUST0240,228.87,7740.57,3,215.62,215.2,4.03,211.17,8140.14,724.63,7415.51,0.9403
3907,202502,202502,MAT54533,CUST8762,217.51,6899.43,47,211.51,210.52,0.28,210.24,3373.13,285.75,3087.38,0.9679
3908,202502,202502,MAT86804,CUST1999,718.1,28578.54,14,697.89,684.06,25.56,658.5,12024.21,403.3,11620.91,0.9526
3909,202501,202501,MAT58649,CUST9155,231.93,6649.85,8,219.51,213.62,11.06,202.56,7584.33,271.33,7313.0,0.9211
3910,202511,202511,MAT54692,CUST6953,331.51,4950.75,3,327.99,321.2,3.68,317.52,6686.93,510.62,6176.31,0.9689
3911,202511,202511,MAT65896,CUST4383,909.65,13548.46,43,835.55,828.87,20.63,808.24,17541.03,399.97,17141.06,0.9112
3912,202412,202412,MAT93924,CUST4482,606.23,13683.83,16,553.31,529.87,14.33,515.54,9630.56,137.31,9493.25,0.874
3913,202501,202501,MAT49841,CUST7318,286.95,10930.65,27,268.38,263.36,13.31,250.05,3585.74,245.4,3340.34,0.9178
3914,202410,202410,MAT04943,CUST3291,409.44,5644.79,28,387.78,378.54,12.67,365.87,11718.35,749.45,10968.9,0.9245
3915,202407,202407,MAT97997,CUST4938,901.0,35060.01,28,848.14,847.48,27.46,820.02,27999.44,1718.2,26281.24,0.9406
3916,202507,202507,MAT18299,CUST4663,651.77,19200.72,9,611.12,603.44,17.6,585.84,13789.81,207.45,13582.36,0.9258
3917,202511,202511,MAT16664,CUST6503,200.94,1005.96,38,192.47,185.21,7.05,178.16,1074.84,56.59,1018.25,0.9217
3918,202502,202502,MAT77509,CUST1008,892.77,35462.55,33,812.97,790.16,12.71,777.45,17927.83,1312.24,16615.59,0.8851
3919,202502,202502,MAT90326,CUST0020,608.45,25830.4,36,567.64,562.27,13.91,548.36,10189.47,837.93,9351.54,0.9241
3920,202511,202511,MAT92874,CUST5502,361.7,12280.29,17,331.08,322.32,2.5,319.82,2345.85,218.07,2127.78,0.8911
3921,202601,202601,MAT44987,CUST1298,846.06,35220.09,30,783.68,768.54,32.48,736.06,11934.81,316.05,11618.76,0.9084
3922,202602,202602,MAT59299,CUST4373,671.88,25075.27,36,660.04,654.29,15.05,639.24,14810.45,548.86,14261.59,0.9738
3923,202501,202501,MAT88796,CUST2463,493.01,13324.0,47,459.71,446.88,18.57,428.31,12494.09,106.66,12387.43,0.9064
3924,202512,202512,MAT30219,CUST3826,421.29,6549.81,33,385.64,372.46,3.95,368.51,4284.38,305.52,3978.86,0.8841
3925,202503,202503,MAT65161,CUST1318,769.84,9254.21,11,702.95,676.55,13.74,662.81,17554.09,1701.7,15852.39,0.8788
3926,202503,202503,MAT36941,CUST3503,349.4,13043.71,42,315.45,302.86,15.17,287.69,6265.46,616.38,5649.08,0.8668
3927,202507,202507,MAT24813,CUST0878,474.46,13678.98,6,472.87,455.3,6.78,448.52,10015.27,471.78,9543.49,0.9596
3928,202501,202501,MAT76884,CUST9461,353.63,5086.17,17,348.78,342.59,10.97,331.62,8479.89,804.55,7675.34,0.9688
3929,202407,202407,MAT99158,CUST3858,326.34,9920.47,26,296.47,284.96,0.83,284.13,11107.82,948.5,10159.32,0.8732
3930,202602,202602,MAT60678,CUST5509,549.26,15958.97,49,540.49,532.03,3.55,528.48,17271.52,1727.04,15544.48,0.9686
3931,202505,202505,MAT29279,CUST0101,264.51,2625.74,1,254.37,251.93,6.81,245.12,7764.02,412.67,7351.35,0.9524
3932,202405,202405,MAT43015,CUST1893,63.07,2324.06,32,59.12,58.5,3.1,55.4,1637.67,48.33,1589.34,0.9275
3933,202504,202504,MAT59617,CUST8694,591.28,25675.25,46,566.35,554.16,10.05,544.11,11611.54,381.04,11230.5,0.9372
3934,202406,202406,MAT71797,CUST9051,643.98,4020.06,38,638.05,629.78,9.72,620.06,10611.74,547.2,10064.54,0.9779
3935,202409,202409,MAT91500,CUST9178,562.37,4028.02,18,543.67,532.48,20.13,512.35,11285.16,1054.01,10231.15,0.9468
3936,202502,202502,MAT17664,CUST1797,923.73,23007.96,13,882.07,869.42,41.48,827.94,12767.9,1064.58,11703.32,0.9412
3937,202502,202502,MAT99398,CUST7916,318.37,6607.95,48,310.2,306.87,3.64,303.23,10710.58,65.11,10645.47,0.9639
3938,202403,202403,MAT83693,CUST0029,225.08,7419.49,14,221.27,217.67,5.14,212.53,5953.98,286.69,5667.29,0.9671
3939,202405,202405,MAT91182,CUST3980,199.8,8308.91,18,183.13,181.89,3.08,178.81,5397.98,180.38,5217.6,0.9104
3940,202503,202503,MAT66405,CUST3099,607.48,20734.75,38,581.26,556.83,19.14,537.69,18719.12,1704.6,17014.52,0.9166
3941,202408,202408,MAT68362,CUST0405,155.36,2248.24,41,152.03,145.34,6.27,139.07,3893.36,83.94,3809.42,0.9355
3942,202409,202409,MAT77089,CUST8188,479.28,3525.33,3,444.18,439.19,12.85,426.34,15491.03,1191.04,14299.99,0.9164
3943,202510,202510,MAT06361,CUST6075,828.5,25372.29,22,816.08,782.64,39.67,742.97,10104.09,56.79,10047.3,0.9446
3944,202512,202512,MAT65293,CUST4448,126.13,4561.29,16,125.26,123.76,0.37,123.39,3428.96,192.13,3236.83,0.9812
3945,202507,202507,MAT91331,CUST7110,764.97,20741.39,33,728.53,703.73,6.14,697.59,15545.48,1302.45,14243.03,0.9199
3946,202601,202601,MAT08100,CUST9896,529.7,8213.81,32,507.98,499.95,16.47,483.48,6313.57,13.38,6300.19,0.9438
3947,202407,202407,MAT72796,CUST5230,774.74,13136.71,43,737.4,709.82,8.87,700.95,22144.03,288.8,21855.23,0.9162
3948,202505,202505,MAT47659,CUST5009,75.34,1811.88,5,75.13,72.74,2.11,70.63,1672.1,95.22,1576.88,0.9655
3949,202501,202501,MAT19120,CUST0099,486.8,18335.86,12,477.72,458.22,22.5,435.72,6875.49,527.84,6347.65,0.9413
3950,202511,202511,MAT07746,CUST7760,743.89,31037.77,21,742.8,714.6,29.76,684.84,4912.07,464.29,4447.78,0.9606
3951,202512,202512,MAT16613,CUST0439,436.09,12605.9,24,414.02,407.4,5.6,401.8,2098.21,80.86,2017.35,0.9342
3952,202406,202406,MAT28552,CUST9719,205.18,2428.16,28,204.42,201.4,5.42,195.98,3162.15,127.05,3035.1,0.9816
3953,202404,202404,MAT04895,CUST7311,150.09,5490.99,42,139.79,133.6,1.54,132.06,3943.56,125.59,3817.97,0.8901
3954,202502,202502,MAT78092,CUST0445,250.93,10343.49,45,235.19,233.79,7.05,226.74,3207.39,9.33,3198.06,0.9317
3955,202408,202408,MAT57952,CUST7102,260.85,1951.28,43,235.41,233.44,6.03,227.41,2095.2,194.49,1900.71,0.8949
3956,202510,202510,MAT10112,CUST6001,319.43,12805.27,12,302.8,298.73,8.95,289.78,7666.06,357.42,7308.64,0.9352
3957,202512,202512,MAT86762,CUST3097,528.79,11153.56,10,477.9,477.45,3.93,473.52,5270.64,252.11,5018.53,0.9029
3958,202403,202403,MAT82989,CUST1935,111.35,4223.21,40,104.97,103.68,2.2,101.48,1441.48,96.38,1345.1,0.9311
3959,202403,202403,MAT93557,CUST7760,637.23,23570.22,12,602.7,594.73,5.17,589.56,6403.41,227.16,6176.25,0.9333
3960,202410,202410,MAT96297,CUST0672,432.4,4185.87,27,409.27,406.11,3.6,402.51,12475.83,628.18,11847.65,0.9392
3961,202412,202412,MAT43943,CUST3384,73.53,2003.37,8,68.75,67.61,2.48,65.13,545.43,42.58,502.85,0.9195
3962,202412,202412,MAT44139,CUST0937,549.04,18751.92,10,497.88,484.21,23.09,461.12,11430.52,821.59,10608.93,0.8819
3963,202504,202504,MAT10845,CUST7958,541.65,7284.44,34,537.98,520.21,7.78,512.43,16933.85,777.13,16156.72,0.9604
3964,202405,202405,MAT24739,CUST7026,880.34,19825.57,49,868.1,854.96,30.07,824.89,15702.68,1542.84,14159.84,0.9712
3965,202512,202512,MAT16917,CUST9214,915.28,30018.24,35,825.67,824.91,38.71,786.2,20672.73,930.87,19741.86,0.9013
3966,202407,202407,MAT33319,CUST1357,628.32,19895.31,8,598.49,575.8,0.33,575.47,16717.6,530.58,16187.02,0.9164
3967,202508,202508,MAT18360,CUST3130,247.85,10545.31,3,240.66,233.56,11.29,222.27,3213.06,180.54,3032.52,0.9423
3968,202504,202504,MAT06318,CUST9801,521.9,17775.72,36,510.48,488.84,13.97,474.87,11740.4,148.01,11592.39,0.9367
3969,202505,202505,MAT05814,CUST2208,309.0,5499.61,7,307.86,295.78,7.82,287.96,9509.33,637.99,8871.34,0.9572
3970,202512,202512,MAT95935,CUST5831,518.53,8143.28,19,487.25,463.4,1.18,462.22,4130.29,339.41,3790.88,0.8937
3971,202508,202508,MAT02800,CUST5876,111.19,4651.72,4,104.7,101.58,1.16,100.42,3775.5,23.88,3751.62,0.9136
3972,202511,202511,MAT87773,CUST8792,794.7,19053.07,23,729.62,725.66,6.05,719.61,23416.07,503.26,22912.81,0.9131
3973,202510,202510,MAT60845,CUST7528,325.32,6171.1,30,302.92,289.11,13.01,276.1,2161.75,121.62,2040.13,0.8887
3974,202412,202412,MAT58425,CUST1537,629.28,16225.41,33,598.24,585.04,7.26,577.78,7993.96,526.02,7467.94,0.9297
3975,202410,202410,MAT57002,CUST5348,214.25,1665.12,16,196.51,187.03,6.36,180.67,6105.14,475.16,5629.98,0.873
3976,202602,202602,MAT20221,CUST2337,71.16,2436.82,32,70.86,68.8,3.52,65.28,720.93,7.9,713.03,0.9668
3977,202409,202409,MAT24616,CUST7289,459.89,20082.44,32,452.37,443.74,16.0,427.74,12205.52,627.62,11577.9,0.9649
3978,202511,202511,MAT74352,CUST2013,778.48,9878.05,21,752.7,724.13,24.54,699.59,6079.01,144.16,5934.85,0.9302
3979,202407,202407,MAT79664,CUST5571,917.9,15909.67,43,839.2,805.84,44.96,760.88,17517.2,1048.85,16468.35,0.8779
3980,202412,202412,MAT84129,CUST7401,674.49,24305.96,48,657.63,628.61,7.0,621.61,9214.92,791.39,8423.53,0.932
3981,202412,202412,MAT61328,CUST5128,879.62,33978.93,27,852.46,849.55,31.39,818.16,15524.44,871.93,14652.51,0.9658
3982,202504,202504,MAT93828,CUST2568,159.27,4979.78,16,144.41,143.25,4.02,139.23,5302.42,97.3,5205.12,0.8994
3983,202403,202403,MAT45196,CUST1958,409.83,14001.67,38,382.81,382.23,15.48,366.75,9890.46,659.17,9231.29,0.9327
3984,202501,202501,MAT47319,CUST0115,939.89,22200.71,1,872.51,846.51,0.52,845.99,21412.56,743.52,20669.04,0.9006
3985,202510,202510,MAT24988,CUST0974,264.1,11087.12,47,241.72,230.27,1.6,228.67,1243.89,23.41,1220.48,0.8719
3986,202410,202410,MAT63056,CUST3661,610.66,21863.63,26,578.51,561.39,20.09,541.3,11804.38,173.81,11630.57,0.9193
3987,202510,202510,MAT63778,CUST3748,88.5,501.4,17,81.48,79.83,3.86,75.97,878.8,57.06,821.74,0.902
3988,202405,202405,MAT37519,CUST2300,250.84,5998.45,43,231.69,221.41,3.85,217.56,3922.12,223.1,3699.02,0.8827
3989,202506,202506,MAT48940,CUST0254,790.82,33255.23,3,719.24,700.68,13.48,687.2,20328.37,1129.43,19198.94,0.886
3990,202408,202408,MAT92353,CUST6203,791.3,4654.86,5,787.13,763.61,24.82,738.79,9642.81,117.04,9525.77,0.965
3991,202409,202409,MAT35311,CUST4620,593.45,19065.79,45,570.22,566.97,15.75,551.22,5207.04,276.03,4931.01,0.9554
3992,202601,202601,MAT95706,CUST7623,837.01,16574.98,25,792.83,773.59,39.15,734.44,22452.56,1127.57,21324.99,0.9242
3993,202502,202502,MAT85940,CUST3629,151.59,5811.57,28,137.96,136.88,6.02,130.86,2706.88,258.53,2448.35,0.903
3994,202412,202412,MAT41579,CUST9292,758.82,10746.08,48,725.59,693.47,34.66,658.81,15743.35,86.95,15656.4,0.9139
3995,202512,202512,MAT15308,CUST0469,392.86,13859.79,42,381.07,362.96,9.54,353.42,8790.21,744.77,8045.44,0.9239
3996,202408,202408,MAT76493,CUST3076,223.67,3071.03,7,217.91,209.23,9.87,199.36,5705.61,411.03,5294.58,0.9354
3997,202506,202506,MAT81387,CUST2208,914.13,6129.3,44,867.13,836.72,39.16,797.56,14470.32,514.25,13956.07,0.9153
3998,202508,202508,MAT12439,CUST2387,586.73,16858.33,47,576.28,569.08,4.38,564.7,4603.14,122.26,4480.88,0.9699
3999,202501,202501,MAT45602,CUST7847,417.79,6923.34,0,385.32,378.04,1.94,376.1,6312.06,277.39,6034.67,0.9049
4000,202510,202510,MAT61869,CUST3069,498.79,21154.66,16,481.04,468.32,1.5,466.82,6854.14,399.61,6454.53,0.9389
4001,202501,202501,MAT11119,CUST6857,529.34,4805.17,21,484.83,478.37,1.17,477.2,11071.23,746.58,10324.65,0.9037
4002,202403,202403,MAT02674,CUST3233,326.49,2054.21,38,322.38,322.19,3.0,319.19,4287.61,50.71,4236.9,0.9868
4003,202407,202407,MAT72563,CUST6297,480.58,5590.65,20,476.96,472.48,13.58,458.9,11797.87,441.43,11356.44,0.9831
4004,202409,202409,MAT74628,CUST9223,670.87,12243.37,16,627.48,602.69,15.43,587.26,4583.1,293.78,4289.32,0.8984
4005,202410,202410,MAT26710,CUST7515,427.63,9769.63,4,409.57,406.85,6.04,400.81,9812.19,475.15,9337.04,0.9514
4006,202411,202411,MAT53683,CUST0695,476.51,16315.3,37,469.44,446.13,8.83,437.3,10857.69,386.06,10471.63,0.9362
4007,202505,202505,MAT00210,CUST8109,641.59,11931.25,16,606.6,596.68,9.16,587.52,21948.91,1847.57,20101.34,0.93
4008,202409,202409,MAT45684,CUST6316,773.66,26695.66,40,702.26,687.11,31.89,655.22,10118.15,918.63,9199.52,0.8881
4009,202509,202509,MAT61742,CUST2147,937.56,26271.42,28,864.73,828.65,41.7,786.95,8464.02,57.89,8406.13,0.8838
4010,202506,202506,MAT48967,CUST7199,381.29,7424.95,34,363.11,358.86,5.07,353.79,2522.97,2.72,2520.25,0.9412
