MANDT,PRUEFLOS,WERK,ART,HERKUNFT,OBJNR,OBTYP,STSMA,STAT11,INSMK,ENSTEHDAT,ERSTELDAT,AENDERDAT,PASTRTERM,PAENDTERM,MATNR,SELWERK,BUKRS,CHARG,LICHN,SOBKZ,LOSMENGE,LMENGEPR,LMENGEIST,LMENGESCH,ANTEIL,PRCTR,GSBER,KOKRS,KOSTL,PRSTUFE,PRSCHAERFE
100,100000006170,P022,04,03,OBJ278220759072,MAT,QM000002,"","",20250803,20250803,20250811,20250803,20250811,351459075070633015,P022,P042,BATCH77556,VEN17010,"",3684.402,2805.042,1811.313,230.563,0.497,PC2816,GB61,2000,COST7754,0001,004
100,100000006171,P016,08,02,OBJ751724318021,PUR,QM000002,"",X,20250826,20250826,20250903,20250826,20250903,518326523287209422,P016,P049,BATCH81847,VEN78403,K,1092.509,1858.242,2555.399,20.925,0.989,PC0634,GB39,2000,COST8847,0004,010
100,100000006172,P006,01,02,OBJ643872613598,MAT,QM000001,"","",20250803,20250803,20250812,20250803,20250812,368614592756931305,P006,P015,BATCH66316,VEN49400,"",1918.811,1938.554,3550.459,495.478,0.352,PC0083,GB55,1000,COST5237,0004,002
100,100000006173,P034,01,01,OBJ032833337907,MAT,QM000001,X,X,20250602,20250602,20250606,20250602,20250606,482002761146973700,P034,P028,BATCH83402,VEN00097,K,3415.457,3735.71,2300.259,156.371,0.975,PC4572,GB43,2000,COST7468,0003,010
100,100000006174,P044,01,03,OBJ834720093166,PUR,QM000001,X,X,20250318,20250318,20250321,20250318,20250321,394614295654982194,P044,P011,BATCH51607,VEN85390,K,1981.486,1931.901,392.177,463.604,0.041,PC3323,GB16,2000,COST0213,0001,003
100,100000006175,P029,08,02,OBJ990335495979,PUR,QM000001,"",X,20250912,20250912,20250919,20250912,20250919,782091762936013816,P029,P021,BATCH61097,VEN01130,K,954.051,2267.319,2741.287,49.948,0.506,PC9163,GB40,2000,COST3277,0003,006
100,100000006176,P007,04,03,OBJ747469725522,PUR,QM000001,"",X,20251003,20251003,20251004,20251003,20251004,462005725133463177,P007,P035,BATCH01340,VEN83446,"",3790.386,1397.344,390.443,228.169,0.715,PC7278,GB35,2000,COST0170,0002,001
100,100000006177,P032,04,02,OBJ458930095653,PUR,QM000001,"",X,20250918,20250918,20250922,20250918,20250922,744251747221870395,P032,P015,BATCH36716,VEN26592,K,4603.298,3130.204,427.371,141.054,0.876,PC6873,GB10,2000,COST5595,0002,005
100,100000006178,P041,04,02,OBJ198802045207,MAT,QM000002,X,X,20250524,20250524,20250529,20250524,20250529,420968337095067227,P041,P026,BATCH15878,VEN15539,K,733.658,3204.642,2771.486,153.393,0.304,PC5896,GB32,1000,COST8627,0003,008
100,100000006179,P007,08,03,OBJ807241947842,PUR,QM000001,"","",20250923,20250923,20250926,20250923,20250926,509661037875451693,P007,P019,BATCH57497,VEN58903,K,2645.678,2198.983,2474.085,160.505,0.26,PC2548,GB85,1000,COST9158,0001,007
100,100000006180,P039,04,02,OBJ162187888175,PUR,QM000001,X,"",20250223,20250223,20250224,20250223,20250224,631479924446493790,P039,P015,BATCH12857,VEN27949,"",4379.506,833.956,1636.917,249.438,0.764,PC7790,GB16,2000,COST8199,0005,010
100,100000006181,P018,04,03,OBJ809695244214,MAT,QM000002,X,X,20260101,20260101,20260109,20260101,20260109,608498065913196804,P018,P022,BATCH52026,VEN61786,"",3015.458,1182.242,827.765,284.542,0.022,PC5282,GB92,2000,COST3283,0001,005
100,100000006182,P048,08,03,OBJ135030491845,PUR,QM000002,"",X,20260103,20260103,20260105,20260103,20260105,523651668495854679,P048,P003,BATCH44842,VEN35381,K,4708.947,2441.475,264.165,479.333,0.461,PC0186,GB59,2000,COST9742,0003,002
100,100000006183,P013,01,02,OBJ399339236032,INV,QM000002,"",X,20251007,20251007,20251012,20251007,20251012,278351629703100608,P013,P028,BATCH48363,VEN26703,K,3134.536,293.76,633.149,73.947,0.898,PC3087,GB80,2000,COST9174,0001,004
100,100000006184,P035,01,01,OBJ987536997545,INV,QM000002,"",X,20251025,20251025,20251028,20251025,20251028,487603285858979744,P035,P002,BATCH46143,VEN51870,"",2695.502,1268.385,1386.78,118.302,0.941,PC2804,GB16,2000,COST7456,0004,006
100,100000006185,P006,01,03,OBJ281102295845,PUR,QM000001,X,"",20250310,20250310,20250314,20250310,20250314,483412861836060949,P006,P006,BATCH90650,VEN90457,"",1178.674,2516.2,720.401,490.423,0.111,PC8692,GB18,1000,COST3234,0002,001
100,100000006186,P050,08,01,OBJ016442593544,PUR,QM000001,X,X,20250810,20250810,20250819,20250810,20250819,946188004326604749,P050,P009,BATCH82314,VEN74723,K,4614.43,428.972,2205.419,272.11,0.579,PC0146,GB65,1000,COST0571,0003,005
100,100000006187,P043,04,01,OBJ351096189701,PUR,QM000002,X,X,20251126,20251126,20251129,20251126,20251129,447713223813468159,P043,P039,BATCH41298,VEN06267,K,4740.992,3127.728,2866.598,476.095,0.952,PC0950,GB68,1000,COST8356,0003,002
100,100000006188,P010,08,03,OBJ954729257911,INV,QM000001,X,"",20251017,20251017,20251023,20251017,20251023,670206635186832978,P010,P036,BATCH14463,VEN30987,K,2718.723,415.133,2525.525,282.179,0.458,PC1736,GB56,1000,COST9958,0004,005
100,100000006189,P027,01,02,OBJ626027090863,MAT,QM000002,"","",20250907,20250907,20250912,20250907,20250912,421659341405012987,P027,P042,BATCH22771,VEN80419,"",4337.855,406.758,3855.093,113.169,0.488,PC3466,GB06,1000,COST3790,0003,001
100,100000006190,P042,04,02,OBJ961420040941,PUR,QM000002,"","",20250612,20250612,20250621,20250612,20250621,738956477769146631,P042,P024,BATCH49380,VEN97304,K,3158.138,1770.107,181.808,43.855,0.004,PC5187,GB37,1000,COST6315,0002,010
100,100000006191,P009,01,01,OBJ094822240146,MAT,QM000002,"","",20250928,20250928,20251007,20250928,20251007,538013706028208216,P009,P013,BATCH40248,VEN37078,K,4420.095,860.046,552.508,200.718,0.8,PC9972,GB03,2000,COST5504,0004,002
100,100000006192,P049,04,01,OBJ807502593029,INV,QM000002,"","",20250729,20250729,20250803,20250729,20250803,611500050976650657,P049,P017,BATCH41255,VEN39043,"",3498.52,364.609,1529.748,248.128,0.497,PC0691,GB90,2000,COST6920,0005,006
100,100000006193,P003,08,02,OBJ908879688343,MAT,QM000002,"",X,20250608,20250608,20250612,20250608,20250612,868909777719413006,P003,P004,BATCH96059,VEN13973,K,2534.583,890.964,2445.206,73.907,0.72,PC2437,GB05,1000,COST2954,0003,003
100,100000006194,P050,04,02,OBJ422075829241,INV,QM000001,"",X,20250522,20250522,20250530,20250522,20250530,305868052837252392,P050,P044,BATCH19706,VEN53512,K,3220.088,1414.384,3154.875,435.113,0.467,PC3917,GB45,2000,COST5218,0002,008
100,100000006195,P035,01,03,OBJ541042247049,MAT,QM000001,"","",20250409,20250409,20250417,20250409,20250417,361000265889274069,P035,P041,BATCH40353,VEN83082,K,1207.494,2797.745,2280.482,12.991,0.864,PC3857,GB97,2000,COST5777,0005,004
100,100000006196,P037,04,02,OBJ599230695844,PUR,QM000001,X,"",20250623,20250623,20250629,20250623,20250629,241158953791604479,P037,P023,BATCH56947,VEN30162,K,223.996,1455.959,3464.06,163.014,0.326,PC3374,GB80,1000,COST3640,0003,010
100,100000006197,P017,04,03,OBJ561596138423,INV,QM000002,"",X,20251204,20251204,20251206,20251204,20251206,129677658799433805,P017,P005,BATCH78499,VEN60387,"",2190.597,1550.702,3171.333,280.082,0.489,PC5098,GB27,2000,COST2329,0003,010
100,100000006198,P043,01,03,OBJ252858941307,PUR,QM000002,X,X,20250709,20250709,20250710,20250709,20250710,297620749758770104,P043,P021,BATCH79437,VEN11349,K,270.988,3943.887,164.137,184.285,0.094,PC4933,GB51,1000,COST8422,0001,006
100,100000006199,P047,08,02,OBJ500644782895,PUR,QM000002,X,"",20250812,20250812,20250819,20250812,20250819,994887718379349358,P047,P004,BATCH46548,VEN23692,"",2752.802,2998.677,1698.48,211.967,0.631,PC9084,GB80,2000,COST0239,0001,003
100,100000006200,P004,08,01,OBJ569842289598,PUR,QM000002,X,X,20250704,20250704,20250711,20250704,20250711,691695882620799660,P004,P003,BATCH37847,VEN29985,"",2878.519,1269.163,3347.219,277.547,0.643,PC3740,GB95,2000,COST7644,0002,009
100,100000006201,P044,01,01,OBJ428060128257,MAT,QM000002,X,"",20250523,20250523,20250524,20250523,20250524,497361667605755415,P044,P047,BATCH86262,VEN18167,"",1114.951,3133.274,1936.272,352.418,0.544,PC8985,GB90,2000,COST4031,0001,001
100,100000006202,P038,01,03,OBJ282220007638,MAT,QM000002,"",X,20260113,20260113,20260116,20260113,20260116,884778184974407351,P038,P018,BATCH25448,VEN65944,K,2373.661,239.885,2840.151,140.426,0.528,PC8675,GB97,2000,COST0150,0005,004
100,100000006203,P034,01,03,OBJ717357573634,PUR,QM000002,X,"",20250425,20250425,20250502,20250425,20250502,630329778562597187,P034,P035,BATCH59360,VEN55146,K,2006.719,2219.351,413.275,148.767,0.33,PC8003,GB39,1000,COST0238,0001,002
100,100000006204,P035,01,01,OBJ340885595494,INV,QM000002,"",X,20251227,20251227,20260103,20251227,20260103,297875078672307954,P035,P001,BATCH90604,VEN42149,"",1708.884,2258.5,2435.646,312.384,0.727,PC1356,GB66,2000,COST1346,0005,004
100,100000006205,P013,01,02,OBJ635104171201,MAT,QM000001,X,"",20250807,20250807,20250809,20250807,20250809,261081182410518151,P013,P015,BATCH41163,VEN65309,K,2326.629,2115.392,1887.051,159.124,0.228,PC2954,GB93,1000,COST4041,0004,004
100,100000006206,P027,01,01,OBJ852459329843,INV,QM000001,"","",20260107,20260107,20260114,20260107,20260114,784577123190793797,P027,P021,BATCH53882,VEN54631,"",2257.94,2256.041,3849.219,272.857,0.962,PC0030,GB57,1000,COST0767,0001,006
100,100000006207,P002,08,02,OBJ568499680295,MAT,QM000002,"","",20250523,20250523,20250527,20250523,20250527,965599476255241300,P002,P042,BATCH62389,VEN50521,K,3518.634,3953.901,513.2,9.416,0.264,PC6792,GB77,1000,COST1280,0005,001
100,100000006208,P015,04,01,OBJ241589019115,INV,QM000001,X,X,20260115,20260115,20260124,20260115,20260124,952628632232911418,P015,P047,BATCH70361,VEN42156,"",181.073,2480.016,1168.056,232.454,0.835,PC8441,GB53,1000,COST9879,0004,010
100,100000006209,P007,04,02,OBJ873559628097,INV,QM000002,"","",20250810,20250810,20250815,20250810,20250815,248413975184819094,P007,P013,BATCH87667,VEN26677,K,3268.047,1094.131,398.47,13.423,0.188,PC1453,GB16,1000,COST7330,0002,002
100,100000006210,P006,08,03,OBJ861012095048,INV,QM000002,X,X,20251205,20251205,20251206,20251205,20251206,675736338119226438,P006,P040,BATCH68858,VEN67539,"",4985.528,666.269,2661.824,310.968,0.495,PC0567,GB55,2000,COST0213,0001,001
100,100000006211,P037,08,02,OBJ068217336150,MAT,QM000002,X,X,20251215,20251215,20251216,20251215,20251216,791110090189419846,P037,P038,BATCH30609,VEN97722,"",1697.256,2879.026,2454.331,303.93,0.482,PC0442,GB50,1000,COST5034,0001,008
100,100000006212,P041,01,01,OBJ059524455805,PUR,QM000001,X,"",20250428,20250428,20250507,20250428,20250507,606064412240618780,P041,P023,BATCH80534,VEN91191,"",638.003,1561.304,641.218,106.355,0.978,PC6021,GB50,2000,COST7507,0003,008
100,100000006213,P038,01,02,OBJ008638020529,PUR,QM000001,X,"",20260129,20260129,20260202,20260129,20260202,974550682135106706,P038,P035,BATCH09448,VEN46975,"",3798.423,3382.477,1993.697,203.351,0.415,PC2554,GB00,1000,COST2381,0005,005
100,100000006214,P005,01,01,OBJ362850490776,PUR,QM000002,"","",20251206,20251206,20251209,20251206,20251209,755135241532825727,P005,P007,BATCH50363,VEN76056,K,1855.94,3631.225,2666.942,30.936,0.168,PC8368,GB75,2000,COST7676,0005,010
100,100000006215,P036,08,03,OBJ279027977267,INV,QM000002,X,X,20251129,20251129,20251208,20251129,20251208,713098780831518568,P036,P048,BATCH22782,VEN46583,K,1656.828,2989.664,181.89,268.14,0.85,PC2032,GB34,2000,COST5038,0004,003
100,100000006216,P017,08,02,OBJ545662621418,INV,QM000001,X,X,20250627,20250627,20250701,20250627,20250701,593178877970376808,P017,P004,BATCH76283,VEN91771,"",2182.152,222.494,2002.334,64.22,0.555,PC5858,GB46,1000,COST8573,0003,006
100,100000006217,P020,04,03,OBJ717824022614,INV,QM000001,X,"",20250806,20250806,20250808,20250806,20250808,299323651773477006,P020,P028,BATCH04184,VEN60948,K,4899.393,737.332,2957.746,241.704,0.693,PC5235,GB61,1000,COST1452,0003,002
100,100000006218,P037,01,01,OBJ251692884287,MAT,QM000002,X,X,20251102,20251102,20251110,20251102,20251110,177025110267477865,P037,P042,BATCH15857,VEN79892,K,2604.575,1511.941,1883.237,130.698,0.521,PC9650,GB90,2000,COST9283,0004,009
100,100000006219,P003,01,02,OBJ737184707225,INV,QM000002,"","",20251102,20251102,20251106,20251102,20251106,841607567198679879,P003,P007,BATCH30751,VEN58485,K,2157.315,3230.491,1052.26,377.087,0.919,PC7053,GB20,2000,COST3435,0002,003
100,100000006220,P039,04,03,OBJ800904154245,INV,QM000002,X,X,20250803,20250803,20250808,20250803,20250808,422120879224181294,P039,P049,BATCH59813,VEN80967,"",3138.309,63.355,1625.733,439.14,0.009,PC3835,GB87,2000,COST7801,0001,009
100,100000006221,P019,01,01,OBJ522098819579,INV,QM000002,"",X,20250503,20250503,20250509,20250503,20250509,652468031461121143,P019,P003,BATCH88037,VEN06096,K,353.164,3888.834,2442.003,227.29,0.374,PC4558,GB99,2000,COST9629,0002,002
100,100000006222,P003,08,01,OBJ373979666271,MAT,QM000001,"",X,20250427,20250427,20250505,20250427,20250505,914832090108495525,P003,P013,BATCH39158,VEN35693,K,1966.787,3079.044,1406.488,359.806,0.08,PC8409,GB53,1000,COST7455,0001,004
100,100000006223,P006,01,01,OBJ728415208375,MAT,QM000002,"",X,20260120,20260120,20260124,20260120,20260124,180231294294925638,P006,P041,BATCH99827,VEN46475,"",3435.454,2353.331,3154.744,142.8,0.837,PC5530,GB08,2000,COST2529,0003,007
100,100000006224,P006,08,01,OBJ182595684431,MAT,QM000001,"","",20251210,20251210,20251217,20251210,20251217,632254895617801220,P006,P004,BATCH38883,VEN07589,"",4591.765,1754.683,1472.375,202.609,0.15,PC7811,GB41,1000,COST8060,0005,005
100,100000006225,P039,08,01,OBJ265055002445,PUR,QM000002,X,"",20250724,20250724,20250802,20250724,20250802,362603378722601513,P039,P001,BATCH87882,VEN47835,"",3439.397,2576.003,3465.328,87.535,0.315,PC6825,GB51,2000,COST6481,0001,009
100,100000006226,P046,08,03,OBJ677726074595,MAT,QM000001,"","",20251130,20251130,20251207,20251130,20251207,517523062923441847,P046,P021,BATCH62635,VEN16091,K,1947.964,3858.953,1465.738,72.686,0.411,PC0777,GB26,1000,COST6447,0001,001
100,100000006227,P016,04,03,OBJ395262777979,PUR,QM000001,X,X,20251106,20251106,20251109,20251106,20251109,811114397534341694,P016,P038,BATCH54395,VEN06946,"",3993.053,102.798,2771.364,150.618,0.731,PC0049,GB87,1000,COST4587,0001,005
100,100000006228,P010,01,03,OBJ407205340435,INV,QM000002,X,X,20250412,20250412,20250420,20250412,20250420,979288855612417984,P010,P049,BATCH82607,VEN46933,"",4068.765,273.546,1806.694,35.622,0.49,PC4706,GB52,2000,COST8084,0003,010
100,100000006229,P045,01,01,OBJ557438178421,PUR,QM000001,"",X,20250720,20250720,20250725,20250720,20250725,264011768773062678,P045,P032,BATCH97633,VEN46446,K,1841.457,2657.489,3886.257,450.344,0.308,PC8128,GB84,1000,COST5673,0001,008
100,100000006230,P005,08,03,OBJ534047630462,INV,QM000002,"",X,20251216,20251216,20251223,20251216,20251223,755174242290659847,P005,P019,BATCH79046,VEN98044,K,1108.586,2642.15,237.858,287.144,0.916,PC5068,GB12,2000,COST5018,0004,008
100,100000006231,P014,04,03,OBJ902458842256,MAT,QM000001,"",X,20250807,20250807,20250811,20250807,20250811,847164627908998131,P014,P039,BATCH80585,VEN51343,K,2812.623,1150.544,822.699,11.935,0.128,PC3931,GB34,2000,COST8198,0003,007
100,100000006232,P017,04,03,OBJ778415955395,PUR,QM000001,X,X,20250906,20250906,20250915,20250906,20250915,160448203375346896,P017,P043,BATCH25507,VEN54263,"",4002.341,750.003,2134.099,177.939,0.388,PC3645,GB19,2000,COST6764,0003,010
100,100000006233,P034,04,01,OBJ057088174613,INV,QM000001,"","",20250926,20250926,20251003,20250926,20251003,207606713514393162,P034,P003,BATCH87892,VEN82355,"",1861.823,409.781,1616.03,396.338,0.713,PC9968,GB74,1000,COST8500,0004,005
100,100000006234,P013,04,01,OBJ949060000976,PUR,QM000002,"","",20251114,20251114,20251122,20251114,20251122,582801168763680408,P013,P002,BATCH86532,VEN59750,"",909.859,813.426,635.567,406.277,0.556,PC3982,GB24,1000,COST9327,0004,003
100,100000006235,P027,04,02,OBJ315729294139,MAT,QM000002,X,X,20260101,20260101,20260108,20260101,20260108,182148079111592428,P027,P010,BATCH12554,VEN34290,"",1068.807,3371.595,3172.326,157.843,0.935,PC8009,GB18,1000,COST5394,0003,009
100,100000006236,P032,01,01,OBJ327453388339,MAT,QM000001,"","",20250627,20250627,20250705,20250627,20250705,925257426229467380,P032,P050,BATCH93429,VEN98619,"",298.58,3704.793,3355.514,476.815,0.576,PC6106,GB00,2000,COST9096,0003,005
100,100000006237,P010,08,02,OBJ054567266783,INV,QM000001,X,"",20250309,20250309,20250318,20250309,20250318,649789472364823747,P010,P040,BATCH68405,VEN20424,"",201.264,1560.669,172.059,127.866,0.77,PC5280,GB71,1000,COST4780,0003,009
100,100000006238,P015,04,02,OBJ940762191859,PUR,QM000002,"","",20250612,20250612,20250619,20250612,20250619,567974179557899393,P015,P037,BATCH64633,VEN50078,K,4091.716,786.31,1168.527,28.159,0.568,PC4799,GB16,2000,COST4145,0002,007
100,100000006239,P009,04,03,OBJ842321799800,MAT,QM000002,"",X,20250324,20250324,20250328,20250324,20250328,598225345733127528,P009,P044,BATCH21255,VEN53719,K,1854.318,586.228,1227.008,385.562,0.875,PC5216,GB88,2000,COST7209,0002,004
100,100000006240,P024,04,02,OBJ353798189996,PUR,QM000001,"","",20250307,20250307,20250317,20250307,20250317,369453739353671870,P024,P022,BATCH72354,VEN02950,K,1782.325,2535.837,2488.132,270.211,0.439,PC0777,GB76,2000,COST9290,0001,007
100,100000006241,P020,08,03,OBJ923754119041,MAT,QM000002,X,"",20250429,20250429,20250509,20250429,20250509,923376129778569835,P020,P044,BATCH34238,VEN71427,"",217.889,1842.698,978.493,294.548,0.195,PC3229,GB12,1000,COST6213,0003,006
100,100000006242,P027,08,01,OBJ852000599006,PUR,QM000002,"","",20250921,20250921,20250924,20250921,20250924,993364500129366488,P027,P010,BATCH78478,VEN62420,K,483.812,1844.855,2375.261,258.776,0.535,PC3007,GB48,2000,COST8258,0004,002
100,100000006243,P008,04,01,OBJ989829480143,MAT,QM000002,X,"",20250320,20250320,20250327,20250320,20250327,416109652498649439,P008,P030,BATCH52832,VEN48352,K,1114.426,3751.422,2122.555,467.93,0.483,PC7634,GB72,2000,COST3066,0003,007
100,100000006244,P018,01,01,OBJ587844981619,INV,QM000002,X,X,20251116,20251116,20251118,20251116,20251118,304534910905949747,P018,P024,BATCH48801,VEN26929,"",4039.282,1271.552,3513.226,335.115,0.462,PC3627,GB19,1000,COST7077,0005,007
100,100000006245,P027,01,03,OBJ151652975259,INV,QM000002,"",X,20250718,20250718,20250721,20250718,20250721,554643993477732633,P027,P006,BATCH93573,VEN44611,"",2971.586,2346.64,1874.915,268.635,0.764,PC8174,GB51,1000,COST9287,0005,002
100,100000006246,P048,04,03,OBJ572332189442,INV,QM000002,X,X,20251121,20251121,20251124,20251121,20251124,751219214797712283,P048,P048,BATCH23354,VEN48325,K,1659.026,2887.125,1910.536,371.108,0.029,PC3801,GB54,2000,COST1970,0003,009
100,100000006247,P036,04,02,OBJ126204527429,PUR,QM000001,X,"",20251124,20251124,20251204,20251124,20251204,708053542634526340,P036,P025,BATCH96855,VEN09460,"",3738.045,1677.763,1856.223,257.262,0.151,PC9092,GB00,1000,COST9678,0004,008
100,100000006248,P018,01,02,OBJ618752440722,PUR,QM000001,"",X,20260125,20260125,20260128,20260125,20260128,994841281571884404,P018,P004,BATCH55431,VEN60872,"",2193.386,2017.828,2465.736,26.214,0.505,PC9721,GB14,2000,COST4977,0003,010
100,100000006249,P010,01,02,OBJ550641820306,PUR,QM000001,"","",20251114,20251114,20251117,20251114,20251117,938407858029944982,P010,P026,BATCH60779,VEN32936,"",2561.066,1106.493,2653.127,360.59,0.688,PC0955,GB93,2000,COST0690,0003,006
100,100000006250,P001,01,01,OBJ414590255150,INV,QM000002,"","",20251020,20251020,20251024,20251020,20251024,667985682498709513,P001,P032,BATCH15660,VEN39648,K,1644.786,3146.81,3948.325,161.538,0.138,PC9225,GB16,2000,COST9961,0005,006
100,100000006251,P023,08,03,OBJ543216447122,INV,QM000001,X,X,20260104,20260104,20260113,20260104,20260113,150964990752179029,P023,P041,BATCH57895,VEN63276,"",1295.463,1583.359,2751.491,219.397,0.005,PC0604,GB97,1000,COST9874,0001,006
100,100000006252,P004,01,03,OBJ200709214243,PUR,QM000001,"","",20250802,20250802,20250807,20250802,20250807,702515406903896049,P004,P047,BATCH50003,VEN97843,K,2839.757,3900.828,2641.422,439.052,0.332,PC5192,GB05,1000,COST6734,0001,006
100,100000006253,P013,01,01,OBJ366249255691,MAT,QM000002,"",X,20251216,20251216,20251222,20251216,20251222,369477820845993815,P013,P005,BATCH97673,VEN99485,"",3803.326,3980.786,1257.952,129.273,0.636,PC9661,GB33,1000,COST9345,0001,008
100,100000006254,P026,04,01,OBJ755485641144,PUR,QM000002,"","",20251213,20251213,20251214,20251213,20251214,716998403041343349,P026,P028,BATCH64662,VEN91478,K,4326.885,374.474,3139.381,361.49,0.1,PC7890,GB88,2000,COST3797,0003,005
100,100000006255,P017,04,02,OBJ811496181159,INV,QM000001,"","",20250822,20250822,20250828,20250822,20250828,946103435951853056,P017,P004,BATCH05994,VEN77451,K,2802.467,2503.382,2646.675,357.512,0.346,PC6835,GB17,1000,COST3311,0005,004
100,100000006256,P041,08,01,OBJ203440168323,INV,QM000001,"",X,20250801,20250801,20250805,20250801,20250805,418157662504684287,P041,P007,BATCH02157,VEN36183,"",4921.015,558.647,3153.634,186.496,0.563,PC5303,GB87,1000,COST7857,0003,010
100,100000006257,P025,01,01,OBJ270804248391,PUR,QM000002,"",X,20251003,20251003,20251012,20251003,20251012,554659007292130952,P025,P032,BATCH21578,VEN01471,K,4554.329,3229.725,676.045,416.016,0.311,PC3262,GB73,1000,COST0109,0002,004
100,100000006258,P045,01,03,OBJ434899515083,INV,QM000001,X,X,20260216,20260216,20260221,20260216,20260221,352382029677389191,P045,P033,BATCH88882,VEN20904,K,4183.284,1666.428,1399.271,284.172,0.173,PC7277,GB66,2000,COST2311,0005,001
100,100000006259,P012,04,02,OBJ902166562870,INV,QM000002,"","",20251202,20251202,20251207,20251202,20251207,739812575392369894,P012,P009,BATCH24998,VEN52067,K,2312.86,1479.316,1637.046,401.296,0.195,PC4097,GB82,1000,COST1247,0001,002
100,100000006260,P049,08,03,OBJ571043999019,MAT,QM000002,"","",20250628,20250628,20250702,20250628,20250702,874412345323450584,P049,P037,BATCH87755,VEN21215,"",1008.754,3687.109,1576.203,341.633,0.64,PC6339,GB94,2000,COST3026,0003,006
100,100000006261,P042,08,02,OBJ589141407593,INV,QM000001,X,X,20251118,20251118,20251120,20251118,20251120,864825446365912042,P042,P016,BATCH51509,VEN40590,K,1070.607,2241.286,282.17,399.061,0.193,PC2901,GB71,1000,COST4949,0002,004
100,100000006262,P001,04,03,OBJ938716698628,INV,QM000002,X,"",20260218,20260218,20260228,20260218,20260228,643095710850837915,P001,P048,BATCH60551,VEN07001,"",2075.299,1545.573,2150.099,77.028,0.545,PC7152,GB76,1000,COST8892,0004,004
100,100000006263,P014,04,02,OBJ790817290710,MAT,QM000001,"","",20250716,20250716,20250723,20250716,20250723,531070682628528037,P014,P036,BATCH00579,VEN20392,K,616.913,2236.051,2088.474,472.454,0.026,PC4815,GB55,1000,COST7829,0002,010
100,100000006264,P026,01,03,OBJ173113512402,PUR,QM000001,X,"",20250426,20250426,20250501,20250426,20250501,494263241529214053,P026,P032,BATCH52748,VEN15882,"",108.977,2139.342,2504.185,373.519,0.719,PC4219,GB18,1000,COST9914,0002,006
100,100000006265,P007,04,02,OBJ196462938823,PUR,QM000001,X,X,20250222,20250222,20250302,20250222,20250302,186648397236089192,P007,P024,BATCH87028,VEN19389,"",4909.624,1707.619,1661.814,71.622,0.142,PC2257,GB82,1000,COST3316,0003,003
100,100000006266,P046,08,03,OBJ106046621009,INV,QM000001,"",X,20250614,20250614,20250624,20250614,20250624,505722063793187866,P046,P031,BATCH87734,VEN78975,"",1297.483,826.558,1451.073,305.408,0.074,PC5479,GB85,1000,COST3477,0005,010
100,100000006267,P014,08,01,OBJ881752160760,MAT,QM000001,X,"",20250226,20250226,20250227,20250226,20250227,467467495996408388,P014,P010,BATCH84043,VEN87810,K,4927.909,1509.196,64.078,447.981,0.858,PC6428,GB45,2000,COST9049,0003,007
100,100000006268,P013,01,01,OBJ037989875935,INV,QM000002,X,X,20250514,20250514,20250519,20250514,20250519,853174487860035900,P013,P033,BATCH72283,VEN11207,"",1592.758,3663.524,3489.05,308.042,0.485,PC4580,GB26,1000,COST1050,0004,003
100,100000006269,P031,04,03,OBJ627387554958,INV,QM000002,X,X,20250424,20250424,20250430,20250424,20250430,161792413056523357,P031,P034,BATCH59612,VEN91218,"",3892.585,2538.03,3073.337,133.292,0.509,PC7534,GB13,1000,COST2613,0002,001
100,100000006270,P036,04,02,OBJ455820504077,MAT,QM000002,X,"",20250913,20250913,20250921,20250913,20250921,789526135380321926,P036,P034,BATCH94196,VEN61256,K,2487.593,2421.075,3820.924,282.526,0.877,PC7510,GB10,1000,COST4726,0004,004
100,100000006271,P004,04,01,OBJ667659215033,PUR,QM000002,X,X,20250522,20250522,20250528,20250522,20250528,115045351043288532,P004,P027,BATCH04738,VEN28183,K,4311.629,3913.084,1884.978,424.385,0.526,PC6238,GB44,1000,COST7958,0005,002
100,100000006272,P035,01,02,OBJ378993916109,INV,QM000002,"",X,20251116,20251116,20251123,20251116,20251123,784127513701827950,P035,P008,BATCH49023,VEN85372,"",4578.172,1699.745,1119.638,448.151,0.325,PC9971,GB77,2000,COST4779,0003,001
100,100000006273,P043,08,01,OBJ605166916105,INV,QM000002,X,X,20251201,20251201,20251211,20251201,20251211,329813212207249413,P043,P041,BATCH60642,VEN01624,K,4588.821,1944.02,200.004,31.676,0.832,PC4111,GB94,2000,COST2878,0005,007
100,100000006274,P032,04,02,OBJ853784363100,PUR,QM000002,"",X,20250511,20250511,20250521,20250511,20250521,548675115250416337,P032,P037,BATCH05570,VEN10722,K,2295.137,2451.497,3857.376,226.062,0.437,PC1964,GB33,2000,COST5529,0002,006
100,100000006275,P039,04,02,OBJ626380650951,PUR,QM000002,"",X,20250528,20250528,20250603,20250528,20250603,477838013776437749,P039,P041,BATCH23770,VEN70551,K,2246.458,3204.586,2384.645,77.668,0.757,PC7672,GB62,2000,COST8630,0002,009
100,100000006276,P010,04,03,OBJ966194784146,PUR,QM000001,"","",20251114,20251114,20251119,20251114,20251119,830389853711988821,P010,P040,BATCH99487,VEN32729,K,1572.129,1620.051,236.986,228.337,0.497,PC0189,GB25,1000,COST1179,0001,007
